rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	9		レイバックターン	セ3	56.0		今井貴大	1:36.5		2-1-1	39.6	3.8	3	470	-1		安部幸夫		西村健	36.0
2	8	11		キタノパフューム	牝3	54.0		藤原良一	1:37.0	2.1/2	3-2-2	40.0	2.3	1	438	-2		沖田明子		北所拓也	11.9
3	6	7		フルフォース	牝3	54.0		加藤聡一	1:37.2	1.1/2	8-4-3	39.7	3.7	2	421	1		原口次夫		藤居正樹	7.2
4	8	10		サンマイル	セ3	56.0		加藤誓二	1:37.7	2.1/2	7-5-4	40.2	10.5	4	453	16		井手上慎		江津和人	4.7
5	6	6		メイショウゲンパク	牡3	56.0		村上弘樹	1:38.1	2.0	9-8-5	40.3	19.0	6	477	-4		榎屋充		西島愛治	3.2
6	1	1		フォーエバーシップ	牡3	56.0		丹羽克輝	1:38.9	4.0	10-10-10	40.7	48.8	9	490	1		錦見勇夫		伊藤恵介	
7	7	8		サマーモーリス	牝3	53.0		細川智史	1:39.1	1.0	5-9-8	41.2	45.4	8	412	-10		坂口義幸		遠藤喜和	
8	3	3		ホーリーサンライズ	牝3	54.0		加藤利征	1:39.2	クビ	11-11-9	40.5	118.6	11	429	-1		植松則幸		（株）ファーストビ	
9	2	2		タマモピューリティ	牝3	54.0		山田祥雄	1:39.5	1.1/2	1-3-7	42.4	16.7	5	447	8		沖田明子		山梨純一	
10	4	4		マサノキララ	牝3	54.0		丸山真一	1:39.7	1.0	6-7-6	42.0	61.8	10	476	-3		坂口義幸		小山英隆	
11	5	5		リーサムフジ	牝3	52.0		宮下瞳	1:42.1	大	4-6-11	44.5	33.3	7	430	1		藤ヶ崎一		北澤信	
