日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/01/05	晴	8	16	1	1	23.4	10	8	56.0	良	1:11.5	0.9	10-10	33.1-37.5	36.7	中山	202206010108	4歳以上2勝クラス	202206010108	01092	津村明秀	ダ	1200	490	6	0.0
2021/12/18	晴	3	16	3	6	5.3	2	1	56.0	重	1:23.7	-0.1	6-6	34.5-37.4	36.7	中京	202107060503	3歳以上1勝クラス	202107060503	01141	中井裕二	ダ	1400	484	4	760.0
2021/12/04	晴	7	16	5	9	5.0	3	6	56.0	良	1:11.7	0.3	8-9	33.6-37.8	37.3	中山	202106050107	3歳以上1勝クラス	202106050107	01092	津村明秀	ダ	1200	480	0	0.0
2021/11/14	晴	7	14	8	14	6.7	4	2	56.0	良	1:18.6	0.1	8-9	29.4-36.8	35.8	東京	202105050407	3歳以上1勝クラス	202105050407	01162	木幡巧也	ダ	1300	480	-6	300.0
2021/09/12	曇	4	16	8	16	5.4	3	6	55.0	良	1:11.6	0.8	4-4	33.7-37.1	37.7	中山	202106040204	3歳以上1勝クラス	202106040204	01162	木幡巧也	ダ	1200	486	-2	0.0
2021/08/21	晴	8	15	3	5	10.1	4	3	54.0	良	1:11.2	0.1	3-3	34.4-36.7	36.6	新潟	202104040308	3歳以上1勝クラス	202104040308	01162	木幡巧也	ダ	1200	488	2	190.0
2021/05/23	晴	5	16	2	3	59.0	12	6	56.0	稍	1:25.0	1.0	7-7	34.9-37.3	37.6	東京	202105021005	3歳1勝クラス	202105021005	01162	木幡巧也	ダ	1400	486	0	0.0
2021/05/09	晴	5	16	6	11	97.2	13	12	56.0	良	1:39.0	2.6	9-6	33.8-38.4	40.0	東京	202105020605	3歳1勝クラス	202105020605	01162	木幡巧也	ダ	1600	486	4	0.0
2021/03/06	曇	4	16	6	12	94.9	11	4	56.0	稍	1:12.1	0.7	12-12	33.9-37.5	37.0	中山	202106020304	3歳1勝クラス	202106020304	01150	石川裕紀	ダ	1200	482	-2	110.0
2021/01/23	雨	7	16	2	3	20.1	7	12	56.0	稍	1:13.0	1.5	14-11	33.6-37.9	38.1	中山	202106010707	3歳1勝クラス	202106010707	01162	木幡巧也	ダ	1200	484	4	0.0
2020/12/06	晴	7	15	4	7	142.9	12	5	55.0	良	1:12.2	0.7	8-7	33.7-37.8	37.6	中山	202006050207	2歳1勝クラス	202006050207	01092	津村明秀	ダ	1200	480	0	73.0
2020/10/14	曇	9	8	4	4	18.0	6	7	55.0	重	1:50.5	1.6	2-2-2-3	0.0-40.4	41.9	門別	202030101409	JRA認定ウィナーズ(OP)	202030101409	05534	石川倭	ダ	1700	480	20	0.0
2020/06/04	曇	4	9	6	6	3.0	2	1	54.0	良	1:04.5	-0.1	5-5	0.0-40.4	39.4	門別	202030060404	JRA認定フレッシュ(新馬)	202030060404	00837	井上俊彦	ダ	1000	460	0	200.0
