	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気
200102010101	ダ	右	1700	晴	良	09:55	3歳未勝利		2001-6-9	1	函館	1	3歳未勝利	[指](馬齢)	3	1090	5	3	430	5	8	500	6	10.0	2,820	11.0	3-6	8200	20	3-8	9430.0	31.0	3-8	2,550	28.0	3-10	6,360	49.0	8-10	8,850	55.0					7.4 - 11.2 - 12.4 - 13.0 - 12.9 - 12.3 - 12.8 - 13.3 - 13.5	7.4 - 18.6 - 31.0 - 44.0 - 56.9 - 69.2 - 82.0 - 95.3 - 108.8 (7.4-7.4)									
200102010102	ダ	右	1000	晴	良	10:30	3歳未勝利		2001-6-9	1	函館	1	3歳未勝利	[指](馬齢)	6	780	5	6	260	5	10	160	1	2.0	540	9.0	5-7	910	3	6-10	1560.0	7.0	6-10	630	7.0	2-6	2,530	33.0	2-10	1,720	26.0					12.4 - 10.8 - 11.9 - 12.1 - 13.6	12.4 - 23.2 - 35.1 - 47.2 - 60.8 (12.4-12.4)									
200102010103	ダ	右	1700	晴	良	10:55	3歳未勝利		2001-6-9	1	函館	1	3歳未勝利	[指](馬齢)	5	190	1	5	110	1	8	130	2	12.0	150	3.0	4-6	510	1	5-8	630.0	2.0	5-8	260	2.0	5-12	260	1.0	8-12	480	6.0					7.1 - 11.1 - 11.9 - 12.5 - 12.8 - 12.9 - 13.5 - 13.5 - 13.3	7.1 - 18.2 - 30.1 - 42.6 - 55.4 - 68.3 - 81.8 - 95.3 - 108.6 (7.1-7.1)									
200102010104	芝	右	1200	晴	良	11:25	3歳未勝利		2001-6-9	1	函館	1	3歳未勝利	(混)[指](馬齢)	4	480	3	4	120	3	16	110	1	11.0	110	2.0	2-8	690	3	4-16	760.0	3.0	4-16	230	3.0	4-11	220	2.0	11-16	190	1.0					12.2 - 10.8 - 11.2 - 11.8 - 11.9 - 12.3	12.2 - 23.0 - 34.2 - 46.0 - 57.9 - 70.2 (12.2-12.2)									
200102010105	ダ	右	1000	晴	良	11:55	2歳新馬		2001-6-9	1	函館	1	2歳新馬	[指](馬齢)	8	240	1	8	120	1	10	170	2	9.0	250	6.0	6-7	330	1	8-10	650.0	1.0	8-10	280	1.0	8-9	500	4.0	9-10	670	7.0					12.6 - 10.7 - 11.9 - 12.9 - 13.7	12.6 - 23.3 - 35.2 - 48.1 - 61.8 (12.6-12.6)									
200102010106	芝	右	1000	晴	良	12:55	2歳新馬		2001-6-9	1	函館	1	2歳新馬	牝[指](馬齢)	5	1470	5	5	370	5	10	200	2	1.0	580	9.0	4-7	700	2	5-10	5560.0	22.0	5-10	1,870	23.0	1-5	2,850	36.0	1-10	2,620	32.0					12.2 - 11.0 - 11.6 - 11.8 - 12.4	12.2 - 23.2 - 34.8 - 46.6 - 59.0 (12.2-12.2)									
200102010107	芝	右	2600	晴	良	13:25	3歳以上500万下		2001-6-9	1	函館	1	3歳以上500万下	(混)[指](定量)	11	960	5	11	250	6	10	130	1	9.0	200	4.0	5-6	740	3	10-11	1460.0	4.0	10-11	580	5.0	9-11	750	10.0	9-10	370	1.0					12.7 - 11.1 - 12.2 - 12.8 - 12.4 - 13.6 - 13.1 - 12.9 - 12.3 - 12.0 - 12.4 - 12.2 - 12.7	12.7 - 23.8 - 36.0 - 48.8 - 61.2 - 74.8 - 87.9 - 100.8 - 113.1 - 125.1 - 137.5 - 149.7 - 162.4 (12.7-12.7)									
200102010108	ダ	右	1000	晴	良	13:55	3歳以上500万下		2001-6-9	1	函館	1	3歳以上500万下	[指](馬齢)	5	640	3	5	180	4	4	140	2	8.0	110	1.0	4-5	1020	5	4-5	1260.0	5.0	4-5	410	6.0	5-8	300	2.0	4-8	190	1.0					12.1 - 10.7 - 11.4 - 11.9 - 12.8	12.1 - 22.8 - 34.2 - 46.1 - 58.9 (12.1-12.1)									
200102010109	芝	右	1200	晴	良	14:25	3歳以上500万下		2001-6-9	1	函館	1	3歳以上500万下	(特指)(馬齢)	12	400	2	12	190	2	13	250	4	9.0	420	7.0	6-7	1300	5	12-13	1640.0	4.0	12-13	680	4.0	9-12	850	9.0	9-13	1,620	21.0					12.0 - 10.9 - 10.9 - 11.7 - 12.1 - 12.9	12.0 - 22.9 - 33.8 - 45.5 - 57.6 - 70.5 (12.0-12.0)									
200102010110	芝	右	2000	晴	良	14:55	奥尻特別 		2001-6-9	1	函館	1	3歳以上500万下	(混)(特指)(馬齢)	3	230	1	3	140	2	5	300	4	11.0	180	3.0	2-3	1750	6	3-5	1770.0	4.0	3-5	600	4.0	3-11	350	2.0	5-11	920	10.0					12.9 - 10.8 - 12.1 - 12.9 - 13.4 - 13.3 - 12.7 - 12.0 - 12.0 - 12.1	12.9 - 23.7 - 35.8 - 48.7 - 62.1 - 75.4 - 88.1 - 100.1 - 112.1 - 124.2 (12.9-12.9)									
