	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気
200103010111	ダ	右	1700	曇	良	15:30	五色沼特別 		2001-4-21	1	福島	1	4歳以上900万下	(混)[指](別定)	8	2690	6	8	460	6	3	180	3	1.0	270	4.0	3-6	4520	17	3-8	5820.0	19.0	3-8	1,690	19.0	1-8	2,620	26.0	1-3	790	6.0					7.0 - 11.0 - 11.7 - 12.3 - 12.7 - 12.2 - 12.2 - 13.0 - 13.3	7.0 - 18.0 - 29.7 - 42.0 - 54.7 - 66.9 - 79.1 - 92.1 - 105.4 (7.0-7.0)									
200103010201	ダ	右	1000	曇	良	09:50	3歳未出走		2001-4-22	1	福島	2	3歳未出走	(馬齢)	2	6420	10	2	1,410	12	8	280	4	9.0	120	1.0	2-6	16950	28	2-8	28310.0	47.0	2-8	7,150	54.0	2-9	2,450	29.0	8-9	590	6.0					12.5 - 11.0 - 12.0 - 12.4 - 13.0	12.5 - 23.5 - 35.5 - 47.9 - 60.9 (12.5-12.5)									
200103010202	ダ	右	1700	晴	良	10:15	3歳未出走		2001-4-22	1	福島	2	3歳未出走	(混)(馬齢)	11	260	1	11	120	1	7	190	4	2.0	180	3.0	5-7	520	1	7-11	610.0	1.0	7-11	260	1.0	2-11	370	3.0	2-7	400	4.0					7.1 - 11.7 - 12.5 - 13.7 - 14.1 - 13.0 - 12.7 - 12.8 - 11.8	7.1 - 18.8 - 31.3 - 45.0 - 59.1 - 72.1 - 84.8 - 97.6 - 109.4 (7.1-7.1)									
200103010203	芝	右	2000	晴	良	10:40	3歳未出走		2001-4-22	1	福島	2	3歳未出走	(混)(馬齢)	4	1770	7	4	320	7	15	120	1	10.0	290	5.0	2-8	870	4	4-15	1160.0	4.0	4-15	520	3.0	4-10	1,180	13.0	10-15	570	5.0					12.8 - 11.4 - 12.1 - 13.0 - 13.2 - 13.2 - 12.5 - 12.0 - 12.0 - 11.8	12.8 - 24.2 - 36.3 - 49.3 - 62.5 - 75.7 - 88.2 - 100.2 - 112.2 - 124.0 (12.8-12.8)									
200103010204	ダ	右	1700	晴	良	11:10	3歳未勝利		2001-4-22	1	福島	2	3歳未勝利	(混)(馬齢)	7	1540	6	7	270	6	11	110	1	13.0	130	2.0	5-7	1170	4	7-11	1180.0	5.0	7-11	460	5.0	7-13	780	10.0	11-13	180	1.0					7.0 - 11.6 - 11.7 - 12.2 - 13.1 - 12.8 - 13.1 - 13.3 - 13.2	7.0 - 18.6 - 30.3 - 42.5 - 55.6 - 68.4 - 81.5 - 94.8 - 108.0 (7.0-7.0)									
200103010205	芝	右	1200	晴	良	11:40	3歳未勝利		2001-4-22	1	福島	2	3歳未勝利	(混)(馬齢)	6	1830	7	6	580	8	10	200	2	3.0	760	12.0	3-5	650	1	6-10	4160.0	15.0	6-10	1,530	15.0	3-6	9,510	86.0	3-10	3,110	35.0					12.5 - 10.9 - 11.2 - 12.2 - 12.4 - 12.5	12.5 - 23.4 - 34.6 - 46.8 - 59.2 - 71.7 (12.5-12.5)									
200103010206	芝	右	2000	晴	良	12:40	3歳未勝利		2001-4-22	1	福島	2	3歳未勝利	(混)(馬齢)	2	270	1	2	110	1	9	250	5	15.0	180	3.0	1-5	410	2	2-9	1230.0	4.0	2-9	530	4.0	2-15	290	2.0	9-15	780	7.0					12.4 - 11.0 - 11.8 - 13.0 - 13.1 - 13.2 - 12.6 - 12.4 - 12.3 - 12.4	12.4 - 23.4 - 35.2 - 48.2 - 61.3 - 74.5 - 87.1 - 99.5 - 111.8 - 124.2 (12.4-12.4)									
200103010207	芝	右	1200	晴	良	13:10	4歳以上500万下		2001-4-22	1	福島	2	4歳以上500万下	牝(別定)	11	730	5	11	400	7	8	2,500	14	12.0	920	12.0	4-6	8080	28	8-11	37740.0	85.0	8-11	12,700	93.0	11-12	4,830	63.0	8-12	24,980	115.0					12.3 - 10.7 - 11.0 - 11.8 - 12.3 - 12.7	12.3 - 23.0 - 34.0 - 45.8 - 58.1 - 70.8 (12.3-12.3)									
200103010208	ダ	右	1700	晴	良	13:45	4歳以上500万下		2001-4-22	1	福島	2	4歳以上500万下	(別定)	11	280	1	11	150	1	12	450	6	5.0	570	11.0	7-8	660	3	11-12	3000.0	10.0	11-12	1,240	13.0	5-11	1,980	20.0	5-12	7,100	59.0					6.8 - 11.0 - 11.6 - 12.7 - 13.6 - 12.7 - 13.2 - 13.0 - 13.1	6.8 - 17.8 - 29.4 - 42.1 - 55.7 - 68.4 - 81.6 - 94.6 - 107.7 (6.8-6.8)									
200103010209	芝	右	1200	晴	良	14:20	遠野特別 		2001-4-22	1	福島	2	4歳以上500万下	(混)(別定)	1	330	1	1	180	3	4	140	1	8.0	320	6.0	1-2	610	1	1-4	860.0	1.0	1-4	380	1.0	1-8	1,040	10.0	4-8	1,160	12.0					12.4 - 10.5 - 11.2 - 11.9 - 11.7 - 12.1	12.4 - 22.9 - 34.1 - 46.0 - 57.7 - 69.8 (12.4-12.4)									
200103010210	芝	右	1700	晴	良	14:55	赤湯特別 		2001-4-22	1	福島	2	4歳以上500万下	(混)(別定)	12	940	4	12	260	3	1	920	12	9.0	790	10.0	1-7	6400	21	1-12	16910.0	54.0	1-12	4,030	53.0	9-12	4,270	55.0	1-9	7,580	70.0					7.1 - 11.1 - 12.2 - 12.0 - 12.5 - 12.4 - 12.2 - 12.0 - 12.5	7.1 - 18.2 - 30.4 - 42.4 - 54.9 - 67.3 - 79.5 - 91.5 - 104.0 (7.1-7.1)									
200103010211	芝	右	1200	晴	良	15:30	福島民報杯 		2001-4-22	1	福島	2	4歳以上オープン	(混)(ハンデ)	13	890	4	13	260	3	8	210	2	6.0	860	13.0	4-7	1240	5	8-13	2070.0	7.0	8-13	910	6.0	6-13	5,730	63.0	6-8	3,990	48.0					12.0 - 10.7 - 11.1 - 11.8 - 11.8 - 12.4	12.0 - 22.7 - 33.8 - 45.6 - 57.4 - 69.8 (12.0-12.0)									
200103010301	ダ	右	1000	晴	良	09:50	3歳未出走		2001-4-28	1	福島	3	3歳未出走	(混)[指](馬齢)	10	160	1	10	110	1	6	180	3	11.0	200	4.0	5-7	660	3	6-10	740.0	2.0	6-10	320	2.0	10-11	380	3.0	6-11	1,020	14.0					12.8 - 11.1 - 11.8 - 12.7 - 12.5	12.8 - 23.9 - 35.7 - 48.4 - 60.9 (12.8-12.8)									
200103010302	芝	右	1700	晴	良	10:15	3歳未出走		2001-4-28	1	福島	3	3歳未出走	[指](馬齢)	3	280	2	3	120	1	6	130	2	1.0	180	4.0	3-4	460	1	3-6	530.0	1.0	3-6	240	1.0	1-3	380	2.0	1-6	390	3.0					7.2 - 11.8 - 12.3 - 12.8 - 13.2 - 12.4 - 11.8 - 12.1 - 12.2	7.2 - 19.0 - 31.3 - 44.1 - 57.3 - 69.7 - 81.5 - 93.6 - 105.8 (7.2-7.2)									
200103010303	ダ	右	1000	晴	良	10:45	3歳未勝利		2001-4-28	1	福島	3	3歳未勝利	(混)[指](馬齢)	7	160	1	7	100	1	11	180	4	6.0	160	2.0	6-8	570	3	7-11	620.0	3.0	7-11	270	3.0	6-7	180	1.0	6-11	490	6.0					12.5 - 11.1 - 11.4 - 12.1 - 12.9	12.5 - 23.6 - 35.0 - 47.1 - 60.0 (12.5-12.5)									
200103010304	ダ	右	1700	晴	良	11:15	3歳未勝利		2001-4-28	1	福島	3	3歳未勝利	牝[指](馬齢)	10	7740	9	10	520	7	5	830	9	11.0	160	1.0	4-7	4330	14	5-10	29880.0	48.0	5-10	7,520	47.0	10-11	2,100	20.0	5-11	970	14.0					6.9 - 11.2 - 11.9 - 12.8 - 13.3 - 13.1 - 13.8 - 13.3 - 13.3	6.9 - 18.1 - 30.0 - 42.8 - 56.1 - 69.2 - 83.0 - 96.3 - 109.6 (6.9-6.9)									
200103010305	芝	右	1800	晴	良	11:45	3歳未勝利		2001-4-28	1	福島	3	3歳未勝利	(父)[指](馬齢)	14	1830	6	14	230	5	6	140	1	1.0	480	7.0	3-7	1740	9	6-14	1770.0	8.0	6-14	800	8.0	1-14	3,050	25.0	1-6	1,270	15.0					12.4 - 11.1 - 11.8 - 12.7 - 12.8 - 12.5 - 12.0 - 12.7 - 12.8	12.4 - 23.5 - 35.3 - 48.0 - 60.8 - 73.3 - 85.3 - 98.0 - 110.8 (12.4-12.4)									
200103010306	芝	右	2600	晴	良	12:45	4歳以上500万下		2001-4-28	1	福島	3	4歳以上500万下	(混)[指](別定)	4	310	2	4	130	1	5	150	2	16.0	920	10.0	2-3	430	1	4-5	400.0	1.0	4-5	230	1.0	4-16	2,160	24.0	5-16	3,030	32.0					12.7 - 11.4 - 11.7 - 12.7 - 12.6 - 12.8 - 12.5 - 12.8 - 12.6 - 12.4 - 12.1 - 12.7 - 12.4	12.7 - 24.1 - 35.8 - 48.5 - 61.1 - 73.9 - 86.4 - 99.2 - 111.8 - 124.2 - 136.3 - 149.0 - 161.4 (12.7-12.7)									
200103010307	芝	右	1700	晴	良	13:15	4歳以上500万下		2001-4-28	1	福島	3	4歳以上500万下	[指](別定)	11	8060	12	11	1,510	12	8	730	9	12.0	400	6.0	5-7	1000	4	8-11	36810.0	66.0	8-11	7,240	64.0	11-12	4,070	45.0	8-12	2,350	32.0					6.8 - 11.2 - 11.6 - 12.3 - 12.3 - 11.9 - 11.8 - 12.9 - 12.6	6.8 - 18.0 - 29.6 - 41.9 - 54.2 - 66.1 - 77.9 - 90.8 - 103.4 (6.8-6.8)									
200103010308	芝	右	1800	晴	良	13:50	4歳以上500万下		2001-4-28	1	福島	3	4歳以上500万下	牝[指](別定)	14	370	1	14	220	3	11	440	6	8.0	320	4.0	6-7	2080	11	11-14	3090.0	12.0	11-14	1,310	13.0	8-14	900	7.0	8-11	1,570	15.0					12.4 - 11.4 - 12.1 - 12.7 - 12.6 - 12.1 - 11.7 - 12.4 - 12.3	12.4 - 23.8 - 35.9 - 48.6 - 61.2 - 73.3 - 85.0 - 97.4 - 109.7 (12.4-12.4)									
200103010309	芝	右	1200	晴	良	14:25	ひめさゆり賞 		2001-4-28	1	福島	3	3歳500万下	(混)(特指)(馬齢)	16	530	2	16	190	4	9	180	2	6.0	120	1.0	5-8	1450	7	9-16	2170.0	6.0	9-16	880	7.0	6-16	370	2.0	6-9	300	1.0					11.8 - 10.8 - 11.2 - 11.2 - 12.2 - 13.4	11.8 - 22.6 - 33.8 - 45.0 - 57.2 - 70.6 (11.8-11.8)									
200103010310	ダ	右	1700	晴	良	14:55	金華山特別 		2001-4-28	1	福島	3	4歳以上500万下	(混)[指](別定)	12	230	1	12	130	1	8	470	8	10.0	300	5.0	6-8	430	1	8-12	2680.0	10.0	8-12	1,130	11.0	10-12	720	6.0	8-10	3,810	41.0					7.1 - 10.7 - 11.9 - 12.8 - 12.7 - 12.8 - 12.7 - 12.3 - 12.8	7.1 - 17.8 - 29.7 - 42.5 - 55.2 - 68.0 - 80.7 - 93.0 - 105.8 (7.1-7.1)									
200103010311	芝	右	1800	晴	良	15:30	桜木特別 		2001-4-28	1	福島	3	4歳以上900万下	(混)[指](ハンデ)	7	330	2	7	120	1	5	130	2	13.0	290	5.0	3-4	390	1	5-7	450.0	1.0	5-7	210	1.0	7-13	680	8.0	5-13	640	7.0					12.5 - 10.6 - 11.5 - 12.7 - 13.0 - 12.3 - 11.7 - 12.3 - 12.1	12.5 - 23.1 - 34.6 - 47.3 - 60.3 - 72.6 - 84.3 - 96.6 - 108.7 (12.5-12.5)									
200103010312	芝	右	1200	晴	良	16:10	4歳以上500万下		2001-4-28	1	福島	3	4歳以上500万下	(混)[指](別定)	9	360	1	9	160	1	4	440	8	10.0	360	7.0	2-5	1470	6	4-9	2400.0	9.0	4-9	940	9.0	9-10	930	8.0	4-10	2,200	27.0					12.1 - 10.7 - 11.0 - 11.6 - 12.4 - 12.5	12.1 - 22.8 - 33.8 - 45.4 - 57.8 - 70.3 (12.1-12.1)									
200103010401	ダ	右	1700	晴	良	09:55	3歳未出走		2001-4-29	1	福島	4	3歳未出走	(馬齢)	1	460	1	1	180	2	13	150	1	7.0	700	10.0	1-8	730	3	1-13	840.0	1.0	1-13	370	1.0	1-7	2,290	31.0	7-13	3,420	44.0					7.1 - 11.2 - 12.2 - 12.8 - 13.2 - 13.1 - 13.1 - 13.0 - 13.5	7.1 - 18.3 - 30.5 - 43.3 - 56.5 - 69.6 - 82.7 - 95.7 - 109.2 (7.1-7.1)									
200103010402	芝	右	1200	晴	良	10:20	3歳未出走		2001-4-29	1	福島	4	3歳未出走	牝(馬齢)	11	2470	8	11	410	6	12	440	7	9.0	1,010	10.0	6-6	25270	31	11-12	26560.0	58.0	11-12	4,060	41.0	9-11	11,280	81.0	9-12	5,620	54.0					12.5 - 10.9 - 11.6 - 11.9 - 12.7 - 12.9	12.5 - 23.4 - 35.0 - 46.9 - 59.6 - 72.5 (12.5-12.5)									
200103010403	芝	右	1800	晴	良	10:45	3歳未出走		2001-4-29	1	福島	4	3歳未出走	(混)(馬齢)	4	430	2	4	150	2	3	300	7	14.0	130	1.0	2-2	2010	9	3-4	2120.0	6.0	3-4	870	8.0	4-14	310	1.0	3-14	750	6.0					12.9 - 11.6 - 12.6 - 13.2 - 13.3 - 12.4 - 11.9 - 12.2 - 12.2	12.9 - 24.5 - 37.1 - 50.3 - 63.6 - 76.0 - 87.9 - 100.1 - 112.3 (12.9-12.9)									
200103010404	ダ	右	1700	晴	良	11:10	3歳未勝利		2001-4-29	1	福島	4	3歳未勝利	(馬齢)	8	1180	5	8	340	6	3	860	12	6.0	120	1.0	3-6	14000	26	3-8	31930.0	49.0	3-8	6,600	53.0	6-8	600	4.0	3-6	1,660	23.0					6.9 - 11.5 - 11.3 - 12.6 - 12.9 - 12.6 - 13.1 - 13.1 - 13.7	6.9 - 18.4 - 29.7 - 42.3 - 55.2 - 67.8 - 80.9 - 94.0 - 107.7 (6.9-6.9)									
200103010405	芝	右	1200	晴	良	11:45	3歳未勝利		2001-4-29	1	福島	4	3歳未勝利	(馬齢)	12	1720	8	12	390	7	13	380	6	15.0	550	8.0	6-7	2620	11	12-13	7460.0	27.0	12-13	2,300	25.0	12-15	4,290	44.0	13-15	2,710	29.0					12.3 - 10.6 - 11.3 - 12.0 - 12.6 - 12.5	12.3 - 22.9 - 34.2 - 46.2 - 58.8 - 71.3 (12.3-12.3)									
200103010406	芝	右	1700	晴	良	12:35	3歳未勝利		2001-4-29	1	福島	4	3歳未勝利	(混)(馬齢)	4	680	5	4	270	5	11	200	2	14.0	580	9.0	3-7	840	3	4-11	1690.0	7.0	4-11	640	5.0	4-14	2,560	33.0	11-14	2,120	29.0					7.1 - 10.7 - 11.5 - 12.4 - 12.9 - 12.6 - 12.5 - 12.4 - 12.3	7.1 - 17.8 - 29.3 - 41.7 - 54.6 - 67.2 - 79.7 - 92.1 - 104.4 (7.1-7.1)									
200103010407	ダ	右	1000	晴	良	13:05	4歳以上500万下		2001-4-29	1	福島	4	4歳以上500万下	(混)(別定)	4	1050	4	4	220	4	6	980	10	7.0	120	1.0	4-5	4930	15	4-6	16900.0	40.0	4-6	3,720	41.0	4-7	490	3.0	6-7	1,530	18.0					12.5 - 10.9 - 11.6 - 12.7 - 12.8	12.5 - 23.4 - 35.0 - 47.7 - 60.5 (12.5-12.5)									
200103010408	ダ	右	1700	晴	良	13:35	4歳以上500万下		2001-4-29	1	福島	4	4歳以上500万下	(別定)	10	490	2	10	240	2	9	420	8	3.0	420	9.0	6-7	1160	5	9-10	3390.0	15.0	9-10	1,210	17.0	3-10	1,180	15.0	3-9	2,990	43.0					6.7 - 11.2 - 12.3 - 12.4 - 13.1 - 12.9 - 12.5 - 12.6 - 13.5	6.7 - 17.9 - 30.2 - 42.6 - 55.7 - 68.6 - 81.1 - 93.7 - 107.2 (6.7-6.7)									
200103010409	芝	右	1800	晴	良	14:10	栗駒特別 		2001-4-29	1	福島	4	4歳以上500万下	(混)(別定)	15	570	2	15	160	2	4	290	5	5.0	120	1.0	2-8	3840	16	4-15	4900.0	19.0	4-15	1,180	12.0	5-15	380	1.0	4-5	770	7.0					12.4 - 11.3 - 12.4 - 12.4 - 12.9 - 12.4 - 11.5 - 12.3 - 12.3	12.4 - 23.7 - 36.1 - 48.5 - 61.4 - 73.8 - 85.3 - 97.6 - 109.9 (12.4-12.4)									
200103010410	芝	右	1200	曇	良	14:45	気仙沼特別 		2001-4-29	1	福島	4	4歳以上500万下	(混)(別定)	7	1990	7	7	530	7	12	1,370	14	8.0	210	3.0	5-7	3850	14	7-12	31110.0	70.0	7-12	9,430	81.0	7-8	1,130	9.0	8-12	3,020	37.0					12.2 - 10.8 - 10.9 - 11.4 - 12.7 - 12.5	12.2 - 23.0 - 33.9 - 45.3 - 58.0 - 70.5 (12.2-12.2)									
200103010411	ダ	右	1700	曇	良	15:25	みちのくステークス 		2001-4-29	1	福島	4	4歳以上1600万下	(混)(別定)	7	140	1	7	110	1	9	250	3	10.0	610	11.0	5-6	810	3	7-9	1710.0	6.0	7-9	750	5.0	7-10	1,300	14.0	9-10	6,240	67.0					6.9 - 10.9 - 11.6 - 13.2 - 13.1 - 12.4 - 12.4 - 12.4 - 12.3	6.9 - 17.8 - 29.4 - 42.6 - 55.7 - 68.1 - 80.5 - 92.9 - 105.2 (6.9-6.9)									
200103010501	芝	右	2000	晴	良	09:50	3歳未出走		2001-5-4	1	福島	5	3歳未出走	(馬齢)	8	110	1	8	100	1	3	240	4	1.0	260	6.0	3-8	880	4	3-8	960.0	4.0	3-8	490	5.0	1-8	550	6.0	1-3	1,730	18.0					12.4 - 11.4 - 12.1 - 12.4 - 12.9 - 12.8 - 12.4 - 12.2 - 12.4 - 12.5	12.4 - 23.8 - 35.9 - 48.3 - 61.2 - 74.0 - 86.4 - 98.6 - 111.0 - 123.5 (12.4-12.4)									
200103010502	ダ	右	1000	晴	良	10:15	3歳未出走		2001-5-4	1	福島	5	3歳未出走	(馬齢)	3	7450	11	3	1,010	11	4	170	2	9.0	560	8.0	3-4	6200	19	3-4	6870.0	21.0	3-4	2,150	25.0	3-9	6,570	50.0	4-9	1,120	15.0					12.7 - 11.0 - 11.5 - 12.6 - 13.3	12.7 - 23.7 - 35.2 - 47.8 - 61.1 (12.7-12.7)									
200103010503	ダ	右	1700	晴	良	10:45	3歳未出走		2001-5-4	1	福島	5	3歳未出走	(馬齢)	9	130	1	9	110	1	3	400	8	1.0	380	6.0	3-6	1330	5	3-9	1260.0	5.0	3-9	650	6.0	1-9	730	8.0	1-3	3,160	37.0					7.0 - 11.3 - 12.2 - 13.0 - 13.6 - 13.2 - 13.2 - 13.3 - 13.2	7.0 - 18.3 - 30.5 - 43.5 - 57.1 - 70.3 - 83.5 - 96.8 - 110.0 (7.0-7.0)									
200103010504	ダ	右	1700	晴	良	11:15	3歳未勝利		2001-5-4	1	福島	5	3歳未勝利	牝(馬齢)	2	290	1	2	140	1	4	540	9	1.0	340	5.0	2-4	4230	15	2-4	3560.0	14.0	2-4	1,290	14.0	1-2	640	6.0	1-4	2,510	30.0					7.0 - 12.0 - 13.0 - 13.5 - 13.8 - 13.2 - 12.7 - 13.1 - 12.8	7.0 - 19.0 - 32.0 - 45.5 - 59.3 - 72.5 - 85.2 - 98.3 - 111.1 (7.0-7.0)									
200103010505	芝	右	1200	晴	良	11:45	3歳未勝利		2001-5-4	1	福島	5	3歳未勝利	(混)(馬齢)	5	400	2	5	180	2	13	290	4	4.0	560	7.0	3-7	1400	5	5-13	1800.0	5.0	5-13	690	5.0	4-5	1,060	8.0	4-13	1,710	21.0					12.1 - 10.5 - 11.2 - 11.8 - 12.2 - 13.1	12.1 - 22.6 - 33.8 - 45.6 - 57.8 - 70.9 (12.1-12.1)									
200103010506	芝	右	2000	晴	良	12:45	3歳未勝利		2001-5-4	1	福島	5	3歳未勝利	(馬齢)	3	1150	5	3	250	5	7	110	1	1.0	130	2.0	3-6	1790	9	3-7	1510.0	6.0	3-7	560	7.0	1-3	560	6.0	1-7	190	1.0					12.3 - 11.2 - 12.4 - 13.0 - 13.1 - 12.8 - 12.2 - 12.4 - 12.3 - 12.8	12.3 - 23.5 - 35.9 - 48.9 - 62.0 - 74.8 - 87.0 - 99.4 - 111.7 - 124.5 (12.3-12.3)									
200103010507	ダ	右	1000	晴	良	13:15	4歳以上500万下		2001-5-4	1	福島	5	4歳以上500万下	(混)(別定)	10	390	2	10	130	1	12	380	7	7.0	220	4.0	7-8	1650	6	10-12	4240.0	15.0	10-12	1,470	22.0	7-10	450	2.0	7-12	2,050	31.0					12.3 - 10.7 - 11.6 - 12.2 - 13.0	12.3 - 23.0 - 34.6 - 46.8 - 59.8 (12.3-12.3)									
200103010508	芝	右	2000	晴	良	13:50	4歳以上500万下		2001-5-4	1	福島	5	4歳以上500万下	(別定)	5	480	3	5	140	1	13	180	3	3.0	250	6.0	3-7	870	5	5-13	1100.0	2.0	5-13	430	2.0	3-5	770	10.0	3-13	790	11.0					12.0 - 11.0 - 12.2 - 12.8 - 12.9 - 12.7 - 12.0 - 12.0 - 12.5 - 12.7	12.0 - 23.0 - 35.2 - 48.0 - 60.9 - 73.6 - 85.6 - 97.6 - 110.1 - 122.8 (12.0-12.0)									
