	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気
200107010101	ダ	左	1700	晴	重	09:50	3歳未勝利		2001-3-3	1	中京	1	3歳未勝利	[指](馬齢)	4	1520	5	4	410	5	6	840	8	7.0	410	6.0	4-6	11720	26	4-6	11950.0	28.0	4-6	3,070	28.0	4-7	2,190	23.0	6-7	4,370	35.0					7.4 - 11.0 - 11.6 - 13.4 - 13.5 - 12.8 - 13.0 - 13.1 - 12.8	7.4 - 18.4 - 30.0 - 43.4 - 56.9 - 69.7 - 82.7 - 95.8 - 108.6 (7.4-7.4)									
200107010102	ダ	左	1700	晴	重	10:15	3歳未出走		2001-3-3	1	中京	1	3歳未出走	(混)[指](馬齢)	13	250	1	13	120	1	3	200	4	2.0	170	3.0	2-7	320	1	3-13	1120.0	4.0	3-13	460	5.0	2-13	310	2.0	2-3	500	6.0					7.4 - 11.0 - 11.6 - 13.4 - 12.9 - 12.6 - 12.8 - 13.4 - 13.2	7.4 - 18.4 - 30.0 - 43.4 - 56.3 - 68.9 - 81.7 - 95.1 - 108.3 (7.4-7.4)									
200107010103	ダ	左	1000	晴	重	10:45	3歳未勝利		2001-3-3	1	中京	1	3歳未勝利	[指](馬齢)	14	160	1	14	100	1	4	240	4	3.0	290	6.0	2-7	480	2	4-14	760.0	3.0	4-14	410	4.0	3-14	610	5.0	3-4	1,770	18.0					12.4 - 11.1 - 12.1 - 12.4 - 12.7	12.4 - 23.5 - 35.6 - 48.0 - 60.7 (12.4-12.4)									
200107010104	芝	左	2000	晴	良	11:15	3歳未勝利		2001-3-3	1	中京	1	3歳未勝利	(混)[指](馬齢)	7	270	1	7	120	1	11	140	2	8.0	150	3.0	4-6	450	1	7-11	690.0	2.0	7-11	270	2.0	7-8	200	1.0	8-11	420	4.0					12.5 - 11.0 - 11.7 - 12.7 - 12.8 - 12.5 - 12.5 - 12.5 - 12.4 - 11.9	12.5 - 23.5 - 35.2 - 47.9 - 60.7 - 73.2 - 85.7 - 98.2 - 110.6 - 122.5 (12.5-12.5)									
200107010105	ダ	左	1600	晴	重	11:45	4歳以上500万下		2001-3-3	1	中京	1	4歳以上500万下	[指](別定)	10	1430	6	10	460	8	7	150	1	5.0	700	10.0	5-6	1270	5	7-10	3510.0	16.0	7-10	1,260	14.0	5-10	6,790	57.0	5-7	1,070	12.0					12.6 - 11.4 - 13.0 - 12.7 - 12.4 - 12.7 - 13.0 - 12.9	12.6 - 24.0 - 37.0 - 49.7 - 62.1 - 74.8 - 87.8 - 100.7 (12.6-12.6)									
200107010106	ダ	左	1700	晴	重	12:45	4歳以上500万下		2001-3-3	1	中京	1	4歳以上500万下	(混)[指](別定)	12	7180	8	12	1,210	9	5	230	2	8.0	560	7.0	3-6	3340	8	5-12	21160.0	32.0	5-12	4,610	33.0	8-12	8,250	54.0	5-8	1,790	18.0					7.2 - 10.7 - 11.5 - 13.4 - 13.1 - 12.6 - 13.0 - 13.1 - 12.9	7.2 - 17.9 - 29.4 - 42.8 - 55.9 - 68.5 - 81.5 - 94.6 - 107.5 (7.2-7.2)									
200107010107	芝	左	2500	曇	良	13:15	4歳以上500万下		2001-3-3	1	中京	1	4歳以上500万下	(混)[指](別定)	6	420	2	6	230	2	9	240	3	8.0	430	6.0	3-5	2000	7	6-9	2320.0	7.0	6-9	760	5.0	6-8	1,750	18.0	8-9	1,890	20.0					7.2 - 11.3 - 12.2 - 12.5 - 12.3 - 12.7 - 13.1 - 12.0 - 12.3 - 12.3 - 12.2 - 12.4 - 11.9	7.2 - 18.5 - 30.7 - 43.2 - 55.5 - 68.2 - 81.3 - 93.3 - 105.6 - 117.9 - 130.1 - 142.5 - 154.4 (7.2-7.2)									
200107010108	ダ	左	1700	曇	重	13:50	4歳以上500万下		2001-3-3	1	中京	1	4歳以上500万下	牝[指](別定)	14	2150	9	14	400	7	13	500	8	1.0	180	2.0	7-7	14020	28	13-14	15050.0	39.0	13-14	3,190	33.0	1-14	1,430	19.0	1-13	1,380	18.0					7.2 - 11.0 - 11.5 - 13.3 - 12.3 - 12.4 - 13.0 - 13.3 - 12.9	7.2 - 18.2 - 29.7 - 43.0 - 55.3 - 67.7 - 80.7 - 94.0 - 106.9 (7.2-7.2)									
200107010109	芝	左	1800	曇	良	14:25	あざみ賞 		2001-3-3	1	中京	1	3歳500万下	(混)(特指)(馬齢)	2	760	5	2	230	5	5	210	4	12.0	210	3.0	1-3	640	3	2-5	2070.0	10.0	2-5	840	10.0	2-12	580	5.0	5-12	670	8.0					12.6 - 10.9 - 11.7 - 12.3 - 12.8 - 12.4 - 12.1 - 12.2 - 11.8	12.6 - 23.5 - 35.2 - 47.5 - 60.3 - 72.7 - 84.8 - 97.0 - 108.8 (12.6-12.6)									
200107010110	芝	左	1200	曇	良	14:55	岡崎特別 		2001-3-3	1	中京	1	4歳以上500万下	牝[指](別定)	5	170	1	5	120	1	8	380	7	3.0	420	8.0	3-4	620	2	5-8	1390.0	4.0	5-8	690	5.0	3-5	880	8.0	3-8	2,190	29.0					12.0 - 10.6 - 11.4 - 11.8 - 12.1 - 12.1	12.0 - 22.6 - 34.0 - 45.8 - 57.9 - 70.0 (12.0-12.0)									
