	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気
200106010101	ダ	右	1200	晴	良	09:55	3歳未勝利		2001-1-5	1	中山	1	3歳未勝利	(混)[指](馬齢)	9	150	1	9	100	1	16	220	5	3.0	110	2.0	5-8	910	4	9-16	1090.0	5.0	9-16	480	5.0	3-9	190	1.0	3-16	750	9.0					12.0 - 10.8 - 11.7 - 12.3 - 12.7 - 13.6	12.0 - 22.8 - 34.5 - 46.8 - 59.5 - 73.1 (12.0-12.0)									
200106010102	ダ	右	1800	晴	良	10:20	3歳未勝利		2001-1-5	1	中山	1	3歳未勝利	(混)[指](馬齢)	6	440	3	6	140	2	7	120	1	12.0	290	7.0	4-5	290	1	6-7	450.0	1.0	6-7	240	1.0	6-12	780	10.0	7-12	750	9.0					13.0 - 12.0 - 13.1 - 13.3 - 12.9 - 12.5 - 12.7 - 13.0 - 13.1	13.0 - 25.0 - 38.1 - 51.4 - 64.3 - 76.8 - 89.5 - 102.5 - 115.6 (13.0-13.0)									
200106010103	ダ	右	1200	晴	良	10:45	3歳未勝利		2001-1-5	1	中山	1	3歳未勝利	牝[指](馬齢)	3	360	2	3	170	2	5	670	10	6.0	270	4.0	2-3	1010	4	3-5	7100.0	22.0	3-5	2,300	27.0	3-6	730	7.0	5-6	3,890	37.0					12.4 - 10.8 - 11.5 - 12.4 - 12.8 - 13.6	12.4 - 23.2 - 34.7 - 47.1 - 59.9 - 73.5 (12.4-12.4)									
200106010104	ダ	右	1800	晴	良	11:10	3歳新馬		2001-1-5	1	中山	1	3歳新馬	[指](馬齢)	10	3870	7	10	810	8	8	960	9	6.0	340	5.0	7-8	630	3	8-10	35720.0	45.0	8-10	6,560	46.0	6-10	4,470	40.0	6-8	2,980	30.0					13.2 - 11.9 - 12.9 - 13.3 - 12.9 - 12.8 - 13.7 - 13.6 - 13.7	13.2 - 25.1 - 38.0 - 51.3 - 64.2 - 77.0 - 90.7 - 104.3 - 118.0 (13.2-13.2)									
200106010105	ダ	右	1200	晴	良	11:40	3歳新馬		2001-1-5	1	中山	1	3歳新馬	牝[指](馬齢)	8	6260	12	8	750	10	7	270	4	14.0	120	1.0	4-4	17580	31	7-8	16180.0	38.0	7-8	3,340	40.0	8-14	2,100	22.0	7-14	520	3.0					12.2 - 10.7 - 11.5 - 12.6 - 13.2 - 13.7	12.2 - 22.9 - 34.4 - 47.0 - 60.2 - 73.9 (12.2-12.2)									
200106010106	芝	右	1600	晴	良	12:40	3歳新馬		2001-1-5	1	中山	1	3歳新馬	(混)[指](馬齢)	16	520	3	16	220	3	11	1,230	12	13.0	350	5.0	6-8	7850	25	11-16	19660.0	53.0	11-16	4,580	53.0	13-16	990	9.0	11-13	6,580	67.0					12.3 - 12.3 - 12.3 - 12.5 - 12.4 - 12.4 - 12.3 - 12.4	12.3 - 24.6 - 36.9 - 49.4 - 61.8 - 74.2 - 86.5 - 98.9 (12.3-12.3)									
200106010107	ダ	右	1200	晴	良	13:10	4歳以上500万下		2001-1-5	1	中山	1	4歳以上500万下	(混)[指](別定)	8	2940	8	8	480	6	15	150	3	10.0	150	2.0	4-8	3780	12	8-15	4620.0	16.0	8-15	1,340	14.0	8-10	1,490	15.0	10-15	320	1.0					12.0 - 10.7 - 11.3 - 12.2 - 12.6 - 13.7	12.0 - 22.7 - 34.0 - 46.2 - 58.8 - 72.5 (12.0-12.0)									
200106010108	ダ	右	1800	晴	良	13:40	4歳以上500万下		2001-1-5	1	中山	1	4歳以上500万下	[指](別定)	14	820	3	14	200	3	3	130	1	1.0	340	7.0	2-8	440	1	3-14	1020.0	3.0	3-14	470	2.0	1-14	1,550	22.0	1-3	920	12.0					12.7 - 11.4 - 12.4 - 12.7 - 12.7 - 12.9 - 13.3 - 13.4 - 13.3	12.7 - 24.1 - 36.5 - 49.2 - 61.9 - 74.8 - 88.1 - 101.5 - 114.8 (12.7-12.7)									
200106010109	ダ	右	1200	晴	良	14:10	朱竹賞 		2001-1-5	1	中山	1	3歳500万下	(混)(特指)(馬齢)	13	480	2	13	140	2	15	120	1	11.0	180	3.0	7-8	590	1	13-15	700.0	1.0	13-15	330	1.0	11-13	620	6.0	11-15	480	3.0					12.2 - 10.8 - 11.3 - 12.3 - 12.6 - 13.2	12.2 - 23.0 - 34.3 - 46.6 - 59.2 - 72.4 (12.2-12.2)									
200106010110	芝	右	2000	晴	良	14:45	東雲賞 		2001-1-5	1	中山	1	4歳以上900万下	(混)[指](別定)	10	200	1	10	120	1	14	160	2	11.0	1,290	12.0	5-7	610	1	10-14	640.0	1.0	10-14	310	1.0	10-11	4,040	49.0	11-14	7,750	60.0					12.7 - 10.8 - 11.7 - 12.3 - 12.0 - 12.1 - 12.8 - 12.7 - 12.2 - 12.4	12.7 - 23.5 - 35.2 - 47.5 - 59.5 - 71.6 - 84.4 - 97.1 - 109.3 - 121.7 (12.7-12.7)									
