rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	8		スペロラルーチェ	牝5	54.0		青柳正義	1:36.5		2-2-1-1	39.0	1.0	1	441	1		高橋俊之		（株）レックス	36.0
2	8	9		ムーンファースト	牡7	56.0		鈴木太一	1:38.8	大	3-3-3-2	41.0	47.4	7	510	9		井樋一也		成瀬功	11.5
3	4	4		ティアップレディー	牝4	54.0		柴田勇真	1:39.1	1.1/2	9-9-8-4	39.7	34.5	4	463	8		金田一昌		（同）ランニング・ク	5.7
4	8	10		トキノミライ	牝4	54.0		堀場裕充	1:39.3	1.0	5-4-5-4	40.7	43.5	6	430	1		加藤和宏		嶋田孝徳	4.3
5	7	7		ファインラン	牡4	56.0		藤田弘治	1:39.3	アタマ	4-6-7-4	40.5	9.4	2	530	-2		中川雅之		田畑利彦	3.6
6	5	5		トリッキーカフェ	牡4	56.0		服部大地	1:39.3	アタマ	7-7-5-8	40.6	38.6	5	464	-9		菅原欣也		（同）ＪＰＮ技研	
7	2	2		マートレット	牡8	56.0		葛山晃平	1:39.4	クビ	8-8-9-9	39.7	190.9	9	493	2		井樋一也		宮崎豊治	
8	1	1		バーフバリ	セ5	56.0		吉田晃浩	1:39.9	2.1/2	6-5-4-4	41.6	102.0	8	473	3		佐藤茂		松本俊廣	
9	3	3		カンノンリリー	牝4	54.0		沖静男	1:40.1	3/4	10-10-10-10	40.0	216.7	10	450	-2		井樋一也		清水徳克	
10	6	6		スウィートイレブン	牝4	54.0		松戸政也	1:40.4	1.1/2	1-1-2-3	42.9	19.3	3	435	0		田嶋弘幸		吉野加壽代	
