日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/07/10	曇	10	13	5	6	17.2	5	9	55.0	良	2:43.0	1.3	2-3-3-6	38.2-36.3	36.9	函館	202202011010	横津岳特別(2勝クラス)	202202011010	01144	菱田裕二	芝	2600	506	-2	0.0
2022/05/15	曇	9	9	8	9	9.3	4	6	57.0	良	2:13.3	0.5	3-2-2-3	35.3-35.3	35.6	中京	202207030409	寒狭川特別(2勝クラス)	202207030409	01125	国分優作	芝	2200	508	4	0.0
2022/04/16	晴	10	12	1	1	6.6	4	7	57.0	稍	2:46.4	2.2	4-4-9-11	38.3-38.0	39.7	福島	202203010110	奥の細道特別(2勝クラス)	202203010110	01171	西村淳也	芝	2600	504	2	0.0
2022/02/19	雨	10	16	4	7	3.2	1	14	55.0	重	2:46.4	2.0	12-12-7-14	37.8-37.5	38.9	小倉	202210020310	皿倉山特別(2勝クラス)	202210020310	01157	鮫島克駿	芝	2600	502	0	0.0
2022/01/23	雨	10	12	8	12	5.6	2	2	56.0	重	2:44.6	0.0	5-4-4-2	37.1-38.2	38.0	小倉	202210010410	海の中道特別(2勝クラス)	202210010410	01157	鮫島克駿	芝	2600	502	-14	607.4
2022/01/10	晴	9	11	6	6	13.2	4	6	56.0	良	2:12.9	1.3	7-4-4-7	33.9-36.6	37.4	中京	202207010409	長良川特別(2勝クラス)	202207010409	01126	松山弘平	芝	2200	516	10	0.0
2021/08/21	晴	11	14	7	11	2.9	1	13	53.0	良	2:43.4	2.4	4-2-2-5	37.3-35.3	37.6	札幌	202101020311	札幌日刊スポーツ杯(2勝クラス)	202101020311	01170	横山武史	芝	2600	506	8	0.0
2021/07/31	晴	9	14	4	6	4.3	2	1	54.0	良	2:41.2	-0.6	3-3-2-1	37.6-36.4	36.4	函館	202102010909	八甲田山特別(1勝クラス)	202102010909	05339	ルメール	芝	2600	498	-2	1094.3
2021/05/22	曇	9	9	5	5	8.0	4	2	56.0	稍	2:14.6	0.0	4-4-3-3	36.3-35.2	34.7	中京	202107030509	メルボルンT(1勝クラス)	202107030509	01088	川田将雅	芝	2200	500	-6	406.4
2021/05/15	晴	9	9	6	6	4.4	3	8	56.0	良	2:01.7	0.7	5-6-5-7	37.1-34.2	34.1	中京	202107030309	あずさ賞(1勝クラス)	202107030309	00666	武豊	芝	2000	506	4	0.0
2021/04/18	曇	6	7	5	5	6.6	3	2	56.0	稍	2:01.8	0.2	2-2-2-2	36.6-36.0	36.0	阪神	202109020806	3歳1勝クラス	202109020806	00732	幸英明	芝	2000	502	2	290.0
2021/04/03	晴	9	8	5	5	19.1	7	6	56.0	良	2:26.8	0.5	2-2-2-2	37.3-34.2	34.7	阪神	202109020309	アザレア賞(1勝クラス)	202109020309	00732	幸英明	芝	2400	500	-6	0.0
2021/03/07	晴	5	12	4	4	2.6	1	1	56.0	良	2:14.3	-0.1	3-3-3-3	34.8-36.2	36.0	阪神	202109010805	3歳未勝利	202109010805	00732	幸英明	芝	2200	506	4	510.0
2021/02/13	晴	5	14	6	9	9.1	4	2	56.0	良	2:01.9	0.0	6-6-5-3	36.9-35.5	35.2	阪神	202109010105	3歳未勝利	202109010105	00732	幸英明	芝	2000	502	8	200.0
2020/12/06	晴	7	11	4	4	3.9	3	9	55.0	良	2:03.4	2.3	6-7-7-5	35.5-36.1	38.0	阪神	202009060207	2歳未勝利	202009060207	01115	浜中俊	芝	2000	494	-6	0.0
2020/11/22	晴	4	13	6	8	5.6	4	7	55.0	良	1:47.6	0.8	6-8	35.7-34.5	34.4	阪神	202009050604	2歳未勝利	202009050604	01115	浜中俊	芝	1800	500	4	0.0
2020/10/31	晴	5	17	8	16	70.8	9	2	55.0	良	2:04.2	0.2	13-13-13-12	38.4-35.3	34.4	京都	202008040705	2歳新馬	202008040705	01115	浜中俊	芝	2000	496	0	280.0
