rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	9		トウカイバレット	牡8	56.0		西森将司	1:35.1		11-11-9-2	41.1	5.3	2	508	-2		大関吉明		濱田修一	40.0
2	8	11		エスワイロビン	牝4	51.0		井上瑛太	1:35.1	アタマ	12-12-9-3	41.1	19.4	9	455	-3		宮川浩一		阪田英裕	14.0
3	7	10		メイショウカロッタ	牡8	55.0		多田羅誠	1:35.5	2.0	10-10-12-8	41.5	3.8	1	485	6		別府真司		田村章	8.0
4	2	2		ポロンチャン	牝6	54.0		倉兼育康	1:35.6	クビ	3-3-2-1	42.7	33.8	11	443	3		宮路洋一		蔵内優子	6.0
5	1	1		キングイマデショウ	牡8	56.0		山崎雅由	1:36.1	2.1/2	6-6-6-5	42.8	13.2	7	495	5		国澤輝幸		蓑島竜一	4.0
6	5	5		モートゥス	牡5	56.0		石本純也	1:36.3	3/4	5-4-5-6	43.2	14.4	8	520	2		田中譲二		西岡透	
7	5	6		エコロプリンセス	牝5	50.0		濱尚美	1:36.3	アタマ	1-1-1-4	43.6	21.2	10	417	-3		那俄性哲		（株）ファーストビ	
8	4	4		マロンスライム	牡5	56.0		西川敏弘	1:36.6	1.1/2	9-9-11-7	42.8	12.7	6	444	3		大関吉明		（株）ボンズ	
9	3	3		クーファサンピラー	牝4	53.0		塚本雄大	1:36.9	1.1/2	6-7-7-9	43.4	6.7	4	448	0		田中伸一		小菅誠	
10	6	7		モウコフクソウ	牝3	52.0		妹尾将充	1:37.4	2.1/2	8-8-8-10	43.9	7.7	5	462	-4		別府真司		石川幸司	
11	8	12		オールパスレル	牝5	54.0		佐原秀泰	1:37.5	クビ	4-5-2-11	44.5	6.3	3	483	8		宮川浩一		谷口祐人	
12	6	8		リッコドンナ	牝7	52.0		別府真衣	1:37.5	ハナ	2-2-2-12	44.6	42.9	12	436	-2		東原己俊		野村文子	
