waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2016104201	カガストロング			a048b	岡遼太郎	a035f	中西達也	478	1
2	2	2017102873	ヴィンチェーレ			a0185	宮川実	a02b0	打越勇児	433	0
3	3	2013101520	ホーミー			05481	倉兼育康	a003f	宮路洋一	468	-1
4	4	2016106283	キモンボーイ			05496	郷間勇太	05580	田中守	507	-4
5	5	2014103092	ディライトラッシュ			a0270	岡村卓弥	a01de	川野勇馬	503	-6
6	6	2017101508	ガンバルン			05572	佐原秀泰	a01c8	国澤輝幸	425	8
6	7	2013101462	コスモアモル			05074	赤岡修次	a0041	平和人	520	-2
7	8	2013100215	ヴィレッジダンサー			a0256	西森将司	a004f	大関吉明	485	2
7	9	2011100368	ワイルドコットン			05600	塚本雄大	a0045	松木啓助	492	-6
8	10	2012100996	レジェンドパワー			a02f8	林謙佑	05580	田中守	459	0
8	11	2012104304	ダイワエクシード			a042b	井上瑛太	a004f	大関吉明	537	0
