	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気
200203020108	ダ	右	1700	晴	良	13:45	3歳未勝利		2002-10-5	2	福島	1	3歳未勝利	(混)[指](馬齢)	8	590	4	8	250	5	2	170	2	5	780	9	2-6	1360	7	2-8	1760.0	8.0	2-8	760	8.0	5-8	4,640	43.0	2-5	2,220	26.0	2-5-8	18350	57	(4,*5,10)-2(8,11)12-(3,6)1(7,13)-9	(4,*5)10-2-8,11-12(3,1,6)-7,13,9	5(4,10,2)8,11-(1,6)3,12,13(7,9)	5(10,2)8-1(4,6,11)3(12,13)-7,9	7.0 - 11.4 - 11.4 - 12.2 - 12.8 - 12.9 - 12.8 - 12.9 - 13.6	7.0 - 18.4 - 29.8 - 42.0 - 54.8 - 67.7 - 80.5 - 93.4 - 107.0 (29.8-39.3)	8=>2	3310.0	12.0
200203020109	芝	右	1200	晴	良	14:20	3歳未勝利		2002-10-5	2	福島	1	3歳未勝利	[指](馬齢)	5	3160	8	5	640	8	2	120	1	3	300	6	1-3	1180	6	2-5	3120.0	11.0	2-5	1,060	11.0	3-5	1,340	18.0	2-3	510	3.0	2-3-5	10830	30			(*15,14)-(6,16)(5,10)(3,13)(2,12)7-(9,8)1,4-11	(*15,14)(6,16)5(3,10,12)(2,13)7,9-(8,4)(1,11)	12.1 - 10.4 - 11.1 - 11.2 - 11.8 - 12.9	12.1 - 22.5 - 33.6 - 44.8 - 56.6 - 69.5 (33.6-35.9)	5=>2	11630.0	35.0
200203020110	芝	右	2000	晴	良	14:55	文知摺特別 		2002-10-5	2	福島	1	3歳以上500万下	[指](別定)	1	170	1	1	120	1	10	310	5	9	1,500	13	1-7	680	4	1-10	950.0	3.0	1-10	430	2.0	1-9	2,540	24.0	9-10	8,330	57.0	1-9-10	15340	45	(*3,1)12(5,8)(4,6,7)10(2,9,11)-13	(*3,1)(5,12)(8,6,7)(4,10)(2,11)9,13	(*3,1)(5,8,12)(4,6,7)(9,10)(2,11)13	(*3,1)(5,8)4(9,6,12)(2,7,10)(11,13)	12.6 - 11.6 - 12.0 - 12.9 - 12.6 - 12.0 - 11.7 - 11.9 - 12.1 - 12.5	12.6 - 24.2 - 36.2 - 49.1 - 61.7 - 73.7 - 85.4 - 97.3 - 109.4 - 121.9 (36.2-36.5)	1=>10	1150.0	3.0
200203020111	芝	右	1800	晴	良	15:30	雄国沼特別 		2002-10-5	2	福島	1	3歳以上1000万下	(混)(特指)(別定)	5	180	1	5	100	1	6	100	2	2	170	4	5-6	180	1	5-6	190.0	1.0	5-6	120	1.0	2-5	280	3.0	2-6	270	2.0	2-5-6	530	2	5,8,9(3,4,6)-2,7,1	5,8,4(3,6,9)-2(1,7)	5(8,4)(3,6)(2,9)1-7	5-(8,4)(3,6)(1,2)-(7,9)	12.9 - 11.5 - 11.9 - 11.8 - 11.9 - 12.0 - 11.5 - 11.6 - 12.4	12.9 - 24.4 - 36.3 - 48.1 - 60.0 - 72.0 - 83.5 - 95.1 - 107.5 (36.3-35.5)	5=>6	340.0	1.0
200203020112	芝	右	1200	晴	良	16:10	小野川湖特別 		2002-10-5	2	福島	1	3歳以上500万下	(混)[指](別定)	8	130	1	8	120	1	7	610	9	12	800	10	4-4	2680	10	7-8	2330.0	7.0	7-8	960	8.0	8-12	1,330	13.0	7-12	9,450	75.0	7-8-12	33260	97			(*3,5)8(1,9,15)16(4,11,13)(7,14)(2,6,12)-10	(*3,5)8-9(1,15)4(7,16)(11,12)(2,13)(6,14)10	11.9 - 10.2 - 10.8 - 11.2 - 11.9 - 12.7	11.9 - 22.1 - 32.9 - 44.1 - 56.0 - 68.7 (32.9-35.8)	8=>7	2790.0	9.0
200203020201	ダ	右	1000	晴	良	09:55	3歳未勝利		2002-10-6	2	福島	2	3歳未勝利	[指](馬齢)	1	300	1	1	130	1	3	170	4	4	160	3	1-3	720	2	1-3	690.0	2.0	1-3	340	2.0	1-4	380	3.0	3-4	750	14.0	1-3-4	1740	3			(*1,3)(4,8,11)(2,9)12-(5,10)(6,7)	(*1,3)(4,11)-8(2,9)(6,12)(5,7)10	12.4 - 10.9 - 11.7 - 12.4 - 12.5	12.4 - 23.3 - 35.0 - 47.4 - 59.9 (35.0-36.6)	1=>3	1290.0	1.0
200203020203	芝	右	1800	晴	良	10:45	3歳未勝利		2002-10-6	2	福島	2	3歳未勝利	[指](馬齢)	2	4080	12	2	1,130	12	1	170	2	12	510	7	1-1	5270	19	1-2	5500.0	18.0	1-2	1,650	15.0	2-12	7,010	57.0	1-12	1,700	18.0	1-2-12	42660	115	(8,*10)(4,9,13)(7,14)(6,11,16)(5,12)3-15,1-2	(8,*10)(4,13)(9,14)(7,16)(6,11)(5,12)(3,15)1-2	(*8,10,4)(9,14,13)(7,11,16)(15,1)(6,12)(5,3)-2	(*8,10,4)(9,14,13,16)(7,11)(5,12,15,1)(6,2,3)	13.1 - 11.1 - 12.0 - 12.2 - 12.5 - 12.1 - 11.9 - 12.2 - 12.8	13.1 - 24.2 - 36.2 - 48.4 - 60.9 - 73.0 - 84.9 - 97.1 - 109.9 (36.2-36.9)	2=>1	15920.0	47.0
200203020204	ダ	右	1700	晴	良	11:15	3歳未勝利		2002-10-6	2	福島	2	3歳未勝利	[指](馬齢)	1	770	3	1	260	3	4	360	6	5	280	4	1-4	1510	8	1-4	3160.0	13.0	1-4	1,140	14.0	1-5	750	8.0	4-5	1,270	15.0	1-4-5	6850	23	1,9(8,10)6(2,12)5,4(3,7,11)-13	1-9(8,10)(6,2,12)-(4,5)-(3,7)(13,11)	1(8,10)(6,2)(4,12,5,7)9,11-(3,13)	1-10(8,2)(6,4,5,7)-(12,11)(3,13)9	7.1 - 11.1 - 11.8 - 12.4 - 13.0 - 12.6 - 12.6 - 12.9 - 14.3	7.1 - 18.2 - 30.0 - 42.4 - 55.4 - 68.0 - 80.6 - 93.5 - 107.8 (30.0-39.8)	1=>4	5790.0	20.0
200203020205	芝	右	1200	晴	良	11:45	2歳新馬		2002-10-6	2	福島	2	2歳新馬	(混)[指](馬齢)	14	210	1	14	130	1	9	170	2	4	320	7	5-7	490	1	9-14	590.0	1.0	9-14	230	1.0	4-14	640	6.0	4-9	1,280	13.0	4-9-14	2910	5			(*9,14)=4-15(7,16)1(8,11)3(6,12,13)10=5-2	(*9,14)-4=(7,15)16,1,3(10,6,8)(12,11,13)=5-2	12.2 - 10.6 - 11.0 - 11.4 - 11.9 - 13.6	12.2 - 22.8 - 33.8 - 45.2 - 57.1 - 70.7 (33.8-36.9)	14=>9	960.0	1.0
200203020206	芝	右	2000	晴	良	12:45	3歳未勝利		2002-10-6	2	福島	2	3歳未勝利	[指](馬齢)	13	450	2	13	150	2	5	130	1	7	170	3	3-7	380	1	5-13	610.0	1.0	5-13	300	1.0	7-13	600	7.0	5-7	410	4.0	5-7-13	1370	1	5,12-(13,8)-(2,3,10)6(7,11)1(4,15)-16(14,9)	(*5,12)(13,8)-(2,3,10)6,11(1,7)15,4-16(14,9)	5(12,8)13-(2,3,10)(6,7)1(15,14)(16,9)(4,11)	5(13,8)-(12,7)(2,10)(3,6)(1,14)(16,15)9-4-11	12.8 - 11.0 - 11.5 - 12.7 - 12.3 - 12.3 - 12.1 - 12.1 - 12.5 - 12.8	12.8 - 23.8 - 35.3 - 48.0 - 60.3 - 72.6 - 84.7 - 96.8 - 109.3 - 122.1 (35.3-37.4)	13=>5	1380.0	3.0
200203020207	ダ	右	1700	晴	良	13:15	3歳未勝利		2002-10-6	2	福島	2	3歳未勝利	[指](馬齢)	2	580	2	2	180	2	8	650	9	1	400	7	2-6	4550	20	2-8	4330.0	19.0	2-8	1,510	21.0	1-2	1,670	22.0	1-8	3,000	37.0	1-2-8	14670	53	(*3,5,10)(6,11,13)1(2,7,12)4-8,9	3(5,10)(11,13)(1,6)2(4,7,12)-8=9	(*3,5,10)(1,11,13,2)(6,12)(4,8)-7=9	(*3,10)(5,2)(1,13)11,12(6,8)4=7=9	6.9 - 11.5 - 11.7 - 12.4 - 13.0 - 12.6 - 12.9 - 13.4 - 13.7	6.9 - 18.4 - 30.1 - 42.5 - 55.5 - 68.1 - 81.0 - 94.4 - 108.1 (30.1-40.0)	2=>8	8030.0	34.0
200203020208	芝	右	1800	晴	良	13:45	3歳未勝利		2002-10-6	2	福島	2	3歳未勝利	(混)[指](馬齢)	6	510	2	6	200	3	10	420	6	2	260	4	3-5	3770	13	6-10	3910.0	16.0	6-10	1,180	12.0	2-6	520	6.0	2-10	1,800	19.0	2-6-10	9860	30	(*15,11)(3,4,13)(2,7,12)(6,10)(1,9,16)5(8,14)	15,11(3,13)(4,12)(2,7)(6,10)-(1,9,16)(8,14,5)	(*15,3,11)(6,13)12(2,7,10)4-14(1,9)8(16,5)	15(6,3)(11,13)(12,10)(2,7)14,4,9(1,8)-16-5	12.9 - 11.5 - 12.7 - 12.6 - 12.2 - 11.9 - 11.9 - 12.1 - 12.5	12.9 - 24.4 - 37.1 - 49.7 - 61.9 - 73.8 - 85.7 - 97.8 - 110.3 (37.1-36.5)	6=>10	6570.0	26.0
200203020209	芝	右	1200	晴	良	14:20	3歳未勝利		2002-10-6	2	福島	2	3歳未勝利	(混)[指](馬齢)	8	290	1	8	150	1	6	460	9	7	460	8	3-4	520	1	6-8	2240.0	7.0	6-8	710	6.0	7-8	660	4.0	6-7	3,770	44.0	6-7-8	8660	24			5,6,11(8,13,14,16)15(7,12)(2,4)(1,3,9)10	5(8,6)(7,13)(14,11)(2,16)(3,12)(15,4)(1,10,9)	12.1 - 10.5 - 11.1 - 11.6 - 12.1 - 12.8	12.1 - 22.6 - 33.7 - 45.3 - 57.4 - 70.2 (33.7-36.5)	8=>6	3090.0	9.0
200203020210	ダ	右	1700	晴	良	14:55	高湯特別 		2002-10-6	2	福島	2	3歳以上500万下	[指](別定)	5	850	3	5	180	3	9	2,670	12	7	120	1	5-7	1300	6	5-9	54070.0	53.0	5-9	9,950	52.0	5-7	310	2.0	7-9	3,590	36.0	5-7-9	19110	59	(1,*2)-(4,10)6(5,7,12)(9,11)-(8,3)	(*1,2)-(4,10)-(5,6)7(9,12)-(8,11,3)	(*2,10)(4,6,7)(1,5,3)9(8,12,11)	(2,*10,7)(4,6,5,3)9,8(12,11)-1	6.8 - 10.9 - 11.3 - 12.2 - 13.1 - 12.9 - 13.1 - 13.0 - 13.3	6.8 - 17.7 - 29.0 - 41.2 - 54.3 - 67.2 - 80.3 - 93.3 - 106.6 (29.0-39.4)	5=>9	88050.0	93.0
200203020211	芝	右	1200	晴	良	15:30	福島民報杯 		2002-10-6	2	福島	2	3歳以上オープン	(混)(特指)(ハンデ)	15	1810	9	15	550	10	1	170	2	8	130	1	1-8	1650	7	1-15	3670.0	14.0	1-15	1,280	16.0	8-15	1,510	22.0	1-8	260	1.0	1-8-15	3700	9			(*9,12,15)(2,8)(1,7,11)(3,4,14,16)(5,13)6,10	(9,*12,15)8(1,2,4,7)(3,5)(6,14,11,13)(10,16)	11.8 - 10.3 - 10.5 - 11.1 - 11.8 - 12.7	11.8 - 22.1 - 32.6 - 43.7 - 55.5 - 68.2 (32.6-35.6)	15=>1	12500.0	45.0
200203020212	芝	右	1800	晴	良	16:10	松川浦特別 		2002-10-6	2	福島	2	3歳以上500万下	(混)[指](別定)	1	210	1	1	120	1	12	180	2	5	330	7	1-6	550	1	1-12	670.0	1.0	1-12	270	1.0	1-5	600	4.0	5-12	940	11.0	1-5-12	2290	3	(*6,14)7(1,2)(10,13)5,11(3,8,12)9(16,15)-4	14-6-7,1-2(5,10)13(3,11)(16,8,12)(9,15)-4	14(6,1)(2,13)(7,5,10)(16,3,12)9(11,8,15)4	(*14,1)(5,2)(6,12,13)(16,3)(7,9,10,8)(11,15)4	12.6 - 11.3 - 11.5 - 12.0 - 12.8 - 12.4 - 11.9 - 12.0 - 12.4	12.6 - 23.9 - 35.4 - 47.4 - 60.2 - 72.6 - 84.5 - 96.5 - 108.9 (35.4-36.3)	1=>12	880.0	1.0
200203020301	芝	右	1200	晴	良	09:55	2歳未勝利		2002-10-12	2	福島	3	2歳未勝利	(混)(馬齢)	15	2520	6	15	1,070	10	12	100	1	4	310	5	6-8	610	4	12-15	1990.0	6.0	12-15	970	8.0	4-15	4,790	40.0	4-12	460	3.0	4-12-15	7000	20			4-(15,16)(5,12)14-(6,9)(3,8)(10,11,13)-7,1,2	4-15(5,12,16)-(14,9)-3,6,8(10,11)(1,7)13,2	12.2 - 10.4 - 11.0 - 11.7 - 12.1 - 13.0	12.2 - 22.6 - 33.6 - 45.3 - 57.4 - 70.4 (33.6-36.8)	15=>12	8170.0	20.0
200203020302	ダ	右	1000	晴	良	10:20	3歳未勝利		2002-10-12	2	福島	3	3歳未勝利	牝(馬齢)	12	850	5	12	310	5	11	1,980	11	1	400	7	8-8	28870	32	11-12	23250.0	45.0	11-12	4,070	39.0	1-12	1,580	22.0	1-11	12,960	63.0	1-11-12	94340	153			12(4,11)(1,7)9(2,5,10)(3,6,8)	12(4,11)-1,7,9,2(5,10)(3,6,8)	12.6 - 11.0 - 11.7 - 12.0 - 12.6	12.6 - 23.6 - 35.3 - 47.3 - 59.9 (35.3-36.3)	12=>11	40010.0	86.0
200203020303	ダ	右	1700	晴	良	10:45	3歳未勝利		2002-10-12	2	福島	3	3歳未勝利	(馬齢)	2	820	4	2	270	4	10	520	6	12	230	3	2-7	3990	14	2-10	2930.0	11.0	2-10	1,240	13.0	2-12	760	8.0	10-12	1,500	16.0	2-10-12	9090	27	2(8,12)-(4,5,10,11,13)6(1,3)9=7	2(8,12)-(10,11)(4,5,13)(1,6)3,9=7	2(8,12)-10,13(11,1,6)5,3(4,9)=7	(*2,12)-10,8,1-(5,13)-(3,9)11(4,6)-7	7.0 - 11.5 - 11.6 - 12.5 - 12.9 - 12.9 - 12.9 - 13.1 - 13.9	7.0 - 18.5 - 30.1 - 42.6 - 55.5 - 68.4 - 81.3 - 94.4 - 108.3 (30.1-39.9)	2=>10	7010.0	23.0
200203020304	ダ	右	1000	晴	良	11:15	3歳未勝利		2002-10-12	2	福島	3	3歳未勝利	(混)(馬齢)	7	290	1	7	130	1	11	140	2	8	250	5	6-8	210	1	7-11	460.0	1.0	7-11	190	1.0	7-8	490	4.0	8-11	560	5.0	7-8-11	1210	2			7(1,11,12)(8,9)(6,5)-3(2,10)4	7(1,11,12)8(6,5)9-(3,2,10)-4	12.5 - 10.8 - 11.7 - 12.1 - 12.5	12.5 - 23.3 - 35.0 - 47.1 - 59.6 (35.0-36.3)	7=>11	740.0	1.0
200203020305	芝	右	1800	晴	良	11:45	3歳未勝利		2002-10-12	2	福島	3	3歳未勝利	(馬齢)	2	540	2	2	230	4	9	580	8	12	200	2	1-5	3520	12	2-9	5740.0	25.0	2-9	1,890	25.0	2-12	630	3.0	9-12	1,760	23.0	2-9-12	10270	33	(*6,14)10-(5,9)15(2,8,11,16)13(1,3,4,12)-7	(6,*14)10=5-(2,9)(8,15,13)(11,16)(1,3,12)4-7	(6,*14)10,5(2,12)(8,9,13)(15,16,11)(1,3)4-7	(14,*2,12)(6,10,5,11)(8,9)(1,3,13)(4,15,16)=7	12.7 - 10.6 - 11.7 - 11.8 - 12.5 - 12.6 - 12.4 - 12.3 - 12.4	12.7 - 23.3 - 35.0 - 46.8 - 59.3 - 71.9 - 84.3 - 96.6 - 109.0 (35.0-37.1)	2=>9	9230.0	40.0
200203020306	芝	右	1200	晴	良	12:45	3歳未勝利		2002-10-12	2	福島	3	3歳未勝利	牝(馬齢)	3	300	1	3	160	2	1	1,080	9	4	990	7	1-2	1540	7	1-3	3800.0	10.0	1-3	1,490	12.0	3-4	1,650	14.0	1-4	10,160	70.0	1-3-4	70630	147			(5,*12)-(10,14,15)11-(4,3,9)(1,6)8(7,16)2=13	12,5,10(14,15)11(4,3)1,9-(7,8,6)(2,16)-13	12.1 - 10.5 - 10.9 - 11.3 - 12.4 - 12.7	12.1 - 22.6 - 33.5 - 44.8 - 57.2 - 69.9 (33.5-36.4)	3=>1	6980.0	20.0
200203020307	芝	右	2000	晴	良	13:15	3歳未勝利		2002-10-12	2	福島	3	3歳未勝利	(馬齢)	4	460	2	4	140	2	2	950	11	16	130	1	1-2	8030	21	2-4	16790.0	49.0	2-4	6,010	53.0	4-16	250	1.0	2-16	2,280	29.0	2-4-16	13910	51	15,16,11,10(4,6,8)14(2,3,5)-13,1-(12,9)7	15,16(4,10,11)8(2,6)14,3,5,13,1,12-9-7	(*15,16)11,4(2,10,8)(6,14)(3,5)12-(13,1)=9=7	(15,*16)4(2,11)8(10,12)(6,14)(3,5)(13,1)=9=7	12.4 - 11.2 - 11.8 - 12.6 - 12.6 - 12.2 - 12.1 - 11.8 - 12.2 - 12.9	12.4 - 23.6 - 35.4 - 48.0 - 60.6 - 72.8 - 84.9 - 96.7 - 108.9 - 121.8 (35.4-36.9)	4=>2	32820.0	92.0
200203020308	ダ	右	1700	晴	良	13:45	3歳未勝利		2002-10-12	2	福島	3	3歳未勝利	(混)(馬齢)	11	530	3	11	280	4	1	370	5	6	1,800	12	1-7	3800	16	1-11	5490.0	20.0	1-11	1,470	19.0	6-11	4,770	48.0	1-6	5,490	52.0	1-6-11	54910	138	(1,*2,3)11(6,13)(4,7,8,9)10-(12,5)	(*1,2)(3,11)(6,13)(4,7)(12,9)(8,10)5	(*1,11,4)(2,3,13)(6,7,9)(12,10)-5,8	(*1,11)-(6,4)-13(12,3)(2,7)9(8,10)-5	7.1 - 11.4 - 11.8 - 12.4 - 12.9 - 12.6 - 12.5 - 13.0 - 13.9	7.1 - 18.5 - 30.3 - 42.7 - 55.6 - 68.2 - 80.7 - 93.7 - 107.6 (30.3-39.4)	11=>1	8340.0	31.0
200203020309	芝	右	1800	晴	良	14:20	3歳未勝利		2002-10-12	2	福島	3	3歳未勝利	(混)(馬齢)	2	1130	6	2	340	6	11	200	3	14	2,970	14	1-6	1990	10	2-11	2220.0	8.0	2-11	810	7.0	2-14	8,200	62.0	11-14	7,850	61.0	2-11-14	57540	134	5(13,14)(4,8,9,11)15(2,7)-(3,16)(1,12)10-6	5(13,14,11)(8,9,15)(4,7)2(3,12)(1,16,10)-6	5(11,15)(13,14,9)7(8,2)10,12,1(4,3,16)-6	5(11,15)(14,9)(2,7)(8,10)12(13,1)-3,16-6,4	12.7 - 11.3 - 12.6 - 12.3 - 12.2 - 12.0 - 12.2 - 12.5 - 12.8	12.7 - 24.0 - 36.6 - 48.9 - 61.1 - 73.1 - 85.3 - 97.8 - 110.6 (36.6-37.5)	2=>11	5790.0	23.0
200203020310	ダ	右	1700	晴	良	14:55	土湯特別 		2002-10-12	2	福島	3	3歳以上500万下	(混)(別定)	1	850	4	1	220	4	3	170	2	4	350	7	1-3	2060	9	1-3	2000.0	5.0	1-3	660	5.0	1-4	1,810	23.0	3-4	1,190	18.0	1-3-4	7340	25	(*4,6)11(7,13)(1,5)(3,12)(2,8)(9,10)	4,6,11(1,5,7)(3,8,13)(2,12)(9,10)	(*4,6)11(1,7)(3,13)(2,10,8)(5,12)9	4(1,6)(3,11)7(2,13)(10,8)-12-(5,9)	7.1 - 11.3 - 11.6 - 12.5 - 12.7 - 12.5 - 12.4 - 12.9 - 13.0	7.1 - 18.4 - 30.0 - 42.5 - 55.2 - 67.7 - 80.1 - 93.0 - 106.0 (30.0-38.3)	1=>3	4000.0	14.0
200203020311	芝	右	2000	晴	良	15:30	みちのく特別 		2002-10-12	2	福島	3	3歳以上1000万下	(混)(ハンデ)	10	280	1	10	140	1	2	250	5	9	210	4	2-7	1530	7	2-10	1790.0	7.0	2-10	640	5.0	9-10	490	4.0	2-9	1,390	19.0	2-9-10	4670	13	1-(5,6)-(2,3)4-(7,8)(9,12)(10,11)	1-6-5-(2,3,4)(7,8)(9,10)(12,11)	1-6-(7,5)(2,3,4,8)(9,10)11-12	(*1,6)(2,7,3)(9,10)(4,8)(5,11)-12	12.4 - 11.1 - 11.6 - 12.4 - 12.1 - 12.1 - 12.3 - 12.4 - 12.3 - 12.6	12.4 - 23.5 - 35.1 - 47.5 - 59.6 - 71.7 - 84.0 - 96.4 - 108.7 - 121.3 (35.1-37.3)	10=>2	2440.0	8.0
200203020312	芝	右	1200	晴	良	16:10	岩谷特別 		2002-10-12	2	福島	3	3歳以上500万下	牝(別定)	3	8080	14	3	1,600	14	14	120	1	16	530	10	2-7	1930	8	3-14	9520.0	31.0	3-14	3,520	45.0	3-16	12,860	100.0	14-16	860	7.0	3-14-16	36850	120			(*1,11)(13,10,14)(6,8)12(2,7)(3,5,4,16)(9,15)	(*1,11)-(13,14)6(8,10)(2,12,16)(3,7,4)(9,5,15)	11.9 - 10.4 - 10.8 - 11.2 - 12.4 - 12.7	11.9 - 22.3 - 33.1 - 44.3 - 56.7 - 69.4 (33.1-36.3)	3=>14	31100.0	97.0
200203020401	ダ	右	1700	晴	良	09:55	3歳未勝利		2002-10-13	2	福島	4	3歳未勝利	牝[指](馬齢)	5	1010	5	5	270	4	4	430	7	10	160	2	4-4	4250	15	4-5	4330.0	18.0	4-5	1,320	17.0	5-10	410	3.0	4-10	980	13.0	4-5-10	4910	18	5(4,7,10)(1,6,13)-8(2,9,12)(3,11)	5(4,7,10)(1,6,13)-(8,9,12)3-(2,11)	(*5,7)(4,10)(1,13)(9,6,3)(8,12)-11=2	5(4,7,10)(1,3)9(6,13)(8,12)=11=2	7.2 - 11.3 - 12.4 - 13.3 - 13.3 - 12.8 - 12.6 - 12.9 - 13.3	7.2 - 18.5 - 30.9 - 44.2 - 57.5 - 70.3 - 82.9 - 95.8 - 109.1 (30.9-38.8)	5=>4	8190.0	28.0
200203020402	ダ	右	1000	晴	良	10:20	3歳未勝利		2002-10-13	2	福島	4	3歳未勝利	[指](馬齢)	1	500	2	1	270	5	10	360	7	9	240	3	1-8	3860	16	1-10	5680.0	25.0	1-10	1,960	25.0	1-9	1,100	14.0	9-10	1,850	24.0	1-9-10	13900	54			(9,*10)-(3,4)-5,2(6,7)(1,11)-8	(9,*10)(3,4)-(2,5)(1,7)-6,11,8	12.4 - 10.9 - 11.7 - 12.3 - 13.0	12.4 - 23.3 - 35.0 - 47.3 - 60.3 (35.0-37.0)	1=>10	10680.0	44.0
200203020403	芝	右	1200	晴	良	10:45	3歳未勝利		2002-10-13	2	福島	4	3歳未勝利	[指](馬齢)	7	1360	5	7	310	4	5	160	2	2	340	5	3-4	1370	4	5-7	1870.0	6.0	5-7	760	6.0	2-7	2,470	24.0	2-5	670	4.0	2-5-7	6660	19			14(10,15,16)(2,6,12)(7,8)(11,9)(1,4,5)-13-3	(*14,10,15)(2,7,6,12)(4,16)(11,8)(1,5,9)-13-3	12.3 - 10.9 - 11.1 - 11.6 - 12.0 - 12.3	12.3 - 23.2 - 34.3 - 45.9 - 57.9 - 70.2 (34.3-35.9)	7=>5	5340.0	18.0
200203020404	ダ	右	1700	晴	良	11:10	3歳未勝利		2002-10-13	2	福島	4	3歳未勝利	[指](馬齢)	13	840	5	13	280	6	8	440	7	11	250	5	6-8	4350	15	8-13	7170.0	29.0	8-13	1,930	27.0	11-13	1,470	18.0	8-11	1,730	25.0	8-11-13	22330	82	12,13,11,2(5,6)(8,10)(1,3,4)(7,9)	12,13(2,11)(5,6)(1,8,10)(3,4)7,9	(*12,13)11(5,6,10)(2,1,8,4)7(3,9)	(*12,13)-11,10(6,8)1-(7,4)-(2,3,9) 5	6.9 - 11.2 - 11.9 - 12.8 - 12.5 - 12.5 - 12.7 - 13.1 - 13.5	6.9 - 18.1 - 30.0 - 42.8 - 55.3 - 67.8 - 80.5 - 93.6 - 107.1 (30.0-39.3)	13=>8	12550.0	47.0
200203020405	芝	右	1200	晴	良	11:35	2歳新馬		2002-10-13	2	福島	4	2歳新馬	[指](馬齢)	13	410	1	13	130	1	3	270	4	4	290	5	2-7	1290	6	3-13	1610.0	4.0	3-13	600	3.0	4-13	780	6.0	3-4	1,270	18.0	3-4-13	5740	17			(*3,13)(1,12)(7,11,15)4(2,5,9,14)-6=10=8	(*3,13)(1,15)(4,12,11,14)-(7,5,9)(2,6)=10=8	12.7 - 11.1 - 11.3 - 11.8 - 11.9 - 12.8	12.7 - 23.8 - 35.1 - 46.9 - 58.8 - 71.6 (35.1-36.5)	13=>3	2620.0	4.0
200203020406	芝	右	1800	晴	良	12:35	3歳未勝利		2002-10-13	2	福島	4	3歳未勝利	[指](馬齢)	2	830	4	2	410	5	1	780	10	13	740	9	1-1	9250	29	1-2	7960.0	35.0	1-2	2,380	33.0	2-13	4,310	46.0	1-13	6,180	60.0	1-2-13	60610	176	(*2,4,12)(8,13)(1,9,16)(6,5,14)11,3(10,7,15)	(*2,4)(8,12)(1,9,13)(5,16)(6,14)11(3,7,15)10	2(4,12)(8,13)(9,16)(1,6)(5,14)(11,15)(3,7,10)	2,4(8,12,13)(1,6)16,5,9(3,11,14)(7,15,10)	12.7 - 10.9 - 12.4 - 13.2 - 12.9 - 12.0 - 11.8 - 11.8 - 12.5	12.7 - 23.6 - 36.0 - 49.2 - 62.1 - 74.1 - 85.9 - 97.7 - 110.2 (36.0-36.1)	2=>1	15240.0	58.0
200203020407	ダ	右	1700	晴	良	13:05	3歳未勝利		2002-10-13	2	福島	4	3歳未勝利	[指](馬齢)	7	1030	6	7	360	7	12	170	1	13	220	4	5-8	430	1	7-12	3700.0	16.0	7-12	1,190	16.0	7-13	1,030	14.0	12-13	290	1.0	7-12-13	4960	13	4(2,12)(9,13)(3,10)(1,6)(7,11)-5-8	(*4,12)(2,13)-(9,10)(3,6)1,7-(11,8)5	(*4,12)13(2,6)3(9,10,7)-(1,8)5=11	(*4,12)13-2(3,6,7)9-10-5(1,8)=11	7.0 - 11.6 - 12.5 - 12.7 - 12.8 - 12.5 - 12.4 - 13.0 - 13.2	7.0 - 18.6 - 31.1 - 43.8 - 56.6 - 69.1 - 81.5 - 94.5 - 107.7 (31.1-38.6)	7=>12	9070.0	36.0
200203020408	芝	右	1200	晴	良	13:35	3歳未勝利		2002-10-13	2	福島	4	3歳未勝利	(混)[指](馬齢)	5	640	3	5	210	4	1	150	2	7	130	1	1-3	1170	5	1-5	1280.0	5.0	1-5	490	3.0	5-7	500	4.0	1-7	200	1.0	1-5-7	1210	1			(*5,7)(1,12)(8,13,16)(3,10,15)(9,14)11-(4,6)=2	5,7,1-(8,12)-(3,13)10(9,11,16,15)14-(4,6)-2	12.2 - 10.9 - 11.1 - 11.0 - 11.6 - 12.3	12.2 - 23.1 - 34.2 - 45.2 - 56.8 - 69.1 (34.2-34.9)	5=>1	3360.0	11.0
