	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気
200203010307	芝	右	1800	曇	稍重	13:20	3歳未勝利		2002-6-22	1	福島	3	3歳未勝利	[指](馬齢)	4	220	1	4	120	1	3	170	3	16	330	6	2-2	610	2	3-4	600.0	1.0	3-4	270	1.0	4-16	620	6.0	3-16	960	12.0	3-4-16	2510	7	3(9,16)(4,8)(11,14)(7,13,15)1,5(2,12)-(6,10)	(*3,16)(4,9)14(7,8,11,15)13(1,5)2-12-(6,10)	(*3,16)(4,9,11)(8,5,15,12)(7,13)(1,2)-14(6,10)	(*3,16)(4,11)(7,5)(9,1,13)(8,15,12)-2=(6,10)=14	12.7 - 11.3 - 12.0 - 12.5 - 12.7 - 12.2 - 12.1 - 12.1 - 12.6	12.7 - 24.0 - 36.0 - 48.5 - 61.2 - 73.4 - 85.5 - 97.6 - 110.2 (36.0-36.8)	4=>3	1080.0	2.0
200203010308	芝	右	1200	曇	稍重	13:55	3歳未勝利		2002-6-22	1	福島	3	3歳未勝利	(混)[指](馬齢)	16	710	3	16	140	3	8	100	1	4	130	2	4-8	520	2	8-16	560.0	2.0	8-16	230	2.0	4-16	400	5.0	4-8	190	1.0	4-8-16	790	1			(*16,8,13)(4,10)(6,9)-(2,3,11,15)(1,12)-(5,14)7	16,8(4,13)(6,10,9)(2,3,11,15)1(5,12)-(7,14)	12.3 - 10.7 - 11.0 - 11.8 - 12.3 - 12.8	12.3 - 23.0 - 34.0 - 45.8 - 58.1 - 70.9 (34.0-36.9)	16=>8	1660.0	5.0
200203010309	ダ	右	1700	曇	不良	14:30	三陸特別 		2002-6-22	1	福島	3	3歳以上500万下	[指](別定)	4	230	1	4	140	1	9	940	10	8	220	3	4-6	810	2	4-9	6710.0	25.0	4-9	2,060	25.0	4-8	460	2.0	8-9	3,240	38.0	4-8-9	15730	56	(*8,9)(1,4,7)(5,10)2,3(11,12,13)6	(*8,9)(1,4,7)(2,5,10)3,11(12,13)-6	(*8,9)3,4(1,11,12)13(7,6)5-10,2	(*8,9)(1,11,3,4)-13(12,6)-5,7=10-2	7.0 - 11.8 - 12.1 - 12.3 - 13.0 - 12.5 - 12.6 - 13.0 - 13.4	7.0 - 18.8 - 30.9 - 43.2 - 56.2 - 68.7 - 81.3 - 94.3 - 107.7 (30.9-39.0)	4=>9	14110.0	50.0
200203010310	芝	右	1200	曇	稍重	15:05	羽鳥湖特別 		2002-6-22	1	福島	3	3歳以上500万下	(混)(特指)(別定)	10	260	1	10	110	2	16	120	3	3	110	1	5-8	480	2	10-16	490.0	2.0	10-16	200	2.0	3-10	160	1.0	3-16	210	3.0	3-10-16	600	1			(*10,16)(1,3,9,11,13)14,2(4,8,15)7(5,6,12)	(*10,16)(1,3,9)2(4,13)(11,14)(5,8,7,15)(6,12)	11.9 - 10.6 - 10.8 - 11.6 - 12.0 - 12.7	11.9 - 22.5 - 33.3 - 44.9 - 56.9 - 69.6 (33.3-36.3)	10=>16	1040.0	3.0
200203010311	芝	右	1800	曇	稍重	15:40	さくらんぼ特別 		2002-6-22	1	福島	3	3歳以上1000万下	(混)[指](ハンデ)	1	670	4	1	210	4	4	140	1	7	510	8	1-3	1050	4	1-4	1040.0	3.0	1-4	470	3.0	1-7	1,810	22.0	4-7	1,300	15.0	1-4-7	6850	19	(8,*10)-(3,5)(2,7,9)14(1,11)(4,6,12)13	10-8,5(3,7,9)2(1,14)(4,11)-6,12-13	(*10,5)(3,7,9)(2,14,4)1-(6,12)11(8,13)	(*10,5)(7,4)(9,14)(3,2,1)(6,12)13-11=8	12.4 - 10.8 - 11.5 - 12.0 - 12.4 - 12.0 - 12.0 - 12.3 - 12.7	12.4 - 23.2 - 34.7 - 46.7 - 59.1 - 71.1 - 83.1 - 95.4 - 108.1 (34.7-37.0)	1=>4	2250.0	6.0
200203010312	芝	右	2600	曇	稍重	16:15	3歳以上500万下		2002-6-22	1	福島	3	3歳以上500万下	(混)(特指)(別定)	11	540	2	11	180	2	10	150	1	3	190	4	5-6	470	1	10-11	1000.0	2.0	10-11	440	1.0	3-11	690	7.0	3-10	530	4.0	3-10-11	2960	5	16,13-(7,14)8,10-5(12,15)(9,6,3)1,11(2,4)	16,13-(7,14)(8,10)5(12,15)(6,3)(9,1)11(2,4)	(*16,14)10(13,5)(7,8,3,12)-(6,15,11)-(9,4,1)-2	(16,*14,10)(3,5)7(8,12)11,6(13,15,4)1,9=2	13.0 - 11.6 - 11.6 - 12.7 - 13.3 - 12.9 - 13.9 - 13.6 - 12.6 - 11.8 - 11.9 - 12.3 - 12.4	13.0 - 24.6 - 36.2 - 48.9 - 62.2 - 75.1 - 89.0 - 102.6 - 115.2 - 127.0 - 138.9 - 151.2 - 163.6 (36.2-36.6)	11=>10	3160.0	7.0
200203010401	ダ	右	1000	小雨	重	10:00	3歳未勝利		2002-6-23	1	福島	4	3歳未勝利	牝[指](馬齢)	10	510	3	10	180	3	3	330	5	9	140	2	3-7	2140	9	3-10	4530.0	18.0	3-10	1,130	17.0	9-10	450	4.0	3-9	920	13.0	3-9-10	6750	22			(*3,10)(11,12)(6,9)-8,5,1(2,4,7)	(*3,10)-12(6,9)11-(5,8)1,2(4,7)	12.4 - 10.6 - 11.6 - 12.2 - 13.2	12.4 - 23.0 - 34.6 - 46.8 - 60.0 (34.6-37.0)			
200203010402	芝	右	1800	小雨	良	10:25	3歳未勝利		2002-6-23	1	福島	4	3歳未勝利	(混)[指](馬齢)	16	290	1	16	130	1	2	160	2	8	1,470	13	1-8	540	1	2-16	710.0	1.0	2-16	340	1.0	8-16	2,720	32.0	2-8	3,540	40.0	2-8-16	11300	34	(*3,6)(4,12)(2,10,14)(1,9,16)(7,8,13)15,11-5	(*3,6)12,4(2,10,14)9(1,16)(7,8,13)(11,15)-5	(*12,16)(3,6,14,8,13)(2,4,10)(1,9,11,15)7-5	(*16,8)(12,13)(3,6,4,11,15)(2,14)(1,10)9,7=5	12.6 - 11.2 - 12.4 - 12.9 - 12.8 - 12.5 - 12.0 - 12.0 - 12.3	12.6 - 23.8 - 36.2 - 49.1 - 61.9 - 74.4 - 86.4 - 98.4 - 110.7 (36.2-36.3)			
200203010403	芝	右	1200	小雨	良	10:50	3歳未勝利		2002-6-23	1	福島	4	3歳未勝利	[指](馬齢)	15	520	3	15	200	3	5	730	8	6	550	6	3-8	1510	7	5-15	11340.0	35.0	5-15	2,460	30.0	6-15	2,310	27.0	5-6	6,090	54.0	5-6-15	84090	167			10(6,9,14)(4,11)(1,3,15,16)(8,5)13,2,7-12	10,14(9,15)(6,11)(3,16)(4,1)5(8,13)2(7,12)	12.3 - 10.5 - 11.5 - 11.9 - 12.3 - 12.4	12.3 - 22.8 - 34.3 - 46.2 - 58.5 - 70.9 (34.3-36.6)			
200203010404	ダ	右	1700	小雨	重	11:15	3歳未勝利		2002-6-23	1	福島	4	3歳未勝利	(混)[指](馬齢)	8	1230	4	8	270	4	9	370	6	6	100	1	6-6	17770	30	8-9	13710.0	31.0	8-9	2,830	32.0	6-8	370	3.0	6-9	780	8.0	6-8-9	6380	22	8,12(6,9)(5,13)11,7(3,1)2-10-4	8-12,6(9,13)(5,1,11)3(2,7)(4,10)	8(6,12,13)11(5,9,7)(2,3,1,4,10)	8(6,12)11(5,13)(2,9)(3,4,7)1,10	7.0 - 11.1 - 11.7 - 12.2 - 13.7 - 12.8 - 12.2 - 12.8 - 13.3	7.0 - 18.1 - 29.8 - 42.0 - 55.7 - 68.5 - 80.7 - 93.5 - 106.8 (29.8-38.3)	8=>9	20030.0	46.0
200203010405	障		2750	小雨	良	11:45	障害3歳以上未勝利		2002-6-23	1	福島	4	障害3歳以上未勝利	(混)(馬齢)	12	280	1	12	110	1	6	140	2	8	410	9	4-7	360	1	6-12	410.0	1.0	6-12	210	1.0	8-12	1,010	13.0	6-8	1,130	16.0	6-8-12	2790	7	13(14,2)-(8,4)6(5,3,12)9,11-7,1=10	13(8,2,14)6,4(5,3)12-9,11-7=1=10	(*6,13)8-(4,2,12)(14,3)-(9,5)-7=11=1=10	(*6,13)8,12-3(4,2,9)-7,14-(11,5)=1=10			12=>6	800.0	2.0
200203010406	芝	右	1200	曇	良	12:45	2歳新馬		2002-6-23	1	福島	4	2歳新馬	(混)[指](馬齢)	7	140	1	7	100	1	1	140	2	3	150	4	1-6	360	1	1-7	360.0	1.0	1-7	170	1.0	3-7	240	3.0	1-3	400	4.0	1-3-7	690	1			(*7,10)1(3,8,9)-(6,12)(2,4,5)11	7(1,10)-(3,8,9)12-6(2,4,5)-11	12.4 - 10.7 - 11.4 - 11.9 - 12.3 - 12.6	12.4 - 23.1 - 34.5 - 46.4 - 58.7 - 71.3 (34.5-36.8)	7=>1	530.0	1.0
200203010407	芝	右	2000	曇	良	13:15	3歳未勝利		2002-6-23	1	福島	4	3歳未勝利	(混)[指](馬齢)	11	390	1	11	130	1	2	160	3	13	140	2	1-6	560	2	2-11	1030.0	3.0	2-11	420	4.0	11-13	320	1.0	2-13	420	5.0	2-11-13	1400	2	(*2,8)10-15(12,13)(1,11)(5,9,14)(3,4,6,16)7	2,8,10,15(12,13)(1,11)(5,9)(3,4,14)(6,16)7	2-10,8,15(12,13)1,11,5,16(3,14)(9,6)4,7	2-10,13,15(8,1,12)11-5-16-3,14(9,6)4,7	12.3 - 11.2 - 11.3 - 12.8 - 12.9 - 12.6 - 11.9 - 12.1 - 12.7 - 13.0	12.3 - 23.5 - 34.8 - 47.6 - 60.5 - 73.1 - 85.0 - 97.1 - 109.8 - 122.8 (34.8-37.8)	11=>2	2270.0	9.0
200203010408	ダ	右	1000	晴	重	13:45	3歳以上500万下		2002-6-23	1	福島	4	3歳以上500万下	(混)[指](別定)	2	1300	6	2	430	6	9	210	3	8	1,050	10	2-7	3740	16	2-9	4340.0	17.0	2-9	1,400	17.0	2-8	3,870	46.0	8-9	2,420	34.0	2-8-9	33840	101			(*7,11)(1,12)(2,9)-(3,8)(4,5,6)-10	7(1,11)2,9,12,8,3(5,6)4-10	12.3 - 10.5 - 11.5 - 12.2 - 12.8	12.3 - 22.8 - 34.3 - 46.5 - 59.3 (34.3-36.5)	2=>9	15190.0	57.0
200203010409	芝	右	1700	晴	良	14:15	栗子特別 		2002-6-23	1	福島	4	3歳以上500万下	(混)[指](別定)	8	500	2	8	200	3	13	200	2	12	270	6	5-8	1060	7	8-13	1960.0	7.0	8-13	720	7.0	8-12	950	10.0	12-13	1,060	13.0	8-12-13	7070	25	(*12,11)7(3,10)(2,8,9)6(1,4,13)5 14	(*12,11)-7(3,10)(2,8,9)(1,4,6,13)-5 14	(*12,11)-(10,9,13)(3,8)(1,2,4)(6,5)7 14	(*12,11)(10,13)-9(3,8)(1,2)-4,5,6 7,14	7.1 - 11.6 - 11.8 - 12.1 - 11.9 - 11.8 - 12.2 - 12.3 - 12.4	7.1 - 18.7 - 30.5 - 42.6 - 54.5 - 66.3 - 78.5 - 90.8 - 103.2 (30.5-36.9)	8=>13	3890.0	14.0
200203010410	ダ	右	1700	晴	稍重	14:50	猪苗代特別 		2002-6-23	1	福島	4	3歳以上1000万下	(混)(特指)(別定)	2	170	1	2	110	1	9	360	6	12	530	8	2-6	1520	6	2-9	1400.0	4.0	2-9	550	5.0	2-12	840	8.0	9-12	3,120	30.0	2-9-12	8660	29	(*3,10)-(2,13)5,1,7,6(4,12)8(9,11)	(*3,10)-2,13,5(1,7)-(4,6)12-8(9,11)	(*3,10,13)(2,7)5(6,12)(4,1)(9,8)11	13(3,10,7)(2,12)5(6,9)(4,1,8)-11	6.9 - 11.2 - 11.5 - 11.9 - 12.6 - 12.6 - 12.6 - 13.3 - 12.4	6.9 - 18.1 - 29.6 - 41.5 - 54.1 - 66.7 - 79.3 - 92.6 - 105.0 (29.6-38.3)	2=>9	1550.0	4.0
200203010411	芝	右	1800	晴	良	15:30	福島テレビオープン 		2002-6-23	1	福島	4	3歳以上オープン	(混)(指)(別定)	11	390	2	11	180	2	7	1,060	11	4	2,760	14	4-6	3360	12	7-11	10080.0	34.0	7-11	2,530	32.0	4-11	8,100	67.0	4-7	24,990	103.0	4-7-11	584460	389	16,7(1,15)(10,12,13,14)(3,5,11)6(4,8,9)2	16,7(10,1,15)(3,12,14)13,5(4,11)(6,9)(8,2)	16,7(1,15)(10,3,12,14)(13,11)(4,5)9(6,2)8	(16,*7)-(10,3,15)(1,14)(4,11)(5,12)13-(9,2)6,8	12.3 - 11.5 - 12.2 - 11.9 - 12.0 - 11.3 - 11.7 - 12.1 - 12.8	12.3 - 23.8 - 36.0 - 47.9 - 59.9 - 71.2 - 82.9 - 95.0 - 107.8 (36.0-36.6)	11=>7	18660.0	62.0
200203010412	芝	右	1200	晴	良	16:15	3歳以上500万下		2002-6-23	1	福島	4	3歳以上500万下	牝[指](別定)	15	510	2	15	170	2	5	130	1	16	320	6	3-8	460	1	5-15	540.0	1.0	5-15	260	1.0	15-16	1,030	12.0	5-16	1,000	10.0	5-15-16	3690	9			5(9,13,15)16(2,4)14(8,11)6(1,10,12)(3,7)	5-(9,15)16(2,13)(4,11)14(8,6,1)(10,12)(3,7)	12.1 - 10.4 - 11.0 - 11.7 - 12.2 - 12.8	12.1 - 22.5 - 33.5 - 45.2 - 57.4 - 70.2 (33.5-36.7)	15=>5	1150.0	2.0
200203010501	ダ	右	1000	曇	良	10:00	3歳未勝利		2002-6-29	1	福島	5	3歳未勝利	(父)[指](馬齢)	1	470	3	1	170	2	8	190	4	10	390	5	1-6	870	5	1-8	1240.0	6.0	1-8	510	6.0	1-10	950	11.0	8-10	840	9.0	1-8-10	3640	6			1,8-9(2,10)(5,12)(6,7)11-(3,4)	1-8,9(2,10)-(5,12)7-6(3,11)4	12.7 - 10.8 - 11.7 - 12.4 - 13.2	12.7 - 23.5 - 35.2 - 47.6 - 60.8 (35.2-37.3)			
200203010502	ダ	右	1700	曇	良	10:25	3歳未勝利		2002-6-29	1	福島	5	3歳未勝利	牝[指](馬齢)	1	1020	4	1	180	4	3	110	2	4	100	1	1-3	1640	6	1-3	1610.0	6.0	1-3	360	4.0	1-4	270	3.0	3-4	140	1.0	1-3-4	790	1	(*2,3)7(5,11)(1,10)12,4(8,9)-(6,13)	(*2,3)-11,7(1,5)(4,10)(8,12,9)-6=13	(*2,3)(1,11)-(4,7,5)10,8(6,12,9)=13	(*3,1)2,4,11-(10,5)-(7,8)6,12-9=13	6.9 - 11.3 - 11.8 - 12.3 - 13.3 - 12.9 - 12.9 - 13.1 - 13.8	6.9 - 18.2 - 30.0 - 42.3 - 55.6 - 68.5 - 81.4 - 94.5 - 108.3 (30.0-39.8)			
200203010503	芝	右	1200	曇	良	10:50	3歳未勝利		2002-6-29	1	福島	5	3歳未勝利	[指](馬齢)	15	180	1	15	120	1	14	210	3	1	320	6	7-8	530	2	14-15	670.0	2.0	14-15	300	2.0	1-15	660	7.0	1-14	1,460	20.0	1-14-15	4380	12			(*5,7,15)-14(6,9)(1,11)(2,4)(10,13,16)12=8-3	(*5,7,15)14,6(1,9)11(2,13,16)(4,10,12)=8-3	12.1 - 10.4 - 10.9 - 11.6 - 12.2 - 12.7	12.1 - 22.5 - 33.4 - 45.0 - 57.2 - 69.9 (33.4-36.5)			
200203010504	ダ	右	1700	曇	良	11:20	3歳未勝利		2002-6-29	1	福島	5	3歳未勝利	[指](馬齢)	10	920	6	10	240	6	4	130	1	6	200	4	4-7	880	4	4-10	1070.0	5.0	4-10	460	4.0	6-10	1,040	15.0	4-6	440	3.0	4-6-10	2970	9	10,12,13(2,5,6)-(1,7,11)4(3,9)8	10,12-(2,5,13)6(1,7)-11,4-3-9,8	10(2,12,5,6)(1,13,7)-(3,4)-11-8,9	10(2,6)-(1,5,13,7)(12,4)3,8-11,9	7.2 - 11.4 - 12.1 - 12.4 - 13.0 - 12.4 - 12.7 - 12.7 - 13.4	7.2 - 18.6 - 30.7 - 43.1 - 56.1 - 68.5 - 81.2 - 93.9 - 107.3 (30.7-38.8)	10=>4	2800.0	11.0
200203010505	障		2750	曇	良	11:50	障害3歳以上未勝利		2002-6-29	1	福島	5	障害3歳以上未勝利	(馬齢)	6	830	4	6	200	4	11	150	2	7	250	5	6-8	710	4	6-11	1240.0	5.0	6-11	430	4.0	6-7	650	10.0	7-11	610	8.0	6-7-11	2210	8	9,1(11,7)6-2=10-8,5-4 3	9-11(6,1,7)=2-(8,10)-5=4 3	6,7(9,11)=2-1-10,8=5=4 3	6,7,11=9,2=10,1,8=5=4 3			6=>11	3200.0	14.0
200203010506	芝	右	2000	曇	良	12:50	3歳未勝利		2002-6-29	1	福島	5	3歳未勝利	[指](馬齢)	8	3760	11	8	870	11	11	420	5	5	820	10	4-6	3640	17	8-11	13310.0	42.0	8-11	3,220	38.0	5-8	8,050	65.0	5-11	2,960	36.0	5-8-11	110060	223	1,2,3-(8,16)-(9,13)(4,14)7,11,12,10(6,5)15	1-(2,3)-16-(9,8)-(4,13)14(10,7)11,12,5,6-15	(*1,3)-(16,8)(9,14)(2,4,11)(10,12)(7,13)5-15-6	8(1,3)(9,14,11)16(4,12)7(10,5)-(15,13)2-6	12.3 - 10.7 - 10.9 - 12.1 - 12.7 - 13.0 - 12.8 - 12.9 - 12.2 - 12.3	12.3 - 23.0 - 33.9 - 46.0 - 58.7 - 71.7 - 84.5 - 97.4 - 109.6 - 121.9 (33.9-37.4)	8=>11	54440.0	120.0
200203010507	ダ	右	1000	曇	良	13:20	3歳以上500万下		2002-6-29	1	福島	5	3歳以上500万下	[指](別定)	2	210	1	2	120	1	9	290	6	10	180	3	2-7	510	1	2-9	1820.0	9.0	2-9	740	9.0	2-10	290	1.0	9-10	1,210	16.0	2-9-10	4660	17			(3,*10)-2(6,11)(4,9)8,5(7,12)=1	(3,*10)2-6(4,11)9,8,5-7,12-1	12.2 - 10.6 - 11.3 - 12.2 - 12.6	12.2 - 22.8 - 34.1 - 46.3 - 58.9 (34.1-36.1)	2=>9	3140.0	11.0
200203010508	ダ	右	1700	曇	良	13:55	3歳以上500万下		2002-6-29	1	福島	5	3歳以上500万下	牝[指](別定)	4	230	1	4	120	1	5	920	9	12	300	6	4-4	3880	11	4-5	3710.0	13.0	4-5	1,250	14.0	4-12	540	6.0	5-12	4,520	39.0	4-5-12	9140	30	11-13-3,1-(5,9)(4,10)(8,12)-(2,7)6	11=13(3,1)-5(4,9)-(8,10)12-(2,7)6	11=(13,3)-(5,1,4)-(12,8,9)-(10,6)(2,7)	11=(13,3)5,4-(12,1)8-9(10,6)-(2,7)	6.8 - 11.4 - 11.4 - 11.6 - 12.3 - 12.6 - 13.3 - 14.1 - 13.2	6.8 - 18.2 - 29.6 - 41.2 - 53.5 - 66.1 - 79.4 - 93.5 - 106.7 (29.6-40.6)	4=>5	3780.0	15.0
200203010509	芝	右	2000	曇	良	14:30	松島特別 		2002-6-29	1	福島	5	3歳以上1000万下	(混)[指](別定)	9	440	3	9	200	3	5	150	2	4	360	6	5-8	1050	4	5-9	1090.0	5.0	5-9	370	3.0	4-9	1,230	19.0	4-5	760	12.0	4-5-9	3870	17	(3,*6)9(4,5,7)8-1,2	(*3,6)(4,9)5,7,8-1,2	6(3,9)(4,5)(7,1)(8,2)	(*6,9)(3,4)(5,1,2)(8,7)	12.8 - 11.9 - 11.7 - 12.1 - 12.5 - 12.5 - 12.2 - 11.8 - 11.9 - 12.2	12.8 - 24.7 - 36.4 - 48.5 - 61.0 - 73.5 - 85.7 - 97.5 - 109.4 - 121.6 (36.4-35.9)	9=>5	2040.0	8.0
200203010510	芝	右	1800	晴	良	15:05	磐越特別 		2002-6-29	1	福島	5	3歳以上500万下	(混)[指](別定)	2	150	1	2	120	1	1	310	5	11	1,120	12	1-1	1270	5	1-2	1220.0	4.0	1-2	620	4.0	2-11	2,110	23.0	1-11	8,560	71.0	1-2-11	22560	78	2(4,16)-(3,8,10,12)(5,11)(1,15)(6,14)(7,13)9	2,4,16-(3,8,10)(1,5,11,12)(15,14)6(7,13)9	2(4,16)(1,8)(3,10,12)(5,11,15,14)(7,6,13)-9	2,16(4,1)8(5,12)(3,11)(7,6,14)(15,13)10-9	13.0 - 10.9 - 12.0 - 12.0 - 12.3 - 12.0 - 11.7 - 11.7 - 12.1	13.0 - 23.9 - 35.9 - 47.9 - 60.2 - 72.2 - 83.9 - 95.6 - 107.7 (35.9-35.5)	2=>1	1690.0	4.0
200203010511	芝	右	1200	晴	良	15:40	TUF杯 		2002-6-29	1	福島	5	3歳以上1600万下	(混)[指](ハンデ)	2	410	1	2	200	2	8	230	4	10	820	11	1-4	780	3	2-8	1350.0	4.0	2-8	640	3.0	2-10	2,840	38.0	8-10	4,260	53.0	2-8-10	19370	59			(*2,8)(3,9,16)(4,13)(6,15)(1,5,11,12)(10,14)7	2,8(3,9)4(6,16)(1,15)(5,13,12)(7,10,11,14)	12.0 - 10.3 - 10.7 - 11.2 - 11.7 - 12.5	12.0 - 22.3 - 33.0 - 44.2 - 55.9 - 68.4 (33.0-35.4)	2=>8	2290.0	3.0
200203010512	芝	右	1200	晴	良	16:15	3歳以上500万下		2002-6-29	1	福島	5	3歳以上500万下	(特指)(別定)	10	370	1	10	130	1	4	170	2	8	190	4	2-5	820	2	4-10	820.0	1.0	4-10	400	1.0	8-10	660	7.0	4-8	790	9.0	4-8-10	3460	7			12(4,11,13)(3,16)1(2,10,14,15)(5,8)-9(6,7)	4(12,11)(3,1,13)(2,10,16)14,15(5,8)-9(6,7)	11.8 - 10.4 - 11.1 - 11.3 - 12.2 - 12.7	11.8 - 22.2 - 33.3 - 44.6 - 56.8 - 69.5 (33.3-36.2)	10=>4	1790.0	3.0
200203010601	ダ	右	1000	晴	良	10:00	3歳未勝利		2002-6-30	1	福島	6	3歳未勝利	(混)[指](馬齢)	4	240	1	4	110	1	7	140	3	1	130	2	4-6	510	3	4-7	560.0	2.0	4-7	230	2.0	1-4	220	1.0	1-7	320	4.0	1-4-7	810	1			(*4,5,7)1,6-8,11(3,9)12=10=2	(*4,7)(1,5)6-8,11,3-(9,12)=10-2	12.6 - 10.7 - 11.8 - 12.3 - 12.7	12.6 - 23.3 - 35.1 - 47.4 - 60.1 (35.1-36.8)			
200203010602	ダ	右	1700	晴	良	10:25	3歳未勝利		2002-6-30	1	福島	6	3歳未勝利	[指](馬齢)	3	270	1	3	110	1	2	160	3	7	250	4	2-3	520	2	2-3	540.0	2.0	2-3	260	2.0	3-7	470	4.0	2-7	780	8.0	2-3-7	2070	5	(*3,13)(2,4,9,12)7(1,5,11)(6,8)10	(*3,13)(2,4,9)7(12,11)(1,5)(6,8)10	(*3,13)9(2,4,7)-11,12,1(6,8)5=10	3,2(13,9,7)4,11,1-12,6(8,5)=10	7.0 - 11.6 - 12.2 - 12.7 - 13.0 - 13.0 - 12.9 - 12.8 - 12.8	7.0 - 18.6 - 30.8 - 43.5 - 56.5 - 69.5 - 82.4 - 95.2 - 108.0 (30.8-38.5)			
200203010603	芝	右	2000	晴	良	10:50	3歳未勝利		2002-6-30	1	福島	6	3歳未勝利	牝[指](馬齢)	13	700	4	13	190	3	11	140	1	1	210	5	6-7	620	2	11-13	1410.0	3.0	11-13	550	3.0	1-13	850	11.0	1-11	540	2.0	1-11-13	3820	11	11,16(10,13,12)(1,14)(4,8)(5,9,15)3,6,2,7	(*11,16)10(13,12)(1,14)(5,8)4,9,15,3-(2,6)-7	(*11,16)10(13,12,14)(1,8)5(9,15)(4,3)-2,6-7	11,10(16,13)(1,12,14)(9,8)5(4,3,15)2-7,6	12.5 - 11.4 - 11.8 - 12.8 - 12.6 - 12.7 - 12.1 - 11.9 - 12.4 - 12.6	12.5 - 23.9 - 35.7 - 48.5 - 61.1 - 73.8 - 85.9 - 97.8 - 110.2 - 122.8 (35.7-36.9)			
200203010604	芝	右	1200	晴	良	11:20	3歳未勝利		2002-6-30	1	福島	6	3歳未勝利	牝[指](馬齢)	7	540	3	7	150	2	11	570	10	15	130	1	4-6	1240	6	7-11	7080.0	22.0	7-11	2,010	23.0	7-15	340	2.0	11-15	1,280	13.0	7-11-15	4500	11			3(14,15)(7,10,11)(6,8)(5,4)(1,2,12)-(9,13)-16	(*3,15)(14,11)(7,10,8)(6,5,4)12,2-(1,9,13)16	12.3 - 10.6 - 11.0 - 11.6 - 12.0 - 13.1	12.3 - 22.9 - 33.9 - 45.5 - 57.5 - 70.6 (33.9-36.7)	7=>11	11410.0	36.0
200203010605	芝	右	1800	晴	良	11:50	3歳未勝利		2002-6-30	1	福島	6	3歳未勝利	(混)[指](馬齢)	2	790	5	2	260	5	1	200	2	5	230	3	1-1	1880	11	1-2	2020.0	6.0	1-2	760	6.0	2-5	790	8.0	1-5	790	9.0	1-2-5	4350	11	7(5,8,10,11,13)2(6,14)9(4,12,15)(1,3,16)	7(5,10,13)(8,11)2,6(9,14)4,12(1,15)16,3	(*7,5)(10,13)-8(11,6)2,9-(4,12,14)(1,15)(3,16)	(*7,5)-(8,13,2)(10,6)9(11,1)(4,12)=(3,14)-15,16	12.8 - 10.9 - 12.3 - 12.3 - 11.9 - 12.0 - 12.1 - 12.3 - 12.8	12.8 - 23.7 - 36.0 - 48.3 - 60.2 - 72.2 - 84.3 - 96.6 - 109.4 (36.0-37.2)	2=>1	4180.0	14.0
200203010606	ダ	右	1000	晴	良	12:50	2歳新馬		2002-6-30	1	福島	6	2歳新馬	(混)[指](馬齢)	3	2850	6	3	490	6	1	280	4	5	2,120	10	1-3	7950	17	1-3	7950.0	17.0	1-3	1,710	16.0	3-5	13,020	47.0	1-5	5,920	33.0	1-3-5	112950	115			3(4,7)(1,6,12)(5,10)-(8,9)(2,11)	3,4(1,7,12)(6,10)5,8(2,9,11)	12.7 - 11.0 - 12.0 - 12.5 - 12.7	12.7 - 23.7 - 35.7 - 48.2 - 60.9 (35.7-37.2)	3=>1	20000.0	38.0
200203010607	芝	右	1200	晴	良	13:20	3歳未勝利		2002-6-30	1	福島	6	3歳未勝利	(混)[指](馬齢)	15	7070	11	15	1,160	10	8	220	4	16	180	3	4-8	490	2	8-15	16040.0	38.0	8-15	4,190	41.0	15-16	2,170	24.0	8-16	640	6.0	8-15-16	24240	65			(*7,14,16)(2,15)-9(5,3)(8,4)(1,13)(6,10,11)=12	(7,*16)(2,14,15)-(9,8)(1,3)5(6,10,4)(11,13)=12	12.4 - 10.5 - 11.1 - 11.6 - 12.3 - 12.5	12.4 - 22.9 - 34.0 - 45.6 - 57.9 - 70.4 (34.0-36.4)	15=>8	54880.0	91.0
