	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気
200208010101	ダ	右	1800	晴	良	10:05	3歳未勝利		2002-1-5	1	京都	1	3歳未勝利	(混)[指](馬齢)	7	13980	14	7	3,090	14	12	410	5	6.0	680	8.0	4-6	13610	25	7-12	78470.0	72.0	7-12	14,460	72.0	6-7	16,550	78.0	6-12	2,090	27.0					12.4 - 11.8 - 13.8 - 13.9 - 13.2 - 12.6 - 12.7 - 13.0 - 13.1	12.4 - 24.2 - 38.0 - 51.9 - 65.1 - 77.7 - 90.4 - 103.4 - 116.5 (12.4-12.4)									
200208010102	ダ	右	1200	晴	良	10:30	3歳未勝利		2002-1-5	1	京都	1	3歳未勝利	[指](馬齢)	2	2530	8	2	440	9	16	130	1	15.0	140	2.0	1-8	1710	7	2-16	2610.0	10.0	2-16	880	9.0	2-15	1,920	26.0	15-16	250	1.0					12.4 - 11.5 - 12.2 - 12.5 - 13.2 - 12.8	12.4 - 23.9 - 36.1 - 48.6 - 61.8 - 74.6 (12.4-12.4)									
200208010103	ダ	右	1800	晴	良	10:55	3歳新馬		2002-1-5	1	京都	1	3歳新馬	(混)[指](馬齢)	4	170	1	4	110	1	10	600	9	8.0	120	2.0	4-7	1660	7	4-10	3570.0	12.0	4-10	1,130	15.0	4-8	170	1.0	8-10	1,540	21.0					12.7 - 11.8 - 13.0 - 13.4 - 13.4 - 13.3 - 12.7 - 12.4 - 12.7	12.7 - 24.5 - 37.5 - 50.9 - 64.3 - 77.6 - 90.3 - 102.7 - 115.4 (12.7-12.7)									
200208010104	ダ	右	1400	晴	良	11:20	3歳新馬		2002-1-5	1	京都	1	3歳新馬	牝[指](馬齢)	1	650	4	1	210	4	14	150	1	11.0	550	6.0	1-8	1210	6	1-14	1250.0	5.0	1-14	550	5.0	1-11	1,460	16.0	11-14	1,380	14.0					12.3 - 11.5 - 12.0 - 12.4 - 12.9 - 13.4 - 13.3	12.3 - 23.8 - 35.8 - 48.2 - 61.1 - 74.5 - 87.8 (12.3-12.3)									
200208010105	芝	右	1800	晴	良	11:50	3歳新馬		2002-1-5	1	京都	1	3歳新馬	(混)[指](馬齢)	1	670	2	1	190	3	5	120	1	11.0	1,190	11.0	1-3	570	3	1-5	600.0	1.0	1-5	330	2.0	1-11	4,270	40.0	5-11	2,150	24.0					12.5 - 11.0 - 11.5 - 12.3 - 13.0 - 13.0 - 12.9 - 12.1 - 11.9	12.5 - 23.5 - 35.0 - 47.3 - 60.3 - 73.3 - 86.2 - 98.3 - 110.2 (12.5-12.5)									
200208010106	ダ	右	1800	晴	良	12:50	3歳500万下		2002-1-5	1	京都	1	3歳500万下	(混)(特指)(馬齢)	14	440	1	14	180	2	13	170	1	2.0	210	4.0	7-7	1460	7	13-14	1490.0	3.0	13-14	650	2.0	2-14	1,000	10.0	2-13	720	4.0					12.2 - 11.5 - 12.4 - 13.3 - 13.5 - 12.9 - 12.6 - 13.3 - 13.5	12.2 - 23.7 - 36.1 - 49.4 - 62.9 - 75.8 - 88.4 - 101.7 - 115.2 (12.2-12.2)									
200208010107	ダ	右	1200	晴	良	13:20	4歳以上500万下		2002-1-5	1	京都	1	4歳以上500万下	(混)[指](別定)	4	280	1	4	140	2	8	280	5	9.0	130	1.0	3-5	260	1	4-8	2500.0	9.0	4-8	850	8.0	4-9	270	2.0	8-9	690	6.0					12.2 - 11.3 - 12.0 - 12.0 - 12.5 - 12.9	12.2 - 23.5 - 35.5 - 47.5 - 60.0 - 72.9 (12.2-12.2)									
200208010108	ダ	右	1800	晴	良	13:50	4歳以上500万下		2002-1-5	1	京都	1	4歳以上500万下	[指](別定)	2	3460	9	2	930	10	14	280	3	16.0	690	8.0	1-7	3980	13	2-14	16600.0	40.0	2-14	4,480	47.0	2-16	6,990	71.0	14-16	2,670	28.0					12.2 - 11.5 - 12.6 - 13.0 - 12.8 - 12.8 - 12.9 - 12.6 - 13.1	12.2 - 23.7 - 36.3 - 49.3 - 62.1 - 74.9 - 87.8 - 100.4 - 113.5 (12.2-12.2)									
200208010109	芝	右	2000	晴	良	14:25	初夢賞 		2002-1-5	1	京都	1	4歳以上1000万下	(混)[指](別定)	11	5100	11	11	740	10	12	370	5	8.0	140	1.0	8-8	19560	29	11-12	26350.0	47.0	11-12	5,170	47.0	8-11	2,000	26.0	8-12	720	5.0					12.4 - 11.6 - 12.3 - 12.1 - 12.3 - 12.6 - 12.4 - 12.2 - 11.9 - 12.2	12.4 - 24.0 - 36.3 - 48.4 - 60.7 - 73.3 - 85.7 - 97.9 - 109.8 - 122.0 (12.4-12.4)									
200208010110	ダ	右	1200	晴	良	15:00	門松ステークス 		2002-1-5	1	京都	1	4歳以上1600万下	(混)[指](別定)	2	270	1	2	130	1	9	350	7	14.0	170	2.0	1-5	670	2	2-9	1670.0	5.0	2-9	640	5.0	2-14	330	1.0	9-14	1,300	12.0					12.3 - 11.2 - 11.5 - 12.0 - 12.3 - 12.7	12.3 - 23.5 - 35.0 - 47.0 - 59.3 - 72.0 (12.3-12.3)									
200208010111	芝	右	1600	晴	良	15:40	スポニチ賞京都金杯	G3	2002-1-5	1	京都	1	4歳以上オープン	(混)[指](ハンデ)	2	170	1	2	110	1	14	210	4	5.0	190	3.0	2-8	760	4	2-14	850.0	3.0	2-14	400	2.0	2-5	360	1.0	5-14	860	10.0					12.4 - 11.0 - 11.7 - 11.9 - 11.7 - 11.6 - 11.6 - 11.9	12.4 - 23.4 - 35.1 - 47.0 - 58.7 - 70.3 - 81.9 - 93.8 (12.4-12.4)									
200208010112	ダ	右	1800	晴	良	16:20	4歳以上1000万下		2002-1-5	1	京都	1	4歳以上1000万下	(混)[指](別定)	11	1110	5	11	290	4	9	330	6	12.0	380	7.0	5-6	1010	5	9-11	4900.0	18.0	9-11	1,590	19.0	11-12	2,080	23.0	9-12	1,870	21.0					12.3 - 11.7 - 12.4 - 12.7 - 12.8 - 12.4 - 12.2 - 12.7 - 13.1	12.3 - 24.0 - 36.4 - 49.1 - 61.9 - 74.3 - 86.5 - 99.2 - 112.3 (12.3-12.3)									
200208010201	ダ	右	1800	晴	良	10:05	3歳未勝利		2002-1-6	1	京都	2	3歳未勝利	(市)(抽)[指](馬齢)	1	1670	7	1	750	9	15	180	2	11.0	360	6.0	1-8	4720	19	1-15	5100.0	18.0	1-15	1,790	19.0	1-11	2,270	24.0	11-15	820	8.0					12.3 - 11.4 - 13.0 - 13.5 - 13.6 - 13.4 - 13.3 - 13.3 - 13.4	12.3 - 23.7 - 36.7 - 50.2 - 63.8 - 77.2 - 90.5 - 103.8 - 117.2 (12.3-12.3)									
200208010202	ダ	右	1400	晴	良	10:30	3歳未勝利		2002-1-6	1	京都	2	3歳未勝利	(混)[指](馬齢)	10	140	1	10	110	1	14	230	4	6.0	350	6.0	5-7	510	3	10-14	580.0	3.0	10-14	330	3.0	6-10	590	4.0	6-14	1,640	20.0					12.3 - 11.2 - 12.2 - 12.2 - 12.8 - 13.2 - 13.2	12.3 - 23.5 - 35.7 - 47.9 - 60.7 - 73.9 - 87.1 (12.3-12.3)									
200208010203	ダ	右	1800	晴	良	10:55	3歳新馬		2002-1-6	1	京都	2	3歳新馬	[指](馬齢)	15	1020	4	15	290	4	9	120	1	5.0	640	9.0	5-8	490	1	9-15	1110.0	3.0	9-15	530	3.0	5-15	4,470	43.0	5-9	1,840	27.0					12.4 - 11.2 - 13.0 - 13.1 - 13.2 - 13.2 - 13.7 - 13.5 - 13.7	12.4 - 23.6 - 36.6 - 49.7 - 62.9 - 76.1 - 89.8 - 103.3 - 117.0 (12.4-12.4)									
200208010204	ダ	右	1200	晴	良	11:20	3歳新馬		2002-1-6	1	京都	2	3歳新馬	[指](馬齢)	6	1850	7	6	460	7	15	200	4	14.0	170	1.0	3-8	3540	14	6-15	5010.0	18.0	6-15	1,520	18.0	6-14	1,460	16.0	14-15	490	2.0					12.4 - 11.5 - 12.3 - 12.6 - 12.7 - 13.1	12.4 - 23.9 - 36.2 - 48.8 - 61.5 - 74.6 (12.4-12.4)									
200208010205	障		2910	晴	良  ダート	11:50	障害4歳以上未勝利		2002-1-6	1	京都	2	障害4歳以上未勝利	(混)(馬齢)	10	350	3	10	140	1	4	150	3	7.0	500	8.0	3-6	370	1	4-10	680.0	2.0	4-10	340	2.0	7-10	1,340	15.0	4-7	1,480	20.0															
200208010206	芝	右	1200	晴	良	12:50	3歳新馬		2002-1-6	1	京都	2	3歳新馬	(混)[指](馬齢)	4	420	2	4	130	2	12	110	1	3.0	580	9.0	2-6	320	1	4-12	350.0	1.0	4-12	190	1.0	3-4	1,230	13.0	3-12	910	9.0					12.4 - 11.0 - 11.4 - 11.8 - 12.5 - 12.0	12.4 - 23.4 - 34.8 - 46.6 - 59.1 - 71.1 (12.4-12.4)									
200208010207	ダ	右	1800	晴	良	13:20	4歳以上500万下		2002-1-6	1	京都	2	4歳以上500万下	[指](別定)	2	690	3	2	270	5	13	150	1	15.0	700	10.0	2-7	1500	7	2-13	1500.0	3.0	2-13	730	5.0	2-15	3,490	43.0	13-15	1,910	26.0					12.3 - 11.6 - 12.5 - 12.7 - 13.0 - 12.9 - 13.1 - 13.1 - 13.1	12.3 - 23.9 - 36.4 - 49.1 - 62.1 - 75.0 - 88.1 - 101.2 - 114.3 (12.3-12.3)									
200208010208	ダ	右	1400	晴	良	13:50	4歳以上500万下		2002-1-6	1	京都	2	4歳以上500万下	(混)[指](別定)	6	1450	7	6	310	4	5	200	3	7.0	380	7.0	3-4	1400	6	5-6	2520.0	9.0	5-6	880	8.0	6-7	1,910	22.0	5-7	1,160	13.0					12.1 - 11.2 - 12.2 - 12.1 - 12.5 - 13.1 - 13.2	12.1 - 23.3 - 35.5 - 47.6 - 60.1 - 73.2 - 86.4 (12.1-12.1)									
200208010209	ダ	右	1400	晴	良	14:25	羅生門特別 		2002-1-6	1	京都	2	4歳以上1000万下	(混)[指](別定)	10	380	2	10	170	3	8	150	1	16.0	200	4.0	4-5	480	1	8-10	880.0	1.0	8-10	370	1.0	10-16	820	7.0	8-16	620	5.0					12.2 - 11.1 - 12.1 - 12.0 - 11.8 - 12.4 - 12.9	12.2 - 23.3 - 35.4 - 47.4 - 59.2 - 71.6 - 84.5 (12.2-12.2)									
200208010210	芝	右	1400	曇	良	15:00	紅梅ステークス 		2002-1-6	1	京都	2	3歳オープン	(混)	10	870	5	10	200	4	6	140	1	16.0	270	6.0	3-5	710	2	6-10	1120.0	4.0	6-10	450	3.0	10-16	1,390	16.0	6-16	680	5.0					12.2 - 11.3 - 11.9 - 11.8 - 11.5 - 11.6 - 12.2	12.2 - 23.5 - 35.4 - 47.2 - 58.7 - 70.3 - 82.5 (12.2-12.2)									
200208010211	芝	右	1600	晴	良	15:40	新春ステークス 		2002-1-6	1	京都	2	4歳以上1600万下	(混)[指](別定)	14	700	3	14	240	4	2	150	1	13.0	310	7.0	1-7	770	2	2-14	1350.0	3.0	2-14	620	3.0	13-14	1,170	16.0	2-13	910	7.0					12.1 - 10.6 - 11.5 - 11.8 - 11.7 - 11.7 - 12.3 - 12.4	12.1 - 22.7 - 34.2 - 46.0 - 57.7 - 69.4 - 81.7 - 94.1 (12.1-12.1)									
200208010212	芝	右	1800	晴	良	16:20	4歳以上1000万下		2002-1-6	1	京都	2	4歳以上1000万下	[指](別定)	15	540	2	15	200	2	13	150	1	3.0	510	9.0	7-8	570	1	13-15	690.0	1.0	13-15	350	1.0	3-15	1,860	27.0	3-13	1,420	17.0					12.7 - 11.6 - 11.2 - 11.3 - 11.6 - 11.8 - 12.0 - 12.3 - 12.3	12.7 - 24.3 - 35.5 - 46.8 - 58.4 - 70.2 - 82.2 - 94.5 - 106.8 (12.7-12.7)									
