	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬連:的中	馬連:配当	馬連:人気
200210010504	芝	右	1200	曇	良	11:15	3歳新馬		2002-2-2	1	小倉	5	3歳新馬	[指](馬齢)	7	180	1	7	120	1	10	280	5	2.0	510	8.0	5-6	230	1	7-10	580	4.0	2-7	740	5.0	2-10	2,540	26.0														12.3 - 10.7 - 11.3 - 11.7 - 12.1 - 12.6	12.3 - 23.0 - 34.3 - 46.0 - 58.1 - 70.7 (12.3-12.3)	7-10	1110.0	3.0
200210010505	ダ	右	1700	晴	良	11:45	4歳以上500万下		2002-2-2	1	小倉	5	4歳以上500万下	牝[指](別定)	15	870	5	15	160	2	5	100	1	12.0	170	3.0	3-8	570	3	5-15	300	2.0	12-15	510	6.0	5-12	260	1.0														7.1 - 11.7 - 12.8 - 13.4 - 12.6 - 12.3 - 12.6 - 13.3 - 13.4	7.1 - 18.8 - 31.6 - 45.0 - 57.6 - 69.9 - 82.5 - 95.8 - 109.2 (7.1-7.1)	5-15	760.0	3.0
200210010506	ダ	右	1000	晴	良	12:45	4歳以上500万下		2002-2-2	1	小倉	5	4歳以上500万下	(混)[指](別定)	14	850	5	14	410	7	13	200	3	7.0	250	4.0	8-8	6740	20	13-14	1,460	18.0	7-14	1,130	14.0	7-13	640	9.0														12.3 - 10.8 - 11.7 - 12.7 - 13.2	12.3 - 23.1 - 34.8 - 47.5 - 60.7 (12.3-12.3)	13-14	5230.0	21.0
200210010507	ダ	右	1700	晴	良	13:15	4歳以上500万下		2002-2-2	1	小倉	5	4歳以上500万下	[指](別定)	8	360	2	8	140	3	3	120	1	11.0	130	2.0	2-5	550	1	3-8	260	2.0	8-11	240	1.0	3-11	300	3.0														7.1 - 11.9 - 12.4 - 12.8 - 12.4 - 12.7 - 13.2 - 13.4 - 13.4	7.1 - 19.0 - 31.4 - 44.2 - 56.6 - 69.3 - 82.5 - 95.9 - 109.3 (7.1-7.1)	3-8	720.0	2.0
200210010508	芝	右	2600	晴	良	13:45	4歳以上500万下		2002-2-2	1	小倉	5	4歳以上500万下	(混)[指](別定)	8	3300	10	8	760	10	6	230	4	1.0	160	2.0	5-6	880	3	6-8	2,990	32.0	1-8	3,200	33.0	1-6	460	4.0														12.7 - 11.6 - 12.4 - 13.0 - 12.7 - 12.7 - 12.8 - 12.3 - 12.0 - 12.3 - 12.4 - 12.6 - 13.0	12.7 - 24.3 - 36.7 - 49.7 - 62.4 - 75.1 - 87.9 - 100.2 - 112.2 - 124.5 - 136.9 - 149.5 - 162.5 (12.7-12.7)	6-8	12300.0	34.0
200210010509	芝	右	1200	晴	良	14:20	萌黄賞 		2002-2-2	1	小倉	5	3歳500万下	(混)(特指)(馬齢)	14	680	3	14	220	3	5	290	5	3.0	310	6.0	4-8	2610	13	5-14	910	12.0	3-14	850	8.0	3-5	1,370	22.0														12.0 - 10.4 - 11.3 - 11.7 - 12.2 - 13.1	12.0 - 22.4 - 33.7 - 45.4 - 57.6 - 70.7 (12.0-12.0)	5-14	2880.0	13.0
200210010510	芝	右	2000	晴	良	14:55	紫川特別 		2002-2-2	1	小倉	5	4歳以上500万下	(混)[指](別定)	16	800	4	16	210	4	14	190	3	13.0	140	1.0	7-8	570	2	14-16	760	9.0	13-16	440	3.0	13-14	380	2.0														12.6 - 11.7 - 12.6 - 12.6 - 12.1 - 12.2 - 12.2 - 12.2 - 12.4 - 12.6	12.6 - 24.3 - 36.9 - 49.5 - 61.6 - 73.8 - 86.0 - 98.2 - 110.6 - 123.2 (12.6-12.6)	14-16	2420.0	9.0
200210010511	芝	右	1800	晴	良	15:30	吉野ケ里特別 		2002-2-2	1	小倉	5	4歳以上1000万下	(混)[指](ハンデ)	4	2200	11	4	680	12	10	280	4	7.0	500	7.0	3-6	2840	14	4-10	2,840	42.0	4-7	3,780	55.0	7-10	1,830	21.0														12.4 - 12.2 - 12.2 - 12.1 - 11.8 - 11.8 - 11.7 - 12.6 - 12.7	12.4 - 24.6 - 36.8 - 48.9 - 60.7 - 72.5 - 84.2 - 96.8 - 109.5 (12.4-12.4)	4-10	9340.0	42.0
200210010512	芝	右	1200	晴	良	16:10	4歳以上500万下		2002-2-2	1	小倉	5	4歳以上500万下	[指](別定)	1	700	4	1	270	4	4	420	7	3.0	290	5.0	1-2	2510	15	1-4	2,150	28.0	1-3	1,430	16.0	3-4	1,480	17.0														12.1 - 10.6 - 11.2 - 11.8 - 12.2 - 12.3	12.1 - 22.7 - 33.9 - 45.7 - 57.9 - 70.2 (12.1-12.1)	1-4	6950.0	27.0
200210010601	ダ	右	1700	晴	良	09:55	3歳未勝利		2002-2-3	1	小倉	6	3歳未勝利	(父)(馬齢)	7	120	1	7	100	1	2	200	4	6.0	110	2.0	2-7	1470	4	2-7	390	4.0	6-7	130	1.0	2-6	630	5.0														7.1 - 11.7 - 12.3 - 13.3 - 13.1 - 12.9 - 13.0 - 12.9 - 13.0	7.1 - 18.8 - 31.1 - 44.4 - 57.5 - 70.4 - 83.4 - 96.3 - 109.3 (7.1-7.1)	2-7	1520.0	4.0
200210010602	芝	右	1200	晴	良	10:20	3歳未勝利		2002-2-3	1	小倉	6	3歳未勝利	(馬齢)	5	1140	4	5	270	4	3	550	6	7.0	800	8.0	2-3	300	1	3-5	1,880	18.0	5-7	1,990	19.0	3-7	2,470	23.0														12.2 - 10.7 - 11.1 - 11.6 - 12.1 - 12.3	12.2 - 22.9 - 34.0 - 45.6 - 57.7 - 70.0 (12.2-12.2)	3-5	6670.0	18.0
200210010603	芝	右	2000	晴	良	10:45	3歳未勝利		2002-2-3	1	小倉	6	3歳未勝利	(混)(馬齢)	2	490	2	2	150	2	4	600	9	1.0	200	3.0	1-2	2500	10	2-4	1,930	20.0	1-2	550	4.0	1-4	2,580	29.0														12.3 - 10.9 - 12.2 - 13.0 - 12.9 - 12.6 - 12.6 - 12.6 - 13.1 - 13.2	12.3 - 23.2 - 35.4 - 48.4 - 61.3 - 73.9 - 86.5 - 99.1 - 112.2 - 125.4 (12.3-12.3)	2-4	5790.0	22.0
200210010604	ダ	右	1000	晴	良	11:15	4歳以上500万下		2002-2-3	1	小倉	6	4歳以上500万下	(別定)	4	870	4	4	280	4	3	140	2	7.0	310	5.0	3-3	870	3	3-4	560	4.0	4-7	1,280	17.0	3-7	630	5.0														12.6 - 11.0 - 11.8 - 12.4 - 12.8	12.6 - 23.6 - 35.4 - 47.8 - 60.6 (12.6-12.6)	3-4	1430.0	4.0
200210010605	ダ	右	1700	晴	良	11:45	4歳以上500万下		2002-2-3	1	小倉	6	4歳以上500万下	(混)(別定)	12	190	1	12	110	1	2	130	2	4.0	330	5.0	2-7	370	1	2-12	210	1.0	4-12	620	6.0	2-4	830	8.0														6.9 - 11.0 - 11.4 - 13.0 - 13.5 - 13.0 - 13.1 - 13.2 - 13.7	6.9 - 17.9 - 29.3 - 42.3 - 55.8 - 68.8 - 81.9 - 95.1 - 108.8 (6.9-6.9)	2-12	460.0	1.0
200210010606	芝	右	1800	晴	良	12:45	4歳以上500万下		2002-2-3	1	小倉	6	4歳以上500万下	(別定)	2	410	2	2	200	2	1	310	4	10.0	350	5.0	1-1	1840	7	1-2	720	5.0	2-10	1,090	9.0	1-10	1,840	23.0														12.6 - 11.7 - 12.1 - 12.2 - 12.2 - 12.1 - 12.1 - 12.2 - 12.6	12.6 - 24.3 - 36.4 - 48.6 - 60.8 - 72.9 - 85.0 - 97.2 - 109.8 (12.6-12.6)	1-2	1810.0	4.0
200210010607	ダ	右	1700	小雨	良	13:15	4歳以上500万下		2002-2-3	1	小倉	6	4歳以上500万下	(混)(別定)	8	510	2	8	220	2	4	790	8	1.0	380	5.0	3-5	1930	7	4-8	2,160	24.0	1-8	870	9.0	1-4	3,040	29.0														7.0 - 11.0 - 11.8 - 13.3 - 13.2 - 12.9 - 12.8 - 13.0 - 14.1	7.0 - 18.0 - 29.8 - 43.1 - 56.3 - 69.2 - 82.0 - 95.0 - 109.1 (7.0-7.0)	4-8	7630.0	23.0
200210010608	芝	右	2000	晴	良	13:45	4歳以上500万下		2002-2-3	1	小倉	6	4歳以上500万下	(別定)	7	190	1	7	140	1	5	530	7	4.0	1,730	14.0	3-4	1540	8	5-7	1,280	12.0	4-7	2,460	25.0	4-5	12,170	79.0														12.2 - 10.9 - 11.7 - 12.1 - 12.5 - 12.4 - 12.4 - 12.6 - 12.4 - 12.4	12.2 - 23.1 - 34.8 - 46.9 - 59.4 - 71.8 - 84.2 - 96.8 - 109.2 - 121.6 (12.2-12.2)	5-7	2780.0	10.0
200210010609	芝	右	1200	晴	良	14:20	香春岳特別 		2002-2-3	1	小倉	6	4歳以上500万下	牝(別定)	1	740	3	1	260	3	2	170	2	12.0	850	12.0	1-1	1160	4	1-2	490	2.0	1-12	3,870	47.0	2-12	2,110	25.0														12.1 - 10.8 - 11.4 - 11.7 - 12.1 - 12.4	12.1 - 22.9 - 34.3 - 46.0 - 58.1 - 70.5 (12.1-12.1)	1-2	1170.0	2.0
200210010610	芝	右	1200	晴	良	14:55	火の山特別 		2002-2-3	1	小倉	6	4歳以上1000万下	(混)(別定)	2	450	2	2	170	1	6	190	2	16.0	580	10.0	1-3	720	1	2-6	440	1.0	2-16	2,200	35.0	6-16	1,520	17.0														12.2 - 10.6 - 11.1 - 11.7 - 12.0 - 12.0	12.2 - 22.8 - 33.9 - 45.6 - 57.6 - 69.6 (12.2-12.2)	2-6	1120.0	1.0
200210010611	芝	右	1800	晴	良	15:30	小倉大賞典	G3	2002-2-3	1	小倉	6	4歳以上オープン	(ハンデ)	16	3860	13	16	700	13	14	150	2	13.0	120	1.0	7-8	1240	6	14-16	3,230	44.0	13-16	2,030	23.0	13-14	250	1.0														12.2 - 11.3 - 11.5 - 11.7 - 12.0 - 12.2 - 12.4 - 12.3 - 12.4	12.2 - 23.5 - 35.0 - 46.7 - 58.7 - 70.9 - 83.3 - 95.6 - 108.0 (12.2-12.2)	14-16	11270.0	38.0
200210010612	芝	右	1200	晴	良	16:10	4歳以上500万下		2002-2-3	1	小倉	6	4歳以上500万下	(混)(別定)	16	8590	12	16	1,560	12	8	200	2	9.0	240	3.0	4-8	5770	19	8-16	4,570	44.0	9-16	5,990	54.0	8-9	590	6.0														12.3 - 11.0 - 11.4 - 11.6 - 11.9 - 12.0	12.3 - 23.3 - 34.7 - 46.3 - 58.2 - 70.2 (12.3-12.3)	8-16	17600.0	46.0
200210010701	ダ	右	1000	曇	良	09:55	3歳未勝利		2002-2-9	1	小倉	7	3歳未勝利	(混)[指](馬齢)	6	200	1	6	120	1	1	190	5	8.0	170	3.0	1-4	670	2	1-6	230	1.0	6-8	400	4.0	1-8	540	5.0														12.4 - 11.1 - 12.0 - 12.0 - 12.6	12.4 - 23.5 - 35.5 - 47.5 - 60.1 (12.4-12.4)	1-6	810.0	2.0
200210010702	芝	右	1200	曇	良	10:20	3歳未勝利		2002-2-9	1	小倉	7	3歳未勝利	牝[指](馬齢)	8	1000	4	8	430	7	7	130	1	12.0	1,510	13.0	4-4	1180	4	7-8	710	5.0	8-12	7,310	55.0	7-12	2,570	30.0														12.3 - 10.9 - 11.6 - 11.6 - 12.0 - 12.3	12.3 - 23.2 - 34.8 - 46.4 - 58.4 - 70.7 (12.3-12.3)	7-8	1540.0	5.0
200210010703	芝	右	1800	曇	良	10:45	3歳未勝利		2002-2-9	1	小倉	7	3歳未勝利	(混)[指](馬齢)	16	560	3	16	260	3	2	280	4	11.0	870	10.0	1-8	2180	9	2-16	750	7.0	11-16	2,730	30.0	2-11	2,500	27.0														12.4 - 11.6 - 12.3 - 12.5 - 12.4 - 12.6 - 12.1 - 12.2 - 12.1	12.4 - 24.0 - 36.3 - 48.8 - 61.2 - 73.8 - 85.9 - 98.1 - 110.2 (12.4-12.4)	2-16	1900.0	6.0
200210010704	芝	右	1200	曇	良	11:15	3歳新馬		2002-2-9	1	小倉	7	3歳新馬	(混)[指](馬齢)	4	640	3	4	180	3	14	170	2	11.0	310	5.0	3-8	430	1	4-14	540	2.0	4-11	1,380	17.0	11-14	960	8.0														12.3 - 10.6 - 11.4 - 12.0 - 12.2 - 12.3	12.3 - 22.9 - 34.3 - 46.3 - 58.5 - 70.8 (12.3-12.3)	4-14	1370.0	2.0
200210010705	ダ	右	1700	曇	良	11:45	4歳以上500万下		2002-2-9	1	小倉	7	4歳以上500万下	(父)[指](別定)	1	290	1	1	130	1	10	1,100	12	4.0	210	3.0	1-6	470	1	1-10	2,220	28.0	1-4	430	2.0	4-10	5,370	51.0														6.9 - 11.2 - 12.0 - 13.2 - 12.8 - 13.0 - 13.3 - 13.4 - 13.2	6.9 - 18.1 - 30.1 - 43.3 - 56.1 - 69.1 - 82.4 - 95.8 - 109.0 (6.9-6.9)	1-10	5110.0	18.0
200210010706	ダ	右	1000	曇	良	12:45	4歳以上500万下		2002-2-9	1	小倉	7	4歳以上500万下	牝[指](別定)	2	500	1	2	200	3	9	550	8	4.0	2,790	13.0	2-6	1070	4	2-9	1,190	11.0	2-4	3,700	48.0	4-9	10,140	74.0														12.5 - 11.2 - 11.9 - 12.6 - 13.1	12.5 - 23.7 - 35.6 - 48.2 - 61.3 (12.5-12.5)	2-9	2970.0	11.0
200210010707	ダ	右	2400	曇	良	13:15	4歳以上500万下		2002-2-9	1	小倉	7	4歳以上500万下	(混)[指](別定)	11	550	4	11	230	4	2	720	9	9.0	150	1.0	1-6	3800	13	2-11	1,910	21.0	9-11	570	4.0	2-9	2,190	27.0														13.1 - 11.8 - 12.7 - 12.5 - 12.8 - 13.3 - 13.8 - 13.5 - 13.6 - 13.5 - 13.5 - 13.6	13.1 - 24.9 - 37.6 - 50.1 - 62.9 - 76.2 - 90.0 - 103.5 - 117.1 - 130.6 - 144.1 - 157.7 (13.1-13.1)	2-11	4820.0	15.0
200210010708	芝	右	1200	曇	良	13:50	4歳以上500万下		2002-2-9	1	小倉	7	4歳以上500万下	[指](別定)	13	1230	6	13	340	6	12	230	4	6.0	140	1.0	6-7	1290	5	12-13	1,230	13.0	6-13	1,050	10.0	6-12	590	3.0														12.3 - 10.8 - 11.4 - 11.5 - 11.6 - 11.9	12.3 - 23.1 - 34.5 - 46.0 - 57.6 - 69.5 (12.3-12.3)	12-13	3770.0	15.0
200210010709	芝	右	2000	曇	良	14:25	あすなろ賞 		2002-2-9	1	小倉	7	3歳500万下	(特指)(馬齢)	8	390	2	8	150	3	10	150	2	3.0	120	1.0	5-6	710	2	8-10	520	4.0	3-8	360	2.0	3-10	400	3.0														12.6 - 10.9 - 12.3 - 12.6 - 12.6 - 12.6 - 12.0 - 12.2 - 12.3 - 12.0	12.6 - 23.5 - 35.8 - 48.4 - 61.0 - 73.6 - 85.6 - 97.8 - 110.1 - 122.1 (12.6-12.6)	8-10	1440.0	4.0
200210010710	ダ	右	1700	曇	良	14:55	鳥栖特別 		2002-2-9	1	小倉	7	4歳以上500万下	(混)[指](別定)	8	170	1	8	100	1	4	260	5	3.0	130	2.0	3-5	710	3	4-8	370	3.0	3-8	180	1.0	3-4	680	8.0														6.9 - 11.1 - 11.9 - 13.0 - 12.6 - 12.6 - 12.9 - 12.4 - 12.6	6.9 - 18.0 - 29.9 - 42.9 - 55.5 - 68.1 - 81.0 - 93.4 - 106.0 (6.9-6.9)	4-8	970.0	3.0
200210010711	芝	右	2600	曇	良	15:30	皿倉山特別 		2002-2-9	1	小倉	7	4歳以上1000万下	(混)[指](ハンデ)	4	510	1	4	190	1	7	210	2	1.0	320	8.0	4-6	1080	3	4-7	610	2.0	1-4	960	9.0	1-7	1,030	12.0														13.1 - 12.5 - 12.5 - 12.9 - 12.9 - 13.3 - 13.4 - 12.5 - 12.1 - 12.1 - 11.5 - 11.9 - 12.1	13.1 - 25.6 - 38.1 - 51.0 - 63.9 - 77.2 - 90.6 - 103.1 - 115.2 - 127.3 - 138.8 - 150.7 - 162.8 (13.1-13.1)	4-7	1470.0	1.0
200210010712	芝	右	1200	曇	良	16:10	4歳以上500万下		2002-2-9	1	小倉	7	4歳以上500万下	(混)[指](別定)	5	150	1	5	110	1	3	1,380	14	7.0	480	9.0	2-3	1370	7	3-5	2,620	23.0	5-7	760	7.0	3-7	11,820	91.0														12.4 - 10.8 - 11.5 - 11.6 - 11.8 - 11.9	12.4 - 23.2 - 34.7 - 46.3 - 58.1 - 70.0 (12.4-12.4)	3-5	6830.0	17.0
200210010801	ダ	右	1700	曇	良	09:55	3歳未勝利		2002-2-10	1	小倉	8	3歳未勝利	(馬齢)	10	250	1	10	120	1	5	360	5	2.0	1,610	14.0	4-6	790	3	5-10	680	4.0	2-10	3,100	30.0	2-5	9,750	60.0														6.9 - 11.5 - 11.7 - 13.4 - 13.4 - 13.2 - 12.8 - 13.0 - 13.7	6.9 - 18.4 - 30.1 - 43.5 - 56.9 - 70.1 - 82.9 - 95.9 - 109.6 (6.9-6.9)	5-10	1440.0	4.0
200210010802	芝	右	1200	曇	良	10:20	3歳未勝利		2002-2-10	1	小倉	8	3歳未勝利	(混)(馬齢)	7	840	3	7	330	4	9	1,330	12	8.0	810	8.0	4-5	8690	19	7-9	5,370	49.0	7-8	2,850	28.0	8-9	13,900	78.0														12.0 - 10.7 - 11.4 - 11.6 - 12.2 - 12.3	12.0 - 22.7 - 34.1 - 45.7 - 57.9 - 70.2 (12.0-12.0)	7-9	22850.0	49.0
200210010803	芝	右	2000	曇	良	10:45	3歳未勝利		2002-2-10	1	小倉	8	3歳未勝利	(馬齢)	1	250	1	1	120	1	9	140	2	12.0	510	7.0	1-5	340	1	1-9	280	1.0	1-12	1,520	13.0	9-12	2,010	19.0														12.5 - 11.4 - 12.4 - 13.0 - 12.9 - 12.2 - 12.3 - 11.8 - 11.8 - 12.4	12.5 - 23.9 - 36.3 - 49.3 - 62.2 - 74.4 - 86.7 - 98.5 - 110.3 - 122.7 (12.5-12.5)	1-9	580.0	1.0
200210010804	芝	右	1800	曇	良	11:15	3歳新馬		2002-2-10	1	小倉	8	3歳新馬	(混)(馬齢)	3	1190	5	3	380	5	4	150	1	13.0	1,370	9.0	3-3	2720	8	3-4	860	7.0	3-13	5,390	40.0	4-13	4,610	37.0														12.6 - 11.7 - 12.5 - 12.9 - 12.5 - 12.3 - 11.8 - 11.9 - 12.6	12.6 - 24.3 - 36.8 - 49.7 - 62.2 - 74.5 - 86.3 - 98.2 - 110.8 (12.6-12.6)	3-4	2550.0	13.0
200210010805	ダ	右	1000	曇	良	11:45	4歳以上500万下		2002-2-10	1	小倉	8	4歳以上500万下	(混)(別定)	9	390	2	9	120	2	11	150	3	3.0	120	1.0	6-7	770	3	9-11	350	3.0	3-9	220	1.0	3-11	340	2.0														12.6 - 11.1 - 11.7 - 11.8 - 12.2	12.6 - 23.7 - 35.4 - 47.2 - 59.4 (12.6-12.6)	9-11	1240.0	3.0
200210010806	ダ	右	1700	曇	良	12:45	4歳以上500万下		2002-2-10	1	小倉	8	4歳以上500万下	(別定)	8	240	1	8	130	1	3	1,070	11	2.0	500	8.0	2-5	1890	8	3-8	1,730	20.0	2-8	880	8.0	2-3	7,000	57.0														7.0 - 11.4 - 12.2 - 13.4 - 13.1 - 12.9 - 12.8 - 12.7 - 13.3	7.0 - 18.4 - 30.6 - 44.0 - 57.1 - 70.0 - 82.8 - 95.5 - 108.8 (7.0-7.0)	3-8	4590.0	18.0
200210010807	芝	右	1800	曇	良	13:15	4歳以上500万下		2002-2-10	1	小倉	8	4歳以上500万下	牝(別定)	14	560	2	14	220	3	2	150	1	7.0	750	12.0	1-7	890	3	2-14	550	3.0	7-14	5,140	61.0	2-7	2,890	38.0														12.3 - 11.2 - 11.6 - 11.8 - 12.0 - 12.4 - 12.6 - 12.4 - 12.6	12.3 - 23.5 - 35.1 - 46.9 - 58.9 - 71.3 - 83.9 - 96.3 - 108.9 (12.3-12.3)	2-14	1130.0	2.0
200210010808	芝	右	1200	曇	良	13:45	4歳以上500万下		2002-2-10	1	小倉	8	4歳以上500万下	(別定)	3	1830	7	3	420	6	4	210	3	11.0	760	11.0	2-3	2020	7	3-4	1,240	9.0	3-11	5,230	53.0	4-11	2,290	29.0														12.1 - 10.7 - 11.4 - 11.7 - 12.3 - 12.1	12.1 - 22.8 - 34.2 - 45.9 - 58.2 - 70.3 (12.1-12.1)	3-4	3670.0	11.0
200210010809	芝	右	1800	曇	良	14:20	山国川特別 		2002-2-10	1	小倉	8	4歳以上500万下	(混)(別定)	8	2790	9	8	760	9	2	190	2	14.0	860	10.0	1-4	2070	9	2-8	1,980	23.0	8-14	8,460	67.0	2-14	1,970	22.0														12.1 - 11.7 - 12.0 - 11.9 - 12.1 - 12.5 - 12.1 - 12.3 - 12.1	12.1 - 23.8 - 35.8 - 47.7 - 59.8 - 72.3 - 84.4 - 96.7 - 108.8 (12.1-12.1)	2-8	6570.0	22.0
200210010810	芝	右	1200	曇	良	14:55	小石原特別 		2002-2-10	1	小倉	8	4歳以上500万下	(混)(別定)	13	890	5	13	250	2	16	910	10	6.0	270	3.0	7-8	3470	16	13-16	3,320	43.0	6-13	1,450	17.0	6-16	2,880	37.0														12.2 - 10.9 - 11.7 - 11.6 - 11.7 - 11.9	12.2 - 23.1 - 34.8 - 46.4 - 58.1 - 70.0 (12.2-12.2)	13-16	12970.0	45.0
200210010811	ダ	右	1700	曇	良	15:30	和布刈特別 		2002-2-10	1	小倉	8	4歳以上1000万下	(混)(別定)	7	420	2	7	140	2	6	210	5	1.0	120	1.0	4-5	1830	8	6-7	610	8.0	1-7	220	1.0	1-6	480	5.0														7.0 - 11.2 - 11.8 - 12.9 - 13.0 - 13.1 - 12.9 - 12.4 - 12.2	7.0 - 18.2 - 30.0 - 42.9 - 55.9 - 69.0 - 81.9 - 94.3 - 106.5 (7.0-7.0)	6-7	2000.0	7.0
200210010812	芝	右	2000	曇	良	16:10	4歳以上500万下		2002-2-10	1	小倉	8	4歳以上500万下	(別定)	5	350	1	5	130	1	15	160	3	7.0	140	2.0	3-8	730	3	5-15	300	2.0	5-7	240	1.0	7-15	320	3.0														12.6 - 11.1 - 12.3 - 12.7 - 12.5 - 12.2 - 12.0 - 12.0 - 12.0 - 12.2	12.6 - 23.7 - 36.0 - 48.7 - 61.2 - 73.4 - 85.4 - 97.4 - 109.4 - 121.6 (12.6-12.6)	5-15	770.0	2.0
200210020101	ダ	右	1000	曇	良	10:05	3歳未勝利		2002-7-13	2	小倉	1	3歳未勝利	[指](馬齢)	6	330	2	6	130	2	11	120	1	2.0	240	5.0	4-7	350	1	6-11	180	1.0	2-6	530	5.0	2-11	590	7.0	6=>11	850.0	2.0	2-6-11	1420.0	3.0						6,11(2,7)-9-1,5,14,3,12,10,8(4,13)	6,11,2,7-(1,9)5(3,14)-(12,8)-(10,4)-13	12.2 - 10.8 - 11.5 - 12.1 - 13.0	12.2 - 23.0 - 34.5 - 46.6 - 59.6 (34.5-36.6)	6-11	410.0	1.0
200210020102	ダ	右	1700	雨	良	10:30	3歳未勝利		2002-7-13	2	小倉	1	3歳未勝利	(混)[指](馬齢)	7	200	1	7	140	1	3	640	8	6.0	210	4.0	2-4	2370	6	3-7	1,420	14.0	6-7	330	3.0	3-6	2,050	22.0	7=>3	4000.0	14.0	3-6-7	4540.0	13.0				(3,*7)(10,12)(5,13)6(9,11,14)1,4,8,2-15	(*3,7)10(5,6,12)13(9,11,14)1-8,4(2,15)	(*3,7)(10,1)(5,6)15,11(4,9,12,13)(8,14,2)	(3,*7)(6,10,1)5-15-11-4-9(12,13)(8,2)14	6.8 - 11.7 - 12.1 - 12.8 - 12.9 - 12.8 - 12.7 - 13.1 - 12.9	6.8 - 18.5 - 30.6 - 43.4 - 56.3 - 69.1 - 81.8 - 94.9 - 107.8 (30.6-38.7)	3-7	3350.0	11.0
200210020103	芝	右	1200	曇	良	10:55	3歳未勝利		2002-7-13	2	小倉	1	3歳未勝利	[指](馬齢)	14	140	1	14	110	1	13	200	3	17.0	4,770	18.0	7-7	520	2	13-14	260	2.0	14-17	9,300	55.0	13-17	23,120	87.0	14=>13	820.0	2.0	13-14-17	70880.0	121.0						(*14,17)(2,10,13,15)8(1,4)(9,11)(3,16)(7,5)(6,12)-18	(*14,17)13,2,15(8,10)4,9(1,16,11)5,3,7(6,12)=18	11.8 - 10.1 - 10.8 - 11.3 - 11.5 - 12.4	11.8 - 21.9 - 32.7 - 44.0 - 55.5 - 67.9 (32.7-35.2)	13-14	530.0	2.0
200210020104	ダ	右	1000	曇	良	11:25	2歳新馬		2002-7-13	2	小倉	1	2歳新馬	(混)[指](馬齢)	1	190	1	1	100	1	9	470	8	7.0	110	2.0	1-6	2890	10	1-9	880	11.0	1-7	140	1.0	7-9	830	10.0	1=>9	4100.0	11.0	1-7-9	1920.0	5.0						1(7,13)-9,3(10,12)5,14,11(4,6)=2,8	1(9,7)-13,3-10(14,12)4,5,6-11-2=8	12.5 - 10.8 - 11.7 - 12.2 - 12.6	12.5 - 23.3 - 35.0 - 47.2 - 59.8 (35.0-36.5)	1-9	2930.0	9.0
200210020105	芝	右	1200	曇	良	11:55	2歳新馬		2002-7-13	2	小倉	1	2歳新馬	九州産馬[指](馬齢)	5	1960	6	5	470	6	13	130	1	2.0	170	3.0	3-7	930	4	5-13	1,280	13.0	2-5	1,960	20.0	2-13	430	3.0	5=>13	11020.0	33.0	2-5-13	7440.0	20.0						(5,*11)13(2,14)-8,10,12(4,6,17)-3-15(7,9)-(1,16)	5(11,13)(2,14)-(8,6,17)(10,12,4)-3=(9,15)-7,1,16	12.1 - 10.7 - 11.1 - 11.4 - 12.3 - 12.5	12.1 - 22.8 - 33.9 - 45.3 - 57.6 - 70.1 (33.9-36.2)	5-13	4150.0	13.0
200210020106	芝	右	1000	曇	良	12:55	2歳新馬		2002-7-13	2	小倉	1	2歳新馬	[指](馬齢)	1	2520	7	1	350	6	6	110	1	16.0	290	5.0	1-3	2050	7	1-6	720	7.0	1-16	3,410	31.0	6-16	890	8.0	1=>6	6430.0	21.0	1-6-16	10230.0	29.0						(*6,7)10,12,4,16-1,11,9(15,14)3-13=(2,5,8)	(*6,7)4,10,1,16,12-(11,15)14(9,3)-13-8-(2,5)	12.1 - 10.4 - 11.2 - 12.0 - 12.0	12.1 - 22.5 - 33.7 - 45.7 - 57.7 (33.7-35.2)	1-6	2030.0	7.0
