	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬連:的中	馬連:配当	馬連:人気
200210020107	芝	右	1800	曇	良	13:25	3歳未勝利		2002-7-13	2	小倉	1	3歳未勝利	[指](馬齢)	9	5190	12	9	700	12	2	110	1	5.0	620	10.0	1-5	2960	11	2-9	1,330	12.0	5-9	8,070	59.0	2-5	1,350	13.0	9=>2	9220.0	26.0	2-5-9	30960.0	85.0				(*2,5)6(4,8)(14,15)(3,11,13)12,9(10,16)1,7	2,5(4,8,6)-3(14,15)11(13,12)9(10,16)1-7	(*2,5)(4,6)(8,12)(3,14)15,11,13,9,16(1,10)-7	(*2,5)(4,8,12)6(3,14)(11,9)-(1,10,13)(7,16)-15	12.4 - 10.9 - 11.8 - 11.8 - 11.9 - 12.0 - 11.7 - 12.3 - 12.5	12.4 - 23.3 - 35.1 - 46.9 - 58.8 - 70.8 - 82.5 - 94.8 - 107.3 (35.1-36.5)	2-9	3570.0	11.0
200210020108	芝	右	1700	曇	良	14:00	3歳以上500万下		2002-7-13	2	小倉	1	3歳以上500万下	(特指)(別定)	8	1020	4	8	300	3	10	790	9	2.0	580	6.0	5-6	3200	13	8-10	1,780	17.0	2-8	2,020	20.0	2-10	4,210	43.0	8=>10	14650.0	40.0	2-8-10	27480.0	81.0				2(3,4)6,12(8,9,13)(1,5)14,7,11,10	(*2,4)(3,6)(8,12,13)1(5,9)-(7,14)10-11	(*2,4,6)13(3,8)12(1,5)(14,10)7,9-11	(*2,6)13,8,12,10(3,5,14)4(1,7)-(9,11)	6.8 - 10.9 - 11.4 - 11.6 - 11.3 - 11.6 - 12.0 - 12.2 - 12.5	6.8 - 17.7 - 29.1 - 40.7 - 52.0 - 63.6 - 75.6 - 87.8 - 100.3 (29.1-36.7)	8-10	5610.0	18.0
200210020109	芝	右	1800	曇	良	14:35	日田特別 		2002-7-13	2	小倉	1	3歳以上500万下	(混)(特指)(別定)	3	350	2	3	170	2	10	220	4	11.0	300	5.0	2-5	1580	7	3-10	590	5.0	3-11	790	9.0	10-11	1,110	14.0	3=>10	2450.0	9.0	3-10-11	4950.0	15.0				(*8,12,16)14,7,11,1(3,5,15)(2,13)4-10-9 6	(*8,16)(12,14)-(7,11)1(5,15)(2,13)3,4-10-9 6	8,16(12,14)(11,15,13)1,7(5,4)2(3,10)=9 6	(*8,16)(12,14)(11,13)(15,4)1,10,7(2,5,3)=9 6	12.5 - 11.2 - 11.7 - 11.5 - 11.7 - 11.7 - 11.7 - 11.9 - 12.3	12.5 - 23.7 - 35.4 - 46.9 - 58.6 - 70.3 - 82.0 - 93.9 - 106.2 (35.4-35.9)	3-10	1280.0	4.0
200210020110	ダ	右	1700	曇	良	15:15	日向特別 		2002-7-13	2	小倉	1	3歳以上500万下	(混)[指](別定)	13	440	2	13	190	2	8	220	4	1.0	360	6.0	5-7	840	3	8-13	550	5.0	1-13	1,000	11.0	1-8	1,300	19.0	13=>8	2560.0	5.0	1-8-13	5020.0	14.0				13,8,12(6,10,15)2,7,1(4,5)9(11,14) 3	13,8,12(6,15)10-2,7,1(4,5)(11,9)14 3	13,8,12,6,15,2(1,10)7-4(11,9)-14,5 3	13-8(6,12)1,2(10,15)7-4,11,9=14,5 3	6.9 - 11.7 - 12.1 - 12.6 - 12.2 - 12.3 - 12.6 - 12.9 - 13.0	6.9 - 18.6 - 30.7 - 43.3 - 55.5 - 67.8 - 80.4 - 93.3 - 106.3 (30.7-38.5)	8-13	1290.0	4.0
200210020111	芝	右	2000	曇	良	15:45	西部日刊スポーツ杯 		2002-7-13	2	小倉	1	3歳以上1000万下	(混)(特指)(別定)	2	320	2	2	150	2	8	190	4	1.0	360	6.0	2-8	450	2	2-8	290	2.0	1-2	950	11.0	1-8	1,190	15.0	2=>8	1420.0	4.0	1-2-8	5000.0	18.0				1,4,6(5,7,9)2(8,3)	1-4,6(2,5,7,9)(8,3)	1(5,3)9(2,7)(6,8)-4	1,5(2,3,9)7(6,8)-4	12.7 - 11.3 - 11.8 - 12.6 - 11.7 - 11.8 - 11.8 - 11.7 - 11.8 - 11.9	12.7 - 24.0 - 35.8 - 48.4 - 60.1 - 71.9 - 83.7 - 95.4 - 107.2 - 119.1 (35.8-35.4)	2-8	700.0	2.0
200210020112	芝	右	1200	曇	良	16:20	3歳以上500万下		2002-7-13	2	小倉	1	3歳以上500万下	[指](別定)	11	5240	10	11	770	9	1	220	4	13.0	150	1.0	1-6	2330	9	1-11	3,440	34.0	11-13	2,000	20.0	1-13	520	3.0	11=>1	30240.0	73.0	1-11-13	13380.0	37.0						11(12,13,15)(9,10,18)(1,8,14)16(4,7)(6,3)-(2,17)5	11(12,13)(9,10)(1,8,15)(4,18,14)(7,16)3,6(2,17)5	11.8 - 10.2 - 10.8 - 11.3 - 11.5 - 12.4	11.8 - 22.0 - 32.8 - 44.1 - 55.6 - 68.0 (32.8-35.2)	1-11	11990.0	30.0
200210020201	ダ	右	1700	曇	良	10:05	3歳未勝利		2002-7-14	2	小倉	2	3歳未勝利	牝[指](馬齢)	4	1730	5	4	580	6	1	750	7	15.0	320	4.0	1-3	14140	21	1-4	3,550	31.0	4-15	2,470	22.0	1-15	3,020	26.0	4=>1	34440.0	62.0	1-4-15	29610.0	72.0				(*8,14)7(4,13)10,15(1,3)11,2,5(9,12)-6	(*8,14)(7,13,15)(4,10)-(1,3,11)-(2,5)12,9-6	15(8,14,13)(7,10)(3,11)(4,1)(5,12)(2,9)-6	15,13(8,10)(4,14)(7,11)1,3(2,12)(5,9)-6	7.1 - 11.5 - 12.2 - 13.5 - 12.6 - 13.1 - 13.1 - 14.0 - 13.2	7.1 - 18.6 - 30.8 - 44.3 - 56.9 - 70.0 - 83.1 - 97.1 - 110.3 (30.8-40.3)	1-4	16490.0	32.0
200210020202	芝	右	1200	曇	良	10:30	3歳未勝利		2002-7-14	2	小倉	2	3歳未勝利	(混)[指](馬齢)	17	1760	6	17	370	8	11	130	1	16.0	240	4.0	6-8	810	4	11-17	1,210	16.0	16-17	1,830	27.0	11-16	450	1.0	17=>11	8790.0	41.0	11-16-17	7300.0	25.0						(*15,17)(11,16)3(1,13,18)(8,10,14)(4,12)9,2(7,6)=5	(*15,17)(11,16)-3,18(13,14)(1,8,10)12,4(9,6)2,7=5	12.0 - 10.3 - 11.1 - 11.3 - 11.4 - 12.1	12.0 - 22.3 - 33.4 - 44.7 - 56.1 - 68.2 (33.4-34.8)	11-17	3640.0	15.0
200210020203	芝	右	2000	曇	良	10:55	3歳未勝利		2002-7-14	2	小倉	2	3歳未勝利	(混)[指](馬齢)	11	720	4	11	240	4	17	910	10	14.0	340	5.0	6-8	1250	7	11-17	3,990	38.0	11-14	1,110	10.0	14-17	5,860	52.0	11=>17	37270.0	90.0	11-14-17	54640.0	134.0				(13,*9)(2,4,6)15(3,12)17(5,11,16)(1,18)(8,10)-(14,7)	9,13(2,4,6)(3,12,15)(5,17)-(1,11,16)(8,10)(14,7,18)	(*9,13)(15,16)(2,4)(3,17,10)(5,6)(12,11)(1,14)(8,7)-18	(*9,13)16(2,15)17(3,10)11(5,4)-(14,6,7)1-12-8-18	12.1 - 11.5 - 11.7 - 12.5 - 12.7 - 12.2 - 11.9 - 11.8 - 12.2 - 12.3	12.1 - 23.6 - 35.3 - 47.8 - 60.5 - 72.7 - 84.6 - 96.4 - 108.6 - 120.9 (35.3-36.3)	11-17	17330.0	44.0
200210020204	芝	右	1200	曇	良	11:25	2歳新馬		2002-7-14	2	小倉	2	2歳新馬	牝[指](馬齢)	10	150	1	10	100	1	2	170	2	8.0	170	3.0	1-5	450	1	2-10	250	2.0	8-10	220	1.0	2-8	520	3.0	10=>2	790.0	1.0	2-8-10	1180.0	1.0						(*10,11,16)(2,3,15)-(8,17)(4,5,9)12-13,7,6(1,14)	10(11,16)2,3,8,4(5,15)9(12,17)-13-7(6,14)1	11.9 - 10.5 - 11.0 - 11.3 - 11.8 - 12.5	11.9 - 22.4 - 33.4 - 44.7 - 56.5 - 69.0 (33.4-35.6)	2-10	560.0	1.0
200210020205	障		2900	曇	良	11:55	障害3歳以上未勝利		2002-7-14	2	小倉	2	障害3歳以上未勝利	(馬齢)	7	610	4	7	170	3	8	130	2	4.0	120	1.0	6-6	1020	5	7-8	440	5.0	4-7	430	4.0	4-8	260	1.0	7=>8	2250.0	8.0	4-7-8	1250.0	1.0				(1,8,*7)-(2,4)-11-10,9,12-6=3-5	7(8,4)1,2,11-10,9,6-12=3,5	7=8(1,4)-2(9,6,11)-10=12-5-3	7=8-4-9-(2,6)1-11,10=12,5-3			7-8	1110.0	4.0
200210020206	芝	右	1200	曇	良	12:55	2歳新馬		2002-7-14	2	小倉	2	2歳新馬	(混)[指](馬齢)	2	350	2	2	150	2	1	150	3	7.0	220	4.0	1-1	1220	5	1-2	430	3.0	2-7	620	5.0	1-7	720	7.0	2=>1	1940.0	4.0	1-2-7	2550.0	3.0						2(3,4)5(1,10)17(11,14)12(7,15)(16,18)9-(8,13)-6	2(4,1)3=7,10(12,5)(16,17)18(11,9)(13,14,15)-8,6	11.9 - 10.3 - 10.9 - 11.8 - 11.9 - 12.3	11.9 - 22.2 - 33.1 - 44.9 - 56.8 - 69.1 (33.1-36.0)	1-2	1050.0	3.0
200210020207	ダ	右	1000	曇	良	13:25	3歳以上500万下		2002-7-14	2	小倉	2	3歳以上500万下	(混)[指](別定)	7	680	3	7	240	3	3	2,750	14	2.0	700	7.0	3-5	3390	11	3-7	10,360	57.0	2-7	1,960	20.0	2-3	17,930	77.0	7=>3	93970.0	94.0	2-3-7	149920.0	205.0						(*1,3)(8,10,12)-7,6(11,14)(2,13)(4,5,9)	(*1,3)8,12,10,7-11,6(2,13,14)(4,5,9)	12.2 - 10.4 - 11.7 - 12.4 - 13.4	12.2 - 22.6 - 34.3 - 46.7 - 60.1 (34.3-37.5)	3-7	53500.0	57.0
200210020208	ダ	右	1700	曇	良	14:00	3歳以上500万下		2002-7-14	2	小倉	2	3歳以上500万下	牝[指](別定)	1	7750	13	1	2,230	13	3	1,160	11	14.0	330	4.0	1-2	26350	31	1-3	17,980	85.0	1-14	5,980	50.0	3-14	4,160	38.0	1=>3	243010.0	176.0	1-3-14	249860.0	303.0				4(6,13)(2,7)(1,9)(5,10)(8,15)(3,12)(11,14)	4(6,13)(2,7)(1,9)(5,10)3(12,15)(8,14)11	4,6,13(1,7)(9,14)2(3,5)(12,10)(11,15)-8	4-6(1,7)(13,14)3(2,5,12)(11,9)-(8,10,15)	6.9 - 10.9 - 11.6 - 12.5 - 12.7 - 12.7 - 13.0 - 13.6 - 14.1	6.9 - 17.8 - 29.4 - 41.9 - 54.6 - 67.3 - 80.3 - 93.9 - 108.0 (29.4-40.7)	1-3	111070.0	88.0
200210020209	芝	右	1200	曇	良	14:35	門司特別 		2002-7-14	2	小倉	2	3歳以上500万下	(混)[指](別定)	18	420	2	18	150	2	6	120	1	10.0	180	3.0	3-8	570	1	6-18	270	1.0	10-18	520	4.0	6-10	420	3.0	18=>6	1770.0	3.0	6-10-18	1780.0	1.0						(*14,10)18(6,8,17)(15,12)(3,7,4)(5,13)(1,9)(2,11,16)	(*14,10,18)6(8,12)(3,7,17)(15,5,13,16)(1,4,9)11,2	11.8 - 10.1 - 10.7 - 11.2 - 11.7 - 11.9	11.8 - 21.9 - 32.6 - 43.8 - 55.5 - 67.4 (32.6-34.8)	6-18	770.0	1.0
200210020210	ダ	右	1700	曇	良	15:10	天草特別 		2002-7-14	2	小倉	2	3歳以上1000万下	(混)[指](ハンデ)	5	330	2	5	140	1	2	860	9	8.0	160	3.0	2-3	2350	9	2-5	2,400	24.0	5-8	350	2.0	2-8	2,740	29.0	5=>2	10410.0	34.0	2-5-8	9450.0	29.0				(*7,12)8(5,6)10(2,15)(9,11)-(4,14)13,3-1	(*7,12)8(5,6)10(2,15)9,11,4,14-(13,3)-1	(7,*8,12,6)10(5,15,9)(2,14)(4,11)1-(13,3)	(*7,8)(6,10)5(12,15)(2,9)14,1,4(13,11,3)	7.0 - 11.0 - 11.9 - 12.7 - 12.4 - 12.7 - 12.6 - 12.8 - 13.0	7.0 - 18.0 - 29.9 - 42.6 - 55.0 - 67.7 - 80.3 - 93.1 - 106.1 (29.9-38.4)	2-5	7960.0	24.0
200210020211	芝	右	1800	曇	良	15:45	TV西日本北九州記念	G3	2002-7-14	2	小倉	2	3歳以上オープン	(混)(特指)(別定)	2	1370	6	2	370	6	11	150	1	3.0	300	5.0	1-6	570	1	2-11	920	7.0	2-3	2,210	29.0	3-11	820	6.0	2=>11	6010.0	22.0	2-3-11	8610.0	23.0				4,15-(1,16)-2(5,12)3,13(8,14)(9,11)(7,10)-6	4,15,16-1-2,5(3,12)13,14(8,11)9-(7,10)-6	4,15-16,1-(5,2)(3,12)11(13,14,9)(8,7,10)6	(*4,15)-(3,16,1)(5,2)11,12(13,7,14,9)(6,10)8	12.4 - 10.7 - 11.5 - 11.2 - 11.4 - 11.5 - 12.0 - 12.4 - 12.2	12.4 - 23.1 - 34.6 - 45.8 - 57.2 - 68.7 - 80.7 - 93.1 - 105.3 (34.6-36.6)	2-11	2480.0	8.0
200210020212	芝	右	2000	曇	良	16:20	3歳以上500万下		2002-7-14	2	小倉	2	3歳以上500万下	[指](別定)	8	530	2	8	250	3	11	850	10	15.0	280	6.0	4-6	2110	10	8-11	2,650	26.0	8-15	1,090	13.0	11-15	4,370	40.0	8=>11	16290.0	46.0	8-11-15	29060.0	86.0				18,11(8,16)(3,17,14)4(5,9,12)(1,6,15)10(7,13)-2	18,11(8,16)(3,14)17(4,15)(1,5,9,12)10-6(7,13)-2	(*18,11)3,8,16(14,15)(17,5)12(4,1,10)(9,7)6-2-13	(*18,11)8,3,15(17,5)14(1,16)(12,10,7)(4,6)-9=2=13	12.4 - 11.6 - 11.9 - 12.5 - 12.0 - 11.9 - 11.5 - 11.8 - 12.1 - 12.1	12.4 - 24.0 - 35.9 - 48.4 - 60.4 - 72.3 - 83.8 - 95.6 - 107.7 - 119.8 (35.9-36.0)	8-11	9740.0	28.0
200210020301	芝	右	1200	曇	良	10:05	2歳未勝利		2002-7-20	2	小倉	3	2歳未勝利	(混)[指](馬齢)	9	880	4	9	240	4	1	200	3	7.0	200	2.0	1-8	2540	8	1-9	950	10.0	7-9	590	6.0	1-7	740	8.0	9=>1	5590.0	17.0	1-7-9	2860.0	11.0						(*8,9)(2,6)(1,3,4,7)10=5	(*8,9)(2,6)(1,3,7)10,4=5	12.2 - 10.7 - 11.1 - 11.7 - 11.9 - 11.9	12.2 - 22.9 - 34.0 - 45.7 - 57.6 - 69.5 (34.0-35.5)	1-9	3260.0	10.0
200210020302	ダ	右	1700	曇	不良	10:30	3歳未勝利		2002-7-20	2	小倉	3	3歳未勝利	(父)[指](馬齢)	6	18540	12	6	3,180	13	12	130	1	13.0	180	3.0	4-7	4510	11	6-12	5,880	40.0	6-13	12,250	59.0	12-13	260	2.0	6=>12	59640.0	85.0	6-12-13	31450.0	75.0				(*6,11)(2,12)14(9,7,13)5,8,10(3,4)1	6,11(2,12)14(7,13)(9,5)-8(3,10)-4-1	6(11,12)(2,7,14)13,5-(8,10)(3,4)9=1	6(11,12)=(2,14)7(5,13)=8,10,3(9,4)-1	6.9 - 11.6 - 12.0 - 13.3 - 13.1 - 12.9 - 12.9 - 13.6 - 14.9	6.9 - 18.5 - 30.5 - 43.8 - 56.9 - 69.8 - 82.7 - 96.3 - 111.2 (30.5-41.4)	6-12	22110.0	40.0
200210020303	ダ	右	1700	曇	不良	10:55	3歳未勝利		2002-7-20	2	小倉	3	3歳未勝利	[指](馬齢)	14	3280	10	14	670	9	4	150	1	5.0	430	7.0	3-8	1450	7	4-14	1,550	15.0	5-14	4,410	52.0	4-5	1,060	10.0	14=>4	16610.0	62.0	4-5-14	32360.0	107.0				5-(1,7)(3,8)(4,11)(12,13)(2,10,9)14-6	5-1(3,7)(8,11,13)4,12(2,10)9,14-6	(*5,7)(13,14)(3,4,11)-(2,12,9)-(1,6)10-8	14-5,7,4,3-(13,11)2,9(12,6)=1-10-8	7.2 - 11.6 - 12.1 - 13.2 - 13.0 - 13.0 - 12.8 - 13.2 - 13.7	7.2 - 18.8 - 30.9 - 44.1 - 57.1 - 70.1 - 82.9 - 96.1 - 109.8 (30.9-39.7)	4-14	7250.0	26.0
200210020304	芝	右	1200	曇	良	11:25	3歳未勝利		2002-7-20	2	小倉	3	3歳未勝利	牝[指](馬齢)	3	180	1	3	130	1	17	270	5	7.0	180	4.0	2-8	1690	6	3-17	730	7.0	3-7	310	2.0	7-17	900	9.0	3=>17	2900.0	9.0	3-7-17	2850.0	5.0						17,3(11,2,7)1,8(10,9)(5,14,13)(6,18)12(16,15)-4	(*17,3)7,11(1,2)(10,8,9,13)(5,14)(16,18)(6,12)15,4	11.8 - 10.2 - 11.1 - 11.3 - 11.9 - 12.7	11.8 - 22.0 - 33.1 - 44.4 - 56.3 - 69.0 (33.1-35.9)	3-17	1960.0	7.0
200210020305	障		2900	曇	良	11:55	障害3歳以上未勝利		2002-7-20	2	小倉	3	障害3歳以上未勝利	(混)(馬齢)	5	220	1	5	100	1	9	120	2	2.0	120	3.0	5-7	390	2	5-9	190	2.0	2-5	170	1.0	2-9	330	4.0	5=>9	860.0	2.0	2-5-9	630.0	1.0				9,5-2-(11,12)=3-4-7-6,10=8=1	9,5,2(11,12)=3=4-7,6-10=8-1	9,5-12,2-11=3,6-7-4=10=1=8	9-5-12-2,11=6=7=(3,4)=10=1=8			5-9	490.0	2.0
200210020306	芝	右	1000	曇	良	12:55	2歳新馬		2002-7-20	2	小倉	3	2歳新馬	(混)[指](馬齢)	11	910	4	11	160	4	3	140	2	4.0	120	1.0	2-6	550	2	3-11	460	5.0	4-11	450	4.0	3-4	250	1.0	11=>3	3320.0	13.0	3-4-11	1350.0	2.0						(*3,4)11,14(1,5)(9,12)-16(2,7)(6,10)-8=15-13	(*3,4)-11(1,5,14)(9,12)16(2,6,10)7,8=15=13	12.1 - 10.6 - 11.2 - 11.7 - 12.4	12.1 - 22.7 - 33.9 - 45.6 - 58.0 (33.9-35.3)	3-11	1380.0	5.0
200210020307	芝	右	2000	曇	良	13:25	3歳未勝利		2002-7-20	2	小倉	3	3歳未勝利	[指](馬齢)	12	400	1	12	150	1	14	200	4	15.0	1,770	14.0	6-7	500	1	12-14	500	3.0	12-15	4,190	41.0	14-15	8,640	71.0	12=>14	2050.0	5.0	12-14-15	41760.0	110.0				9,13(12,14)15,7,8(1,5,16,17)(6,11,18)(2,10)(4,3)	(*9,13,14)(12,15)(7,8,16)5(1,17)(6,11,18)(2,10,3)4	14(9,13,12)15-(7,5)-(1,8)(6,16)11(18,17)(2,3)(4,10)	(*14,12)15-(13,5)(9,7)1(6,11)(8,16)(2,3)(4,18)17-10	12.2 - 11.1 - 11.9 - 12.9 - 12.2 - 12.0 - 12.0 - 12.3 - 12.5 - 12.7	12.2 - 23.3 - 35.2 - 48.1 - 60.3 - 72.3 - 84.3 - 96.6 - 109.1 - 121.8 (35.2-37.5)	12-14	1220.0	4.0
200210020308	ダ	右	1000	曇	重	14:00	3歳以上500万下		2002-7-20	2	小倉	3	3歳以上500万下	[指](別定)	4	310	1	4	140	1	14	350	8	8.0	220	4.0	3-8	920	6	4-14	890	10.0	4-8	690	5.0	8-14	1,790	25.0	4=>14	3230.0	8.0	4-8-14	6500.0	24.0						(*4,8,13)14(3,10)12,11,7(2,9)5=6=1	4(8,13)(3,14)10,12-11(2,9)(7,5)-6=1	12.4 - 10.9 - 11.5 - 12.4 - 13.1	12.4 - 23.3 - 34.8 - 47.2 - 60.3 (34.8-37.0)	4-14	2400.0	10.0
200210020309	芝	右	1800	曇	良	14:35	西海賞 		2002-7-20	2	小倉	3	3歳以上1000万下	(混)	1	170	1	1	120	1	5	140	3	7.0	320	6.0	1-5	560	2										1=>5	820.0	2.0	1-5-7	2330.0	9.0				2,4(3,5)7-1,6,8	2,4,3,5(7,6)1,8	(*2,4)(3,5,6)(7,8,1)	(2,*4)5(3,7,6)(8,1)	12.2 - 11.5 - 12.8 - 12.7 - 12.4 - 12.0 - 11.4 - 11.7 - 11.6	12.2 - 23.7 - 36.5 - 49.2 - 61.6 - 73.6 - 85.0 - 96.7 - 108.3 (36.5-34.7)			
200210020310	芝	右	2000	曇	良	15:10	英彦山特別 		2002-7-20	2	小倉	3	3歳以上500万下	(混)[指](別定)	8	360	2	8	140	1	10	190	4	7.0	140	2.0	6-7	1060	6	8-10	540	4.0	7-8	340	1.0	7-10	590	5.0	8=>10	2520.0	7.0	7-8-10	2410.0	4.0				5-7(3,10)1,11(4,6,13)-(8,9)-(12,2)	5-7(3,10)(1,11)(4,6,13)-(8,9)-(12,2)	5(7,10)(3,11)(1,4)13(8,6)9-12,2	(*5,7,10)11(3,8)(6,1,4)(12,9,13)=2	12.3 - 11.3 - 11.3 - 12.5 - 12.0 - 12.0 - 11.7 - 12.0 - 12.0 - 12.6	12.3 - 23.6 - 34.9 - 47.4 - 59.4 - 71.4 - 83.1 - 95.1 - 107.1 - 119.7 (34.9-36.6)	8-10	1620.0	4.0
200210020311	芝	右	1200	曇	良	15:45	佐世保ステークス 		2002-7-20	2	小倉	3	3歳以上1600万下	(混)[指](ハンデ)	10	190	1	10	100	1	11	120	2	7.0	150	3.0	8-8	310	2	10-11	150	1.0	7-10	240	2.0	7-11	350	4.0	10=>11	530.0	1.0	7-10-11	730.0	1.0						(*7,10)(1,3,11)(2,4,9)8(5,6)	(*7,10)(1,11)(3,4,9)2(6,8)-5	12.0 - 10.5 - 10.8 - 11.3 - 11.5 - 11.6	12.0 - 22.5 - 33.3 - 44.6 - 56.1 - 67.7 (33.3-34.4)	10-11	330.0	1.0
200210020312	ダ	右	1700	曇	重	16:20	3歳以上500万下		2002-7-20	2	小倉	3	3歳以上500万下	(特指)(別定)	7	880	5	7	310	5	5	620	7	3.0	290	4.0	3-4	850	3	5-7	2,260	23.0	3-7	1,360	13.0	3-5	2,120	20.0	7=>5	14840.0	41.0	3-5-7	13470.0	42.0				12(15,13)(7,11,14)(2,9)(5,6)-(3,4)1,10,8	(*12,15)(7,13)(11,14)2(5,9)6,3,4-(1,10)-8	(*12,15)(7,5,11)-(13,14,9)2(3,6)-1-10,8-4	12(7,15,11)5-2(3,13,9)1(14,6)(10,8)=4	6.7 - 11.5 - 11.9 - 13.0 - 13.0 - 12.8 - 13.0 - 13.4 - 13.6	6.7 - 18.2 - 30.1 - 43.1 - 56.1 - 68.9 - 81.9 - 95.3 - 108.9 (30.1-40.0)	5-7	7810.0	23.0
200210020401	ダ	右	1000	晴	重	10:05	3歳未勝利		2002-7-21	2	小倉	4	3歳未勝利	(混)[指](馬齢)	14	940	4	14	250	5	7	150	2	4.0	110	1.0	5-8	2350	8	7-14	730	9.0	4-14	380	3.0	4-7	220	1.0	14=>7	7320.0	26.0	4-7-14	1570.0	4.0						14,7,4,6,11,10-5,1(8,12,13)-(2,9)3	14,7(11,4)6,10-5(1,8)-(2,12,13)-9-3	12.3 - 10.7 - 11.8 - 12.4 - 13.0	12.3 - 23.0 - 34.8 - 47.2 - 60.2 (34.8-37.2)	7-14	2540.0	10.0
200210020402	ダ	右	1700	晴	重	10:30	3歳未勝利		2002-7-21	2	小倉	4	3歳未勝利	[指](馬齢)	8	520	2	8	210	2	15	260	4	13.0	350	6.0	5-8	1080	3	8-15	990	12.0	8-13	800	9.0	13-15	910	11.0	8=>15	5250.0	20.0	8-13-15	7570.0	23.0				(*8,15)-(12,13)-(3,4,14)-(2,7)1,11(5,9,6)10	8,15(12,13)(3,4,14)-2(1,7)-6(5,11)-9-10	8,15(12,13)(1,14,6)3-4(2,9)-11(5,7)-10	8-15(13,6)1,12-(3,14)2(4,9)-(5,11)7=10	6.9 - 11.6 - 12.0 - 13.2 - 13.0 - 12.8 - 13.0 - 13.5 - 13.9	6.9 - 18.5 - 30.5 - 43.7 - 56.7 - 69.5 - 82.5 - 96.0 - 109.9 (30.5-40.4)	8-15	2940.0	12.0
200210020403	芝	右	1200	晴	良	10:55	3歳未勝利		2002-7-21	2	小倉	4	3歳未勝利	(混)[指](馬齢)	6	270	2	6	120	1	14	250	4	5.0	220	3.0	3-7	700	2	6-14	540	7.0	5-6	370	2.0	5-14	1,090	12.0	6=>14	2060.0	7.0	5-6-14	2810.0	7.0						6(16,18)(14,10,13)8,5(1,12)(4,17)3,11,15,9,7=2	6(14,18,10,13)16(5,8,1)-(3,12)(4,17)11,15-7,9=2	11.9 - 10.2 - 11.1 - 11.6 - 12.3 - 12.5	11.9 - 22.1 - 33.2 - 44.8 - 57.1 - 69.6 (33.2-36.4)	6-14	1650.0	7.0
200210020404	芝	右	1800	晴	良	11:25	3歳未勝利		2002-7-21	2	小倉	4	3歳未勝利	(混)[指](馬齢)	11	150	1	11	110	1	14	130	2	3.0	300	6.0	6-7	210	1	11-14	190	1.0	3-11	440	4.0	3-14	800	11.0	11=>14	550.0	1.0	3-11-14	2000.0	4.0				(11,*16)-(14,15)1(9,10)(12,13)2,6(5,7)(3,8)4	16-11,15,14-(1,9)(12,10)13,2(6,5,7)8,3,4	(*16,11)(14,15)-(13,9,4)(3,12,7)(1,5,10)-6(2,8)	11(16,14)-4,15(13,3,9)-12-(5,7)10,1-(2,6)8	12.6 - 11.2 - 12.0 - 12.1 - 12.0 - 11.9 - 11.9 - 12.3 - 12.5	12.6 - 23.8 - 35.8 - 47.9 - 59.9 - 71.8 - 83.7 - 96.0 - 108.5 (35.8-36.7)	11-14	400.0	1.0
200210020405	芝	右	1200	晴	良	11:55	2歳新馬		2002-7-21	2	小倉	4	2歳新馬	[指](馬齢)	11	280	2	11	100	1	3	110	2	9.0	240	5.0	3-7	180	1	3-11	120	1.0	9-11	450	4.0	3-9	450	5.0	11=>3	430.0	2.0	3-9-11	880.0	2.0						(*3,11)2(9,14)(7,10)4,12,13,6-5,1=8	3,11(2,9)14(7,10)(4,12)(13,6)-5,1=8	12.2 - 10.3 - 11.2 - 11.9 - 12.3 - 12.2	12.2 - 22.5 - 33.7 - 45.6 - 57.9 - 70.1 (33.7-36.4)	3-11	190.0	1.0
200210020406	芝	右	1200	晴	良	12:55	3歳以上500万下		2002-7-21	2	小倉	4	3歳以上500万下	(混)[指](別定)	2	690	3	2	340	4	8	140	1	9.0	360	6.0	1-4	860	2	2-8	790	3.0	2-9	2,160	23.0	8-9	720	2.0	2=>8	4800.0	14.0	2-8-9	8910.0	22.0						2(12,13,15,16)1,8,3(9,14,18)(11,6,17)-7,5-(4,10)	2(12,13)15(1,8,16)9(3,18,17)11(14,6)(5,7)-(4,10)	11.8 - 10.4 - 10.9 - 11.5 - 12.0 - 12.4	11.8 - 22.2 - 33.1 - 44.6 - 56.6 - 69.0 (33.1-35.9)	2-8	1660.0	2.0
