	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気
200202010101	ダ	右	1700	曇	良	09:55	3歳未勝利		2002-6-15	1	函館	1	3歳未勝利	[指](馬齢)	9	130	1	9	100	1	6	190	3	8.0	100	2.0	5-6	440	2	6-9	780.0	2.0	6-9	290	3.0	8-9	130	1.0	6-8	460	5.0	(4,*6,8,9)(5,13)(3,7,11,12)-(1,2,10)	(4,*6)9(8,13)5(3,11,12)7-(1,2,10)	6(4,9)(8,3)(5,12)2(13,10)-(7,1)11	6,9(4,8,3,12)5-2,10,13(7,1)11	7.1 - 10.9 - 11.8 - 12.2 - 13.0 - 13.1 - 13.9 - 13.3 - 13.4	7.1 - 18.0 - 29.8 - 42.0 - 55.0 - 68.1 - 82.0 - 95.3 - 108.7 (29.8-40.6)									
200202010102	ダ	右	1000	曇	良	10:20	3歳未勝利		2002-6-15	1	函館	1	3歳未勝利	牝[指](馬齢)	4	560	3	4	190	3	12	300	6	10.0	220	5.0	4-8	820	4	4-12	4150.0	18.0	4-12	1,430	20.0	4-10	680	9.0	10-12	1,710	24.0			(*10,11)7,12,3(5,9)(8,4)6,2,1	(*10,11)7-12,9(3,4)5(2,8,1,6)	12.3 - 10.7 - 12.0 - 12.6 - 13.6	12.3 - 23.0 - 35.0 - 47.6 - 61.2 (35.0-38.2)									
200202010103	ダ	右	1700	曇	良	10:45	3歳未勝利		2002-6-15	1	函館	1	3歳未勝利	[指](馬齢)	1	2150	7	1	450	7	11	290	4	2.0	260	3.0	1-7	4120	13	1-11	7900.0	23.0	1-11	2,430	25.0	1-2	2,040	22.0	2-11	650	6.0	1(5,6,8)(2,10)(4,11,13)(7,9)12=3	1(5,6)(2,8)10(4,11)(9,13)7,12=3	(*1,5)(2,6)(9,8)10,11,4,12,13=7-3	1,5(2,9)(11,8)-6(4,10)12-13-3=7	7.1 - 11.2 - 12.0 - 12.5 - 12.9 - 12.8 - 13.3 - 13.3 - 13.4	7.1 - 18.3 - 30.3 - 42.8 - 55.7 - 68.5 - 81.8 - 95.1 - 108.5 (30.3-40.0)									
200202010104	ダ	右	1000	曇	良	11:15	2歳新馬		2002-6-15	1	函館	1	2歳新馬	(混)[指](馬齢)	7	280	1	7	130	1	5	540	6	8.0	150	3.0	5-6	2240	8	5-7	4920.0	13.0	5-7	1,300	12.0	7-8	210	1.0	5-8	1,330	13.0			(2,*7)5(1,3,8)4-6-(11,12)(10,9)	7(2,5)(1,8,4)3=6-(11,12,9)10	12.5 - 11.1 - 12.0 - 12.6 - 12.5	12.5 - 23.6 - 35.6 - 48.2 - 60.7 (35.6-37.1)									
200202010105	芝	右	1000	曇	良	12:15	2歳新馬		2002-6-15	1	函館	1	2歳新馬	牝[指](馬齢)	5	2440	7	5	640	8	4	420	6	7.0	140	1.0	3-4	3060	11	4-5	20200.0	44.0	4-5	3,460	38.0	5-7	1,170	9.0	4-7	1,320	13.0			4-5(3,12,13)14(7,9)10,8-(1,6,2)11	4,5-(3,12,13)(7,14)-(9,10)(1,8)-2(6,11)	12.3 - 11.0 - 11.7 - 12.1 - 12.3	12.3 - 23.3 - 35.0 - 47.1 - 59.4 (35.0-36.1)									
200202010106	芝	右	1200	曇	良	12:45	3歳未勝利		2002-6-15	1	函館	1	3歳未勝利	(混)[指](馬齢)	5	710	3	5	350	6	3	180	2	11.0	2,590	16.0	2-3	880	3	3-5	2550.0	9.0	3-5	1,170	10.0	5-11	14,050	92.0	3-11	6,540	63.0			(*5,10)11(3,6,13)(2,7,8)(1,12)(4,14)16,15=9	5(10,11)3(2,13)6(1,7)(4,8)(12,16)(15,14)=9	12.2 - 11.0 - 11.6 - 12.0 - 12.2 - 12.9	12.2 - 23.2 - 34.8 - 46.8 - 59.0 - 71.9 (34.8-37.1)									
200202010107	ダ	右	1000	曇	良	13:15	3歳以上500万下		2002-6-15	1	函館	1	3歳以上500万下	[指](定量)	3	3040	7	3	590	8	1	180	3	11.0	110	1.0	1-3	7350	19	1-3	6670.0	19.0	1-3	1,770	23.0	3-11	720	10.0	1-11	220	1.0			(1,*11)-(3,8)(2,10,9)4,6,12-7,5	(*1,11)-3(2,8,9)(4,10)(6,12)=7-5	12.3 - 10.5 - 11.5 - 12.3 - 12.9	12.3 - 22.8 - 34.3 - 46.6 - 59.5 (34.3-36.7)									
200202010108	芝	右	2600	雨	良	13:45	3歳以上500万下		2002-6-15	1	函館	1	3歳以上500万下	(混)(特指)(定量)	11	1620	7	11	460	6	2	180	2	16.0	640	8.0	1-6	840	4	2-11	2450.0	7.0	2-11	870	6.0	11-16	2,530	29.0	2-16	1,570	17.0	13(16,4)(7,8)(2,15)1,11(9,3,14)(5,6,12)=10	(*13,4)(16,8)(7,2,15)1,11,9(3,14)(5,6,12)=10	13(4,8)(16,7,2,15,11)(1,6,12)9(5,14)3=10	(*13,8)(16,11)(15,12)(1,4,7,2,6)(5,9)-3-14-10	12.8 - 11.7 - 12.9 - 13.0 - 12.1 - 13.7 - 13.5 - 13.4 - 13.1 - 12.8 - 12.7 - 12.2 - 12.2	12.8 - 24.5 - 37.4 - 50.4 - 62.5 - 76.2 - 89.7 - 103.1 - 116.2 - 129.0 - 141.7 - 153.9 - 166.1 (37.4-37.1)									
200202010109	芝	右	1200	雨	良	14:20	3歳以上500万下		2002-6-15	1	函館	1	3歳以上500万下	[指](定量)	13	2740	11	13	880	11	11	780	10	16.0	710	9.0	6-7	10150	26	11-13	28190.0	75.0	11-13	6,800	73.0	13-16	5,120	61.0	11-16	9,340	88.0			(*5,13)14(9,16)(1,7,11)(3,12,15)2(4,10,8)6	(*5,13)(9,14)16(1,7,3,11)(2,15)(4,8)(10,12,6)	12.1 - 10.8 - 11.5 - 12.5 - 12.6 - 13.0	12.1 - 22.9 - 34.4 - 46.9 - 59.5 - 72.5 (34.4-38.1)									
200202010110	ダ	右	1700	曇	良	14:55	檜山特別 		2002-6-15	1	函館	1	3歳以上500万下	(混)[指](定量)	5	1230	5	5	350	6	8	160	3	6.0	200	4.0	4-6	1680	6	5-8	2230.0	9.0	5-8	720	9.0	5-6	1,290	14.0	6-8	440	5.0	3(2,9)(5,10)11(1,8)(6,7)-4(12,13)	3,9,2(5,10)(1,8,11)(6,7)4(12,13)	(3,*9,8,7)5(2,6)-1(12,11)(4,13)-10	(*9,8)(3,5,7)(2,6)-1-(4,12)13,11=10	7.1 - 11.1 - 11.7 - 12.3 - 12.8 - 12.2 - 12.6 - 12.8 - 12.5	7.1 - 18.2 - 29.9 - 42.2 - 55.0 - 67.2 - 79.8 - 92.6 - 105.1 (29.9-37.9)									
