	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気
200207010101	ダ	左	1000	晴	良	09:55	3歳未出走		2002-3-2	1	中京	1	3歳未出走	(混)[指](馬齢)	1	190	1	1	130	1	11	850	10	12.0	360	5.0	1-6	1370	7	1-11	2550.0	9.0	1-11	1,020	12.0	1-12	980	11.0	11-12	4,970	40.0					12.8 - 11.4 - 12.6 - 12.5 - 12.6	12.8 - 24.2 - 36.8 - 49.3 - 61.9 (12.8-12.8)									
200207010102	ダ	左	1700	晴	良	10:20	3歳未勝利		2002-3-2	1	中京	1	3歳未勝利	[指](馬齢)	4	250	2	4	110	2	10	100	1	13.0	140	3.0	2-5	230	1	4-10	320.0	1.0	4-10	140	1.0	4-13	230	3.0	10-13	220	2.0					7.0 - 11.3 - 11.8 - 13.3 - 13.5 - 13.3 - 13.1 - 12.6 - 13.0	7.0 - 18.3 - 30.1 - 43.4 - 56.9 - 70.2 - 83.3 - 95.9 - 108.9 (7.0-7.0)									
200207010103	ダ	左	1000	晴	良	10:45	3歳未勝利		2002-3-2	1	中京	1	3歳未勝利	牝[指](馬齢)	15	730	3	15	180	3	7	190	4	16.0	140	2.0	4-8	1110	5	7-15	2780.0	10.0	7-15	690	8.0	15-16	290	2.0	7-16	460	6.0					12.3 - 10.9 - 12.6 - 12.6 - 12.9	12.3 - 23.2 - 35.8 - 48.4 - 61.3 (12.3-12.3)									
200207010104	芝	左	1800	晴	良	11:15	3歳未勝利		2002-3-2	1	中京	1	3歳未勝利	(混)[指](馬齢)	8	1150	4	8	310	4	10	290	3	2.0	650	8.0	4-5	2560	11	8-10	3860.0	16.0	8-10	1,310	15.0	2-8	3,610	41.0	2-10	3,920	45.0					12.7 - 11.3 - 12.8 - 13.1 - 11.9 - 12.3 - 12.6 - 12.5 - 12.3	12.7 - 24.0 - 36.8 - 49.9 - 61.8 - 74.1 - 86.7 - 99.2 - 111.5 (12.7-12.7)									
200207010105	ダ	左	1700	晴	良	11:45	4歳以上500万下		2002-3-2	1	中京	1	4歳以上500万下	牝[指](別定)	5	760	4	5	190	3	11	190	2	1.0	720	9.0	3-6	1020	5	5-11	1510.0	5.0	5-11	550	5.0	1-5	2,760	26.0	1-11	1,520	16.0					7.0 - 11.4 - 12.0 - 12.8 - 13.0 - 13.2 - 13.2 - 12.9 - 13.0	7.0 - 18.4 - 30.4 - 43.2 - 56.2 - 69.4 - 82.6 - 95.5 - 108.5 (7.0-7.0)									
200207010106	ダ	左	1000	晴	良	12:45	4歳以上500万下		2002-3-2	1	中京	1	4歳以上500万下	[指](別定)	4	900	4	4	280	4	12	550	9	8.0	160	1.0	2-6	2160	10	4-12	5070.0	24.0	4-12	1,600	22.0	4-8	660	2.0	8-12	1,930	27.0					12.4 - 10.6 - 11.8 - 12.2 - 13.0	12.4 - 23.0 - 34.8 - 47.0 - 60.0 (12.4-12.4)									
200207010107	芝	左	2500	晴	良	13:15	4歳以上500万下		2002-3-2	1	中京	1	4歳以上500万下	(混)[指](別定)	10	370	1	10	140	1	6	170	2	16.0	210	3.0	3-5	530	1	6-10	1380.0	2.0	6-10	380	1.0	10-16	500	2.0	6-16	630	3.0					7.3 - 11.5 - 12.4 - 12.4 - 12.8 - 12.7 - 13.1 - 12.8 - 12.4 - 12.2 - 11.8 - 12.0 - 12.2	7.3 - 18.8 - 31.2 - 43.6 - 56.4 - 69.1 - 82.2 - 95.0 - 107.4 - 119.6 - 131.4 - 143.4 - 155.6 (7.3-7.3)									
200207010108	ダ	左	1000	晴	良	13:50	4歳以上500万下		2002-3-2	1	中京	1	4歳以上500万下	(混)[指](別定)	12	140	1	12	110	1	11	200	4	10.0	280	6.0	6-6	640	4	11-12	620.0	2.0	11-12	320	3.0	10-12	470	5.0	10-11	1,310	15.0					12.3 - 10.9 - 12.1 - 12.4 - 12.3	12.3 - 23.2 - 35.3 - 47.7 - 60.0 (12.3-12.3)									
200207010109	芝	左	1800	晴	良	14:25	あざみ賞 		2002-3-2	1	中京	1	3歳500万下	(混)(特指)(馬齢)	4	530	3	4	190	4	11	140	1	15.0	310	5.0	2-6	390	1	4-11	880.0	2.0	4-11	400	3.0	4-15	1,080	11.0	11-15	710	7.0					12.4 - 11.3 - 12.3 - 12.2 - 12.1 - 12.3 - 12.2 - 12.2 - 12.3	12.4 - 23.7 - 36.0 - 48.2 - 60.3 - 72.6 - 84.8 - 97.0 - 109.3 (12.4-12.4)									
200207010110	芝	左	1200	晴	良	14:55	岡崎特別 		2002-3-2	1	中京	1	4歳以上500万下	牝[指](別定)	14	170	1	14	120	1	7	190	3	4.0	810	11.0	4-7	260	1	7-14	620.0	2.0	7-14	300	2.0	4-14	1,610	16.0	4-7	3,120	36.0					12.3 - 10.4 - 11.3 - 12.1 - 11.8 - 12.3	12.3 - 22.7 - 34.0 - 46.1 - 57.9 - 70.2 (12.3-12.3)									
200207010111	芝	左	1800	曇	良	15:30	中京スポーツ杯 		2002-3-2	1	中京	1	4歳以上1000万下	(混)[指](別定)	2	3040	11	2	760	10	8	380	6	1.0	410	7.0	1-4	3830	19	2-8	12520.0	45.0	2-8	3,170	42.0	1-2	2,970	40.0	1-8	1,940	28.0					12.6 - 11.4 - 12.1 - 12.1 - 12.0 - 12.2 - 12.4 - 12.1 - 11.9	12.6 - 24.0 - 36.1 - 48.2 - 60.2 - 72.4 - 84.8 - 96.9 - 108.8 (12.6-12.6)									
200207010201	ダ	左	1600	晴	良	09:55	3歳未勝利		2002-3-3	1	中京	2	3歳未勝利	(馬齢)	4	170	1	4	110	1	7	210	3	12.0	240	4.0	3-5	980	4	4-7	760.0	2.0	4-7	400	3.0	4-12	360	2.0	7-12	790	9.0					12.8 - 12.0 - 13.3 - 13.4 - 13.2 - 13.3 - 13.0 - 12.7	12.8 - 24.8 - 38.1 - 51.5 - 64.7 - 78.0 - 91.0 - 103.7 (12.8-12.8)									
