	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気
200204030306	芝	左	1400	晴	良	12:50	2歳新馬		2002-8-17	3	新潟	3	2歳新馬	[指](馬齢)	18	350	2	18	140	1	1	310	5	4.0	850	12.0	1-8	530	1	1-18	1200.0	3.0	1-18	580	4.0	4-18	2,470	31.0	1-4	4,800	52.0			(*1,6,11)-(3,7)18,12(14,9)(4,8)(2,10)-(5,13,17) 15,16	(*1,6,11)-(3,7)(12,18)(4,14,9)-(8,2)10(5,13,17) 15,16	13.0 - 11.0 - 11.3 - 11.8 - 11.9 - 12.3 - 12.4	13.0 - 24.0 - 35.3 - 47.1 - 59.0 - 71.3 - 83.7 (35.3-36.6)	18=>1	1850.0	4.0	1-4-18	21050.0	65.0
200204030307	ダ	左	1200	晴	良	13:20	3歳以上500万下		2002-8-17	3	新潟	3	3歳以上500万下	[指](別定)	11	240	1	11	110	1	3	180	3	5.0	200	5.0	3-7	580	3	3-11	720.0	2.0	3-11	350	3.0	5-11	440	4.0	3-5	780	9.0			3,5,11(4,13)(1,14,9)(7,6)8,12,10-2	3(5,11)(4,13)(14,9)1-(8,6)7(10,12)-2	12.3 - 11.2 - 11.5 - 12.4 - 12.2 - 12.9	12.3 - 23.5 - 35.0 - 47.4 - 59.6 - 72.5 (35.0-37.5)	11=>3	960.0	2.0	3-5-11	1830.0	4.0
200204030308	芝	左	1200	晴	良	13:55	3歳以上500万下		2002-8-17	3	新潟	3	3歳以上500万下	(混)[指](別定)	15	7120	11	15	1,160	12	3	770	9	2.0	120	1.0	2-7	5810	21	3-15	127630.0	92.0	3-15	20,280	92.0	2-15	2,520	27.0	2-3	1,140	10.0			(*3,15)(2,13)(5,8,18)(9,12)(1,17)(4,6,10,14)11-7=16	(3,*15)(2,13)(5,8)(9,18)(1,12)(4,6,17,14)(10,11)-7=16	12.2 - 10.7 - 11.1 - 11.1 - 11.6 - 12.1	12.2 - 22.9 - 34.0 - 45.1 - 56.7 - 68.8 (34.0-34.8)	15=>3	300300.0	196.0	2-3-15	67030.0	147.0
200204030309	ダ	左	1800	晴	良	14:30	咲花特別 		2002-8-17	3	新潟	3	3歳以上500万下	(混)(特指)(別定)	7	220	1	7	110	1	13	630	9	9.0	130	2.0	5-8	2800	10	7-13	6820.0	19.0	7-13	1,820	20.0	7-9	170	1.0	9-13	2,280	24.0	(3,*12)9(7,13,14)11,10,8(2,4,6)-(1,5)	(*3,12)-(7,9)13(11,14)10(2,4)8,6-1,5	(*3,12)9(7,13)(11,4,14)10-(6,8)2-5,1	(*3,12)(7,9)13(11,4)14(6,10)8,2,5-1	13.1 - 11.2 - 12.4 - 12.7 - 12.4 - 12.7 - 13.1 - 12.6 - 13.2	13.1 - 24.3 - 36.7 - 49.4 - 61.8 - 74.5 - 87.6 - 100.2 - 113.4 (36.7-38.9)	7=>13	9120.0	26.0	7-9-13	5090.0	14.0
200204030310	障		3250	晴	良	15:05	新潟ジャンプS	J.G3	2002-8-17	3	新潟	3	障害3歳以上オープン	(混)(ハンデ)	4	240	1	4	140	2	5	210	3	1.0	310	6.0	4-5	700	3	4-5	840.0	2.0	4-5	360	2.0	1-4	860	11.0	1-5	1,280	19.0	1-10-6,9,4,5(8,2,7)=3	1=10-6,9(4,5)(8,7)2=3	1,4,5,9,10=2-8-7=6=3	(1,*4)5-9-10-2-8=7=6=3			4=>5	1370.0	3.0	1-4-5	3510.0	13.0
200204030311	ダ	左	1800	晴	良	15:40	瀬波特別 		2002-8-17	3	新潟	3	3歳以上1000万下	(混)(特指)(別定)	3	210	1	3	120	1	2	130	2	1.0	420	8.0	2-3	390	1	2-3	390.0	1.0	2-3	210	1.0	1-3	870	7.0	1-2	1,230	15.0	3(8,13)(10,9)(6,14)-(4,7)(2,12)(1,5)11	3(8,13)(6,9)14,10(7,2,12)(4,5)(1,11)	(*3,8)13(7,6,9)(14,2)(1,5)12-(10,4)11	3,8,7(6,9,2)-(1,13,14)5-12,4-10-11	12.7 - 11.3 - 12.7 - 13.4 - 12.6 - 12.2 - 12.5 - 11.9 - 12.4	12.7 - 24.0 - 36.7 - 50.1 - 62.7 - 74.9 - 87.4 - 99.3 - 111.7 (36.7-36.8)	3=>2	660.0	1.0	1-2-3	2460.0	4.0
200204030312	芝	左	1600	晴	良	16:15	五頭連峰特別 		2002-8-17	3	新潟	3	3歳以上1000万下	(混)[指](別定)	1	150	1	1	110	1	2	450	9	5.0	200	3.0	1-2	1980	7	1-2	2020.0	8.0	1-2	890	12.0	1-5	300	2.0	2-5	2,460	28.0			1-(2,4)(6,10)(5,11)(9,12)8,7,3	1(2,4)(6,10)(5,11)(9,12)8,7,3	13.1 - 11.4 - 12.0 - 11.9 - 12.0 - 11.0 - 10.5 - 11.8	13.1 - 24.5 - 36.5 - 48.4 - 60.4 - 71.4 - 81.9 - 93.7 (36.5-33.3)	1=>2	2410.0	10.0	1-2-5	4830.0	19.0
200204030401	芝	左	1400	晴	良	10:00	2歳未勝利		2002-8-18	3	新潟	4	2歳未勝利	(混)[指](馬齢)	10	450	2	10	200	2	8	280	4	11.0	1,300	9.0	7-8	1390	5	8-10	1990.0	8.0	8-10	650	6.0	10-11	3,450	28.0	8-11	4,850	33.0			(*3,10)-(8,11)-7-6(4,9)(1,5)-2	(*3,10)-(8,11)-7-6-4,9,5=1,2	12.5 - 10.7 - 11.1 - 11.4 - 11.5 - 12.1 - 13.1	12.5 - 23.2 - 34.3 - 45.7 - 57.2 - 69.3 - 82.4 (34.3-36.7)	10=>8	3930.0	14.0	8-10-11	28300.0	57.0
200204030402	ダ	左	1200	晴	良	10:25	3歳未勝利		2002-8-18	3	新潟	4	3歳未勝利	牝[指](馬齢)	10	280	1	10	110	1	3	190	4	11.0	140	2.0	3-6	820	3	3-10	1030.0	4.0	3-10	430	4.0	10-11	280	2.0	3-11	530	6.0			(*2,7,11)(9,10,13)3,14-(4,6)-(1,5)(8,12)	(2,*7,11)(9,10,13)-(3,14)(4,6)1(8,5)12	12.6 - 11.2 - 11.9 - 13.0 - 12.8 - 13.1	12.6 - 23.8 - 35.7 - 48.7 - 61.5 - 74.6 (35.7-38.9)	10=>3	1560.0	6.0	3-10-11	1510.0	3.0
200204030403	ダ	左	1800	晴	良	10:50	3歳未勝利		2002-8-18	3	新潟	4	3歳未勝利	(混)[指](馬齢)	9	600	3	9	280	4	4	120	1	8.0	400	6.0	3-6	730	2	4-9	900.0	2.0	4-9	410	2.0	8-9	1,700	20.0	4-8	630	7.0	(*4,8)(7,11)(3,13)(2,6)(10,12,14)-(5,9)=1	4,8(7,11,13)(2,3)(6,14)(10,12)(5,9)=1	4,8(7,11)(6,13)(3,14)(2,10,9)(5,12)1	4,8(7,11,6)(13,14)(2,3,10,9)(5,12)1	12.9 - 11.2 - 12.8 - 13.4 - 12.9 - 13.0 - 13.4 - 12.9 - 13.2	12.9 - 24.1 - 36.9 - 50.3 - 63.2 - 76.2 - 89.6 - 102.5 - 115.7 (36.9-39.5)	9=>4	2510.0	7.0	4-8-9	4820.0	11.0
200204030404	ダ	左	1200	晴	良	11:20	3歳未勝利		2002-8-18	3	新潟	4	3歳未勝利	[指](馬齢)	4	300	1	4	160	2	2	680	7	9.0	1,830	9.0	2-3	5180	17	2-4	5270.0	17.0	2-4	1,610	17.0	4-9	2,890	21.0	2-9	9,700	45.0			(*1,9)(2,4,11,13)(3,10,14)5-12,8,6-7	(1,*9)4(2,11)(10,14,13)(3,5)-12-(6,8)7	12.6 - 11.5 - 11.7 - 12.5 - 12.7 - 13.2	12.6 - 24.1 - 35.8 - 48.3 - 61.0 - 74.2 (35.8-38.4)	4=>2	8180.0	28.0	2-4-9	59840.0	91.0
200204030405	芝	左	1600	晴	良	11:50	3歳未勝利		2002-8-18	3	新潟	4	3歳未勝利	[指](馬齢)	17	510	2	17	200	2	7	270	5	6.0	310	6.0	4-8	1410	7	7-17	2170.0	9.0	7-17	940	11.0	6-17	850	9.0	6-7	1,300	17.0			17-(6,14)(7,16,18)(3,8,11)(9,15)(4,10,12)(2,13)1-5	17-6(7,14,16,18)(3,8,11)(9,12,15)(2,4,13)(1,10)5	12.6 - 10.8 - 11.9 - 12.0 - 11.7 - 11.4 - 11.0 - 12.4	12.6 - 23.4 - 35.3 - 47.3 - 59.0 - 70.4 - 81.4 - 93.8 (35.3-34.8)	17=>7	3770.0	14.0	6-7-17	6130.0	20.0
200204030406	芝	左	1200	晴	良	12:50	2歳新馬		2002-8-18	3	新潟	4	2歳新馬	(混)[指](馬齢)	17	390	2	17	200	3	4	470	8	8.0	160	2.0	2-8	1560	6	4-17	4810.0	19.0	4-17	1,870	25.0	8-17	490	3.0	4-8	1,430	16.0			(8,*17)-6,4,12(7,11)-(10,14,16)(1,3)-(5,15)-2=(9,13)	(8,*17)-6-4-7,12-(11,14)(10,16)(1,3)(5,15)-2=13 9	12.8 - 11.0 - 11.4 - 11.5 - 11.7 - 12.6	12.8 - 23.8 - 35.2 - 46.7 - 58.4 - 71.0 (35.2-35.8)	17=>4	9130.0	34.0	4-8-17	7080.0	19.0
200204030407	ダ	左	1800	晴	良	13:20	3歳以上500万下		2002-8-18	3	新潟	4	3歳以上500万下	牝[指](別定)	2	490	3	2	240	3	8	870	8	11.0	410	6.0	2-6	3100	10	2-8	7890.0	21.0	2-8	2,000	19.0	2-11	1,020	11.0	8-11	4,470	33.0	2,7(1,8)(5,10)(11,9)6,3(4,12)	2,7,8(1,5,11,10)(6,9)-3(4,12)	2(7,8)(1,5,11,10)(6,9)-3-(4,12)	2(7,8)(1,5,11,10)(6,9)-3-(4,12)	13.5 - 12.2 - 13.0 - 13.3 - 13.0 - 13.0 - 12.8 - 11.9 - 12.5	13.5 - 25.7 - 38.7 - 52.0 - 65.0 - 78.0 - 90.8 - 102.7 - 115.2 (38.7-37.2)	2=>8	13880.0	36.0	2-8-11	28890.0	64.0
200204030408	ダ	左	1200	晴	良	13:55	3歳以上500万下		2002-8-18	3	新潟	4	3歳以上500万下	[指](別定)	6	690	4	6	340	5	10	2,950	13	7.0	1,220	8.0	4-6	5600	18	6-10	58500.0	58.0	6-10	9,240	54.0	6-7	2,330	23.0	7-10	28,450	86.0			(*6,11)(2,13)(3,14)(5,4)(1,10,12)9-(7,8)	(*6,11)-13(2,14)(5,3)(10,12)(1,4)9-7,8	12.4 - 11.0 - 11.7 - 12.7 - 12.8 - 13.4	12.4 - 23.4 - 35.1 - 47.8 - 60.6 - 74.0 (35.1-38.9)	6=>10	85230.0	103.0	6-7-10	244910.0	245.0
200204030409	芝	左	1600	晴	良	14:30	古町特別 		2002-8-18	3	新潟	4	3歳以上500万下	(混)[指](別定)	2	12290	17	2	2,670	16	10	280	2	5.0	400	4.0	1-5	710	3	2-10	51530.0	89.0	2-10	10,290	86.0	2-5	11,220	89.0	5-10	1,490	12.0			17,10(2,12)(11,15,16)(14,18)(1,13)(6,9)(5,7,8)3,4	17(2,10)(11,12,16)1(13,15,14,18)(5,6,9,8)(7,3)4	13.0 - 11.2 - 12.5 - 12.2 - 11.9 - 11.3 - 10.7 - 11.9	13.0 - 24.2 - 36.7 - 48.9 - 60.8 - 72.1 - 82.8 - 94.7 (36.7-33.9)	2=>10	124860.0	187.0	2-5-10	122570.0	281.0
200204030410	芝	左	2000	晴	良	15:05	阿賀野川特別 		2002-8-18	3	新潟	4	3歳以上1000万下	(混)[指](ハンデ)	1	130	1	1	100	1	3	150	3	6.0	140	2.0	1-3	390	2	1-3	390.0	1.0	1-3	180	1.0	1-6	240	2.0	3-6	500	4.0			8,1(2,5)3(6,9)(12,13)-11(4,10)7	8-1(2,5)9(6,3)(11,12,13)(7,4,10)	13.0 - 11.8 - 12.5 - 12.7 - 13.2 - 12.2 - 11.8 - 11.4 - 10.3 - 11.1	13.0 - 24.8 - 37.3 - 50.0 - 63.2 - 75.4 - 87.2 - 98.6 - 108.9 - 120.0 (37.3-32.8)	1=>3	490.0	1.0	1-3-6	860.0	1.0
200204030411	芝	直	1000	晴	良	15:40	アイビスサマーD	G3	2002-8-18	3	新潟	4	3歳以上オープン	(混)(指)(別定)	12	260	2	12	120	2	5	110	1	4.0	300	5.0	4-8	310	1	5-12	340.0	1.0	5-12	170	1.0	4-12	740	8.0	4-5	590	7.0					12.0 - 9.8 - 10.2 - 9.6 - 12.1	12.0 - 21.8 - 32.0 - 41.6 - 53.7 (32.0-31.9)	12=>5	780.0	2.0	4-5-12	1490.0	3.0
200204030501	芝	直	1000	曇	良	10:00	2歳未勝利		2002-8-24	3	新潟	5	2歳未勝利	(混)[指](馬齢)	3	140	1	3	100	1	2	300	6	1.0	110	2.0	2-3	1240	4	2-3	1010.0	4.0	2-3	380	4.0	1-3	120	1.0	1-2	480	8.0					12.4 - 10.6 - 11.0 - 10.7 - 12.3	12.4 - 23.0 - 34.0 - 44.7 - 57.0 (34.0-34.0)	3=>2	1780.0	6.0	1-2-3	880.0	3.0
200204030502	ダ	左	1800	曇	良	10:25	3歳未勝利		2002-8-24	3	新潟	5	3歳未勝利	(父)[指](馬齢)	1	500	3	1	150	3	13	120	1	4.0	310	6.0	1-8	460	2	1-13	620.0	1.0	1-13	270	1.0	1-4	910	11.0	4-13	690	6.0	(3,*8)(4,10)(2,9)(1,5,6,13)14(7,11,12)	3,8(2,4,10)9(1,5,13)(7,11,6,14)12	(*3,8)(4,10,14)(2,13)(1,9)6(7,5,11,12)	(3,*8)(10,14)4,13(2,1)(7,5,11,9,6)-12	13.1 - 11.6 - 13.3 - 14.2 - 14.0 - 13.1 - 12.8 - 13.0 - 13.0	13.1 - 24.7 - 38.0 - 52.2 - 66.2 - 79.3 - 92.1 - 105.1 - 118.1 (38.0-38.8)	1=>13	1280.0	3.0	1-4-13	2310.0	4.0
200204030503	芝	左	1600	曇	良	10:50	3歳未勝利		2002-8-24	3	新潟	5	3歳未勝利	牝[指](馬齢)	7	480	3	7	150	3	1	130	1	13.0	510	8.0	1-4	540	2	1-7	670.0	2.0	1-7	270	2.0	7-13	1,500	15.0	1-13	890	9.0			8-(4,7)10(13,14)6(3,11)(5,9,12)15(1,16)2	8(4,7,10)(13,14)6(5,3,11)(9,12)(1,15)16,2	12.9 - 11.3 - 13.0 - 12.6 - 12.2 - 11.2 - 10.9 - 12.2	12.9 - 24.2 - 37.2 - 49.8 - 62.0 - 73.2 - 84.1 - 96.3 (37.2-34.3)	7=>1	1610.0	5.0	1-7-13	4530.0	13.0
200204030504	ダ	左	1200	曇	良	11:20	3歳未勝利		2002-8-24	3	新潟	5	3歳未勝利	(混)[指](馬齢)	12	420	2	12	140	1	8	380	7	7.0	160	2.0	5-7	570	1	8-12	3080.0	14.0	8-12	980	15.0	7-12	390	1.0	7-8	980	14.0			(*14,4,12)2(9,13)(1,6)-7(8,11)10-5,3	(*14,4,12)(2,9,13)(1,6)(8,7)11-10=(3,5)	12.3 - 10.9 - 11.8 - 12.5 - 12.8 - 13.4	12.3 - 23.2 - 35.0 - 47.5 - 60.3 - 73.7 (35.0-38.7)	12=>8	4160.0	20.0	7-8-12	4520.0	16.0
200204030505	ダ	左	1800	曇	良	11:50	3歳未勝利		2002-8-24	3	新潟	5	3歳未勝利	[指](馬齢)	3	1030	4	3	230	4	7	190	3	5.0	160	2.0	3-5	2080	6	3-7	2920.0	9.0	3-7	680	6.0	3-5	710	7.0	5-7	440	4.0	(*3,10)(4,11)(5,6)(1,7,8)9,12-2=13	(*3,10)(4,11,6)(1,5,8)(7,9)12-2-13	(*3,10)(4,5)(11,6,7)9(1,12,2)-8,13	(*3,10)(4,5)(11,7)-(6,9)(12,2)1-13-8	13.0 - 11.5 - 13.1 - 13.8 - 12.9 - 12.7 - 13.2 - 12.7 - 13.1	13.0 - 24.5 - 37.6 - 51.4 - 64.3 - 77.0 - 90.2 - 102.9 - 116.0 (37.6-39.0)	3=>7	7080.0	19.0	3-5-7	3270.0	9.0
200204030506	ダ	左	1200	曇	良	12:50	2歳新馬		2002-8-24	3	新潟	5	2歳新馬	[指](馬齢)	14	1440	5	14	420	6	13	340	5	3.0	140	1.0	8-8	7610	20	13-14	8480.0	25.0	13-14	2,060	23.0	3-14	1,080	13.0	3-13	800	7.0			(*5,13)(11,14)3,4,7(10,6)-(12,9)8,1=2	(*5,13,14)11(3,4,7)-10,6-9,12(8,1)=2	12.2 - 11.1 - 11.9 - 12.6 - 12.9 - 13.3	12.2 - 23.3 - 35.2 - 47.8 - 60.7 - 74.0 (35.2-38.8)	14=>13	19660.0	46.0	3-13-14	9070.0	30.0
200204030507	芝	左	1800	晴	良	13:20	3歳未勝利		2002-8-24	3	新潟	5	3歳未勝利	[指](馬齢)	11	280	1	11	120	1	13	240	5	2.0	130	2.0	6-7	600	3	11-13	1570.0	6.0	11-13	600	6.0	2-11	200	1.0	2-13	760	12.0			(5,*9,11)(1,8,10)(6,13)(3,14)(7,12,15)(2,4,16)	(*5,9)11(1,8,10)(6,13,14)(3,7)(2,12,15)(4,16)	12.7 - 11.0 - 11.8 - 13.0 - 12.4 - 12.6 - 11.7 - 10.6 - 12.0	12.7 - 23.7 - 35.5 - 48.5 - 60.9 - 73.5 - 85.2 - 95.8 - 107.8 (35.5-34.3)	11=>13	2240.0	9.0	2-11-13	1780.0	4.0
200204030508	芝	左	1600	晴	良	13:55	3歳以上500万下		2002-8-24	3	新潟	5	3歳以上500万下	牝[指](別定)	16	920	4	16	230	3	7	140	1	8.0	2,140	14.0	4-8	1000	2	7-16	1130.0	2.0	7-16	410	2.0	8-16	12,480	74.0	7-8	5,620	48.0			2,15(4,8,12)-7-(1,16)13(6,5)(9,14)(3,10)11	2(4,15)(8,12)7-(16,13)(1,5)(6,14)(9,10,11)3	12.7 - 10.5 - 11.3 - 11.5 - 12.1 - 11.5 - 11.6 - 12.7	12.7 - 23.2 - 34.5 - 46.0 - 58.1 - 69.6 - 81.2 - 93.9 (34.5-35.8)	16=>7	2350.0	6.0	7-8-16	44740.0	109.0
200204030509	ダ	左	1200	晴	良	14:30	魚沼特別 		2002-8-24	3	新潟	5	3歳以上500万下	(混)[指](別定)	4	820	3	4	240	3	5	440	6	13.0	330	5.0	3-4	1520	7	4-5	4950.0	19.0	4-5	1,580	19.0	4-13	1,080	12.0	5-13	2,790	32.0			2,3(5,6)13-7(11,12)(1,8)(4,14)(10,9)	2,3(5,6)13,7(1,11,12)8,4(14,9)10	12.2 - 10.8 - 11.3 - 12.1 - 12.2 - 13.0	12.2 - 23.0 - 34.3 - 46.4 - 58.6 - 71.6 (34.3-37.3)	4=>5	9090.0	32.0	4-5-13	14400.0	50.0
200204030510	芝	左	1800	曇	良	15:05	火打山特別 		2002-8-24	3	新潟	5	3歳以上500万下	(混)(特指)(別定)	5	3860	8	5	700	8	9	330	5	4.0	130	1.0	4-6	1330	7	5-9	13500.0	34.0	5-9	3,590	34.0	4-5	1,230	13.0	4-9	650	7.0			9,13-(6,12)10(2,8,14)(3,7)(5,4,11)=1	9,13(6,12,10)(2,8,14,11)(3,7,4)5=1	12.8 - 11.1 - 11.2 - 11.8 - 12.3 - 12.3 - 11.8 - 10.7 - 12.4	12.8 - 23.9 - 35.1 - 46.9 - 59.2 - 71.5 - 83.3 - 94.0 - 106.4 (35.1-34.9)	5=>9	31070.0	66.0	4-5-9	11850.0	36.0
200204030601	ダ	左	1200	晴	稍重	10:00	3歳未勝利		2002-8-25	3	新潟	6	3歳未勝利	[指](馬齢)	5	410	2	5	170	3	3	240	4	2.0	330	5.0	3-4	1310	6	3-5	1290.0	5.0	3-5	570	6.0	2-5	790	10.0	2-3	890	12.0			(*7,8)(1,5)12(4,6)-3(2,11)9-(13,14)=10	7(8,5)(1,12)(4,6)-3-(2,11)-9-(13,14)=10	12.3 - 11.0 - 11.8 - 12.8 - 12.8 - 13.0	12.3 - 23.3 - 35.1 - 47.9 - 60.7 - 73.7 (35.1-38.6)	5=>3	2200.0	8.0	2-3-5	3370.0	12.0
200204030602	芝	左	2000	晴	良	10:25	3歳未勝利		2002-8-25	3	新潟	6	3歳未勝利	(混)[指](馬齢)	15	410	2	15	140	1	7	170	4	8.0	150	3.0	4-8	460	2	7-15	1230.0	4.0	7-15	430	5.0	8-15	360	1.0	7-8	420	4.0	16(7,11)(2,5)(6,12)(8,10)(9,15)(3,4)-1-14=13	16,7(2,5,11)=(6,12)(8,10)(9,15)(3,4)-(14,1)=13	(16,*7)(2,5)11(6,12)8,9,15(14,3,4,1)-10=13	7,16(2,5)-(6,12)(11,8)(9,15,1)(14,3)4=10=13	12.2 - 11.0 - 11.6 - 12.0 - 12.2 - 12.5 - 12.5 - 12.1 - 12.6 - 12.9	12.2 - 23.2 - 34.8 - 46.8 - 59.0 - 71.5 - 84.0 - 96.1 - 108.7 - 121.6 (34.8-37.6)	15=>7	2100.0	7.0	7-8-15	1600.0	2.0
200204030603	芝	左	1400	晴	良	10:50	3歳未勝利		2002-8-25	3	新潟	6	3歳未勝利	[指](馬齢)	10	1430	6	10	610	9	12	700	10	16.0	190	3.0	5-6	9540	19	10-12	12800.0	39.0	10-12	4,630	44.0	10-16	1,300	14.0	12-16	2,070	28.0			(*8,15)(1,12,10)(7,14)(11,13,16)(5,9)(6,2)-4,3	(*8,15)(1,12,10)(7,13,14,16)(11,5,9)(6,2)-(3,4)	12.3 - 10.6 - 10.9 - 12.2 - 11.9 - 12.0 - 12.5	12.3 - 22.9 - 33.8 - 46.0 - 57.9 - 69.9 - 82.4 (33.8-36.4)	10=>12	36780.0	80.0	10-12-16	26180.0	82.0
200204030604	ダ	左	1800	晴	稍重	11:20	3歳未勝利		2002-8-25	3	新潟	6	3歳未勝利	[指](馬齢)	1	12540	10	1	2,040	9	4	240	4	9.0	210	3.0	1-4	13880	22	1-4	24170.0	36.0	1-4	5,970	36.0	1-9	9,830	50.0	4-9	860	11.0	(*13,10)11(3,4,5,12)9-(6,7)2,1,8	13,10(3,4,11)(5,12)9-6(7,2)-1,8	(*13,10)-4,11(3,9)(5,12)-2(6,1)=7=8	(13,*10)4(3,11,9)5(1,12,2)6=7=8	12.5 - 11.1 - 12.2 - 12.9 - 12.6 - 13.1 - 14.0 - 14.2 - 13.9	12.5 - 23.6 - 35.8 - 48.7 - 61.3 - 74.4 - 88.4 - 102.6 - 116.5 (35.8-42.1)	1=>4	86890.0	85.0	1-4-9	51570.0	91.0
200204030605	障		2890	晴	良	11:50	障害3歳以上未勝利		2002-8-25	3	新潟	6	障害3歳以上未勝利	(馬齢)	11	10520	11	11	1,940	13	3	1,250	10	2.0	160	2.0	3-7	8670	18	3-11	158320.0	76.0	3-11	25,180	73.0	2-11	3,510	27.0	2-3	2,230	20.0	10-11-(12,4)-(2,5)-7-1,3-(14,13,8)-(6,9)	10-11-4-12(2,5)=7-(1,8)3-13(14,6,9)	10,4-11-2-(5,8)7,3-12(1,9)(6,13)-14	10,4-11-2=8(5,7,3)=(1,9)6,13,12,14			11=>3	432080.0	146.0	2-3-11	160210.0	158.0
200204030606	芝	直	1000	晴	良	12:50	2歳新馬		2002-8-25	3	新潟	6	2歳新馬	(混)[指](馬齢)	5	220	1	5	140	1	8	340	6	2.0	640	8.0	5-7	1400	7	5-8	1630.0	7.0	5-8	720	9.0	2-5	990	12.0	2-8	2,440	30.0					12.2 - 10.3 - 10.9 - 10.6 - 11.7	12.2 - 22.5 - 33.4 - 44.0 - 55.7 (33.4-33.2)	5=>8	2450.0	9.0	2-5-8	8370.0	30.0
200204030607	ダ	左	1800	晴	良	13:20	3歳以上500万下		2002-8-25	3	新潟	6	3歳以上500万下	(父)[指](別定)	8	510	3	8	200	3	3	310	6	10.0	330	7.0	3-6	1960	9	3-8	2200.0	10.0	3-8	1,020	13.0	8-10	1,070	16.0	3-10	1,890	30.0	1,3(2,9)(7,6,10)(4,8,12)(5,11)	1,3(2,9)(7,6,10)(4,12)(5,8)11	3(1,9,10,12)(4,2,7,6)(5,8)11	(*3,10,12)(1,9,6)7(2,8)4(5,11)	13.0 - 11.4 - 12.9 - 13.5 - 13.1 - 12.8 - 12.9 - 12.5 - 12.6	13.0 - 24.4 - 37.3 - 50.8 - 63.9 - 76.7 - 89.6 - 102.1 - 114.7 (37.3-38.0)	8=>3	4210.0	13.0	3-8-10	9890.0	45.0
200204030608	ダ	左	1200	晴	良	13:50	3歳以上500万下		2002-8-25	3	新潟	6	3歳以上500万下	(特指)(別定)	2	3680	9	2	810	9	4	350	5	7.0	250	4.0	2-4	9280	26	2-4	11610.0	30.0	2-4	2,460	28.0	2-7	2,100	26.0	4-7	1,280	17.0			(*4,6)(1,2,13)(3,9,10)5,7(11,12)8	(*4,6)2,13-(3,10)(1,7)5,9,11(8,12)	12.4 - 11.4 - 11.6 - 12.3 - 12.3 - 12.7	12.4 - 23.8 - 35.4 - 47.7 - 60.0 - 72.7 (35.4-37.3)	2=>4	32810.0	69.0	2-4-7	23810.0	70.0
200204030609	芝	左	2000	晴	良	14:25	新津特別 		2002-8-25	3	新潟	6	3歳以上500万下	(混)[指](別定)	4	600	4	4	200	4	1	190	3	10.0	150	2.0	1-4	2090	8	1-4	2080.0	8.0	1-4	650	8.0	4-10	480	6.0	1-10	410	4.0			(*2,8)(7,4)(3,9,10)(5,6)-1	(*2,8)(7,4)(3,9,10)(5,6)-1	13.0 - 11.7 - 12.1 - 12.1 - 12.6 - 12.4 - 12.0 - 11.6 - 10.8 - 12.2	13.0 - 24.7 - 36.8 - 48.9 - 61.5 - 73.9 - 85.9 - 97.5 - 108.3 - 120.5 (36.8-34.6)	4=>1	4280.0	20.0	1-4-10	2430.0	8.0
200204030610	ダ	左	1200	晴	良	15:00	妙高特別 		2002-8-25	3	新潟	6	3歳以上1000万下	(混)[指](別定)	5	1560	6	5	320	6	13	110	1	8.0	220	3.0	4-8	1320	6	5-13	1320.0	5.0	5-13	570	5.0	5-8	1,390	17.0	8-13	340	2.0			(*5,12)(1,8,13)(9,14)(4,11)(3,6)(7,10)2	(5,*12)13(1,8)(9,14)(4,11)(3,6)(7,10)2	12.6 - 11.2 - 11.9 - 12.1 - 12.0 - 12.2	12.6 - 23.8 - 35.7 - 47.8 - 59.8 - 72.0 (35.7-36.3)	5=>13	4430.0	13.0	5-8-13	3120.0	10.0
200204030611	芝	左	2000	晴	良	15:35	新潟記念	G3	2002-8-25	3	新潟	6	3歳以上オープン	(混)(特指)(ハンデ)	1	590	2	1	210	4	4	170	1	11.0	680	10.0	1-3	1050	3	1-4	1240.0	2.0	1-4	500	1.0	1-11	2,480	31.0	4-11	2,240	26.0			14,8(1,2)9(3,4)(5,11,10)(12,6,13)15-7	14-8(1,2)(3,4,9)(5,11,10)(12,6,13)15-7	12.8 - 11.1 - 11.6 - 11.9 - 12.4 - 12.0 - 11.6 - 11.7 - 11.1 - 11.8	12.8 - 23.9 - 35.5 - 47.4 - 59.8 - 71.8 - 83.4 - 95.1 - 106.2 - 118.0 (35.5-34.6)	1=>4	2540.0	3.0	1-4-11	12740.0	41.0
