	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
200201010111	芝	右	1200	曇	良	15:30	キーンランドカップ 		2002-8-10	1	札幌	1	3歳以上1000万下	(混)[指](ハンデ)	1	180	1	1	120	1	6	190	2	12	310	5	1-5	470	1	1-6	700.0	1.0	1-6	270	1.0	1-12	570	4.0	6-12	1,100	14.0	1=>6	860	1	1-6-12	2290	3			1(2,4,12)6,3(13,11)(5,9)(10,7)8	1(2,4,12)(6,3)13(5,9,11)(7,8)10	12.2 - 11.1 - 11.2 - 11.6 - 11.6 - 11.8	12.2 - 23.3 - 34.5 - 46.1 - 57.7 - 69.5 (34.5-35.0)
200201010112	ダ	右	1700	曇	重	16:10	羊蹄山特別 		2002-8-10	1	札幌	1	3歳以上1000万下	(混)(特指)(別定)	3	1000	3	3	320	4	8	320	5	10	310	3	3-6	1050	4	3-8	5430.0	17.0	3-8	1,580	15.0	3-10	1,980	20.0	8-10	2,220	23.0	3=>8	12080	35	3-8-10	17300	58	(*3,5)13(2,6)-(7,8)(4,10)(1,11,12)9	3(2,5)13,6,8(1,7,10,11,12)4-9	(*3,13)8(10,11)(5,7,12)(2,6)(1,4,9)	3,13,8,10,7-2(5,6,11,9)(1,4,12)	6.9 - 11.2 - 12.2 - 13.1 - 12.8 - 11.9 - 12.3 - 12.4 - 12.7	6.9 - 18.1 - 30.3 - 43.4 - 56.2 - 68.1 - 80.4 - 92.8 - 105.5 (30.3-37.4)
200201010201	ダ	右	1000	曇	稍重	09:55	3歳未勝利		2002-8-11	1	札幌	2	3歳未勝利	[指](馬齢)	6	250	1	6	130	1	9	3,860	11	7	770	7	5-7	480	2	6-9	35260.0	33.0	6-9	7,480	32.0	6-7	1,620	14.0	7-9	22,120	55.0	6=>9	29200	45	6-7-9	155290	126			9(6,7)3(2,10)5(8,12)(1,4)-11	(*9,6)(3,7)(2,10)-(8,5)12(1,4)-11	12.8 - 11.2 - 11.9 - 12.1 - 12.7	12.8 - 24.0 - 35.9 - 48.0 - 60.7 (35.9-36.7)
200201010202	ダ	右	1700	曇	稍重	10:20	3歳未勝利		2002-8-11	1	札幌	2	3歳未勝利	(混)[指](馬齢)	13	120	1	13	110	1	7	330	6	12	210	4	5-8	500	3	7-13	1210.0	6.0	7-13	530	6.0	12-13	330	3.0	7-12	2,210	22.0	13=>7	1490	6	7-12-13	4110	14	(*3,4)7(12,10)13,2(1,5)6(8,9,11)	(3,*10)4,7(12,13)(2,5,6)(1,8)(9,11)	3(10,4,7,13)(12,6)-2(8,1)-5(9,11)	3(4,13)(10,12,7,6)2-1,9-8,11-5	6.7 - 11.3 - 13.0 - 12.7 - 13.2 - 12.8 - 12.5 - 12.8 - 12.5	6.7 - 18.0 - 31.0 - 43.7 - 56.9 - 69.7 - 82.2 - 95.0 - 107.5 (31.0-37.8)
200201010203	芝	右	1200	曇	良	10:45	3歳未勝利		2002-8-11	1	札幌	2	3歳未勝利	(混)[指](馬齢)	8	580	3	8	200	3	16	140	2	6	2,770	14	4-8	240	1	8-16	810.0	2.0	8-16	330	2.0	6-8	7,150	52.0	6-16	4,190	34.0	8=>16	1940	6	6-8-16	32170	75			16(9,14)8,10(2,7)(1,12)(3,6,13)(5,11)4,15	(*16,9,14)8(10,7)2(6,13)(1,3,11)(5,12)4,15	12.4 - 10.8 - 11.6 - 11.8 - 12.1 - 12.2	12.4 - 23.2 - 34.8 - 46.6 - 58.7 - 70.9 (34.8-36.1)
200201010204	ダ	右	1000	曇	稍重	11:15	2歳新馬		2002-8-11	1	札幌	2	2歳新馬	[指](馬齢)	1	180	1	1	110	1	10	190	3	9	820	10	1-7	640	3	1-10	670.0	3.0	1-10	310	2.0	1-9	2,360	27.0	9-10	4,570	43.0	1=>10	990	3	1-9-10	14040	45			1(7,10)9(2,8)6-11,12-(4,3)5	1,10,7-9(8,6)-2-12,11-3-4-5	12.9 - 11.1 - 12.0 - 11.9 - 12.6	12.9 - 24.0 - 36.0 - 47.9 - 60.5 (36.0-36.5)
200201010205	芝	右	1200	曇	良	12:15	2歳新馬		2002-8-11	1	札幌	2	2歳新馬	(混)[指](馬齢)	9	640	3	9	210	3	15	390	7	6	130	1	5-8	2120	11	9-15	5620.0	20.0	9-15	1,580	19.0	6-9	340	2.0	6-15	910	10.0	9=>15	8670	34	6-9-15	5010	13			(*13,15)(11,9)-2(10,14,16)-(6,12,5)(7,8)(1,4,3)	(13,*15,9)-11(2,10)(6,14,16)(12,5)-8-3-(7,1)4	12.2 - 10.8 - 11.2 - 11.8 - 12.6 - 12.2	12.2 - 23.0 - 34.2 - 46.0 - 58.6 - 70.8 (34.2-36.6)
200201010206	ダ	右	1700	曇	稍重	12:45	3歳以上500万下		2002-8-11	1	札幌	2	3歳以上500万下	牝[指](別定)	5	200	1	5	110	1	13	540	9	10	240	4	4-8	1020	5	5-13	2820.0	11.0	5-13	1,000	11.0	5-10	490	4.0	10-13	1,940	25.0	5=>13	3510	12	5-10-13	6620	26	7,13(8,12)10(5,9)-4,11,6,2,3-1	7,13(8,12)(5,10)9-4,11,2,6,3-1	7,13,12(8,5,10)4,9(11,2)-3-1-6	7,13(5,10)(12,2)(4,11)-(8,3)-9-1-6	7.0 - 11.3 - 12.4 - 12.5 - 12.9 - 12.7 - 12.4 - 12.9 - 13.5	7.0 - 18.3 - 30.7 - 43.2 - 56.1 - 68.8 - 81.2 - 94.1 - 107.6 (30.7-38.8)
200201010207	ダ	右	1000	曇	稍重	13:15	3歳以上500万下		2002-8-11	1	札幌	2	3歳以上500万下	(混)[指](別定)	3	610	3	3	290	3	12	300	4	10	400	7	3-8	4470	21	3-12	4120.0	20.0	3-12	1,580	21.0	3-10	920	14.0	10-12	1,600	22.0	3=>12	9740	42	3-10-12	10150	46			7,12(2,3,10)6-(5,8,9)11(1,4)	7(12,10)(2,3)-5,9(8,6)(1,11)-4	12.4 - 10.7 - 11.8 - 12.0 - 12.3	12.4 - 23.1 - 34.9 - 46.9 - 59.2 (34.9-36.1)
200201010208	芝	右	1200	晴	良	13:45	3歳以上500万下		2002-8-11	1	札幌	2	3歳以上500万下	(特指)(別定)	1	2240	9	1	530	8	16	830	10	13	180	2	1-8	12600	30	1-16	44810.0	85.0	1-16	10,850	84.0	1-13	1,540	16.0	13-16	3,000	32.0	1=>16	111440	175	1-13-16	93850	240			4(5,8,11)(3,6,16,14)(1,2,7,13)-(9,12)15-10	(4,*5,11)-(8,16)(2,14)(6,13)(1,7)(9,12,15)3,10	12.3 - 10.9 - 11.1 - 11.3 - 12.1 - 12.5	12.3 - 23.2 - 34.3 - 45.6 - 57.7 - 70.2 (34.3-35.9)
200201010209	芝	右	2600	晴	良	14:20	支笏湖特別 		2002-8-11	1	札幌	2	3歳以上1000万下	(混)[指](別定)	9	280	2	9	160	2	2	360	5	8	1,470	9	2-8	1860	7	2-9	1950.0	7.0	2-9	680	7.0	8-9	1,990	20.0	2-8	6,290	34.0	9=>2	2620	10	2-8-9	20520	49	9,1,7(2,6)(5,3,4)8	9,1,7(2,6)5(3,4)8	9,1(2,7)(5,6)(8,3,4)	9(1,7)(2,5)(3,4,6)8	13.3 - 12.0 - 12.4 - 13.0 - 12.0 - 13.1 - 13.3 - 12.8 - 12.9 - 12.1 - 11.8 - 11.8 - 11.9	13.3 - 25.3 - 37.7 - 50.7 - 62.7 - 75.8 - 89.1 - 101.9 - 114.8 - 126.9 - 138.7 - 150.5 - 162.4 (37.7-35.5)
200201010210	ダ	右	1700	曇	良	14:55	えりも特別 		2002-8-11	1	札幌	2	3歳以上500万下	(混)[指](別定)	13	170	1	13	110	1	5	390	5	6	250	4	4-8	1440	6	5-13	1960.0	6.0	5-13	780	6.0	6-13	370	3.0	5-6	2,230	23.0	13=>5	2750	8	5-6-13	5570	15	8,5(1,13,9)6,3,2,12(4,10)11-7	8-5(1,13)9,6-(2,3)12,10(4,11)7	(*8,5,13)(1,2,6)9,12-(4,10)(7,3,11)	(*5,13)-6(1,2,9)12-(4,10)7,11-8-3	6.8 - 11.3 - 11.7 - 12.1 - 12.9 - 13.7 - 12.8 - 12.1 - 11.9	6.8 - 18.1 - 29.8 - 41.9 - 54.8 - 68.5 - 81.3 - 93.4 - 105.3 (29.8-36.8)
200201010211	芝	右	1800	曇	良	15:30	クイーンステークス	G3	2002-8-11	1	札幌	2	3歳以上オープン	(混)	1	2260	7	1	630	8	7	170	2	5	930	11	1-5	2540	9	1-7	3880.0	17.0	1-7	1,510	17.0	1-5	4,630	44.0	5-7	2,060	23.0	1=>7	11250	39	1-5-7	34670	94	(*6,13)-11-(1,2,7)10,9,4(12,14)(5,8)-3	(*6,13)-11(1,2)(9,7)10(4,12)14,8(5,3)	6,13-(1,2)(11,9)7,10(12,4)14,8(5,3)	(*1,2)(6,9)(11,7)4(12,13,14,10)(5,3)8	12.1 - 11.0 - 11.3 - 11.5 - 12.2 - 12.5 - 12.5 - 12.6 - 12.4	12.1 - 23.1 - 34.4 - 45.9 - 58.1 - 70.6 - 83.1 - 95.7 - 108.1 (34.4-37.5)
200201010212	芝	右	1800	曇	良	16:10	大倉山特別 		2002-8-11	1	札幌	2	3歳以上1000万下	(混)	5	640	4	5	180	4	10	160	2	8	150	1	5-8	1250	6	5-10	1630.0	8.0	5-10	510	7.0	5-8	510	6.0	8-10	270	1.0	5=>10	3130	14	5-8-10	2030	3	5(6,10)8(3,7)9,11(1,2)-4	(*5,10)-(6,8)3(7,9)11(1,2)-4	5,10(3,6)(7,8)(11,9)1,2,4	5,10,6(3,7,8)11,1,2,4-9	13.0 - 12.0 - 12.5 - 12.5 - 12.7 - 12.2 - 11.8 - 11.7 - 11.3	13.0 - 25.0 - 37.5 - 50.0 - 62.7 - 74.9 - 86.7 - 98.4 - 109.7 (37.5-34.8)
200201010301	芝	右	1200	晴	良	09:55	2歳未勝利		2002-8-17	1	札幌	3	2歳未勝利	(混)[指](馬齢)	13	2220	8	13	600	8	11	970	10	9	140	1	7-8	7640	21	11-13	23330.0	48.0	11-13	5,750	49.0	9-13	2,210	23.0	9-11	3,200	31.0	13=>11	82310	113	9-11-13	42700	111			(*9,11,12)8(1,3,4)5(2,10,6)13,7-14	(*9,11,12)-(8,3,4)5(1,10)(2,13,6)-7-14	12.3 - 11.2 - 11.5 - 11.6 - 12.0 - 12.2	12.3 - 23.5 - 35.0 - 46.6 - 58.6 - 70.8 (35.0-35.8)
200201010302	ダ	右	1000	晴	良	10:20	3歳未勝利		2002-8-17	1	札幌	3	3歳未勝利	牝[指](馬齢)	8	340	2	8	150	2	3	150	3	2	460	7	3-6	490	3	3-8	570.0	1.0	3-8	240	1.0	2-8	940	11.0	2-3	1,110	13.0	8=>3	1130	2	2-3-8	3920	11			(*1,8)(2,5,6,10,11)7(3,9)(4,12)	(*1,8)(2,6,10)(5,3,11)9,7,4,12	12.7 - 11.1 - 12.0 - 12.6 - 12.4	12.7 - 23.8 - 35.8 - 48.4 - 60.8 (35.8-37.0)
200201010303	ダ	右	1700	晴	良	10:45	3歳未勝利		2002-8-17	1	札幌	3	3歳未勝利	[指](馬齢)	7	300	1	7	130	2	3	140	3	1	220	4	3-5	460	1	3-7	500.0	1.0	3-7	210	1.0	1-7	570	5.0	1-3	430	4.0	7=>3	880	1	1-3-7	1240	2	12(7,10)(3,11)-4(2,1,9,13)5-8=6	12(7,10)(3,11)(2,1,4)13,5,9,8=6	12(7,10)-(3,11)(1,4)-(2,9)5,8,13-6	(12,*7)3(1,10)-4,11,9(2,8)-5(13,6)	6.6 - 11.1 - 12.7 - 12.9 - 13.0 - 12.6 - 12.8 - 13.0 - 13.0	6.6 - 17.7 - 30.4 - 43.3 - 56.3 - 68.9 - 81.7 - 94.7 - 107.7 (30.4-38.8)
200201010304	ダ	右	1000	晴	良	11:15	2歳500万下		2002-8-17	1	札幌	3	2歳500万下	(混)(特指)(馬齢)	4	270	1	4	150	1	5	490	7	1	1,840	10	4-5	580	2	4-5	2050.0	9.0	4-5	810	8.0	1-4	3,180	32.0	1-5	13,910	59.0	4=>5	3280	14	1-4-5	56680	112			(*5,7)(8,9)(10,12)(4,1,6)3,2-11	5,7(4,1,8,9)6-12(3,10,2)-11	12.8 - 11.2 - 11.8 - 12.3 - 12.5	12.8 - 24.0 - 35.8 - 48.1 - 60.6 (35.8-36.6)
200201010305	芝	右	1000	晴	良	12:15	2歳新馬		2002-8-17	1	札幌	3	2歳新馬	牝[指](馬齢)	14	910	5	14	310	5	11	460	6	8	120	1	7-8	2060	9	11-14	9180.0	30.0	11-14	2,960	32.0	8-14	660	7.0	8-11	1,150	9.0	14=>11	22030	63	8-11-14	10950	33			(8,*14)7(10,13)(1,5)3(2,11)-(4,6,12)9	8,14(7,13)5,11(3,10)(1,2)(4,6,12)-9	12.6 - 11.0 - 11.2 - 11.8 - 11.7	12.6 - 23.6 - 34.8 - 46.6 - 58.3 (34.8-34.7)
200201010306	芝	右	1800	晴	良	12:50	3歳未勝利		2002-8-17	1	札幌	3	3歳未勝利	(混)[指](馬齢)	10	210	1	10	130	1	8	870	10	14	470	8	5-6	1370	6	8-10	6030.0	25.0	8-10	1,920	22.0	10-14	900	8.0	8-14	7,150	58.0	10=>8	7520	25	8-10-14	22630	77	5,6(1,12)(4,14)2-9,13(3,7,8)(10,11)	5-6(1,12)(4,14)2-(3,9,13)(11,10)(7,8)	5,6(1,12)(4,14)(2,11)(3,13,10)(7,8)9	5,6(1,12)(4,14)(2,11,10)(3,13,8)7-9	12.7 - 11.9 - 12.7 - 13.0 - 12.9 - 12.0 - 11.9 - 12.2 - 11.8	12.7 - 24.6 - 37.3 - 50.3 - 63.2 - 75.2 - 87.1 - 99.3 - 111.1 (37.3-35.9)
200201010307	ダ	右	1700	晴	良	13:15	3歳以上500万下		2002-8-17	1	札幌	3	3歳以上500万下	(父)[指](別定)	4	220	1	4	130	1	3	190	3	9	600	7	3-4	750	3	3-4	680.0	1.0	3-4	310	2.0	4-9	860	11.0	3-9	2,790	29.0	4=>3	1150	3	3-4-9	5980	14	5,13-12(10,8)11(3,6)9(4,7)-(2,1)	5,13=12(10,8)11(6,9,4)(3,7)-1,2	(5,13,8,*9,4)(10,12,7)(6,11,1)3,2	(8,*9,4)-(12,3)10(13,6)(2,1)11(5,7)	6.9 - 11.1 - 12.0 - 12.7 - 13.2 - 13.4 - 12.7 - 12.7 - 12.7	6.9 - 18.0 - 30.0 - 42.7 - 55.9 - 69.3 - 82.0 - 94.7 - 107.4 (30.0-38.1)
200201010308	ダ	右	2400	晴	良	13:45	3歳以上500万下		2002-8-17	1	札幌	3	3歳以上500万下	(混)[指](別定)	8	730	3	8	130	2	12	110	1	11	130	3	6-8	330	1	8-12	670.0	2.0	8-12	240	2.0	8-11	370	3.0	11-12	210	1.0	8=>12	1760	6	8-11-12	920	1	7,11(6,12)8(2,4)-(1,5)3-(9,10)	7-11(6,12)8(2,4)-(1,5)9,3,10	(*7,11,12)4(6,8)-(5,9)2(1,3)-10	(*11,12)8(6,4)-9(5,3)7,1,2=10	13.9 - 12.4 - 13.1 - 12.9 - 13.0 - 13.7 - 13.8 - 13.8 - 13.2 - 12.7 - 12.6 - 12.5	13.9 - 26.3 - 39.4 - 52.3 - 65.3 - 79.0 - 92.8 - 106.6 - 119.8 - 132.5 - 145.1 - 157.6 (39.4-37.8)
200201010309	芝	右	1200	晴	良	14:20	3歳以上500万下		2002-8-17	1	札幌	3	3歳以上500万下	(混)(特指)(別定)	5	550	3	5	210	3	2	170	2	6	2,620	15	1-3	1240	5	2-5	1200.0	3.0	2-5	480	3.0	5-6	8,440	75.0	2-6	6,990	70.0	5=>2	2540	6	2-5-6	48680	144			(*6,11)13(3,2,15)5(9,10)(7,12,14,16)(4,8)1	(*6,11)13(2,15)(3,5)-(7,9,10)16,14-12(4,8)1	12.0 - 11.0 - 11.3 - 11.4 - 11.9 - 12.2	12.0 - 23.0 - 34.3 - 45.7 - 57.6 - 69.8 (34.3-35.5)
200201010310	芝	右	1800	晴	良	14:55	十勝岳特別 		2002-8-17	1	札幌	3	3歳以上500万下	(混)[指](別定)	6	340	2	6	120	2	14	160	3	9	110	1	4-8	690	2	6-14	1300.0	4.0	6-14	330	2.0	6-9	170	1.0	9-14	350	3.0	6=>14	2250	6	6-9-14	1180	1	(*10,6)(8,9)(1,2,14)12,7(11,13)3(4,5)	10,6(8,9)14(1,2)12(7,11,13)3,5-4	10,6(8,9,14)(1,2,12)13(7,5,11)(3,4)	(*10,6)(9,14)(8,1,2,12)(7,5,11)13(3,4)	12.5 - 11.9 - 12.1 - 12.8 - 12.6 - 12.0 - 11.7 - 11.8 - 11.8	12.5 - 24.4 - 36.5 - 49.3 - 61.9 - 73.9 - 85.6 - 97.4 - 109.2 (36.5-35.3)
200201010311	ダ	右	1700	晴	良	15:30	報知杯大雪ハンデ 		2002-8-17	1	札幌	3	3歳以上1600万下	(混)[指](ハンデ)	2	650	4	2	220	5	5	180	3	3	190	4	2-5	1500	8	2-5	1920.0	10.0	2-5	730	9.0	2-3	740	10.0	3-5	570	6.0	2=>5	4090	22	2-3-5	3050	11	12(2,5,4)10(1,7)(6,11)9-3=8	12,2(5,4)(1,7,10)(6,9,11)3-8	12,2,5(1,7,4)(6,10)9(8,3)11	2(12,5)-(7,3)4(1,9)10(6,8)=11	6.3 - 11.4 - 12.3 - 12.7 - 12.7 - 12.7 - 12.4 - 12.6 - 12.4	6.3 - 17.7 - 30.0 - 42.7 - 55.4 - 68.1 - 80.5 - 93.1 - 105.5 (30.0-37.4)
200201010312	芝	右	2000	晴	良	16:10	日高特別 		2002-8-17	1	札幌	3	3歳以上1000万下	(混)[指](ハンデ)	6	1010	5	6	420	6	2	190	3	3	220	4	2-5	1140	5	2-6	2930.0	12.0	2-6	910	10.0	3-6	1,190	15.0	2-3	530	4.0	6=>2	6640	26	2-3-6	4030	15	3,4(6,8,12,13)-7(1,2)-10-11,5,9	3,4,8(6,12,13)(1,7,2)=(10,11)-(5,9)	(*3,4)(6,8)(1,7,12,13,2)-(5,10,9)11	3(6,8,2)4(1,7)12,13(5,10,9)11	13.1 - 11.4 - 11.8 - 12.2 - 12.4 - 12.8 - 12.1 - 11.9 - 12.1 - 11.4	13.1 - 24.5 - 36.3 - 48.5 - 60.9 - 73.7 - 85.8 - 97.7 - 109.8 - 121.2 (36.3-35.4)
200201010401	ダ	右	1000	晴	良	09:55	3歳未勝利		2002-8-18	1	札幌	4	3歳未勝利	(混)[指](馬齢)	7	640	4	7	240	4	8	230	3	11	210	2	6-6	1560	7	7-8	1480.0	8.0	7-8	470	6.0	7-11	420	4.0	8-11	540	8.0	7=>8	2430	8	7-8-11	2270	7			7(1,11)12,6-(8,9)2,3(4,10)5	7(1,11)12,6,8-2,9,3(4,10)5	12.9 - 11.4 - 11.9 - 12.2 - 12.4	12.9 - 24.3 - 36.2 - 48.4 - 60.8 (36.2-36.5)
