rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	1		ジェイトップ	牡4	670.0		阿部武臣	2:02.8				2.2	1	998	-3		坂本東一		小森唯永	22.0
2	6	6		アサヒユウシン	牡4	670.0		船山蔵人	2:11.2				3.5	2	1070	-18		久田守		稲谷義雄	7.7
3	7	8		ジェイボーイ	牡5	680.0		村上章	2:16.1				5.6	3	1003	12		小北栄一		小森うた子	4.4
4	2	2		ヒメミヤ	牝4	650.0		藤野俊一	2:17.1				9.6	4	1073	2		鈴木邦哉		斉藤修	1.9
5	8	10		サカノデラックス	牡4	670.0		舘澤直央	2:21.8				49.8	8	1023	2		服部義幸		（株）大阪畜産	1.3
6	7	7		ブラックラブ	牝4	650.0		長澤幸太	2:22.6				12.9	6	1000	-19		大河原和		山下信一	
7	3	3		アヴエクトワ	牝4	650.0		赤塚健仁	2:28.3				55.1	9	969	-1		久田守		細野俊秀	
8	8	9		ピアノ	牡4	670.0		渡来心路	2:30.3				10.3	5	1090	-2		槻舘重人		細川貞夫	
9	5	5		テンリュウザン	牡5	680.0		藤本匠	2:45.8				24.4	7	1030	-10		小林長吉		南信良	
取	4	4		アースネオジャパン	牡4	670.0		鈴木恵介					---		計不			谷あゆみ		丹羽武	
