rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	4	7		アオイシチフク	牝2	54.0		北村宏司	1:57.8		4-5-4-3	38.9	3.4	2	476	-4		中舘英二		鈴木照雄	510.0
2	3	5		フミチャン	牝2	54.0		三浦皇成	1:58.0	1.1/2	6-6-4-5	39.1	7.4	4	470	2		鹿戸雄一		林文彦	200.0
3	6	12		レッドウッドヒル	牝2	54.0		ルメール	1:58.1	3/4	6-6-7-5	39.0	2.3	1	482	2		武井亮		那須野牧場	130.0
4	4	8		ペイシャオウユー	牝2	54.0		戸崎圭太	1:58.2	1/2	16-16-14-12	38.6	5.7	3	456	4		石栗龍彦		北所直人	77.0
5	8	15		キュン	牝2	54.0		岩田望来	1:58.7	2.1/2	8-8-11-10	39.4	46.7	7	462	-4		戸田博文		吉澤ホールディングス	51.0
6	5	9		アポロスマイル	牝2	54.0		木幡巧也	1:58.8	3/4	8-8-8-7	39.6	19.4	5	482	2		岩戸孝樹		アポロサラブレッドクラブ	
7	1	2		ウインジュノー	牝2	54.0		丹内祐次	1:58.9	1/2	8-8-8-7	39.7	51.5	8	506	-2		松山将樹		ウイン	
8	7	14		ファインディーヴァ	牝2	53.0		斎藤新	1:59.1	3/4	3-3-2-2	40.4	93.1	10	476	-10		斎藤誠		杉山忠国	
9	7	13		アッシュゲイル	牝2	54.0		吉田豊	1:59.1	クビ	11-11-11-12	39.7	533.1	16	454	-2		土田稔		山口敦広	
10	1	1		オリンピックトーチ	牝2	51.0		小林凌大	1:59.4	1.1/2	12-11-13-12	39.9	521.9	15	450	-4		伊藤圭三		ゴドルフィン	
11	8	16		ベルザキャット	牝2	54.0		西村太一	1:59.7	2.0	14-13-14-16	40.1	472.3	14	442	10		高橋文雅		ミルファーム	
12	5	10		グラスピレ	牝2	54.0		田辺裕信	1:59.9	1.1/4	15-15-8-10	40.7	45.4	6	460	-16		伊藤圭三		ノルマンディーサラブレッドレーシング	
13	3	6		イッツライフ	牝2	54.0		岩部純二	2:00.2	1.3/4	12-13-14-15	40.6	441.7	13	456	4		伊藤伸一		ミルファーム	
14	6	11		インプルーヴ	牝2	53.0		木幡育也	2:00.2	クビ	2-2-2-1	41.6	167.2	12	436	0		佐藤吉勝		石瀬浩三	
15	2	4		パンプイットアップ	牝2	54.0		石橋脩	2:01.9	10.0	4-4-4-7	43.0	166.2	11	472	0		伊藤圭三		ヒダカ・ブリーダーズ・ユニオン	
16	2	3		キタノスウォード	牝2	51.0		原優介	2:03.0	7.0	1-1-1-3	44.5	53.8	9	462	-6		萱野浩二		北所直人	
