rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	10		アルクトス	牡4	56.0		田辺裕信	1:21.2		4-4	36.5	6.5	2	548	2		栗田徹		山口功一郎	3,652.5
2	7	12		ミッキーワイルド	牡4	56.0		北村友一	1:21.3	1/2	7-6	36.2	6.5	3	510	2		安田隆行		野田みづき	1,415.0
3	3	4		ヴェンジェンス	牡6	56.0		幸英明	1:21.6	2.0	3-3	37.1	7.8	4	490	-2		大根田裕		宮川純造	907.5
4	3	5		サンライズノヴァ	牡5	57.0		松若風馬	1:21.7	3/4	13-12	35.4	11.3	6	534	-6		音無秀孝		松岡隆雄	540.0
5	5	9		マテラスカイ	牡5	57.0		武豊	1:21.8	クビ	1-1	37.5	2.4	1	512	0		森秀行		大野剛嗣	360.0
6	4	7		アディラート	牡5	56.0		酒井学	1:21.9	3/4	9-8	36.4	56.2	9	508	0		須貝尚介		安原浩司	
7	8	14		キングズガード	牡8	56.0		Ｍ．デム	1:21.9	アタマ	11-11	35.9	13.8	8	478	-4		寺島良		日進牧場	
8	5	8		ウインムート	牡6	58.0		川田将雅	1:22.2	1.1/2	4-5	37.4	13.1	7	510	3		加用正		ウイン	
9	1	1		サクセスエナジー	牡5	57.0		松山弘平	1:22.4	1.0	2-2	38.0	9.6	5	532	4		北出成人		高嶋哲	
10	4	6		ワンダーサジェス	牝6	54.0		太宰啓介	1:22.4	アタマ	8-8	37.1	243.2	14	494	8		石橋守		山本能成	
11	2	2		ダノングッド	牡7	56.0		鮫島克駿	1:22.4	アタマ	11-13	36.3	174.1	13	528	2		村山明		ダノックス	
12	8	15		プロトコル	牡8	56.0		川須栄彦	1:22.6	1.1/4	10-10	36.8	346.9	15	532	4		牧光二		石瀬浩三	
13	2	3		ドンフォルティス	牡4	56.0		秋山真一	1:22.6	ハナ	14-13	36.2	59.6	10	492	-14		牧浦充徳		山田貢一	
14	6	11		オールドベイリー	牡5	56.0		小崎綾也	1:22.8	1.1/4	6-6	37.8	90.4	12	468	-2		中内田充		ゴドルフィン	
15	7	13		アードラー	牡5	56.0		西村淳也	1:22.9	クビ	15-15	36.3	72.7	11	484	-8		音無秀孝		吉澤克己	
