rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	3		タニオブスカイ	牡6	56.0		山本政聡	1:31.9		9-8-7-4	39.2	3.6	2	508	-13		永田幸宏		谷正之	35.0
2	4	4		イエローハート	牡4	56.0		木村暁	1:32.5	4.0	1-1-1-1	40.6	4.6	3	475	-2		畠山信一		村上聡蔵	12.3
3	2	2		ウムラオフ	牡6	56.0		大坪慎	1:32.8	1.1/2	4-3-4-4	40.5	107.8	11	438	2		橘友和		（同）ランニング・ク	7.0
4	6	7		ダイセンスカイ	牝4	54.0		山本聡哉	1:32.9	3/4	2-2-2-2	40.8	3.1	1	467	4		千葉幸喜		根田喜久雄	3.5
5	5	6		グランドバローズ	セ8	56.0		岩本怜	1:33.0	1/2	11-11-10-6	39.9	25.6	7	455	-4		工藤裕孝		小笠原岳	1.8
6	6	8		ヤマジュンミクロ	牝6	54.0		村上忍	1:33.1	1/2	5-5-2-3	40.8	7.5	4	445	-5		畠山信一		山下洵一郎	
7	7	10		プラトンイミシャン	牡9	56.0		陶文峰	1:33.6	3.0	10-9-9-9	40.5	39.3	8	468	-6		千葉博次		高橋清幸	
8	8	11		ヤマショウハヤテ	牝5	54.0		鈴木祐	1:33.9	2.0	7-7-6-7	41.2	9.5	5	460	3		小林俊彦		山下勇	
9	7	9		ヤマニンアネッリ	牝5	54.0		高橋悠里	1:34.0	3/4	3-4-5-8	41.5	114.7	12	466	10		伊藤和		土井久美子	
10	8	12		ブロッケンリング	牝4	50.0		関本玲花	1:34.2	1.1/4	8-9-8-10	41.2	62.3	9	424	-3		千葉博次		谷謙介	
11	1	1		ボルドネス	セ9	56.0		関本淳	1:34.5	1.1/2	12-12-12-12	40.4	11.1	6	484	-3		晴山厚司		兼行聡	
12	5	5		カラスミヤビ	牝5	53.0		塚本涼人	1:34.6	3/4	6-6-10-11	41.8	68.5	10	453	-1		酒井仁		鈴木雅俊	
