waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2016103051	サンエイパール			05229	山口勲	05005	九日俊光	427	-5
2	2	2018104038	モンテモナコ			05579	出水拓人	05109	古賀光範	445	3
3	3	2018102645	セイーサ			05501	山下裕貴	a01e2	頼本盛行	400	0
4	4	2015103409	ブランモンストル			a0273	村松翔太	a0259	柳井宏之	494	1
5	5	2018103502	カシノマイスター			05456	田中純	05109	古賀光範	488	-2
6	6	2018103480	シュガーレス			05587	小松丈二	a00fc	武藤敏明	430	17
7	7	2018102814	セラダエストレーラ			05548	竹吉徹	05106	真島元徳	417	-1
7	8	2016103512	シャイナ			05601	金山昇馬	a01e2	頼本盛行	462	8
8	9	2017100242	プリティアイドル			a04aa	加茂飛翔	05601	東眞市	486	0
8	10	2018101013	カシノバリサイト			a0036	吉本隆記	05098	山下定文	483	-4
