waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2019106490	ミンナノユメミノル	牡2	54.0	01161	菊沢	01090	天間	476	6
2	2	2019100985	リブラソナチネ	牝2	54.0	01061	大庭	01093	松永康	368	-4
3	3	2019101160	ボーントゥウィン	牝2	52.0	01181	秋山稔	01112	田島	416	4
4	4	2019100213	ウインマーベル	牡2	54.0	01091	丹内	01174	深山	452	4
5	5	2019102695	パナシュ	牡2	54.0	01109	黛	01010	中野	412	-4
5	6	2019105208	チェンジザワールド	牡2	54.0	01124	国分恭	00422	五十嵐	502	0
6	7	2019109029	グランジャンブ	牡2	54.0	01143	原田和	01179	鈴木慎	464	-6
6	8	2019106893	ハマーフェイス	牡2	54.0	01032	池添	01155	渡辺	444	2
7	9	2019103360	ジョーブリッランテ	牡2	54.0	01170	横山武	01110	清水久	484	-8
7	10	2019105859	エーティーマクフィ	牡2	54.0	01093	藤岡佑	01161	武英	436	4
8	11	2019101653	ゼンダンルーチェ	牡2	54.0	01025	勝浦	00435	藤原辰	410	-2
8	12	2019104492	フレッシュラムール	牝2	53.0	01178	斎藤	01086	斎藤誠	432	0
