rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	1		アンクレットハート	牝6	55.0		澤田龍哉	1:01.1		8-3	37.0	3.7	2	456	3		坂本昇		藤木隆之	240.0
2	7	12		アンナラヴェリテ	牝7	55.0		御神本訓	1:01.2	3/4	1-1	37.6	1.5	1	496	9		川島正一		（株）ノルマンディ	96.0
3	5	7		セイントビーナス	牝6	54.0		篠谷葵	1:02.1	4.0	10-8	37.5	17.5	4	457	7		張田京		内海正章	60.0
4	8	14		リッチアロマ	牝4	55.0		福原杏	1:02.4	1.1/2	2-2	38.6	110.1	11	453	2		水野貴史		シグラップ・マネジメ	36.0
5	3	3		サーストンバーラム	牡6	57.0		仲野光馬	1:02.7	1.1/2	3-4	38.7	19.2	5	464	-6		阿井正雄		ＫＡＪＩＭＯＴＯＨ	24.0
6	4	5		キャストロペトラ	牡5	55.0		山本聡紀	1:03.0	1.1/2	12-12	38.2	78.3	9	483	9		山本学		手嶋康雄	
7	3	4		コウユープリプリ	牝7	53.0		和田譲治	1:03.2	1.0	7-7	39.1	30.2	6	455	1		宇野木博		加治屋貞光	
8	4	6		ケイアイテディ	牡7	57.0		山崎誠士	1:03.2	クビ	9-10	38.8	9.7	3	493	-9		山崎尋美		根田喜久雄	
9	5	8		ピュアファンタジー	牝5	54.0		古岡勇樹	1:03.4	3/4	4-5	39.4	135.2	12	474	-3		小澤宏次		堀口晴男	
10	7	11		タイニーベイビー	牡5	55.0		左海誠二	1:03.5	1/2	11-11	38.9	50.9	8	455	-6		繁田健一		山口裕介	
11	8	13		ニッチモサッチモ	セ6	57.0		山中悠希	1:03.7	1.0	14-14	38.7	171.4	14	443	0		伊藤滋規		内田玄祥	
12	6	9		ノーブルゲート	牡4	55.0		岡村裕基	1:04.2	2.1/2	13-13	39.2	151.3	13	489	-8		八木仁		吉木伸彦	
13	6	10		エダマメ	牝5	50.0		菅原涼太	1:04.5	1.1/2	6-9	40.5	89.9	10	484	-10		長谷川忍		新井弘幸	
14	2	2		クレイジービクトリ	牝7	53.0		岡村健司	1:04.8	1.1/2	5-6	40.8	30.5	7	490	3		佐々木仁		市原高一	
