waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2019105715	セキテイホノオー	牡2	54.0	00684	田中勝	00392	古賀史	436	0
2	2	2019104962	ウィリン	牝2	54.0	05212	Ｍデムーロ	01163	林	418	0
3	3	2019101037	エシェロン	牡2	54.0	01135	杉原	01086	斎藤誠	452	0
4	4	2019101746	ベニッシモ	牡2	54.0	01122	三浦	01109	伊藤大	460	0
4	5	2019103610	ニシノアナ	牝2	54.0	01150	石川	01020	相沢	468	0
5	6	2019101562	デフィデリ	牡2	54.0	01077	石橋脩	00437	南田	448	0
5	7	2019105743	プランセスカグヤ	牝2	54.0	01169	武藤	01064	武藤	440	0
6	8	2019105771	ザナイトカフェ	牡2	54.0	01092	津村	00420	宗像	472	0
6	9	2019105555	ヴェールアンレーヴ	牝2	54.0	01127	丸山	01175	宮田	432	0
7	10	2019103251	スピードドリブン	牡2	54.0	01162	木幡巧	01051	岩戸	496	0
7	11	2019104265	ナムラメイ	牝2	54.0	01117	丸田	01043	石栗	446	0
8	12	2019102838	チアリング	牝2	54.0	01134	嶋田	01056	本間	448	0
8	13	2019102615	キタノパフューム	牝2	54.0	01029	武士沢	01131	蛯名利	422	0
