着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1		3	5.5	2	000a0144c6	セ	5			58.0		0	3-3		0マクドナ	0C.J.	00nan	0.0	2019B6a00107
2		7	8.0	4	Smartedge	セ	5			56.5		2	6-4		0Ｔベリー	0P. &	00nan	0.0	2019B6a00107
3		4	31.0	7	2013100111	セ	6			57.5		アタマ	5-5		0J.Co	0K.A.	00nan	0.0	2019B6a00107
4		13	9.5	5	Love Shack Baby	セ	5			53.5		アタマ	1-1		0フォード	0D.A.	00nan	0.0	2019B6a00107
5		6	6.0	3	Sweet Deal	牝	5			56.5		1.1/2	2-2		000シン	0J.P.	00nan	0.0	2019B6a00107
6		10	31.0	8	High Mist	セ	6			55.5		2	7-7		0T.A.	0C.J.	00nan	0.0	2019B6a00107
7		1	61.0	9	Here to There	セ	10			58.5		アタマ	4-6		0T.M.	0C.Ma	00nan	0.0	2019B6a00107
8		9	2.2	1	Girl Tuesday	牝	5			55.5		アタマ	9-9		0マカヴォ	0C.J.	00nan	0.0	2019B6a00107
9		2	101.0	10	Admiral Jello	セ	7			59.5		2	10-10		0クリッパ	0K.A.	00nan	0.0	2019B6a00107
10		14	21.0	6	Generalissimo	セ	6			53.0		アタマ	8-8		0ブラウン	0G.Wh	00nan	0.0	2019B6a00107
取		5	0.0	0	Leodoro	セ	8			57.0			0-0		0スコフィ	0M.C.	00nan	0.0	2019B6a00107
取		8	0.0	0	Mapmaker	セ	8			56.0			0-0		0R.Do	0T.R.	00nan	0.0	2019B6a00107
取		11	0.0	0	Notio	セ	6			55.0			0-0		0アヴドゥ	0M. W	00nan	0.0	2019B6a00107
取		12	0.0	0	Looks Like Elvis	セ	5			54.0			0-0		Unknown	0B.J.	00nan	0.0	2019B6a00107
取		15	0.0	0	Nicochet	セ	6			52.0			0-0		0K.O'	0J.C.	00nan	0.0	2019B6a00107
1		9	3.2	1	Whispering Brook	牝	6			56.5		0	4-4		00ザーラ	0D.K.	00nan	0.0	2019B6a00407
2		3	9.5	6	Fell Swoop	セ	8			58.5		3/4	1-1		0マカヴォ	0M.Da	00nan	0.0	2019B6a00407
3		5	6.0	2	000a0144a3	牡	6			58.5		1.1/4	8-6		00レーン	0D.K.	00nan	0.0	2019B6a00407
4		10	71.0	10	Princess of Queens	牝	6			56.5		アタマ	6-7		000ダン	0M.Pr	00nan	0.0	2019B6a00407
5		2	13.0	7	Redkirk Warrior	セ	8			58.5		アタマ	10-8		0R.Ba	0D. &	00nan	0.0	2019B6a00407
6		8	7.0	3	000a0144b8	牡	4			58.5		3/4	7-9		00アレン	0D.K.	00nan	0.0	2019B6a00407
7		6	41.0	9	Manuel	牡	6			58.5		クビ	3-2		0L.Cu	0A.J.	00nan	0.0	2019B6a00407
8		4	7.0	4	Malaguerra	セ	8			58.5		3/4	5-5		0メルハム	0P.Ge	00nan	0.0	2019B6a00407
9		1	8.5	5	2013100096	牡	6			58.5		2	9-10		0ウォーカ	0D.K.	00nan	0.0	2019B6a00407
10		7	14.0	8	Runson	セ	7			58.5		3	2-3		0バスター	0L. &	00nan	0.0	2019B6a00407
1		9	19.0	10	Haripour	セ	5			56.0		0	6-6		00ディー	0C.J.	00nan	0.0	2019B6a00807
2		10	12.0	7	Mantastic	セ	5			56.0		1.1/2	12-7		0ウォーカ	0C.J.	00nan	0.0	2019B6a00807
