日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2007/07/14	曇	9	18	5	10	3.8	1	5	57.0	良	0:55.8	0.4	2	32.7-33.3	33.6	新潟	200704020109	閃光特別(500万下)	200704020109	01014	福永祐一	芝	1000	476	2	105.0
2007/05/12	曇	12	16	6	11	7.6	4	9	57.0	良	1:10.3	0.9	2-2	34.1-35.3	36.1	新潟	200704010512	湯沢特別(500万下)	200704010512	00635	中舘英二	芝	1200	474	0	0.0
2007/05/05	晴	10	16	3	6	3.9	2	2	57.0	良	0:55.6	0.2	2	32.8-33.3	33.3	新潟	200704010310	飛竜特別(500万下)	200704010310	00635	中舘英二	芝	1000	474	-10	431.2
2007/03/18	晴	7	16	6	11	3.9	2	6	54.0	良	1:00.6	1.1	3-2	35.1-36.3	37.3	中京	200707010607	4歳以上500万下	200707010607	01112	荻野琢真	ダ	1000	484	0	0.0
2007/03/03	晴	12	16	7	14	4.8	2	7	57.0	良	1:09.0	0.5	2-2	33.0-35.5	36.0	中京	200707010112	鞍ケ池特別(500万下)	200707010112	00635	中舘英二	芝	1200	484	22	0.0
2006/07/16	晴	11	13	4	4	4.4	3	4	57.0	良	1:08.6	0.5	3-4	33.3-34.8	35.1	小倉	200610020211	有田特別(500万下)	200610020211	00666	武豊	芝	1200	462	-12	160.0
2006/06/17	晴	9	16	3	5	3.4	2	6	57.0	良	1:09.5	0.9	6-5	33.4-35.2	35.8	福島	200603020109	3歳以上500万下	200603020109	00635	中舘英二	芝	1200	474	4	0.0
2006/05/21	晴	12	16	8	15	4.6	2	10	57.0	良	1:10.8	0.5	1-1	34.6-35.7	36.2	新潟	200604010812	湯沢特別(500万下)	200604010812	00635	中舘英二	芝	1200	470	0	0.0
2006/05/13	曇	10	16	6	12	5.5	2	2	57.0	良	0:56.0	0.0	1	33.3-33.8	33.8	新潟	200604010510	飛竜特別(500万下)	200604010510	00635	中舘英二	芝	1000	470	6	431.2
2005/10/22	曇	12	15	2	4	3.5	2	9	57.0	良	1:10.1	0.8	11-8	34.0-35.3	35.4	福島	200503030112	会津特別(500万下)	200503030112	05223	赤木高太	芝	1200	464	0	0.0
2005/09/25	曇	12	16	1	1	2.4	1	2	57.0	稍	1:09.2	0.0	1-1	33.5-35.7	35.7	中山	200506040612	3歳以上500万下	200506040612	00711	後藤浩輝	芝	1200	464	-12	300.0
2005/08/28	曇	9	16	6	12	5.4	2	3	57.0	良	0:55.9	1.5	8	32.6-32.4	33.5	新潟	200504030609	稲妻特別(500万下)		00635	中舘英二	芝	1000	476	8	266.0
2005/07/23	晴	12	18	6	11	2.8	1	4	57.0	良	1:08.8	0.4	3-3	33.7-34.7	34.9	小倉	200510020312	3歳以上500万下		00666	武豊	芝	1200	468	-6	110.0
2005/06/19	晴	8	16	6	11	4.1	2	4	57.0	良	1:08.4	0.5	5-4	32.7-35.2	35.4	福島	200503020208	3歳以上500万下		00635	中舘英二	芝	1200	474	4	110.0
2005/05/01	小雨	9	14	6	10	18.8	8	14	57.0	良	1:21.8	1.1	3-3	34.7-34.7	35.4	京都	200508030409	祇園特別(1000万下)		05378	ボス	芝	1400	470	4	0.0
2004/10/09	曇	10	17	3	6	3.3	1	14	55.0	稍	1:10.7	1.3	6-7	34.1-35.3	36.2	京都	200408040110	壬生特別(1000万下)		00666	武豊	芝	1200	466	-2	0.0
2004/09/20	晴	10	16	3	5	5.4	3	8	55.0	良	1:09.9	0.8	11-13	34.8-34.3	34.2	阪神	200409040410	仲秋特別(1000万下)		00666	武豊	芝	1200	468	0	0.0
2004/08/08		4	18		16			18	56.0	稍		0.0				フランス	2004A8080804	モーリス・ド・ゲスト(G1)		00660	横山典弘	芝	1300	計不		0.0
2004/07/10	曇	4	9		1			4	55.0	稍		0.0				イギリス	2004A6071004	シティウォールS(OP)				芝	1000	計不		0.0
2004/05/23	雨	7	18	6	11	1.5	1	1	56.0	良	1:09.8	-0.1	3-3	33.7-36.1	35.8	中京	200407020207	3歳500万下		00660	横山典弘	芝	1200	452	-12	700.0
2004/05/02	晴	8	16	2	3	1.4	1	2	56.0	良	1:09.3	0.4	1-1	33.6-35.3	35.7	京都	200408030408	あやめ賞(500万下)		05212	Ｍデムー	芝	1200	464	6	410.2
2004/04/17	晴	9	11	7	8	3.0	1	2	56.0	良	1:08.4	0.2	2-2	33.3-34.9	35.0	中山	200406030709	桜草特別(500万下)		00660	横山典弘	芝	1200	458	-8	408.8
2004/03/27	晴	4	18	4	8	2.2	1	1	56.0	良	1:10.1	-0.6	1-1	34.6-35.5	35.5	中京	200407010704	3歳未勝利		00635	中舘英二	芝	1200	466	-2	500.0
2004/02/01	晴	2	18	6	11	1.7	1	2	56.0	良	1:10.4	0.1	2-2	33.6-36.7	36.8	小倉	200410010602	3歳未勝利		00890	ヒューズ	芝	1200	468	2	200.0
2004/01/25	曇	2	18	8	18	1.8	1	2	56.0	良	1:11.3	0.4	1-2	34.3-36.6	37.0	小倉	200410010402	3歳未勝利		05302	スボリッ	芝	1200	466	6	200.0
2003/12/21	晴	2	11	6	6	2.3	1	2	55.0	稍	1:11.5	0.3	2-2	35.7-35.5	35.6	中京	200307030602	2歳新馬		00890	ヒューズ	芝	1200	460	0	280.0
