waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2016106595	ジェメナイ			05491	田中直人	a01d6	大垣敏夫	442	1
2	2	2015102730	オモウツボ			05579	出水拓人	05624	中川竜馬	503	-3
3	3	2017105266	ユニークマイア			05601	金山昇馬	05333	矢野久美	400	3
4	4	2017102823	シャムエル			a0201	岩永千明	a0259	柳井宏之	513	9
5	5	2015100700	ベルノート			05548	竹吉徹	a00f4	山田義人	409	-5
6	6	2016105460	クロスロード			a0273	村松翔太	a0259	柳井宏之	445	2
7	7	2016105317	グリームロータス			05329	倉富隆一	05624	中川竜馬	452	4
7	8	2017102867	タカイチヒカリ			05456	田中純	05420	東美義	481	-2
8	9	2017102355	ヒットパレード			05147	長田進仁	a00f6	中野博	439	7
8	10	2015104177	レゲンダアウレア			00409	鮫島克也	05059	大島静夫	440	4
