日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/03/14	曇	10	11	4	4	18.4	7	4	56.0	不	1:28.0	2.1	9-8-5-5	0.0-38.0	38.7	水沢	202236031410	スプリント特別(OP)	movie.html?race_id=202236031410	05119	ダ	1400	446	-12	12.0
2022/02/13	曇	10	10	6	6	7.6	3	3	56.0	稍	1:31.7	1.8	5-5-4-3	0.0-37.8	39.3	佐賀	202255021310	スノードロップ賞	movie.html?race_id=202255021310	05229	ダ	1400	458	-1	11.2
2022/01/30	曇	11	10	8	9	5.6	2	2	56.0	良	1:31.2	2.2	4-4-3-2	0.0-38.6	40.4	佐賀	202255013011	SAGAリベンジャー	movie.html?race_id=202255013011	05229	ダ	1400	459	2	21.0
2022/01/10	晴	10	12	3	3	10.0	4	4	56.0	良	1:31.1	1.8	9-9-7-5	0.0-39.7	39.8	佐賀	202255011010	SAGAリベンジャー	movie.html?race_id=202255011010	05560	ダ	1400	457	-4	5.6
2021/12/19	曇	10	10	5	5	8.8	3	3	56.0	不	1:31.5	0.9	10-10-5-6	0.0-38.3	38.4	佐賀	202155121910	ターコイズ賞	movie.html?race_id=202155121910	05456	ダ	1400	461	2	11.2
2021/12/05	晴	10	9	8	9	3.0	2	6	56.0	重	1:24.3	1.0	5-4-3-6	0.0-39.2	39.9	佐賀	202155120510	カトレア賞	movie.html?race_id=202155120510	05286	ダ	1300	459	7	0.0
2021/11/20	晴	11	11	1	1	4.1	3	3	56.0	良	1:30.5	0.3	4-4-4-5	0.0-38.6	38.2	佐賀	202155112011	SAGAリベンジャー	movie.html?race_id=202155112011	05456	ダ	1400	452	-1	11.2
2021/11/06	曇	11	8	3	3	2.3	2	2	56.0	良	1:30.0	0.3	5-5-4-2	0.0-39.0	38.5	佐賀	202155110611	シクラメン賞	movie.html?race_id=202155110611	05229	ダ	1400	453	2	21.0
2021/10/23	晴	11	11	8	10	2.3	1	2	56.0	良	1:30.1	0.1	4-4-3-2	0.0-38.6	38.7	佐賀	202155102311	ハーベスト賞	movie.html?race_id=202155102311	05229	ダ	1400	451	4	21.0
2021/10/03	晴	10	11	6	6	1.4	1	2	56.0	良	1:29.4	0.3	3-3-3-3	0.0-38.5	38.4	佐賀	202155100310	紅葉特別	movie.html?race_id=202155100310	05229	ダ	1400	447	-3	21.0
2021/09/18	晴	7	10	4	4	4.8	4	1	56.0	不	1:28.4	-0.7	7-7-2-1	0.0-38.9	38.6	佐賀	202155091807	りんどう賞	movie.html?race_id=202155091807	05229	ダ	1400	450	0	80.0
2021/08/27	晴	11	11	7	8	6.6	2	1	56.0	重	0:54.1	-0.3	5-4	0.0-36.3	35.7	佐賀	202155082711	向日葵特別	movie.html?race_id=202155082711	05229	ダ	900	450	-2	70.0
2021/07/25	晴	11	10	8	11	59.5	9	7	56.0	良	1:47.5	1.6	9-8-9-8	0.0-40.4	40.6	高知	202154072511	ヤ・シィパーク特別	movie.html?race_id=202154072511	a02da	ダ	1600	452	2	0.0
2021/07/11	晴	9	10	1	1	20.6	6	3	56.0	重	1:24.1	0.7	5-4-4-3	0.0-39.1	39.2	高知	202154071109	C1ー3	movie.html?race_id=202154071109	a02da	ダ	1300	450	-5	14.0
2021/06/27	曇	9	9	1	1	20.4	4	8	53.0	不	1:32.5	3.0	6-6-4-8	0.0-39.2	41.4	高知	202154062709	C1ー2	movie.html?race_id=202154062709	05615	ダ	1400	455	-2	0.0
2021/06/13	曇	11	10	7	7	30.6	6	8	53.0	重	1:49.5	3.6	6-7-8-8	0.0-41.7	44.1	高知	202154061311	琵琶ヶ滝特別	movie.html?race_id=202154061311	a02da	ダ	1600	457	1	0.0
2021/05/23	晴	11	9	1	1	9.7	4	2	53.0	不	1:22.8	0.6	4-3-4-1	0.0-39.1	39.3	高知	202154052311	琴ヶ浜特別	movie.html?race_id=202154052311	05615	ダ	1300	456	-1	42.0
2021/05/09	晴	6	10	6	6	4.0	3	3	56.0	不	1:30.6	0.3	1-1-1-1	0.0-39.6	39.9	高知	202154050906	お帰り濱尚美騎手特別	movie.html?race_id=202154050906	a0185	ダ	1400	457	4	14.0
2021/04/25	晴	8	11	6	7	4.3	2	8	56.0	稍	1:34.3	2.3	4-4-4-4	0.0-40.4	41.8	高知	202154042508	けいばでけいば特別	movie.html?race_id=202154042508	a0185	ダ	1400	453	-5	0.0
2021/04/11	晴	7	10	8	10	2.6	2	7	56.0	重	1:33.6	1.9	3-4-3-6	0.0-40.1	41.6	高知	202154041107	C1ー4	movie.html?race_id=202154041107	a02da	ダ	1400	458	2	0.0
2021/03/31	晴	8	8	8	8	1.2	1	1	56.0	重	1:30.4	-1.2	2-2-2-1	0.0-38.7	38.6	高知	202154033108	貴九二泪の別れ特別	movie.html?race_id=202154033108	05074	ダ	1400	456	7	70.0
2021/03/02	晴	7	9	8	8	1.3	1	2	56.0	不	1:29.6	1.2	2-2-2-2	0.0-37.2	38.2	高知	202154030207	C1ー6	movie.html?race_id=202154030207	05074	ダ	1400	449	-3	24.5
2021/02/14	雨	9	8	3	3	1.8	1	1	56.0	良	1:46.4	-1.2	1-1-1-1	0.0-40.1	40.1	高知	202154021409	第14回嫉妬の炎特別	movie.html?race_id=202154021409	05074	ダ	1600	452	3	60.0
2021/02/02	晴	6	10	6	6	1.2	1	1	56.0	不	1:25.6	-0.2	2-2-2-1	0.0-39.1	39.0	高知	202154020206	C3ー2	movie.html?race_id=202154020206	05074	ダ	1300	449	-9	50.0
2021/01/20	晴	9	16	2	3	13.8	6	5	56.0	良	1:14.6	0.7	5-5	36.1-37.8	38.1	大井	202144012009	C1四　五	movie.html?race_id=202144012009	05399	ダ	1200	458	-1	12.0
2020/12/25	晴	8	14	7	11	3.5	1	1	56.0	良	1:15.1	0.0	3-3	35.8-39.3	39.0	大井	202044122508	C112　13	movie.html?race_id=202044122508	05399	ダ	1200	459	-2	120.0
2020/12/07	晴	12	13	4	4	7.3	4	8	56.0	良	1:14.9	0.7	3-3	35.8-38.4	38.8	大井	202044120712	C111　12	movie.html?race_id=202044120712	05399	ダ	1200	461	-3	0.0
2020/11/19	晴	6	14	3	3	3.1	1	3	56.0	良	1:14.5	1.0	5-6	35.7-37.8	38.0	大井	202044111906	C2一　二三	movie.html?race_id=202044111906	05399	ダ	1200	464	1	25.0
2020/11/03	曇	6	16	2	4	2.1	1	1	56.0	稍	1:14.5	0.0	5-5	35.8-38.7	38.3	大井	202044110306	名馬はここから生まれ	movie.html?race_id=202044110306	05399	ダ	1200	463	8	100.0
2020/10/06	曇	4	16	7	13	2.9	2	3	56.0	良	1:15.1	0.4	7-5	35.8-38.9	38.8	大井	202044100604	C2九　十	movie.html?race_id=202044100604	05399	ダ	1200	455	4	25.0
2020/09/19	曇	3	14	8	13	2.6	1	1	56.0	良	1:15.3	-1.3	3-3	35.9-39.4	39.3	大井	202044091903	3歳　130万	movie.html?race_id=202044091903	05399	ダ	1200	451	13	160.0
2020/08/08	雨	4	18	7	14	120.1	15	14	56.0	稍	1:24.8	2.8	5-6	34.1-36.5	38.8	新潟	202004020504	3歳未勝利	202004020504	01009	芝	1400	438	4	0.0
2020/07/12	小雨	4	15	2	2	25.7	8	5	56.0	重	1:11.7	1.1	7-6	34.0-36.6	37.0	福島	202003020404	3歳未勝利	202003020404	01170	芝	1200	434	4	51.0
2020/05/02	晴	2	16	4	7	27.2	7	8	56.0	良	1:10.7	1.0	4-4	34.8-34.9	35.6	福島	202003010702	3歳未勝利	202003010702	01091	芝	1200	430	-12	0.0
2020/02/23	晴	3	18	6	12	28.8	11	9	56.0	稍	1:12.0	1.3	7-13	34.6-36.1	36.8	小倉	202010011203	3歳未勝利	202010011203	01091	芝	1200	442	6	0.0
2020/02/15	曇	4	18	6	12	12.6	7	5	56.0	良	1:10.5	0.3	5-4	33.5-36.7	36.6	小倉	202010010904	3歳未勝利	202010010904	01091	芝	1200	436	-2	51.0
2019/12/15	晴	3	16	6	11	25.8	9	7	55.0	良	1:10.0	0.5	6-6	32.8-36.7	36.5	中山	201906050603	2歳未勝利	201906050603	01009	芝	1200	438	0	0.0
2019/10/05	晴	3	14	3	4	41.0	10	7	55.0	良	1:22.7	0.6	1-1	35.7-34.3	34.9	東京	201905040103	2歳未勝利	201905040103	01009	芝	1400	438	-8	0.0
2019/09/16	雨	5	15	2	3	54.2	9	8	54.0	重	1:38.2	1.3	1-2-2	35.3-36.1	37.2	中山	201906040505	2歳新馬	201906040505	01091	芝	1600	446	0	0.0
