rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	2	2		フラワードラム	牝4	54.0		岡部誠	1:46.5		1-1-1	39.4	1.5	1	500	8		角田輝也		（株）グリーンファ	40.0
2	6	6		アモーレグリーン	セ4	54.0		宮下瞳	1:47.1	3.0	3-2-2	39.8	10.0	3	434	-6		宇都英樹		安部重夫	12.8
3	3	3		リーゼントジャンボ	牡4	56.0		丸野勝虎	1:48.2	5.0	7-7-3	39.7	3.2	2	525	-10		角田輝也		三浦大輔	7.2
4	4	4		ウィズザベスト	セ4	56.0		村上弘樹	1:49.9	8.0	9-8-7	41.1	27.2	6	438	-2		安部幸夫		西村健	4.8
5	7	7		キタノフェスタ	牝4	52.0		木之前葵	1:50.5	3.0	8-9-9	41.6	74.6	8	405	-1		宮本仁		後藤武久	3.2
6	8	9		ロケーション	牡4	56.0		今井貴大	1:50.8	1.1/2	2-2-4	43.5	21.9	5	475	3		竹下直人		大島栄一	
7	5	5		トーセンエリザベス	牝4	54.0		藤原良一	1:51.2	2.0	4-4-5	43.4	60.5	7	429	1		藤ヶ崎一		高井良隆男	
8	7	8		クラッキ	牡4	56.0		横井将人	1:51.4	1.0	6-6-8	43.1	75.1	9	479	-5		倉地学		稲葉光昭	
9	1	1		マルヨポピー	牝4	54.0		加藤聡一	1:51.8	2.0	5-5-6	43.8	14.8	4	475	3		川西毅		野村春行	
取	8	10		エイシンシンクロ	セ4	54.0		浅野皓大					---		計不			今津博之		平井克彦	
