日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/03/12	晴	12	16	5	9	73.5	13	5	55.0	良	1:09.0	0.2	3-3	34.0-34.8	34.7	中山	202206020512	4歳以上2勝クラス	202206020512	01096	芝	1200	478	6	111.0
2022/01/16	晴	12	14	6	10	35.4	10	12	54.0	良	1:10.2	0.8	6-5	34.3-35.1	35.4	中山	202206010612	4歳以上2勝クラス	202206010612	01178	芝	1200	472	-2	0.0
2021/12/26	晴	12	16	3	6	29.9	9	13	54.0	良	1:10.0	0.9	1-1	33.1-36.0	36.9	中山	202106050812	キャンドルライト賞(2勝クラス)	202106050812	01183	芝	1200	474	4	0.0
2021/10/16	曇	12	18	8	18	2.7	1	6	53.0	良	0:55.9	0.6	1	32.9-33.1	33.7	新潟	202104050312	飛翼特別(2勝クラス)	202104050312	01183	芝	1000	470	2	0.0
2021/08/08	曇	9	18	2	4	16.4	8	9	52.0	良	0:55.1	0.7	1	31.9-32.7	33.4	新潟	202104030609	驀進特別(2勝クラス)	202104030609	01183	芝	1000	468	2	0.0
2021/07/24	晴	12	18	3	5	5.4	2	1	49.0	良	0:54.6	-0.3	3	32.1-32.8	32.7	新潟	202104030112	3歳以上1勝クラス	202104030112	01183	芝	1000	466	-12	760.0
2021/07/04	小雨	8	16	1	2	7.0	3	3	49.0	良	1:08.6	0.1	1-1	33.6-34.9	35.0	福島	202103010208	3歳以上1勝クラス	202103010208	01184	芝	1200	478	6	190.0
2021/05/30	晴	6	11	7	8	28.0	8	5	52.0	良	1:08.9	0.3	2-2	33.9-34.7	34.8	中京	202107030806	3歳1勝クラス	202107030806	01182	芝	1200	472	12	73.0
2021/03/06	曇	10	17	7	14	17.9	7	11	54.0	稍	1:11.4	1.2	7-11	35.0-35.2	35.8	小倉	202110020710	芝桜賞(1勝クラス)	202110020710	01091	芝	1200	460	-8	0.0
2021/02/21	晴	10	15	7	13	7.3	4	6	54.0	良	1:09.2	0.6	2-2	33.5-35.1	35.7	小倉	202110020410	あざみ賞(1勝クラス)	202110020410	01095	芝	1200	468	-6	0.0
2021/02/06	晴	10	13	2	2	19.2	9	2	54.0	良	1:09.0	0.3	5-4	33.2-35.5	35.5	小倉	202110010710	かささぎ賞(1勝クラス)	202110010710	01095	芝	1200	474	-6	408.4
2021/01/23	雨	10	17	4	7	29.5	12	17	54.0	稍	1:12.0	2.3	2-2	32.7-37.0	39.2	小倉	202110010310	萌黄賞(1勝クラス)	202110010310	01160	芝	1200	480	-4	0.0
2020/12/06	晴	3	16	8	15	9.3	4	1	54.0	稍	1:09.9	0.0	2-2	34.1-35.8	35.7	中山	202006050203	2歳未勝利	202006050203	01077	芝	1200	484	-2	510.0
2020/11/08	晴	2	16	1	1	4.6	2	3	54.0	良	1:10.3	0.1	1-1	34.2-36.0	36.1	福島	202003030402	2歳未勝利	202003030402	01157	芝	1200	486	2	130.0
2020/10/18	晴	2	10	3	3	28.1	7	2	54.0	良	1:09.6	0.0	1-1	33.7-35.9	35.9	新潟	202004040402	2歳未勝利	202004040402	01160	芝	1200	484	-4	200.0
2020/10/11	晴	6	18	2	3	26.2	6	7	51.0	良	0:56.3	0.6	9	32.9-33.6	33.6	新潟	202004040206	2歳未勝利	202004040206	01173	芝	1000	488	2	0.0
2020/09/19	曇	1	14	2	2	14.4	6	6	54.0	良	1:14.0	2.4	3-3	33.7-37.9	39.9	中山	202006040301	2歳未勝利	202006040301	01043	ダ	1200	486	-10	0.0
2020/08/29	晴	6	18	8	18	40.9	9	7	54.0	良	1:37.2	1.0	1-1	36.4-35.0	36.0	新潟	202004030506	2歳新馬	202004030506	00689	芝	1600	496	0	0.0
