waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017104974	ヴィサルガ			05530	杉浦健太	a02bf	新井隆太	504	-3
2	2	2017105195	パンゲア			05522	井上幹太	a0366	田中一巧	439	-3
3	3	2017101888	タケマルルーチェ			05597	鴨宮祥行	05590	長倉功	445	-2
4	4	2017102184	ソフィスティケイト			05328	下原理	05309	山口益巳	471	5
5	5	2015103678	ナリタブルー			a0488	大山龍太	05718	坂本和也	490	-4
5	6	2015105904	グローバルビジネス			a0489	佐々木世	05291	西村守幸	510	5
6	7	2017105314	アドマイヤヴェラ			05217	田中学	a03a2	石橋満	459	4
6	8	2015101021	ティカル			a0395	永井孝典	a029e	田村彰啓	500	-2
7	9	2014102383	ロマングレース			a029e	笹田知宏	a02be	飯田良弘	466	-15
7	10	2017103438	ジョーパティオ			05390	吉村智洋	a02d7	南弘樹	463	-5
8	11	2017105077	ヴァイスリヒト			05580	長谷部駿	05266	田中道夫	464	-5
8	12	2017100643	ヨンウォニ			05584	山田雄大	05707	諏訪貴正	465	0
