	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201806010101	ダ	右	1200	晴	良	09:55	3歳未勝利		2018-1-6	1	中山	1	3歳未勝利	[指](馬齢)	15	200	1	15	110	1	3	140	2	6.0	180	3.0	2-8	390.0	1.0	3-15	690	1	3-15	270	1	6-15	350	3	3-6	620	6	15=>3	980	1	3-6-15	1290	1	15=>3=>6	4060	1			9,15,1(7,14)4,5,2(11,3)8-(13,16)(6,12)-10	9,15(1,7,14)(4,3)-(2,5)11,8(6,16)13(12,10)	11.8 - 10.6 - 11.7 - 12.5 - 12.6 - 13.7	11.8 - 22.4 - 34.1 - 46.6 - 59.2 - 72.9 (34.1-38.8)
201806010102	ダ	右	1800	晴	良	10:25	3歳未勝利		2018-1-6	1	中山	1	3歳未勝利	[指](馬齢)	14	390	2	14	180	2	9	2,950	13	2.0	700	9.0	5-7	2610.0	8.0	9-14	43310	54	9-14	9,960	57	2-14	1,960	19	2-9	32,590	93	14=>9	56270	92	2-9-14	277720	247	14=>9=>2	2035310	1518	(*1,6)16,11-12,3-15(4,13)(8,14)10,2,7,9-5	(*1,6)-(11,16)-12(3,13)4(8,15,14)(2,10)-7,9-5	(*6,16,9)(11,13)14(1,12,10)(3,8)(2,4)7-15,5	9(6,16)14(11,13)8,12,10(2,3)(4,7)-15-5-1	12.7 - 11.3 - 12.3 - 13.3 - 13.3 - 13.6 - 13.0 - 13.4 - 13.5	12.7 - 24.0 - 36.3 - 49.6 - 62.9 - 76.5 - 89.5 - 102.9 - 116.4 (36.3-39.9)
201806010103	ダ	右	1800	晴	良	10:55	3歳新馬		2018-1-6	1	中山	1	3歳新馬	牝[指](馬齢)	7	5260	9	7	970	9	2	160	1	11.0	180	3.0	2-4	4790.0	16.0	2-7	7690	22	2-7	2,580	26	7-11	2,770	27	2-11	420	2	7=>2	26600	60	2-7-11	11350	35	7=>2=>11	136180	342	11,12(5,7)8(4,9)-(2,13)-3(1,6)15,14-10	11,12(5,7)8(4,9)(2,13)-3,6,1,14,15-10	11,12,7(5,9)(4,8,2,13)-(3,6)1,14=10-15	11(12,7)(2,9)13-5(4,8,3)14,6,1-10=15	12.9 - 11.8 - 13.3 - 13.7 - 13.1 - 12.8 - 13.0 - 13.1 - 14.0	12.9 - 24.7 - 38.0 - 51.7 - 64.8 - 77.6 - 90.6 - 103.7 - 117.7 (38.0-40.1)
201806010104	ダ	右	1200	晴	良	11:25	4歳以上500万下		2018-1-6	1	中山	1	4歳以上500万下	(混)[指](定量)	4	780	5	4	200	3	6	160	2	10.0	230	5.0	2-3	1370.0	6.0	4-6	1390	5	4-6	580	6	4-10	920	10	6-10	590	7	4=>6	3270	13	4-6-10	2540	4	4=>6=>10	16560	39			4(10,13,14)(7,6,11,16)(2,8,9)3,12-(1,15)-5	4,10,13(7,6,11,14)(2,8,16)(12,9)3,15,1-5	12.0 - 10.6 - 11.3 - 12.0 - 12.4 - 13.2	12.0 - 22.6 - 33.9 - 45.9 - 58.3 - 71.5 (33.9-37.6)
201806010105	芝	右	2000	晴	良	12:15	3歳未勝利		2018-1-6	1	中山	1	3歳未勝利	(混)[指](馬齢)	9	140	1	9	110	1	3	190	2	2.0	530	8.0	2-5	510.0	1.0	3-9	620	1	3-9	290	1	2-9	980	9	2-3	2,940	26	9=>3	760	1	2-3-9	4850	16	9=>3=>2	12660	34	16(3,9)(1,6,14)(4,10,12)-11(8,5)15-13,2-7	16,3(1,9)(6,14)4(10,12)11(8,5)15,13(2,7)	(*16,3)(1,9)6(14,12)(4,10,5)11(15,7)13,8,2	(*16,3)(1,9,5)6(4,10,14)11(15,12)(13,7)2-8	12.6 - 11.0 - 12.9 - 11.9 - 12.7 - 12.4 - 12.2 - 11.9 - 11.7 - 12.4	12.6 - 23.6 - 36.5 - 48.4 - 61.1 - 73.5 - 85.7 - 97.6 - 109.3 - 121.7 (36.5-36.0)
201806010106	ダ	右	1800	晴	良	12:45	3歳500万下		2018-1-6	1	中山	1	3歳500万下	(混)[指](馬齢)	3	350	2	3	160	1	10	550	8	14.0	250	4.0	2-5	3720.0	15.0	3-10	4850	17	3-10	1,430	18	3-14	610	4	10-14	2,880	31	3=>10	7530	28	3-10-14	11980	39	3=>10=>14	62280	201	11(13,15)12(10,16)-(1,14)-(2,4,6)9,5,3,7,8	11,13,15,12-(10,16)-(1,14)(2,6)(4,9)(5,3)-7,8	11(13,15)10(12,16)(4,14,6)3,7(2,5,9)-1,8	11-13,10(12,15,16,6)(4,14)(2,7,3)-(5,9)(1,8)	12.7 - 11.6 - 12.4 - 12.8 - 12.9 - 12.8 - 13.1 - 13.1 - 13.9	12.7 - 24.3 - 36.7 - 49.5 - 62.4 - 75.2 - 88.3 - 101.4 - 115.3 (36.7-40.1)
201806010107	芝	右	2000	晴	良	13:15	4歳以上500万下		2018-1-6	1	中山	1	4歳以上500万下	(混)[指](定量)	9	1170	4	9	370	4	14	1,210	9	6.0	2,850	12.0	5-7	1860.0	7.0	9-14	16200	32	9-14	2,940	26	6-9	11,830	59	6-14	31,720	88	9=>14	30890	57	6-9-14	339430	260	9=>14=>6	1669920	1327	12,16(1,4)14,8,10,6(9,15)(2,7,11)-13,3-5	12,16(1,4)14(8,10)6(9,15)(2,7)11(3,13)-5	12(16,4)(1,14)(8,9,10)6(2,7,15)-(11,13)(3,5)	12(16,4)(1,9,14)(8,6)10(2,7,15)(11,13)(3,5)	12.4 - 11.2 - 13.0 - 12.1 - 12.7 - 12.4 - 12.2 - 11.8 - 11.5 - 12.1	12.4 - 23.6 - 36.6 - 48.7 - 61.4 - 73.8 - 86.0 - 97.8 - 109.3 - 121.4 (36.6-35.4)
201806010108	ダ	右	1800	晴	良	13:50	4歳以上1000万下		2018-1-6	1	中山	1	4歳以上1000万下	(混)[指](定量)	10	560	3	10	190	3	7	150	2	8.0	350	6.0	4-5	960.0	5.0	7-10	960	2	7-10	440	3	8-10	1,470	14	7-8	980	7	10=>7	2190	7	7-8-10	5010	13	10=>7=>8	21720	44	10,7(8,15)(4,9,13)12(3,14)(6,16)11,1=5,2	10,7(8,15)(9,13)(4,12)(3,14)(6,16)11,1=5,2	(*10,7)(8,15)(9,13)4,14(12,16)(11,3)(6,1)-5-2	(*10,7)(8,15)(9,13)4,14(11,12,1)16(3,6)(2,5)	13.0 - 12.0 - 13.2 - 13.7 - 12.8 - 12.5 - 12.3 - 11.8 - 12.2	13.0 - 25.0 - 38.2 - 51.9 - 64.7 - 77.2 - 89.5 - 101.3 - 113.5 (38.2-36.3)
201806010109	ダ	右	1800	晴	良	14:25	招福ステークス 		2018-1-6	1	中山	1	4歳以上1600万下	(混)[指](定量)	14	3530	10	14	790	10	6	400	7	5.0	720	9.0	3-7	6320.0	28.0	6-14	20670	49	6-14	4,440	45	5-14	8,400	59	5-6	3,350	39	14=>6	47690	107	5-6-14	104000	195	14=>6=>5	779590	1251	15=(4,6)9(5,8,12)11,7-13(14,16)(1,2)3-10	15=(4,6)9(5,8)12,11-7(13,14)16(1,2,3)-10	15=(4,6)-(5,8,9)(7,11,12)(14,16)(13,1,2,3)-10	(*15,4,6)5(8,9)(7,11)(14,12,16)(13,1)(2,3)-10	12.5 - 10.9 - 12.0 - 12.4 - 12.4 - 13.0 - 13.2 - 12.7 - 13.3	12.5 - 23.4 - 35.4 - 47.8 - 60.2 - 73.2 - 86.4 - 99.1 - 112.4 (35.4-39.2)
201806010110	芝	右	1600	晴	良	15:01	ジュニアカップ 		2018-1-6	1	中山	1	3歳オープン	(混)(特指)(別定)	4	160	1	4	110	1	7	110	2	2.0	150	3.0	4-7	190.0	1.0	4-7	200	1	4-7	130	1	2-4	220	2	2-7	320	6	4=>7	310	1	2-4-7	460	1	4=>7=>2	1070	1		5,1(2,4)7,3-(8,9) 6	(*5,2)(1,4)(3,7)(8,9) 6	(*5,2,4)7(1,3)9,8 6	12.6 - 12.1 - 12.8 - 13.2 - 13.2 - 12.3 - 11.0 - 11.0	12.6 - 24.7 - 37.5 - 50.7 - 63.9 - 76.2 - 87.2 - 98.2 (37.5-34.3)
