日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2021/09/03	雨	7	10	6	7	324.9	10	6	54.0	稍	1:32.5	1.1	5-4-5	0.0-39.7	40.2	名古屋	202148090307	祝!水谷拓也成人記念	movie.html?race_id=202148090307	05602	細川智史	ダ	1400	475	-6	0.0
2021/08/20	曇	6	10	7	7	129.1	10	9	54.0	不	1:32.3	2.2	8-8-8	0.0-38.9	40.2	名古屋	202148082006	テンパード協賛とーの	movie.html?race_id=202148082006	a03ff	浅野皓大	ダ	1400	481	-3	0.0
2021/08/06	晴	7	10	5	5	168.2	10	8	56.0	良	1:33.3	2.0	6-6-5	0.0-40.4	41.6	名古屋	202148080607	C3組	movie.html?race_id=202148080607	05164	藤原良一	ダ	1400	484	4	0.0
2021/07/23	晴	5	9	2	2	82.1	8	8	56.0	良	1:32.6	2.4	8-9-9	0.0-38.8	40.1	名古屋	202148072305	C5組	movie.html?race_id=202148072305	a0292	丸山真一	ダ	1400	480	-5	0.0
2021/07/12	曇	7	8	6	6	78.1	8	6	53.0	良	1:33.6	1.6	4-4-5	0.0-41.6	42.4	名古屋	202148071207	C3組	movie.html?race_id=202148071207	a0487	塚本征吾	ダ	1400	485	0	0.0
2021/07/02	曇	8	10	1	1	39.5	8	10	56.0	不	1:33.2	2.6	6-8-8	0.0-37.9	39.8	名古屋	202148070208	C3組	movie.html?race_id=202148070208	a0292	丸山真一	ダ	1400	485	3	0.0
2021/06/18	曇	4	10	7	8	55.7	7	8	56.0	重	1:31.9	3.5	6-6-5	0.0-38.8	40.5	名古屋	202148061804	C3組	movie.html?race_id=202148061804	a02e0	村上弘樹	ダ	1400	482	1	0.0
2021/06/07	晴	6	10	5	5	11.2	6	5	56.0	良	1:32.4	1.3	4-3-5	0.0-39.8	40.7	名古屋	202148060706	C4組	movie.html?race_id=202148060706	05164	藤原良一	ダ	1400	481	-8	2.6
2021/05/21	曇	5	10	7	7	27.7	7	3	56.0	不	1:30.7	1.9	4-3-5	0.0-38.9	40.1	名古屋	202148052105	C5組	movie.html?race_id=202148052105	05164	藤原良一	ダ	1400	489	0	5.8
2021/05/07	小雨	12	11	2	2	156.4	10	8	56.0	重	1:46.4	3.3	8-9-9	0.0-38.7	40.2	名古屋	202148050712	恋路ヶ浜特別	movie.html?race_id=202148050712	05164	藤原良一	ダ	1600	489	1	0.0
2021/04/08	晴	7	11	6	6	42.5	7	1	56.0	良	1:32.4	-0.1	1-1-1	0.0-38.7	38.7	名古屋	202148040807	C9組	movie.html?race_id=202148040807	05164	藤原良一	ダ	1400	488	1	32.0
2021/03/25	小雨	7	12	4	4	6.5	3	4	56.0	良	1:33.6	1.3	2-2-2	0.0-40.3	41.5	名古屋	202148032507	C8組	movie.html?race_id=202148032507	a02e0	村上弘樹	ダ	1400	487	-4	3.6
2021/03/12	雨	6	11	7	9	94.0	7	10	56.0	稍	1:33.7	3.7	4-6-7	0.0-39.1	42.1	名古屋	202148031206	C3組	movie.html?race_id=202148031206	05164	藤原良一	ダ	1400	491	-3	0.0
2021/02/26	曇	6	11	2	2	82.1	8	5	56.0	良	1:32.4	0.5	1-1-2	0.0-40.0	40.5	名古屋	202148022606	C3組	movie.html?race_id=202148022606	05557	加藤聡一	ダ	1400	494	2	2.4
2021/02/11	晴	6	10	2	2	25.7	6	4	56.0	良	1:34.2	1.3	2-2-2	0.0-40.7	41.9	名古屋	202148021106	C9組	movie.html?race_id=202148021106	05557	加藤聡一	ダ	1400	492	4	3.6
2021/01/15	晴	7	11	7	9	151.5	8	6	56.0	良	1:34.4	2.3	6-6-6	0.0-39.2	40.8	名古屋	202148011507	年間100勝達成第1	movie.html?race_id=202148011507	05489	今井貴大	ダ	1400	488	0	0.0
