waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018103856	ピースアンドリンゴ			a0395	永井孝典	a02ca	橋本忠明	464	-4
2	2	2018102350	テーオールノワール			05328	下原理	05702	盛本信春	498	10
3	3	2018106624	サンシンノハナ			a029e	笹田知宏	a02ee	松浦聡志	482	-1
4	4	2018100299	フクノルッカ			05390	吉村智洋	a02be	飯田良弘	452	2
5	5	2015103177	トウケイサミドリ			a007f	寺地誠一	a02f1	有馬澄男	460	0
6	6	2018102412	ジュンハイビスカス			a048a	長尾翼玖	a02ca	橋本忠明	447	-1
7	7	2018106179	サンファボル			a01b1	廣瀬航	a0242	尾林幸二	479	-3
7	8	2018105133	キネシクス			05530	杉浦健太	a02df	玉垣光章	451	-3
8	9	2018102197	ゴールドポジション			05405	板野央	05316	西川精治	489	2
8	10	2017106208	オウケンブリザード			a0488	大山龍太	a029e	田村彰啓	489	8
