rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	11		ラウダシオン	牡3	57.0		Ｍ．デム	1:32.5		2-2	34.4	29.6	9	494	0		斉藤崇史		シルクレーシング	10,886.4
2	2	3		レシステンシア	牝3	55.0		ルメール	1:32.7	1.1/2	1-1	34.7	3.0	1	476	-6		松下武士		キャロットファーム	4,310.4
3	3	6		ギルデッドミラー	牝3	55.0		福永祐一	1:32.8	3/4	6-5	34.2	19.0	6	468	0		松永幹夫		シルクレーシング	2,655.2
4	1	2		タイセイビジョン	牡3	57.0		石橋脩	1:32.8	ハナ	3-3	34.5	4.9	2	468	-6		西村真幸		田中成奉	1,600.0
5	7	14		ルフトシュトローム	牡3	57.0		レーン	1:33.0	1.1/4	15-14	34.0	5.9	4	482	0		堀宣行		サンデーレーシング	1,050.0
6	3	5		シャインガーネット	牝3	55.0		田辺裕信	1:33.1	アタマ	8-5	34.5	20.6	7	464	4		栗田徹		山口功一郎	
7	8	18		ウイングレイテスト	牡3	57.0		横山武史	1:33.1	ハナ	18-18	33.7	27.0	8	486	-4		青木孝文		ウイン	
8	5	9		ラインベック	牡3	57.0		武士沢友	1:33.1	ハナ	8-5	34.6	54.0	11	468	-8		友道康夫		金子真人ホールディングス	
9	6	12		ボンオムトゥック	牝3	55.0		田中勝春	1:33.4	1.3/4	6-5	34.9	63.9	12	450	0		高橋亮		窪田芳郎	
10	7	15		ソウルトレイン	牡3	57.0		藤井勘一	1:33.5	1/2	12-14	34.5	177.6	15	462	-2		西村真幸		安原浩司	
11	4	7		メイショウチタン	牡3	57.0		吉田豊	1:33.5	アタマ	10-10	34.7	338.1	18	454	-2		本田優		松本好雄	
12	8	16		ストーンリッジ	牡3	57.0		松田大作	1:33.5	アタマ	3-3	35.2	107.7	13	456	0		藤原英昭		金子真人ホールディングス	
13	8	17		サトノインプレッサ	牡3	57.0		武豊	1:33.7	1.1/4	17-14	34.7	5.1	3	482	-6		矢作芳人		サトミホースカンパニー	
14	4	8		サクセッション	牡3	57.0		横山典弘	1:33.8	1/2	10-10	35.1	12.0	5	514	4		国枝栄		キャロットファーム	
15	2	4		プリンスリターン	牡3	57.0		原田和真	1:33.9	1/2	3-5	35.4	32.0	10	450	0		加用正		コスモヴューファーム	
16	1	1		シャチ	牡3	57.0		木幡育也	1:34.1	1.1/4	12-13	35.2	262.3	16	456	0		小桧山悟		中村勝彦	
17	5	10		ハーモニーマゼラン	牡3	57.0		大野拓弥	1:34.3	1.1/4	12-10	35.5	130.8	14	510	-6		牧光二		日下部勝徳	
18	7	13		ニシノストーム	牡3	57.0		江田照男	1:34.7	2.1/2	15-17	35.4	305.0	17	486	-6		杉浦宏昭		西山茂行	
