rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	13		トドビエン	牡5	57.0		安藤洋一	1:41.2		3-4-5-4	39.5	6.3	5	496	-4		堀江仁		高田勇三	300.0
2	4	6		マイネルトワイス	牡6	57.0		本田正重	1:41.3	3/4	6-6-4-5	39.5	4.3	1	472	-1		森下淳平		永野雄介	120.0
3	6	10		トーセンエターナル	牡6	57.0		御神本訓	1:42.0	3.1/2	13-13-13-11	39.5	6.0	4	486	-6		橋本和馬		島川隆哉	75.0
4	7	12		ルノワール	牡5	55.0		矢野貴之	1:42.0	ハナ	7-7-6-7	40.2	17.1	7	507	-20		藤田輝信		金山政信	45.0
5	5	7		シャドウカンパニー	牡5	55.0		森泰斗	1:42.4	2.0	2-2-2-2	40.8	4.7	2	485	-3		荒山勝徳		飯塚知一	30.0
6	1	1		シビックヴァーゴ	牡5	57.0		吉井章	1:42.4	ハナ	9-8-8-8	40.4	17.9	8	456	-3		米田英世		国枝久美子	
7	2	2		ナムラアッパレ	牡6	54.0		菅原涼太	1:42.4	アタマ	1-1-1-1	40.8	23.8	9	487	-4		田中正人		奥寺毅己	
8	3	3		レコンキスタ	牡7	55.0		笹川翼	1:42.5	1/2	12-11-10-9	40.3	5.7	3	518	7		鈴木啓之		村野康司	
9	4	5		モリノブレイク	牡4	55.0		藤本現暉	1:42.9	2.0	8-9-9-10	40.9	13.1	6	530	4		蛯名雄太		坂本肇	
10	3	4		サブノアカゾナエ	牝4	53.0		西啓太	1:43.2	1.3/4	5-5-6-6	41.4	54.4	11	468	0		堀千亜樹		中川三郎	
11	5	8		ブルベアクワイ	牝6	53.0		藤田凌	1:43.7	2.1/2	10-12-11-12	41.5	118.5	14	474	1		小野寺晋		梶原哲朗	
12	6	9		サンシャイアン	牡6	57.0		石崎駿	1:44.1	2.0	4-3-3-3	42.5	30.1	10	498	0		市村誠		八嶋長久	
13	8	14		コスモギンガ	牝4	50.0		大木天翔	1:44.1	クビ	14-14-14-14	41.5	90.6	13	459	-1		小野寺晋		阿部耕三	
14	7	11		アマリリステソーロ	牝5	53.0		今野忠成	1:46.9	大	11-10-12-13	44.9	75.8	12	457	1		佐々木洋		蔀英二	
