日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/03/16	晴	7	8	3	3	50.2	7	7	50.0	良	1:36.7	4.8	4-6-7	0.0-41.1	44.1	笠松	202247031607	サラ系3歳3組	movie.html?race_id=202247031607	a0422	ダ	1400	392	-8	0.0
2022/02/10	雨	2	7	3	3	75.0	7	6	51.0	稍	1:37.3	5.1	1-3-6	0.0-40.2	45.3	笠松	202247021002	サラ系3歳4組	movie.html?race_id=202247021002	05521	ダ	1400	400	2	0.0
2022/01/26	晴	8	10	8	9	83.1	8	6	53.0	良	1:50.8	2.8	10-9-8	0.0-42.0	43.1	笠松	202247012608	若菜賞	movie.html?race_id=202247012608	05614	ダ	1600	398	-10	0.0
2021/12/31	小雪	1	7	5	5	58.2	7	6	54.0	不	1:36.5	2.6	3-4-7-7	0.0-42.0	43.5	水沢	202136123101	2歳B2二組	movie.html?race_id=202136123101	05542	ダ	1400	408	1	0.0
2021/11/15	曇	3	8	1	1	73.9	6	8	54.0	不	1:29.9	3.2	5-7	0.0-37.3	39.4	盛岡	202135111503	2歳B2二組	movie.html?race_id=202135111503	05542	ダ	1400	407	3	0.0
2021/11/02	晴	4	11	6	6	178.7	11	11	54.0	重	1:01.7	2.1	10-11	0.0-36.0	36.8	盛岡	202135110204	フューチャーステップ	movie.html?race_id=202135110204	05382	芝	1000	404	-4	0.0
2021/10/18	晴	4	8	4	4	22.2	5	4	54.0	重	1:30.6	1.5	7-4	0.0-39.9	39.6	盛岡	202135101804	2歳B2二組	movie.html?race_id=202135101804	05445	ダ	1400	408	5	6.0
2021/10/03	晴	5	10	8	10	67.0	8	4	54.0	稍	1:31.0	1.7	6-4	0.0-39.2	39.8	盛岡	202135100305	2歳B2二組	movie.html?race_id=202135100305	05445	ダ	1400	403	8	6.0
2021/09/19	晴	4	8	5	5	28.3	5	7	54.0	重	1:32.3	3.5	8-7	0.0-39.2	41.2	盛岡	202135091904	2歳	movie.html?race_id=202135091904	05542	ダ	1400	395	-2	0.0
2021/09/07	晴	4	7	3	3	13.1	5	4	54.0	良	1:32.8	2.5	6-7	0.0-39.5	41.0	盛岡	202135090704	2歳	movie.html?race_id=202135090704	05445	ダ	1400	397	3	6.0
2021/08/29	晴	4	10	8	11	7.9	5	9	54.0	重	1:32.4	3.4	10-9	0.0-39.9	41.7	盛岡	202135082904	2歳	movie.html?race_id=202135082904	05445	ダ	1400	394	1	0.0
2021/08/17	曇	1	10	3	3	15.3	6	1	54.0	重	1:17.7	-0.1	6-1	0.0-39.4	38.9	盛岡	202135081701	2歳	movie.html?race_id=202135081701	05445	ダ	1200	393	7	45.0
2021/07/13	晴	2	12	7	9	35.9	7	12	54.0	稍	1:04.3	2.0	12-12	0.0-38.2	38.1	門別	202130071302	2歳未勝利(未勝利)	movie.html?race_id=202130071302	05534	ダ	1000	386	0	0.0
2021/06/29	曇	3	9	7	7	27.8	6	6	54.0	良	1:05.3	2.2	8-8	0.0-39.0	38.9	門別	202130062903	2歳未勝利(未勝利)	movie.html?race_id=202130062903	05492	ダ	1000	386	4	0.0
2021/06/09	晴	2	9	6	6	362.9	8	6	54.0	良	1:04.7	2.0	9-8	0.0-38.4	38.1	門別	202130060902	2歳未勝利(未勝利)	movie.html?race_id=202130060902	05502	ダ	1000	382	-2	0.0
2021/05/26	晴	4	8	1	1	89.5	6	8	54.0	稍	1:06.3	5.8	7-8	0.0-36.5	40.1	門別	202130052604	JRA認定アタックチ(未勝利)	movie.html?race_id=202130052604	05534	ダ	1000	384	-10	0.0
2021/05/13	曇	6	9	5	5	62.4	8	9	54.0	良	1:12.4	5.5	9-9	0.0-37.9	41.2	門別	202130051306	JRA認定フレッシュ(新馬)	movie.html?race_id=202130051306	05512	ダ	1100	394	0	0.0
