rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	4	4		ホッコーフラッパー	牝4	54.0		倉兼育康	1:36.5		1-1-1-1	42.1	7.0	3	469	0		別府真司		川端正博	30.0
2	1	1		ドラジェブルー	牡4	56.0		西川敏弘	1:36.5	アタマ	4-4-3-2	41.7	5.6	2	464	6		松木啓助		岡林英雄	10.5
3	2	2		ジュエリーキッス	牝12	54.0		林謙佑	1:38.2	8.0	5-5-5-3	43.0	160.9	9	468	0		平和人		八尋雅彦	6.0
4	7	9		ウインサンベリーナ	牝4	53.0		塚本雄大	1:38.2	ハナ	3-3-4-4	43.3	21.2	4	395	0		宮路洋一		中川健	4.5
5	7	8		モンゲーディープ	セ5	55.0		木村直輝	1:38.5	1.1/2	10-9-7-5	42.9	77.5	7	438	2		胡本友晴		中川健	3.0
6	5	5		ヴィクトリアループ	牝4	54.0		畑中信司	1:38.7	1.0	11-11-8-7	42.9	1.2	1	493	17		宗石大		蕭敬如	
7	8	10		ヤンソンノユウワク	牝5	54.0		上田将司	1:39.3	3.0	9-6-6-8	43.8	43.6	6	403	0		田中伸一		内田玄祥	
8	3	3		サンセイラム	セ5	56.0		大澤誠志	1:40.3	5.0	7-7-9-9	44.4	288.6	11	418	5		宗石大		酒井孝敏	
9	6	6		カンタベリーメガミ	牝4	51.0		妹尾将充	1:41.3	5.0	2-2-2-6	46.9	43.1	5	442	-3		田中伸一		峰哲馬	
10	8	11		スキルドロイヤー	牝4	54.0		石本純也	1:42.3	5.0	6-7-11-11	46.0	170.8	10	422	-1		田中伸一		中野幸一	
11	6	7		ハートノエース	牝6	54.0		嬉勝則	1:42.4	1/2	8-10-10-10	46.2	93.0	8	448	0		宗石大		酒井孝敏	
