	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
2017C5100104	芝	右	2400		重		凱旋門賞	G1	2017-10-1	0	シャンティイ	0			17.0	180.0	1.0	17.0	120.0	1.0	5.0	320.0	7.0	4.0	260.0	5.0	5-17	1550.0	6.0	5-17	610.0	6.0	4-17	410.0	3.0	4-5	1,540	18.0	17=>5	1900.0	5.0	4-5-17	3550.0	9.0	17=>5=>4	10600.0	19.0									
2017C5a00707	芝	右	2400		重		フォワ賞	G2	2017-9-10	0	シャンティイ	0																																												
2017C5a00b01	芝	右	1400		良		未勝利戦		2017-7-9	0	シャンティイ	0																																												
