	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
2017H1121004	芝	右	2400	晴	良		香港ヴァーズ	G1	2017-12-10	0	シャティン	0			1.0	250.0	1.0	1.0	110.0	1.0	2.0	140	3.0	8.0	150.0	4.0	01-02	420.0	1.0	01-02	210	1.0	01-08	320	3.0	02-08	440	6.0	01=>02	810.0	2.0	01-02-08	970.0	3.0	01=>02=>08	3710.0	8.0									
2017H1121005	芝	右	1200	晴	良		香港スプリント	G1	2017-12-10	0	シャティン	0			1.0	200.0	1.0	1.0	110.0	1.0	10.0	400	7.0	9.0	440.0	8.0	01-10	1830.0	6.0	01-10	750	8.0	01-09	1,010	11.0	09-10	5,190	40.0	01=>10	2690.0	7.0	01-09-10	8830.0	31.0	01=>10=>09	27770.0	84.0									
2017H1121007	芝	右	1600	晴	良		香港マイル	G1	2017-12-10	0	シャティン	0			10.0	1150.0	6.0	10.0	340.0	6.0	12.0	3,710	13.0	2.0	200.0	2.0	10-12	82490.0	63.0	10-12	16,260	61.0	02-10	770	7.0	02-12	14,580	57.0	10=>12	137150.0	11.0	02-10-12	122040.0	148.0	10=>12=>02	1013330.0	902.0									
2017H1121008	芝	右	2000	晴	良		香港カップ	G1	2017-12-10	0	シャティン	0			9.0	690.0	3.0	9.0	180.0	3.0	4.0	120	1.0	2.0	150.0	2.0	04-09	720.0	2.0	04-09	280	2.0	02-09	600	8.0	02-04	240	1.0	09=>04	1900.0	7.0	02-04-09	1170.0	2.0	09=>04=>02	7790.0	19.0									
2017H1a00107	芝	右	1600	晴	良		チャンピオンズM	G1	2017-5-7	0	シャティン	0																																												
2017H1a00108	芝	右	1200		良		チェアマンズスプリン	G1	2017-5-7	0	シャティン	0																																												
