日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2021/11/01	曇	3	14	3	4	274.3	13	10	54.0	重	1:18.1	2.2	9-10	35.2-40.7	41.3	大井	202144110103	3歳　115.	movie.html?race_id=202144110103	a0128	本村直樹	ダ	1200	445	7	0.0
2021/10/05	晴	7	10	4	4	78.8	6	6	54.0	稍	1:16.9	3.6	7-7	35.7-37.6	39.7	大井	202144100507	3歳　130万	movie.html?race_id=202144100507	a0128	本村直樹	ダ	1200	438	5	0.0
2021/06/29	晴	2	16	1	1	11.2	5	12	52.0	重	1:17.3	0.8	6-7	35.9-40.6	40.6	大井	202144062902	3歳　125万	movie.html?race_id=202144062902	05599	池谷匠翔	ダ	1200	433	-6	0.0
2021/06/07	晴	3	11	6	6	64.7	8	8	54.0	重	1:48.2	3.0	1-1-2-3	38.8-40.3	43.2	大井	202144060703	3歳　114万	movie.html?race_id=202144060703	a0260	中村尚平	ダ	1600	439	-6	0.0
2021/05/18	曇	1	14	1	1	37.7	8	10	54.0	良	1:49.5	3.2	4-3-6-5	38.8-40.9	43.6	大井	202144051801	3歳　101万	movie.html?race_id=202144051801	a0260	中村尚平	ダ	1600	445	3	0.0
2021/04/26	晴	2	13	5	7	538.2	13	3	54.0	良	1:30.5	0.3	1-1-1	38.8-38.6	38.9	大井	202144042602	3歳　55万円	movie.html?race_id=202144042602	a0260	中村尚平	ダ	1400	442	-1	52.5
2021/04/13	曇	2	15	5	9	202.1	15	12	54.0	良	1:17.8	1.6	15-15	36.5-39.7	39.0	大井	202144041302	3歳　85万円	movie.html?race_id=202144041302	a021f	石川駿介	ダ	1200	443	-1	0.0
2021/03/23	晴	2	13	7	11	147.3	12	11	54.0	重	1:50.5	4.4	10-10-10-11	38.9-41.1	44.1	大井	202144032302	3歳　80万円	movie.html?race_id=202144032302	a0128	本村直樹	ダ	1600	444	1	0.0
2021/03/08	雨	1	10	8	10	88.5	8	7	54.0	稍	1:17.8	2.5	9-8	36.8-38.5	39.7	大井	202144030801	3歳　選抜牝馬	movie.html?race_id=202144030801	a0128	本村直樹	ダ	1200	443	-9	0.0
2021/02/15	雨	3	14	8	13	30.7	9	5	54.0	重	1:17.4	1.7	9-9	36.6-39.1	39.9	大井	202144021503	3歳　40万円	movie.html?race_id=202144021503	a0128	本村直樹	ダ	1200	452	-3	22.0
2021/01/18	曇	1	13	8	14	28.6	7	8	54.0	良	1:32.7	3.1	7-6-5	37.4-39.2	41.5	大井	202144011801	3歳　選抜牝馬	movie.html?race_id=202144011801	a0260	中村尚平	ダ	1400	455	1	0.0
2020/12/24	曇	2	14	3	4	77.0	9	7	54.0	良	1:19.0	2.1	11-10	37.1-39.8	40.0	大井	202044122402	浦和から大井賞	movie.html?race_id=202044122402	a0260	中村尚平	ダ	1200	454	1	0.0
2020/11/01	曇	1	8	6	6	12.7	5	5	54.0	良	1:32.1	1.0	3-4-5	39.1-38.9	39.7	大井	202044110101	2歳　未受賞	movie.html?race_id=202044110101	a0260	中村尚平	ダ	1400	453	8	26.0
2020/08/17	曇	4	8	2	2	53.8	6	6	54.0	良	1:18.1	3.1	8-8	37.2-37.8	39.3	大井	202044081704	2歳　未受賞	movie.html?race_id=202044081704	a0260	中村尚平	ダ	1200	445	6	0.0
2020/07/28	曇	3	13	5	7	29.4	9	13	54.0	稍	1:19.2	3.1	12-13	36.3-39.8	39.8	大井	202044072803	2歳　未受賞	movie.html?race_id=202044072803	05455	町田直希	ダ	1200	439	-3	0.0
2020/07/10	曇	4	10	1	1	17.5	6	9	54.0	不	1:20.3	4.2	4-4	37.8-38.3	42.1	大井	202044071004	2歳　新馬(新馬)	movie.html?race_id=202044071004	a02d7	西啓太	ダ	1200	442	0	0.0
