着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1	6	6	---	2	1997105436	牡	4	472.0	-10.0	55	100.5	0			5090	885	489006	36.0	200034062901
2	3	3	---	5	1997104091	牝	4	440.0	0.0	54	101.1	3			5094	5093	285002	10.8	200034062901
3	7	7	---	3	1997105969	牝	4	428.0	0.0	54	101.6	2.1/2			439	845	514007	7.2	200034062901
4	5	5	---	6	1997105637	牡	4	484.0	8.0	54	102.3	4			5182	846	x00808	4.3	200034062901
5	1	1	---	4	1997102132	牡	4	474.0	-2.0	55	102.3	ハナ			5073	5090	x01539	2.9	200034062901
6	2	2	---	7	1997200024	牝	4	426.0	4.0	54	102.4	1/2			5103	5110	906005	0.0	200034062901
7	4	4	---	1	1997102173	牡	4	470.0	4.0	55	102.5	1/2			5186	5311	403009	0.0	200034062901
1	1	1	---	1	1998103776	牝	3	416.0	10.0	53	63.7	0			439	05229	300005	200.0	200034062902
2	4	4	---	5	1998101852	牝	3	410.0	-12.0	53	64.1	2			5094	05233	790005	40.0	200034062902
3	6	8	---	3	1998106002	牝	3	458.0	2.0	53	64.7	3			5073	00864	010007	30.0	200034062902
4	6	9	---	4	1998101419	牝	3	412.0	6.0	53	64.8	1/2			5091	05087	808001	20.0	200034062902
5	2	2	---	10	1998106286	牡	3	466.0	0.0	53	64.8	ハナ			837	a0100	856009	10.0	200034062902
6	5	7	---	12	1998101958	牡	3	454.0	6.0	53	65.1	1.1/2			5069	05025	x028d0	0.0	200034062902
7	7	10	---	2	1998100453	牝	3	426.0	6.0	53	65.2	1/2			5089	05173	677009	0.0	200034062902
8	5	6	---	11	1998106109	牝	3	450.0	14.0	53	65.3	1/2			5021	05226	465007	0.0	200034062902
9	8	12	---	6	1998104062	牝	3	414.0	2.0	53	65.4	1/2			5141	05021	x0082b	0.0	200034062902
10	7	11	---	8	1998104978	牡	3	400.0	10.0	52	65.6	3/4			5182	05025	x00ddf	0.0	200034062902
11	3	3	---	7	1998107399	牝	3	376.0	6.0	53	66.2	3			5092	00885	x01a46	0.0	200034062902
12	4	5	---	9	1998100329	牡	3	462.0	16.0	53	67.2	5			5026	00862	110007	0.0	200034062902
13	8	13	---	13	1998107017	牝	3	432.0	-8.0	53	70.2	大			5059	05105	x009e5	0.0	200034062902
1	2	2	---	1	1998104597	牡	3	482.0	0.0	53	64.1	0			837	05095	367800	300.0	200034062903
2	3	3	---	3	1998106936	牡	3	472.0	0.0	53	64.9	4			5059	05105	207006	60.0	200034062903
3	5	6	---	2	1998101561	牡	3	488.0	0.0	53	65.0	1/2			5091	00864	758005	45.0	200034062903
4	7	10	---	12	1998103783	牡	3	460.0	0.0	53	65.7	4			5026	05091	141007	30.0	200034062903
5	6	8	---	7	1998101137	牝	3	438.0	0.0	53	65.8	クビ			439	05056	x01937	15.0	200034062903
6	7	9	---	5	1998100120	牝	3	434.0	0.0	53	66.1	1.1/2			5089	05226	271007	0.0	200034062903
7	4	4	---	4	1998107332	牝	3	416.0	0.0	53	66.5	2			400	05055	010007	0.0	200034062903
8	6	7	---	9	1998104237	牡	3	444.0	0.0	53	66.7	3/4			579	05087	910009	0.0	200034062903
