rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	9		モモエチャン	牝3	54.0		飛田愛斗	1:55.3		4-4-2-1	38.6	2.0	1	472	32		真島元徳		小野瀬悦子	40.0
2	1	1		アッチャイオ	牡5	56.0		石川慎将	1:56.4	6.0	7-7-6-3	38.9	6.9	3	451	0		矢野久美		矢野龍一	12.0
3	5	5		キンナラキー	牝3	54.0		兒島真二	1:57.0	3.0	8-8-7-7	39.4	62.3	8	422	1		三小田幸		原久美子	6.4
4	6	7		メイショウサガノ	牝5	54.0		倉富隆一	1:57.1	クビ	6-6-4-4	40.0	14.1	4	524	-12		中川竜馬		三岡陽	3.2
5	3	3		ディアフェルスパー	セ6	56.0		長田進仁	1:57.2	3/4	1-1-1-2	40.9	2.6	2	476	5		頼本盛行		（同）ＪＰＮ技研	2.4
6	8	10		アビースマイル	牝3	54.0		山下裕貴	1:58.2	5.0	2-2-3-6	41.4	15.0	5	394	-2		大垣敏夫		遠藤喜和	
7	4	4		ロンギングファロー	セ6	56.0		鮫島克也	1:58.6	2.0	10-11-11-9	40.2	42.6	7	474	0		頼本盛行		（同）ＪＰＮ技研	
8	2	2		サトノバシリス	牝4	54.0		出水拓人	1:58.7	3/4	5-5-5-5	41.5	35.7	6	444	-1		北村欣也		蓑島竜一	
9	8	11		ベルノート	牝6	54.0		竹吉徹	1:59.5	4.0	11-10-10-11	41.3	119.7	11	413	-1		山田義人		成富直行	
10	7	8		マイティーゴールド	牡8	56.0		田中直人	1:59.6	1/2	9-9-9-8	41.9	71.6	10	559	-8		矢野久美		（同）ＪＰＮ技研	
11	6	6		ナイスデアイ	牝3	54.0		田中純	2:01.1	8.0	3-3-8-10	43.8	66.0	9	435	11		古賀光範		西村新一郎	
