waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018106729	ダイメイソテツ			a01ec	宮平鷹志	a024d	岡島玉一	528	2
2	2	2018101545	ドンナラボリオーザ			05089	宮崎光行	05453	松本隆宏	476	4
3	3	2018101108	リッターヴォルト			05492	阿部龍	05311	角川秀樹	474	-2
4	4	2017105648	フェイタリズム			05534	石川倭	05509	米川昇	478	24
5	5	2018102865	エムケードリーム			05371	亀井洋司	a0264	千葉津代	456	-2
6	6	2018103324	チョコラータ			05389	岩橋勇二	05228	恵多谷豊	474	0
6	7	2015106242	キタノトリガー			05088	馬渕繁治	05460	佐藤英明	548	8
7	8	2017102713	スティールピクシー			05545	山本咲希	05723	川島雅人	450	4
7	9	2018103413	カツゲキニンニン			05502	松井伸也	05233	廣森久雄	446	2
8	10	2018100504	デンジャーマン			05286	服部茂史	05749	櫻井拓章	428	0
8	11	2018106086	ベイビーアッシュ			05578	落合玄太	a02a1	安田武広	536	6
