rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	2		アイヴォリードレス	牝2	54.0		菊沢一樹	1:11.4		4-2	36.3	9.5	4	446	0		菊沢隆徳		サンデーレーシング	700.0
2	3	5		ルプランドル	牝2	51.0		永野猛蔵	1:12.2	5.0	1-1	37.5	6.6	3	462	0		萱野浩二		ＫＡＪＩＭＯＴＯホールディングス	280.0
3	2	3		ミルトクリーガー	牡2	55.0		津村明秀	1:12.5	2.0	2-2	37.7	45.2	9	472	0		中竹和也		永山勝敏	180.0
4	5	10		ネコニャンニャン	牝2	54.0		ルメール	1:12.6	1/2	6-5	37.3	2.5	1	502	0		加藤征弘		加藤正二郎	110.0
5	4	7		クルールデュヴァン	牝2	54.0		丸山元気	1:12.7	3/4	10-9	36.4	4.9	2	470	0		竹内正洋		吉田和美	70.0
6	4	8		ライヴトパーズ	牝2	54.0		木幡巧也	1:12.9	1.1/4	3-4	37.9	25.1	8	408	0		牧光二		澤田孝之	
7	6	11		マイネルシトラス	牡2	55.0		丹内祐次	1:13.9	6.0	11-10	37.2	101.7	13	512	0		武市康男		サラブレッドクラブ・ラフィアン	
8	8	16		アスガルド	牡2	55.0		横山和生	1:14.2	1.3/4	4-5	39.1	9.6	5	524	0		加藤士津		野田善己	
9	8	15		ラージベル	牝2	52.0		山田敬士	1:14.5	1.1/2	8-8	39.0	65.5	11	466	0		松永康利		リーヴァ	
10	5	9		スリールトウショウ	牝2	54.0		丸田恭介	1:14.6	3/4	12-11	37.6	53.9	10	426	0		和田雄二		広尾レース	
11	6	12		グラサージュ	牝2	54.0		Ｍ．デム	1:14.8	1.0	6-7	39.4	18.5	6	524	0		林徹		保坂和孝	
12	2	4		マロンブリンク	牝2	51.0		小林凌大	1:14.8	クビ	12-11	37.8	165.2	16	426	0		佐藤吉勝		田頭勇貴	
13	1	1		ファイアリースカイ	牝2	54.0		大野拓弥	1:16.2	8.0	14-14	38.9	19.4	7	448	0		和田勇介		ゴドルフィン	
14	3	6		ゲールズヒーロー	牡2	54.0		木幡育也	1:17.1	5.0	15-15	39.1	152.2	15	460	0		大江原哲		大原詔宏	
15	7	14		チーママ	牝2	51.0		小林脩斗	1:17.9	5.0	9-13	42.1	77.9	12	458	0		松永康利		内田玄祥	
16	7	13		エクメディダイヤ	牡2	55.0		菅原隆一	1:18.0	1/2	16-16	38.8	132.9	14	474	0		畠山吉宏		橋本慎太郎	
