rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	2		シゲルヒラトリ	牡3	56.0		三浦皇成	1:11.9		3-3	37.4	3.7	2	474	0		水野貴広		森中蕃	510.0
2	7	14		スズジャッカル	牡3	56.0		武士沢友	1:12.8	5.0	2-1	38.7	1.7	1	500	-4		高橋裕		森達郎	200.0
3	3	6		アデウス	牝3	54.0		丸田恭介	1:13.3	3.0	8-7	37.6	76.5	9	444	-4		佐藤吉勝		平本敏夫	130.0
4	8	15		ベイビーシャーク	牡3	53.0		永野猛蔵	1:13.6	2.0	4-4	38.9	21.4	5	460	-8		中野栄治		北村和江	77.0
5	5	9		ヴィットリオーザ	牡3	56.0		嶋田純次	1:13.8	1.1/4	6-6	38.4	100.6	10	486	-4		伊藤伸一		藤田在子	51.0
6	8	16		レオテソーロ	牡3	53.0		原優介	1:13.8	アタマ	1-2	39.8	11.5	4	460	-8		畠山吉宏		了徳寺健二ホールディングス	
7	6	11		ヴィグルズマン	牡3	55.0		菅原明良	1:14.0	1.0	10-12	38.2	190.4	12	444	-4		萱野浩二		ＫＡＪＩＭＯＴＯホールディングス	
8	2	3		アイルビーザワン	牡3	53.0		秋山稔樹	1:14.0	クビ	10-10	38.2	55.8	8	472	-4		田島俊明		ノルマンディーサラブレッドレーシング	
9	1	1		レゾンデートル	牝3	54.0		杉原誠人	1:14.1	1/2	12-10	38.0	271.4	14	434	6		加藤和宏		ミルファーム	
10	3	5		ワールドタキオン	牡3	56.0		横山武史	1:14.2	1/2	14-13	37.6	55.3	7	498	0		斎藤誠		ＭＯＪＡ	
11	5	10		リュウノエルヴィス	牡3	56.0		菅原隆一	1:14.3	3/4	6-7	39.0	25.0	6	488	8		小野次郎		蓑島竜一	
12	7	13		ノアムサシ	牡3	53.0		横山琉人	1:14.3	ハナ	8-9	38.7	292.2	15	464	-2		大江原哲		佐山公男	
13	2	4		ネオアビー	牝3	54.0		野中悠太	1:14.7	2.0	16-15	37.6	252.4	13	454	-10		小西一男		西田俊二	
14	6	12		セラダエストレーラ	牝3	54.0		大庭和弥	1:15.2	3.0	13-13	38.9	533.2	16	422	0		高橋文雅		加藤徹	
15	4	8		ミッキーワクチン	牡3	56.0		菊沢一樹	1:15.9	4.0	4-5	41.2	6.5	3	494	-6		菊沢隆徳		野田みづき	
16	4	7		ピンクマジック	牡3	56.0		木幡巧也	1:16.3	2.1/2	14-15	39.6	121.3	11	488	0		牧光二		飛渡牧場	
