waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2016101006	ラブサンキュー	牝5	55.0	01015	古川吉	01182	辻	472	0
1	2	2018105021	グルーヴビート	牡3	55.0	01166	川又	01075	矢作	472	10
2	3	2018100898	アンジュソレイユ	牝3	53.0	01124	国分恭	01110	清水久	450	-12
2	4	2018105236	ブルメンダール	牡3	54.0	01182	泉谷	00399	国枝	470	12
3	5	2018105097	テネラメンテ	牝3	50.0	01177	小林凌	01051	岩戸	470	0
3	6	2016104767	アンクルテイオウ	牡5	54.0	01185	小沢	01136	高橋亮	480	-2
4	7	2016104448	ファクトゥーラ	牝5	55.0	01161	菊沢	01130	吉村	474	2
4	8	2017100371	エールヴィフ	牝4	55.0	01093	藤岡佑	01154	橋口	522	26
5	9	2017100825	ナイトコマンダー	牡4	57.0	01091	丹内	00421	浅野	488	0
5	10	2018106358	リターンギフト	牝3	53.0	01112	荻野琢	01173	長谷川	396	2
6	11	2018104041	マウンテンムスメ	牝3	53.0	01025	勝浦	01010	中野	450	-2
6	12	2017105636	レッドアダン	牡4	57.0	01109	黛	01103	尾関	474	4
7	13	2016102143	メイショウオニテ	牡5	57.0	01144	菱田	01140	石橋	460	2
7	14	2018103485	ジャガード	牡3	54.0	01176	亀田	01143	和田雄	418	4
8	15	2018105484	レコレータ	牝3	53.0	01180	団野	01153	中舘	486	0
8	16	2018101679	カシノフォワード	セ3	53.0	01181	秋山稔	01131	蛯名利	436	4
