日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2021/11/13	晴	8	15	8	15	10.9	6	15	56.0	良	1:51.2	6.0	3-3-2-12	29.6-37.8	43.6	福島	202103020308	3歳以上1勝クラス	202103020308	01181	ダ	1700	464	4	0.0
2021/08/28	晴	12	13	3	4	55.5	9	4	57.0	良	1:47.2	0.3	1-1-1-1	31.1-38.0	38.3	札幌	202101020512	ニセコ特別(1勝クラス)	202101020512	01180	ダ	1700	460	0	160.0
2021/08/15	曇	7	14	8	13	55.8	14	7	57.0	良	1:48.0	2.1	7-6-6-7	30.2-37.6	39.3	札幌	202101020207	3歳以上1勝クラス	202101020207	01180	ダ	1700	460	12	0.0
2021/06/26	曇	12	14	6	10	90.9	11	12	56.0	良	1:33.9	1.9	3-3	34.2-35.1	36.1	東京	202105030712	3歳以上1勝クラス	202105030712	01179	芝	1600	448	-18	0.0
2021/02/20	晴	7	16	4	8	36.5	9	15	57.0	良	1:39.8	2.2	3-3	35.9-37.4	39.3	東京	202105010707	4歳以上1勝クラス	202105010707	01174	ダ	1600	466	6	0.0
2020/12/13	晴	8	16	6	12	34.2	10	10	56.0	良	1:35.8	1.1	11-13-11	35.4-35.4	35.7	中山	202006050408	3歳以上1勝クラス	202006050408	01150	芝	1600	460	-20	0.0
2020/08/22	晴	10	10	1	1	2.7	1	7	54.0	良	2:01.9	1.0	3-3-3-2	35.7-36.9	37.5	札幌	202001020310	富良野特別(1勝クラス)	202001020310	05339	芝	2000	480	24	0.0
2020/05/17	晴	5	7	4	4	2.8	2	6	56.0	良	2:01.0	0.8	7-7-7	36.8-33.7	33.8	東京	202005020805	3歳1勝クラス	202005020805	05339	芝	2000	456	0	0.0
2020/03/14	雨	9	10	5	5	2.3	1	4	56.0	重	2:05.5	0.2	8-7-7-6	37.2-39.1	38.4	中山	202006020509	山桜賞(1勝クラス)	202006020509	05339	芝	2000	456	-10	150.0
2019/12/28	晴	5	18	5	9	1.4	1	1	55.0	良	2:04.4	-0.2	13-12-12-5	36.7-37.9	36.3	中山	201906050905	2歳新馬	201906050905	05339	芝	2000	466	0	700.0
