日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/03/12	晴	12	16	8	16	11.4	5	2	53.0	良	1:08.8	0.0	1-1	34.0-34.8	34.8	中山	202206020512	4歳以上2勝クラス	202206020512	01188	芝	1200	468	14	440.0
2021/10/31	晴	11	18	8	17	7.2	4	4	48.0	良	0:55.3	0.2	1	32.6-33.1	33.3	新潟	202104050811	ルミエールオータムD(L)	202104050811	01185	芝	1000	454	0	380.0
2021/10/17	曇	10	17	8	16	2.3	1	1	53.0	重	0:56.1	-0.1	1	33.2-33.7	33.7	新潟	202104050410	稲光特別(1勝クラス)	202104050410	01144	芝	1000	454	-6	1100.6
2021/09/25	曇	4	15	4	6	16.4	6	2	50.0	良	1:08.4	0.4	1-1	33.9-34.1	34.5	中山	202106040604	3歳以上1勝クラス	202106040604	01188	芝	1200	460	10	300.0
2021/09/05	晴	6	16	6	11	27.4	9	2	53.0	稍	1:10.5	0.3	1-1	35.0-35.2	35.5	札幌	202101020806	3歳以上1勝クラス	202101020806	01025	芝	1200	450	-2	300.0
2021/08/29	晴	7	12	8	12	29.3	8	6	52.0	良	1:00.1	0.7	2-3	35.4-35.8	36.4	札幌	202101020607	3歳以上1勝クラス	202101020607	01109	ダ	1000	452	-6	0.0
2021/08/01	曇	9	13	6	9	23.0	9	10	52.0	良	1:09.9	1.0	1-1	34.1-34.8	35.8	函館	202102011009	長万部特別(1勝クラス)	202102011009	01109	芝	1200	458	12	0.0
2021/02/21	晴	10	15	5	8	21.7	9	4	54.0	良	1:09.1	0.5	7-7	33.5-35.1	35.2	小倉	202110020410	あざみ賞(1勝クラス)	202110020410	01144	芝	1200	446	0	150.0
2021/02/06	晴	10	13	3	3	44.7	11	5	54.0	良	1:09.5	0.8	1-1	33.2-35.5	36.3	小倉	202110010710	かささぎ賞(1勝クラス)	202110010710	01161	芝	1200	446	4	101.0
2021/01/23	雨	10	17	2	4	133.9	17	11	54.0	稍	1:10.7	1.0	4-4	32.7-37.0	37.7	小倉	202110010310	萌黄賞(1勝クラス)	202110010310	01161	芝	1200	442	-10	0.0
2020/12/19	曇	9	12	1	1	202.9	12	10	54.0	良	1:38.5	2.7	1-1-2	35.6-35.9	38.6	中山	202006050509	ひいらぎ賞(1勝クラス)	202006050509	00689	芝	1600	452	-4	0.0
2020/12/13	曇	10	8	3	3	44.7	7	8	54.0	良	1:23.7	1.7	2-2	35.4-34.5	35.6	中京	202007030410	つわぶき賞(1勝クラス)	202007030410	00663	芝	1400	456	2	0.0
2020/10/15	曇	11	15	4	7	20.8	6	15	54.0	重	1:15.5	3.3	1-6	0.0-38.0	41.3	門別	202030101511	エーデルワイス賞(G3)	movie.html?race_id=202030101511	01075	ダ	1200	454	10	0.0
2020/09/06	晴	10	16	6	11	6.1	2	9	54.0	良	1:10.8	0.7	2-2	34.0-36.1	36.7	札幌	202001020810	すずらん賞(OP)	202001020810	01144	芝	1200	444	6	0.0
2020/08/29	曇	2	12	5	6	4.1	3	1	54.0	良	1:10.3	-0.7	1-1	34.1-36.2	36.2	札幌	202001020502	2歳未勝利	202001020502	01163	芝	1200	438	-6	510.0
2020/08/08	曇	5	9	7	7	11.1	5	2	54.0	良	1:10.2	0.3	2-2	34.7-35.2	35.3	札幌	202001010505	2歳新馬	202001010505	01075	芝	1200	444	0	280.0
