rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	3		ライトスラッガー	牡4	56.0		高木健	1:28.5		2-2-2	39.0	2.4	1	471	1		井上孝彦		藤澤廣士	20.0
2	1	1		アルディナ	牝5	54.0		森島貴之	1:29.0	2.1/2	1-1-1	40.0	25.6	8	428	0		山際孝幸		酒井孝敏	4.6
3	7	7		メモリーメガトン	牡4	56.0		向山牧	1:29.3	1.1/2	9-7-5	38.6	3.8	2	491	-6		川嶋弘吉		橋元幸次	2.0
4	4	4		イスタナ	牝5	54.0		松本剛志	1:29.5	1.0	10-8-7	38.6	61.7	9	441	-4		加藤幸保		伊藤壽孝	1.4
5	8	9		ダイシンフォルテ	牡5	56.0		佐藤友則	1:29.8	1.1/2	6-4-4	39.5	8.3	4	573	18		尾島徹		藤江栄	1.0
6	5	5		フォルシュナイト	牝4	54.0		島崎和也	1:29.8	アタマ	3-3-3	39.9	22.8	7	436	4		柴田高志		平川浩之	
7	7	8		フレンドカグラ	牝5	54.0		池田敏樹	1:29.8	ハナ	8-6-6	39.3	4.1	3	473	2		加藤幸保		横尾晴人	
8	8	10		ピンクダイキリ	牝4	54.0		山下雅之	1:30.6	4.0	7-10-9	39.9	15.2	5	450	-1		川嶋弘吉		（株）ファーストビ	
9	2	2		モーヴ	牝5	54.0		大塚研司	1:31.2	3.0	5-5-8	41.1	75.7	10	443	-14		藤田正治		（有）ホースケア	
10	6	6		クイーンズポケット	牝5	54.0		藤原幹生	1:31.3	クビ	4-9-10	41.0	22.4	6	471	-8		後藤佑耶		山科統	
