着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
8		9	---		2000190009	牝	3			57.0	127.8	0.0			0フェント	5554	739800	0.0	2003A8051805
1		7	---		2001190004	牡	2			58.0	106.6	0.0			05353	5561	732800	0.0	2003A8080501
1		13	---		SIX PERFECTIONS	牝	3			55.0	98.3	0			05031	[他] バリー	00nan	0.0	2003A8081704
2		5	---		DOMEDRIVER	牡	5			59.0		クビ			05305	[他] バリー	00nan	0.0	2003A8081704
3		8	---		1999106851	牡	4			59.0		1			01025	01008	415800.0	0.0	2003A8081704
4		1	---		1999190005	牡	4			59.0		1			00865	05469	664800.0	0.0	2003A8081704
5		3	---		DUBAI DESTINATION	牡	4			59.0		2.1/2			00875	05016	00nan	0.0	2003A8081704
6		12	---		NEBRASKA TORNADO	牝	3			55.0		1.1/2			00890	00987	00nan	0.0	2003A8081704
7		10	---		000a010326	牡	3			56.5		3			0モンジル	05378	00nan	0.0	2003A8081704
8		11	---		CLODOVIL	牡	3			56.5		6			05377	00987	00nan	0.0	2003A8081704
9		4	---		VAHORIMIX	牡	5			59.0		3/4			05271	00987	00nan	0.0	2003A8081704
10		7	---		1999106738	牡	4			59.0		3/4			00711	00383	415800.0	0.0	2003A8081704
11		6	---		FOMALHAUT	牡	4			59.0		6			05339	[他] バリー	00nan	0.0	2003A8081704
12		2	---		BLATANT	牡	4			59.0		10			05374	05016	00nan	0.0	2003A8081704
取		9	---		ZAFEEN	牡	3			56.5					00nan	05188	00nan	0.0	2003A8081704
1		3	---		2001190004	牡	2			56.5	103.1	0.0			05353	05561	732800	0.0	2003A8090203
1		13	---		NEBRASKA TORNADO	牝	3			54.5	98.7	0			00890	00987	00nan	0.0	2003A8090705
2		5	---		1999106738	牡	4			58.0		1/2			00711	00383	415800.0	0.0	2003A8090705
3		8	---		1999190002	牝	4			56.5		1			00865	00981	652800.0	0.0	2003A8090705
4		14	---		SOVIET SONG	牝	3			54.5		1.1/2			0アービナ	[他] ファンシ	00nan	0.0	2003A8090705
5		9	---		CLODOVIL	牡	3			56.0		1.1/2			05271	00987	00nan	0.0	2003A8090705
6		3	---		WHERE OR WHEN	牡	4			58.0		1/2			0ダーレー	[他] ミルズ	00nan	0.0	2003A8090705
7		4	---		DOMEDRIVER	牡	5			58.0		クビ			05031	[他] バリー	00nan	0.0	2003A8090705
8		1	---		1999190005	牡	4			58.0		3/4			05353	05469	664800.0	0.0	2003A8090705
9		10	---		STATUE OF LIBERTY	牡	3			56.0		ハナ			05374	00972	00nan	0.0	2003A8090705
10		2	---		DANDOUN	牡	5			58.0		2			00878	00947	00nan	0.0	2003A8090705
11		12	---		000a010532	牡	3			56.0		アタマ			05039	00812	00nan	0.0	2003A8090705
12		11	---		MILITARY OPTION	牡	3			56.0		クビ			0シャナハ	00812	00nan	0.0	2003A8090705
13		6	---		1999106851	牡	4			58.0		ハナ			01025	01008	415800.0	0.0	2003A8090705
14		7	---		REEL BUDDY	牡	5			58.0		1			00813	[他] ハノン	00nan	0.0	2003A8090705
1		4	---		2001190004	牡	2			58.0	99.3	0.0			05353	05561	732800	0.0	2003A8092002
1		5	---		2001190004	牡	2			57.0	107.0	0.0			05353	05561	732800	0.0	2003A8110104
1		8	---	2.0	000a01098f	牡	3			56.0		0.0			05271	05128	214030	0.0	2003A8a00103
