rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	10		カリマンタン	牝4	51.0		浅野皓大	1:31.7		3-3-1	40.2	1.6	1	389	-3		原口次夫		加藤千豊	27.0
2	6	6		スターラスベガス	牡5	56.0		岡部誠	1:31.7	アタマ	1-1-1	40.3	2.9	2	453	1		井手上慎		江津和人	7.6
3	1	1		ミズデッポウ	セ6	56.0		友森翔太	1:32.4	3.0	7-7-5	39.7	20.7	5	469	-2		塚田隆男		早田敬子	4.3
4	4	4		シャンパンムーン	牡4	56.0		山田祥雄	1:32.7	1.1/2	5-4-4	40.5	13.7	4	463	8		今津勝之		小林克己	2.7
5	5	5		サノノドラゴン	牡4	56.0		戸部尚実	1:32.8	3/4	10-10-8	39.3	13.5	3	422	1		植松則幸		（株）ファーストビ	1.6
6	7	7		ラヴィングフレーム	牝5	54.0		村上弘樹	1:33.3	2.1/2	8-8-6	40.5	21.4	6	458	6		安部幸夫		西村清子	
7	7	8		フォーユアラヴ	牝6	54.0		丸山真一	1:33.4	1/2	9-9-7	40.4	145.5	10	409	-8		坂口義幸		遠藤喜和	
8	2	2		アズマタイムズ	牝8	54.0		加藤誓二	1:34.3	4.0	4-6-10	41.6	111.9	8	445	-2		藤ヶ崎一		杉浦和也	
9	3	3		スーパーラッド	牡7	54.0		木之前葵	1:34.5	1.1/2	6-5-9	42.0	124.7	9	521	7		錦見勇夫		西川尚	
10	8	9		ケントホープ	牡4	56.0		柿原翔	1:38.7	大	2-2-3	47.2	27.0	7	482	6		竹下太		関山芳邦	
