rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	6		ココリアッピア	牝5	54.0		田中学	1:35.1		4-5-4-3	41.6	5.2	3	458	0		北野真弘		美崎光二郎	50.0
2	1	1		ランスオブマインド	牝4	54.0		廣瀬航	1:35.2	3/4	7-6-6-5	41.6	18.0	6	438	-2		国澤利照		五影慶則	20.0
3	8	10		ダイナレーヴ	牝4	51.0		大山龍太	1:35.6	2.1/2	1-1-1-1	42.6	5.0	2	411	6		長倉功		森川真也	12.5
4	3	3		カンビアーレ	牝5	54.0		川原正一	1:36.0	2.1/2	2-2-2-2	42.8	38.5	8	420	1		稻田彰宏		小谷昌吾	7.5
5	5	5		レスペート	牝9	54.0		鴨宮祥行	1:36.2	1.1/4	9-8-9-8	42.2	1.6	1	481	1		岡田利一		菊地豊彦	5.0
6	7	7		ベアトリーチェ	牝4	54.0		松本幸祐	1:36.5	2.0	8-8-7-6	42.6	14.8	4	410	2		三宅直之		（株）ファーストビ	
7	4	4		リュウチャン	牡10	56.0		中田貴士	1:37.0	3.0	6-6-7-6	43.2	15.1	5	460	0		野田忍		田上雅春	
8	8	9		アッコルド	牡7	56.0		高畑皓一	1:37.5	3.0	9-10-10-10	43.1	216.0	10	468	8		西村守幸		（株）ファーストビ	
9	2	2		クレマン	牝6	54.0		田野豊三	1:37.8	1.3/4	4-4-3-4	44.5	25.7	7	479	4		西村守幸		組）オールザベスト組	
10	7	8		オチビチャン	牝4	54.0		竹村達也	1:38.6	5.0	3-3-5-9	45.2	133.7	9	345	-1		岡田利一		（株）さくらコーポ	
