着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1	5	5	---	4	2001100808	牡	3	471.0	-5.0	54	91.1	0	7-8-3-1	39.4	05000	05462	x00329	130.0	200442012701
2	7	8	---	2	2001101206	牝	3	482.0	10.0	53	92.0	5	7-5-1-2	40.4	00423	a0189	x033c1	39.0	200442012701
3	2	2	---	3	2001105761	牝	3	434.0	3.0	53	93.1	6	2-2-1-3	41.5	05357	05015	819007	22.1	200442012701
4	1	1	---	7	2001101077	牝	3	445.0	-5.0	53	93.5	2	9-9-7-4	41.5	05248	00964	x01d48	16.9	200442012701
5	6	6	---	5	2001105317	牝	3	446.0	-4.0	53	93.9	2	10-10-9-6	41.7	05230	05516	x00f34	13.0	200442012701
6	7	7	---	6	2001102723	牝	3	450.0	-14.0	53	94.5	3	3-4-5-7	42.8	00874	a01e6	945008	0.0	200442012701
7	8	9	---	9	2001104891	牝	3	400.0	-2.0	53	94.8	1.1/2	1-1-4-5	43.3	a011e	05072	x044d7	0.0	200442012701
8	3	3	---	10	2001107748	牝	3	451.0	5.0	53	95.1	1.1/2	6-6-7-9	43.3	05348	05354	352008	0.0	200442012701
9	8	10	---	1	2001101806	牝	3	440.0	3.0	53	96.3	6	5-7-10-10	44.3	00422	a0184	225008	0.0	200442012701
10	4	4	---	8	2001102349	牝	3	440.0	-17.0	53	96.5	1	4-3-5-8	44.8	05269	05410	260006	0.0	200442012701
1	1	1	---	3	2001105983	牡	3	453.0	-2.0	54	91.9	0	3-3-4-3	40.1	05348	05273	x000f2	130.0	200442012702
2	7	8	---	6	2001109126	牡	3	455.0	-5.0	54	91.9	ハナ	1-1-1-1	40.4	a0116	a01fd	x00e7e	39.0	200442012702
3	8	11	---	5	2001101218	牝	3	441.0	-14.0	53	92.5	3	2-2-2-2	40.9	05357	00964	974002	22.1	200442012702
4	7	9	---	9	2001109336	牡	3	445.0	0.0	54	92.5	ハナ	10-10-7-6	40.4	00874	a01e6	x00b03	16.9	200442012702
5	8	10	---	1	2001106036	牝	3	444.0	2.0	53	92.7	1	5-5-5-5	40.9	05248	05337	292008	13.0	200442012702
6	6	6	---	8	2001101231	牡	3	430.0	2.0	54	93.3	3	4-4-3-4	41.6	a017e	a0188	319002	0.0	200442012702
7	4	4	---	4	2001102845	牡	3	427.0	-3.0	54	93.9	3	8-8-6-7	41.9	05269	05015	x02594	0.0	200442012702
8	2	2	---	10	2001104802	牡	3	483.0	-2.0	54	94.0	3/4	11-11-11-9	41.2	05222	05231	634001	0.0	200442012702
9	3	3	---	2	2001103503	牡	3	573.0	-4.0	54	94.1	1/2	5-5-8-8	42.1	00422	05562	107002	0.0	200442012702
10	6	7	---	11	2001106720	牝	3	431.0	-2.0	53	94.5	2	9-9-10-10	42.1	05230	a017e	x014ff	0.0	200442012702
11	5	5	---	7	2001101793	牝	3	375.0	-1.0	53	95.1	3	7-7-9-11	43.0	00424	05015	300008	0.0	200442012702
1	1	1	---	6	1999105228	牡	5	497.0	5.0	55	91.4	0	1-1-2-1	40.2	05248	a0178	x03e7e	100.0	200442012703
2	3	3	---	2	1997101186	牝	7	464.0	-2.0	53	91.8	2	10-9-10-9	39.5	a017e	a0188	505001	27.0	200442012703
3	7	9	---	1	1998105292	牡	6	544.0	4.0	55	92.0	3/4	5-6-1-2	40.7	00422	05484	x027a9	15.3	200442012703
4	6	7	---	3	1998104243	牡	6	474.0	0.0	55	92.4	2	4-3-4-3	41.0	00874	05101	973800	11.7	200442012703
5	2	2	---	10	1999109358	牝	5	388.0	-5.0	53	92.5	1/2	6-5-8-4	40.7	a017d	05476	x012bd	9.0	200442012703
6	5	5	---	4	1999105120	牡	5	467.0	3.0	55	92.5	クビ	8-7-7-8	40.8	00423	a0189	x00f5c	0.0	200442012703
7	8	11	---	5	1999101088	牝	5	420.0	7.0	53	92.6	3/4	3-4-5-5	41.2	05357	05562	x00f5d	0.0	200442012703
8	7	8	---	7	1999104958	牝	5	457.0	4.0	53	92.9	1.1/2	11-10-6-7	41.1	05269	00964	x01d48	0.0	200442012703
9	8	10	---	9	1998106790	牝	6	435.0	3.0	53	93.0	3/4	7-8-9-10	40.9	a0116	05410	x00e3c	0.0	200442012703
10	6	6	---	8	1999109459	セ	5	423.0	-5.0	55	93.0	アタマ	2-2-3-6	41.7	05348	05354	x00278	0.0	200442012703
11	4	4	---	11	1998104335	牡	6	485.0	3.0	55	93.1	クビ	9-11-11-11	40.5	05000	a0179	x02dd0	0.0	200442012703
1	6	8	---	2	1999105997	セ	5	430.0	3.0	55	91.9	0	9-11-9-5	40.6	a017e	a0184	x03299	100.0	200442012704
2	6	7	---	4	1998103870	牡	6	508.0	4.0	55	92.0	1/2	8-7-6-6	41.0	05269	05651	335006	27.0	200442012704
3	8	12	---	6	1999104998	牝	5	425.0	1.0	53	92.2	3/4	3-3-2-2	41.9	a017d	05072	x03633	15.3	200442012704
4	8	11	---	11	1998109406	牝	6	446.0	-4.0	53	92.2	クビ	5-5-5-4	41.6	a0198	a017d	x00e8d	11.7	200442012704
5	1	1	---	5	1999103694	牝	5	400.0	-3.0	53	92.3	クビ	1-1-1-1	42.1	a018b	05101	x00e5a	9.0	200442012704
6	4	4	---	8	1999102733	牡	5	416.0	3.0	55	92.3	ハナ	10-9-8-8	41.0	00422	05446	714006	0.0	200442012704
7	3	3	---	9	1996100195	牝	8	425.0	3.0	52	92.4	3/4	7-8-7-7	41.3	a0120	a0188	125009	0.0	200442012704
8	7	9	---	1	1997102301	牡	7	517.0	14.0	55	92.5	クビ	12-12-12-12	40.4	05357	00964	x00ea7	0.0	200442012704
9	2	2	---	10	1999104806	牡	5	465.0	5.0	55	92.6	3/4	4-4-4-3	42.1	05230	a0185	x00e52	0.0	200442012704
10	5	6	---	3	1999107440	セ	5	509.0	9.0	55	92.7	1/2	6-6-11-10	41.4	05248	05484	x03799	0.0	200442012704
11	7	10	---	12	1998103053	牝	6	454.0	2.0	53	93.1	2	2-2-3-9	42.7	00423	a0189	x043c7	0.0	200442012704
12	5	5	---	7	1996101422	牝	8	438.0	-4.0	52	93.2	1/2	11-10-10-11	41.9	a0116	05410	x00f60	0.0	200442012704
1	8	10	---	6	1999102111	牡	5	512.0	9.0	55	90.7	0	2-2-1-1	40.0	05348	05354	x00e38	110.0	200442012705
2	6	6	---	7	2000100087	牡	4	486.0	4.0	55	90.7	クビ	5-5-3-2	40.0	00424	a018c	302800	33.0	200442012705
3	8	11	---	3	2000105827	牝	4	438.0	-2.0	53	91.5	4	4-4-2-3	40.8	05248	05273	x000f2	18.7	200442012705
4	6	7	---	11	1998109259	牝	6	458.0	4.0	53	91.6	1/2	7-7-8-8	39.9	05222	05072	x00a49	14.3	200442012705
5	3	3	---	8	2000100254	牝	4	417.0	0.0	53	91.7	3/4	9-8-6-5	40.2	a017e	a01fd	x00e8c	11.0	200442012705
6	4	4	---	1	1999104575	牝	5	480.0	3.0	51	91.7	クビ	6-6-6-7	40.5	05365	05121	x000d2	0.0	200442012705
7	2	2	---	2	1997103873	牡	7	468.0	8.0	55	91.9	1	3-3-5-6	41.1	05230	05337	x0029d	0.0	200442012705
8	1	1	---	5	1997103317	牡	7	486.0	14.0	55	92.0	クビ	8-9-9-9	39.7	00863	05562	x00011	0.0	200442012705
9	7	8	---	10	2000102659	牝	4	435.0	-1.0	53	92.2	1	1-1-4-4	41.5	05269	05015	901007	0.0	200442012705
10	5	5	---	4	2000102061	牝	4	444.0	-3.0	53	92.2	ハナ	11-10-10-9	39.7	05357	05446	x00f5d	0.0	200442012705
11	7	9	---	9	2000109444	牝	4	423.0	3.0	53	93.5	7	10-11-11-11	40.4	05000	a0178	x00e55	0.0	200442012705
1	1	1	---	7	1998104273	牡	6	498.0	6.0	55	90.6	0	9-8-8-4	39.3	a017e	a01fd	x00fdf	110.0	200442012706
2	8	10	---	4	1999103613	牝	5	406.0	-4.0	53	90.6	アタマ	3-3-3-3	39.8	05248	05410	x00e3c	33.0	200442012706
3	6	6	---	2	1998102581	牝	6	491.0	-4.0	53	90.7	クビ	2-2-1-2	40.1	00423	a017e	375007	18.7	200442012706
4	5	5	---	1	1997107243	牡	7	515.0	7.0	55	91.5	4	1-1-1-1	40.9	05348	05484	x027a9	12.7	200442012706
4	8	9	---	6	2000102066	牝	4	410.0	2.0	53	91.5	同着	8-9-9-6	40.2	00907	05231	634001	12.7	200442012706
6	3	3	---	10	1999109200	牡	5	430.0	7.0	55	91.9	2	10-10-10-9	40.3	05000	a0179	x00b13	0.0	200442012706
7	7	8	---	5	1999105118	牝	5	423.0	5.0	53	92.0	クビ	6-5-4-5	41.1	00863	05015	x0146b	0.0	200442012706
8	4	4	---	8	1997103870	牡	7	527.0	5.0	55	92.2	1	5-6-6-7	41.1	a017d	05462	523009	0.0	200442012706
9	7	7	---	9	1996107898	牝	8	486.0	6.0	52	92.8	3	7-7-5-8	41.6	a0116	05101	x0373c	0.0	200442012706
10	2	2	---	3	2000103227	牡	4	493.0	8.0	55	93.3	2.1/2	4-4-7-10	42.2	00424	a018c	280002	0.0	200442012706
1	4	4	---	3	2000105884	牝	4	454.0	11.0	53	89.9	0	6-6-4-1	39.3	a017e	a0184	x00f3a	130.0	200442012707
2	3	3	---	1	1997107459	牡	7	464.0	4.0	55	89.9	ハナ	2-2-2-2	39.4	00422	05121	038002	39.0	200442012707
3	8	9	---	5	1998103860	牡	6	480.0	12.0	55	90.2	1.1/2	7-8-7-5	39.4	00907	05215	x00ee9	22.1	200442012707
4	5	5	---	2	1998103762	牝	6	424.0	9.0	53	90.7	2.1/2	8-6-8-6	39.9	00874	05101	a00010	16.9	200442012707
5	1	1	---	8	1996104932	牡	8	480.0	15.0	54	91.1	2	5-3-5-4	40.4	a017d	05462	186001	13.0	200442012707
6	2	2	---	4	1998110283	牡	6	456.0	6.0	55	91.5	2	1-1-1-3	41.1	05124	05651	951005	0.0	200442012707
7	7	7	---	7	1999105015	牡	5	476.0	-14.0	55	91.7	1	2-3-5-7	41.0	05000	05410	041002	0.0	200442012707
8	6	6	---	9	1999103898	牡	5	462.0	-12.0	52	91.8	1/2	9-9-9-9	40.4	a01f3	05337	x002bd	0.0	200442012707
9	8	8	---	6	1997109159	牡	7	452.0	-2.0	55	92.2	2	2-3-3-8	41.7	05357	a00a9	x0062a	0.0	200442012707
1	6	6	---	8	2001105372	牝	3	458.0	12.0	53	90.4	0	7-8-6-3	39.1	01025	00106	102800	200.0	200442012708
2	7	9	---	2	2001103662	牝	3	418.0	-12.0	53	90.5	1/2	2-2-1-1	40.1	00684	01027	270006	60.0	200442012708
3	1	1	---	4	2001101430	牝	3	460.0	-12.0	53	90.6	3/4	8-7-7-6	39.3	05352	05315	x02db2	34.0	200442012708
