rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	7		アヴァンセ	セ6	56.0		永森大智	1:29.4		5-5-5-1	38.6	2.6	1	467	-11		雑賀正光		飯田正剛	120.0
2	4	4		リュウノボサノバ	牡6	56.0		郷間勇太	1:30.6	6.0	8-8-8-5	39.3	18.0	5	501	-1		国澤輝幸		蓑島竜一	42.0
3	5	6		セイウンオフロード	牡6	56.0		多田羅誠	1:30.8	1.0	7-7-6-7	39.7	29.7	9	505	0		工藤真司		（株）ボンズ	24.0
4	2	2		リガス	牡8	56.0		岡村卓弥	1:30.9	3/4	6-6-7-3	39.8	58.7	10	533	2		雑賀正光		小菅誠	18.0
5	1	1		ダノンチャンス	セ8	53.0		林謙佑	1:31.0	クビ	10-9-9-6	39.4	20.6	6	510	0		別府真司		酒井孝敏	12.0
6	7	10		サノノカガヤキ	牡9	56.0		上田将司	1:31.1	1/2	3-3-4-4	40.6	4.5	3	510	-2		那俄性哲		（株）ファーストビ	
7	3	3		アイメイドイット	牝6	54.0		赤岡修次	1:31.1	クビ	4-4-1-2	40.7	3.0	2	440	1		田中守		須田靖之	
8	8	11		ハルノフェスタ	牝9	54.0		西森将司	1:31.4	1.1/2	12-12-12-10	39.2	115.4	11	452	4		宮路洋一		深瀬歩	
9	7	9		ダノンフォワード	牡7	52.0		濱尚美	1:31.8	2.0	2-2-3-8	41.3	24.4	7	450	1		別府真司		酒井孝敏	
10	6	8		バンクショット	牡6	56.0		米倉知	1:32.1	1.1/2	11-11-11-12	40.2	27.5	8	468	-2		国澤輝幸		（同）ＪＰＮ技研	
11	8	12		ケイアイマボラ	牡5	56.0		倉兼育康	1:32.3	1.0	9-10-10-11	40.6	14.7	4	468	-5		宮路洋一		松本桂昌	
12	5	5		ロマンチスト	牡9	56.0		佐原秀泰	1:32.9	3.0	1-1-2-9	42.8	179.5	12	536	-1		那俄性哲		（株）ファーストビ	
