waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017102866	イエローリボン			05248	加藤和博	a02d5	藤原智行	453	-4
2	2	2016105408	ボビン			05553	保園翔也	05337	内野健二	435	-2
3	3	2017105884	ユウユウグリュック			05397	吉留孝司	a0185	横山保	422	5
4	4	2018106686	アスマスティーブ			05595	福原杏	a02c6	水野貴史	466	16
5	5	2017103980	ナムラキティー			05399	和田譲治	a02c8	小澤宏次	474	8
5	6	2013102417	エクセルレジェンド			05563	櫻井光輔	a0188	牛房栄吉	458	3
6	7	2016101228	ルルド			a017d	橋本直哉	a02a6	平山真希	420	-7
6	8	2017101392	キョウワビースト			05347	秋元耕成	05101	山越光	534	5
7	9	2018100469	サンライズヴェリテ			a0188	藤江渉	05591	工藤伸輔	436	-5
7	10	2018100146	セルクルクルミ			a02c3	寺島憂人	a02c6	水野貴史	424	0
8	11	2013100060	ティーパフォーマー			05452	澤田龍哉	05651	川村守男	444	-1
8	12	2017100833	アミン			a0233	国分祐仁	a02a5	冨田敏男	458	5
