waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017105943	ウインランウェイ			a02e0	村上弘樹	05200	藤ヶ崎一	456	2
2	2	2014101986	エルミニョンヌ			05543	山田祥雄	05287	井手上慎	425	-1
3	3	2017103417	トミケンプラセール			05196	宮下瞳	05263	瀬戸口悟	456	1
4	4	2017103351	グラスピエーナ			00839	戸部尚実	a02e8	竹下太	463	8
5	5	2017102687	キングリアリティー			05557	加藤聡一	05214	原口次夫	473	4
6	6	2017101688	ナツミフルーリー			05164	藤原良一	a022c	竹之下昭	421	3
6	7	2014104263	オリジナルポイント			a016d	横井将人	05671	倉地学	497	-2
7	8	2017109044	タイセイプルミエ			05171	岡部誠	05200	藤ヶ崎一	504	2
7	9	2017101106	キングズジェム			05489	今井貴大	05214	原口次夫	457	4
8	10	2014101860	サンモントレー			05602	細川智史	05274	今津勝之	441	4
8	11	2014102280	ペイシャブルー			05370	大畑雅章	05230	迫田清美	437	1
