waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017110016	プライモーディアル			05299	吉原寛人	05390	高橋俊之	502	6
2	2	2017106423	ビックハート			a00d0	池田敦	05043	高橋道雄	418	-1
3	3	2017101870	シオジレア			05604	魚住謙心	a027e	鋤田誠二	467	6
4	4	2017103109	ナイトスターリリー			a02dc	中島龍也	05650	高橋優子	457	-5
5	5	2016102574	カネコメヒカル			05556	栗原大河	05160	佐藤茂	467	6
6	6	2016103274						a01c1	井樋一也	56	
7	7	2015100411	スターシード			a0205	田知弘久	05235	金田一昌	500	-4
7	8	2016100953	スペロラルーチェ			05300	葛山晃平	05390	高橋俊之	448	-6
8	9	2012103076	シップーコウライ			05332	平瀬城久	05423	鈴木正也	502	1
8	10	2017104720	エムティキラリ			a01e5	青柳正義	05160	佐藤茂	468	-7
