	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
201630042101	ダ	右	1500	晴	良	16:00	3歳条件4ー2		2016-4-21	1	門別	2	(馬齢)		1.0	290.0	2.0	1.0	230	3.0	2.0	290	4.0	1-2	940.0	6.0	1-2	390	6.0	1-6	650	10.0	2-6	640	9.0	1=>2	1520.0	8.0	1-2-6	1980.0	9.0	1=>2=>6	7580.0	38.0	(3,6),(1,4),2,5	(3,6),(1,4),2,5	3,6,(1,4),2,5	(3,6),1,4,2-5								
201630042102	ダ	右	1200	晴	良	16:35	3歳条件未勝利		2016-4-21	1	門別	2	(馬齢)		1.0	230.0	2.0	1.0	120	1.0	7.0	920	7.0	1-7	9860.0	18.0	1-7	2,610	18.0	1-3	260	3.0	3-7	1,240	13.0	1=>7	9900.0	25.0	1-3-7	7960.0	22.0	1=>7=>3	46760.0	110.0			6,7,1,(2,5,4),3	(6,7),1,4,5,2,3								
201630042103	ダ	右	1200	晴	良	17:10	3歳条件未勝利		2016-4-21	1	門別	2	(馬齢)		7.0	150.0	1.0	7.0	110	1.0	5.0	110	2.0	5-7	160.0	1.0	5-7	120	1.0	3-7	230	5.0	3-5	200	2.0	7=>5	230.0	1.0	3-5-7	350.0	2.0	7=>5=>3	760.0	2.0			3675142	(3,6,7),5,1,4,2								
201630042104	ダ	右	1200	晴	良	17:45	3歳条件1?4ー1		2016-4-21	1	門別	2	(別定)		7.0	3130.0	7.0	7.0	730	7.0	5.0	770	8.0	5-7	14660.0	29.0	5-7	5,840	32.0	7-9	2,540	25.0	5-9	3,460	27.0	7=>5	58190.0	62.0	5-7-9	42240.0	71.0	7=>5=>9	558050.0	441.0			7,5,9,4,(2,6,8),1-3	7,(5,9),6,(4,2),8,1,3			9.0	480.0	6.0	5-7	38640.0	27.0
201630042105	ダ	右	1200	晴	良	18:15	3歳以上C4ー3		2016-4-21	1	門別	2	(馬齢)		9.0	1550.0	5.0	9.0	180	5.0	2.0	170	4.0	2-9	4500.0	16.0	2-9	1,140	17.0	6-9	580	7.0	2-6	260	2.0	9=>2	10080.0	35.0	2-6-9	2460.0	8.0	9=>2=>6	32320.0	109.0			7,(2,4,8),1,6,(3,5),9	7,(2,4,8),(1,6),3,5,9			6.0	120.0	1.0	2-8	660.0	2.0
201630042106	ダ	右	1500	晴	良	18:50	3歳以上C4ー3		2016-4-21	1	門別	2	(馬齢)		2.0	250.0	1.0	2.0	130	1.0	1.0	190	4.0	1-2	770.0	1.0	1-2	270	1.0	2-12	380	2.0	1-12	680	8.0	2=>1	940.0	1.0	1-2-12	1120.0	1.0	2=>1=>12	3820.0	1.0	(2,3,11),(6,12),5,1,8,(7,9),4,10	12,(2,3),11,(5,6),1,8,9,4,7,10	12,3,1,(2,11),6,5,8,4,9,(10,7)	12,1,3,2,(11,8),(5,9),6,4,10,7			12.0	230.0	6.0	1-2	830.0	4.0
201630042107	ダ	右	1200	晴	良	19:25	リーディングジョッキ 		2016-4-21	1	門別	2	(馬齢)		2.0	210.0	1.0	2.0	120	1.0	5.0	190	3.0	2-5	420.0	2.0	2-5	190	2.0	1-2	170	1.0	1-5	250	4.0	2=>5	670.0	2.0	1-2-5	380.0	1.0	2=>5=>1	1510.0	2.0			1,4,6,(5,7),2,3	1,4,(5,6),7,2,3								
201630042108	ダ	右	1700	晴	良	20:00	リーディングジョッキ 		2016-4-21	1	門別	2	(馬齢)		5.0	160.0	1.0	5.0	110	1.0	7.0	710	7.0	5-7	1570.0	6.0	5-7	510	7.0	1-5	160	1.0	1-7	730	12.0	5=>7	2130.0	8.0	1-5-7	1250.0	6.0	5=>7=>1	6330.0	22.0	3,7,2,4,5,(1,6)	3,7,2,4,5,(1,6)	(3,7),(4,5),(2,1),6	(3,7),5,(2,4,1),6								
201630042701	ダ	右	1000	晴	良	15:45	親子岩賞		2016-4-27	1	門別	3	(馬齢)		5.0	520.0	3.0	5.0	180	3.0	6.0	160	2.0	5-6	780.0	3.0	5-6	180	3.0	4-5	130	1.0	4-6	130	2.0	5=>6	2000.0	8.0	4-5-6	200.0	1.0	5=>6=>4	3030.0	13.0			(4,6),1,5,(3,7),2	(4,6),1,5,7,3,2								
201630042702	ダ	右	1500	晴	良	16:25	チロロの巨石賞		2016-4-27	1	門別	3	(馬齢)		4.0	180.0	1.0	4.0	110	2.0	7.0	110	1.0	4-7	340.0	1.0	4-7	170	1.0	2-4	990	15.0	2-7	1,230	17.0	4=>7	830.0	2.0	2-4-7	2290.0	9.0	4=>7=>2	7830.0	26.0	4,(6,7),9,2,8,(1,5)	4,7,6,(2,9),8,1,5	4,7,6,2,(1,8),5,9	4,7,6,2,1,(8,5),9			2.0	420.0	7.0	4-7	340.0	1.0
