waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018105608	パラノイド	牝4	55.0	01179	菅原明	01017	萩原	470	0
1	2	2018106472	シーオブドリームス	牝4	55.0	01092	津村	01108	矢野	486	6
2	3	2017105940	ジェラペッシュ	牝5	55.0	00733	吉田豊	00437	南田	466	6
2	4	2018105420	スキャッターシード	牝4	55.0	01170	横山武	01086	斎藤誠	548	-6
3	5	2018101519	ケイツーマルカ	牝4	55.0	01019	秋山真	01026	鈴木伸	504	0
3	6	2018100529	ジャグリング	牝4	55.0	01162	木幡巧	01116	新開	458	-4
4	7	2017101771	ヤマニンエルモサ	牝5	55.0	01096	大野	01182	辻	494	6
4	8	2016105479	ルミエールソレイユ	牝6	55.0	01009	柴田大	01096	粕谷	482	-4
5	9	2018105231	ラヴォルタ	牝4	55.0	05585	レーン	01027	田村	494	-6
5	10	2017100874	ヴァルゴスピカ	牝5	53.0	01188	永野	01051	岩戸	452	16
6	11	2017105151	ユールファーナ	牝5	52.0	01192	横山琉	01165	和田勇	434	-8
6	12	2017105267	ショコラブリアン	牝5	55.0	05212	Ｍデムーロ	01103	尾関	520	-12
7	13	2017105286	ナリノクリスティー	牝5	52.0	01201	水沼	00423	上原博	484	0
7	14	2018102338	アラカザーム	牝4	55.0	00684	田中勝	01093	松永康	460	16
8	15	2018103298	タイセイルージュ	牝4	55.0	01135	杉原	01109	伊藤大	472	2
8	16	2018101051	タマダイヤモンド	牝4	55.0	01150	石川	01020	相沢	488	4
