rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	1		ドンコルネ	牡5	56.0		真島大輔	1:44.3		4-4-4-4	40.1	1.5	1	460	-4		米田英世		西村亮二	80.0
2	2	2		カズノワンダー	牡7	56.0		達城龍次	1:45.0	3.1/2	1-1-1-1	40.9	5.0	2	482	10		納谷和玖		鈴木道雄	32.0
3	6	10		ネオチャンプ	牡4	56.0		本田正重	1:45.2	1.1/4	3-3-3-3	41.1	144.6	11	528	3		須田和伸		欠畑圭一	20.0
4	2	3		フラットサーブ	牡5	56.0		町田直希	1:45.2	アタマ	14-14-13-11	39.5	48.6	9	449	-1		宮浦正行		八嶋長久	12.0
5	4	7		マルカンファイヤー	牡7	56.0		柏木健宏	1:45.2	クビ	4-5-5-5	41.1	12.6	4	497	-2		佐々木洋		斉藤勘介	8.0
6	3	5		トレジャード	牡4	56.0		有年淳	1:45.5	1.1/2	11-11-9-9	40.8	29.7	6	480	-4		井上弘之		谷川牧場	
7	7	12		ケイジースワロー	牡7	56.0		西啓太	1:45.8	1.1/2	7-7-8-8	41.4	19.4	5	464	1		久保與造		由利一郎	
8	8	15		リックブライアン	牝8	54.0		中村尚平	1:46.0	1.1/4	12-12-12-12	40.5	34.3	7	437	-4		上杉昌宏		山辺浩	
9	7	13		ワンダーフォンテン	牡5	56.0		保園翔也	1:46.0	アタマ	13-13-14-13	40.2	258.6	13	447	-2		井上弘之		吉橋興生	
10	4	6		キョウエイアムール	牝6	51.0		仲原大生	1:46.1	クビ	6-6-6-7	41.7	66.6	10	432	-1		阪本一栄		田中晴夫	
11	5	8		サクセスクイーン	牝7	54.0		矢野貴之	1:46.1	クビ	8-8-7-6	41.7	7.3	3	421	4		立花伸		小林章	
12	3	4		サワオウジョ	牝4	54.0		早田功駿	1:46.1	ハナ	10-10-10-10	41.0	262.7	14	442	8		納谷和玖		井上久光	
13	5	9		マウントレーニア	牝4	52.0		吉井章	1:46.2	1/2	2-2-2-2	42.1	40.8	8	452	-4		佐宗応和		井門敏雄	
14	8	14		マエストロ	セ6	56.0		江里口裕	1:48.8	大	9-9-11-14	43.8	218.2	12	459	0		久保與造		川上和彦	
取	6	11		カーボンタイクーン	牡8	56.0		山崎良					---		計不			小野寺晋		江里口弘一郎	
